player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Marshawn Lynch,3628,HB,1,OAK,29,26,67,2.6,1,72.9,68.1,79.5,60.0,60,2.31,7,5,5,0,0,0,2017,12
Samaje Perine,11869,HB,1,WAS,26,24,100,4.2,0,64.1,64.1,78.8,60.0,56,2.33,16,5,2,0,0,0,2017,12
Joe Mixon,11803,HB,1,CIN,25,23,114,5.0,1,88.7,86.5,78.3,60.0,71,3.09,19,7,4,0,0,0,2017,12
LeSean McCoy,4976,HB,1,BUF,24,22,49,2.2,0,58.6,53.8,78.0,58.9,27,1.23,14,4,1,0,0,0,2017,12
Melvin Gordon III,9448,HB,1,LAC,27,21,65,3.1,0,59.1,55.7,77.8,60.0,52,2.48,11,3,4,0,0,0,2017,12
Jamaal Williams,11889,HB,1,GB,22,21,66,3.1,1,60.0,61.4,78.0,60.0,41,1.95,12,5,2,0,0,0,2017,12
Le'Veon Bell,7829,HB,1,PIT,21,20,95,4.8,0,70.8,54.9,29.2,60.0,60,3.0,14,4,2,1,0,0,2017,12
Adrian Peterson,3623,HB,1,ARZ,23,20,79,4.0,0,56.8,64.0,77.7,66.7,46,2.3,10,3,2,0,1,0,2017,12
Latavius Murray,7962,HB,1,MIN,23,20,84,4.2,1,56.2,62.5,77.1,60.0,90,4.5,46,5,4,0,0,0,2017,12
Tevin Coleman,9506,HB,1,ATL,21,19,97,5.1,2,75.3,77.9,76.8,60.0,51,2.68,20,3,4,0,0,0,2017,12
Eddie Lacy,7842,HB,1,SEA,19,17,46,2.7,0,67.5,66.2,76.7,60.0,42,2.47,11,1,5,0,0,0,2017,12
Todd Gurley II,9443,HB,1,LA,22,17,74,4.4,0,71.9,63.4,76.9,75.6,52,3.06,14,5,3,0,0,0,2017,12
Frank Gore,2282,HB,1,IND,18,17,62,3.6,1,66.1,66.0,76.6,60.0,49,2.88,14,3,3,0,0,0,2017,12
Lamar Miller,7097,HB,1,HST,17,17,51,3.0,1,59.2,61.7,76.7,,45,2.65,17,3,1,0,0,0,2017,12
Alex Collins,10805,HB,1,BLT,19,16,60,3.8,1,65.4,65.2,76.6,60.0,22,1.38,29,3,1,0,0,0,2017,12
Isaiah Crowell,9295,HB,1,CLV,16,16,95,5.9,0,72.4,70.4,76.4,,63,3.94,27,5,3,0,0,0,2017,12
Carlos Hyde,8692,HB,1,SF,20,16,47,2.9,0,55.9,67.2,77.4,60.0,32,2.0,14,3,3,0,0,0,2017,12
Dion Lewis,6301,HB,1,NE,18,15,112,7.5,0,84.7,83.8,76.9,60.0,67,4.47,25,5,6,0,0,0,2017,12
Jonathan Stewart,4327,HB,1,CAR,19,15,26,1.7,1,64.7,61.4,75.5,68.3,26,1.73,4,2,1,0,0,0,2017,12
LeGarrette Blount,5863,HB,1,PHI,17,15,97,6.5,0,57.3,57.7,23.9,60.0,58,3.87,35,2,2,1,0,0,2017,12
Rex Burkhead,7971,HB,1,NE,16,13,50,3.8,1,62.5,56.7,75.2,60.0,24,1.85,22,2,3,0,0,0,2017,12
Derrick Henry,10679,HB,1,TEN,16,13,79,6.1,0,79.2,76.9,75.7,60.0,56,4.31,16,5,5,0,0,0,2017,12
Jerick McKinnon,8731,HB,1,MIN,15,13,23,1.8,0,69.3,68.7,74.9,60.0,30,2.31,16,3,4,0,0,0,2017,12
DeMarco Murray,6223,HB,1,TEN,12,12,9,0.8,1,61.0,51.6,75.0,,12,1.0,12,2,1,0,0,0,2017,12
Leonard Fournette,11759,HB,1,JAX,14,12,25,2.1,0,54.4,55.4,75.0,60.0,23,1.92,8,1,0,0,1,0,2017,12
Mark Ingram II,6180,HB,1,NO,11,11,31,2.8,0,53.7,56.9,74.6,,30,2.73,7,1,1,0,1,1,2017,12
Orleans Darkwa,9173,HB,1,NYG,11,11,30,2.7,0,58.4,56.4,74.1,,21,1.91,6,1,1,0,0,0,2017,12
Kareem Hunt,11841,HB,1,KC,15,11,17,1.5,0,49.6,46.9,74.1,57.8,20,1.82,9,1,1,0,0,0,2017,12
Matt Forte,4358,HB,1,NYJ,10,10,26,2.6,0,65.4,66.6,73.3,,23,2.3,6,0,0,0,0,0,2017,12
