player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Doug Martin,7035,HB,1,TB,31,29,144,5.0,0,70.1,72.1,79.4,60.0,83,2.86,28,6,2,0,0,0,2013,2
Marshawn Lynch,3628,HB,1,SEA,32,28,98,3.5,2,76.8,74.1,79.8,60.1,46,1.64,21,5,5,0,0,0,2013,2
Adrian Peterson,3623,HB,1,MIN,26,26,100,3.8,0,50.9,53.5,27.7,,60,2.31,36,5,8,1,0,0,2013,2
Chris Johnson,4338,HB,1,TEN,26,25,96,3.8,0,48.9,50.6,79.1,60.0,30,1.2,16,5,0,0,1,0,2013,2
DeAngelo Williams,2972,HB,1,CAR,23,22,85,3.9,0,65.6,66.1,77.7,60.0,42,1.91,21,4,3,0,0,0,2013,2
BenJarvus Green-Ellis,4599,HB,1,CIN,22,22,75,3.4,0,55.0,54.7,78.1,60.0,48,2.18,14,6,2,0,0,0,2013,2
Matt Forte,4358,HB,1,CHI,22,20,88,4.4,0,62.4,53.2,28.2,59.7,48,2.4,24,6,6,1,0,0,2013,2
James Starks,5716,HB,1,GB,23,20,132,6.6,1,68.3,67.4,78.0,59.2,48,2.4,32,9,5,0,0,0,2013,2
Arian Foster,5398,HB,1,HST,19,19,79,4.2,1,69.1,72.2,77.3,,57,3.0,16,6,8,0,0,0,2013,2
Darren McFadden,4318,HB,1,OAK,25,19,129,6.8,0,51.2,48.5,30.3,78.7,73,3.84,30,4,5,1,0,0,2013,2
Bernard Pierce,7085,HB,1,BLT,22,19,57,3.0,1,72.6,69.6,77.3,58.4,44,2.32,8,3,7,0,0,0,2013,2
Trent Richardson,7009,HB,1,CLV,18,18,58,3.2,0,76.0,65.3,77.5,,38,2.11,9,1,4,0,0,0,2013,2
C.J. Spiller,5534,HB,1,BUF,18,16,103,6.4,0,71.6,80.7,76.4,59.7,60,3.75,46,4,5,0,0,0,2013,2
Jamaal Charles,4387,HB,1,KC,19,16,55,3.4,0,61.6,61.2,77.5,60.0,22,1.38,16,3,2,0,2,1,2013,2
Ryan Mathews,5537,HB,1,SD,16,16,73,4.6,0,54.5,54.8,24.6,,35,2.19,20,4,1,1,0,0,2013,2
Stevan Ridley,6225,HB,1,NE,19,16,40,2.5,0,67.7,67.4,75.8,59.8,30,1.88,9,0,3,0,0,0,2013,2
Ahmad Bradshaw,3866,HB,1,IND,15,15,65,4.3,1,67.1,64.2,76.1,,25,1.67,9,5,0,0,0,0,2013,2
Rashard Mendenhall,4337,HB,1,ARZ,17,15,66,4.4,1,71.4,65.3,76.2,60.0,33,2.2,11,5,0,0,0,0,2013,2
