player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Nathan Peterman,11926,QB,1,BUF,59,49,31,63.3,188,3.8,0,3,51.9,49.5,64.1,82.6,4,0,2,4,2,45.3,6,11,2018,9
Ben Roethlisberger,1732,QB,1,PIT,49,47,28,59.6,270,5.7,2,0,90.4,87.3,71.7,80.9,1,3,4,2,1,89.8,1,17,2018,9
Alex Smith,2218,QB,1,WAS,50,46,30,65.2,306,6.7,1,1,74.6,69.8,70.8,80.9,3,0,1,3,0,82.3,1,16,2018,9
Aaron Rodgers,2241,QB,1,GB,47,43,24,55.8,259,6.0,2,0,69.5,79.9,29.5,31.5,1,0,0,7,1,89.2,3,14,2018,9
Baker Mayfield,46518,QB,1,CLV,44,42,29,69.0,297,7.1,2,1,53.5,53.4,,80.1,2,0,2,0,0,95.0,0,17,2018,9
Case Keenum,7323,QB,1,DEN,44,42,26,61.9,290,6.9,1,0,85.0,83.1,,79.9,2,1,2,4,0,90.4,0,13,2018,9
Ryan Fitzpatrick,2467,QB,1,TB,47,40,24,60.0,243,6.1,4,2,61.6,63.3,52.4,80.5,3,3,1,1,0,89.9,4,18,2018,9
Jared Goff,10635,QB,1,LA,43,40,28,70.0,391,9.8,3,1,88.4,89.4,51.9,79.8,0,0,2,1,0,115.7,3,17,2018,9
Russell Wilson,7077,QB,1,SEA,47,39,26,66.7,235,6.0,2,1,64.1,60.2,72.1,80.7,4,0,0,1,1,89.2,4,13,2018,9
Sam Darnold,29048,QB,1,NYJ,43,39,21,53.8,229,5.9,0,4,29.0,29.4,,79.8,4,0,2,2,1,31.8,0,9,2018,9
Matt Ryan,4317,QB,1,ATL,40,38,26,68.4,350,9.2,4,1,75.8,74.3,,79.6,2,0,2,1,0,121.6,0,17,2018,9
Joe Flacco,4332,QB,1,BLT,39,37,23,62.2,206,5.6,0,0,63.0,62.5,,79.6,2,0,2,2,1,77.1,0,9,2018,9
Drew Brees,802,QB,1,NO,38,36,25,69.4,346,9.6,4,0,95.3,93.7,77.8,79.3,0,0,1,0,2,137.0,2,20,2018,9
Matthew Stafford,4924,QB,1,DET,49,36,25,69.4,199,5.5,0,0,54.8,59.0,43.6,33.1,10,0,0,3,1,83.0,3,15,2018,9
Tom Brady,698,QB,1,NE,37,35,22,62.9,294,8.4,1,0,75.3,73.0,66.4,79.9,2,0,1,1,0,99.0,0,12,2018,9
Patrick Mahomes,11765,QB,1,KC,35,32,23,71.9,375,11.7,3,1,91.2,91.0,65.0,79.1,2,1,4,0,2,129.0,1,15,2018,9
Dak Prescott,10769,QB,1,DAL,38,31,21,67.7,243,7.8,2,1,57.3,56.4,62.1,28.4,5,1,1,1,1,99.3,2,13,2018,9
Marcus Mariota,9435,QB,1,TEN,36,29,21,72.4,240,8.3,2,0,71.1,64.6,75.0,29.6,4,0,0,2,0,119.9,3,12,2018,9
Philip Rivers,1725,QB,1,LAC,28,26,13,50.0,228,8.8,2,0,82.5,80.8,,77.2,2,0,1,0,1,105.9,0,11,2018,9
Cam Newton,6153,QB,1,CAR,28,25,19,76.0,247,9.9,2,0,74.2,82.4,57.8,79.9,2,0,1,1,0,133.3,1,11,2018,9
Deshaun Watson,11767,QB,1,HST,34,24,17,70.8,213,8.9,2,0,73.7,81.5,45.2,78.1,4,0,0,1,0,125.9,6,11,2018,9
Brock Osweiler,7059,QB,1,MIA,29,24,15,62.5,139,5.8,0,0,50.0,51.0,54.4,77.9,4,2,0,2,0,78.3,1,6,2018,9
Nick Mullens,12282,QB,1,SF,22,22,16,72.7,262,11.9,3,0,69.2,70.0,55.7,76.8,0,0,1,0,0,151.9,0,10,2018,9
Kirk Cousins,7102,QB,1,MIN,23,22,18,81.8,164,7.5,1,1,79.6,78.7,60.5,76.9,1,0,1,0,0,93.9,0,10,2018,9
Derek Carr,8671,QB,1,OAK,30,21,16,76.2,171,8.1,0,0,52.9,53.9,55.0,26.3,7,0,0,1,0,99.5,2,9,2018,9
Mitchell Trubisky,11757,QB,1,CHI,21,20,12,60.0,135,6.8,1,1,41.6,40.0,62.4,24.7,1,0,0,0,0,76.0,0,5,2018,9
A.J. McCarron,8799,QB,1,OAK,4,3,1,33.3,8,2.7,0,0,34.8,54.2,40.1,16.8,1,0,0,2,0,42.4,0,0,2018,9
Joshua Dobbs,11890,QB,1,PIT,1,1,1,100.0,22,22.0,0,0,76.7,74.9,,60.4,0,0,0,0,0,118.8,0,1,2018,9
Tyrod Taylor,6332,QB,1,CLV,1,1,1,100.0,11,11.0,0,0,60.9,60.4,,60.4,0,0,0,0,0,112.5,0,0,2018,9
Bryan Anger,7072,P,1,TB,1,1,0,0.0,0,0.0,0,0,50.2,53.3,,60.4,0,0,0,0,0,39.6,0,0,2018,9
Julian Edelman,5156,WR,1,NE,1,1,1,100.0,37,37.0,0,0,66.4,60.0,68.9,72.2,0,0,0,0,0,118.8,0,1,2018,9
Lamar Jackson,46416,QB,1,BLT,1,1,1,100.0,12,12.0,0,0,56.8,72.2,50.5,69.4,0,0,0,0,0,116.7,0,1,2018,9
Cole Beasley,7330,WR,1,DAL,1,1,0,0.0,0,0.0,0,0,50.8,55.1,,69.0,0,0,0,0,0,39.6,0,0,2018,9
