player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,29,22,6,1,81.1,57.8,71.4,81.2,60.0,1,1,0,0,0,1,0,0,2,1,0,0,0,,0,,0,0,0,0.0,0,0,2017,8
Dwight Freeney,1019,ED,1,SEA,18,16,2,0,61.5,60.0,69.2,60.2,,2,1,0,1,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,8
Terence Newman,1321,CB,1,MIN,22,1,7,14,60.2,49.7,,60.0,65.1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0,2017,8
Terrell Suggs,1326,ED,1,BLT,55,41,14,0,54.4,64.6,70.5,50.4,,3,0,0,3,1,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,8
Mike Adams,1972,S,1,CAR,67,3,20,44,60.9,64.5,74.8,53.5,59.8,1,0,0,1,0,2,1,0,2,0,3,2,16,8.0,24,10.0,0,1,0,40.3,0,0,2017,8
Adam Jones,2223,CB,1,CIN,44,0,16,28,59.0,63.2,27.1,,57.6,0,0,0,0,0,1,0,1,0,0,2,2,29,14.5,16,17.0,0,0,0,118.8,0,0,2017,8
Thomas Davis Sr.,2231,LB,1,CAR,67,7,20,40,47.0,68.7,59.7,51.2,47.6,0,0,0,0,0,4,1,1,3,0,7,3,46,15.3,9,23.0,0,0,0,65.2,1,0,2017,8
Derrick Johnson,2232,LB,1,KC,73,2,29,42,53.5,49.4,65.0,56.8,60.3,0,0,0,0,0,6,2,1,3,0,6,3,18,6.0,4,8.0,0,0,1,56.3,0,0,2017,8
Lorenzo Alexander,2476,ED,1,BUF,36,15,8,13,65.9,67.3,73.3,55.5,75.8,1,0,1,0,0,2,0,0,1,1,2,1,3,3.0,1,3.0,0,0,0,56.3,1,0,2017,8
Johnathan Joseph,2969,CB,1,HST,61,0,17,44,77.5,63.4,78.7,,78.2,0,0,0,0,0,3,2,0,0,0,3,3,16,5.3,7,6.0,0,0,0,88.9,0,0,2017,8
Domata Peko Sr.,3068,DI,1,DEN,43,21,22,0,83.9,82.0,69.6,63.8,,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,8
Elvis Dumervil,3071,ED,1,SF,15,12,3,0,59.2,60.0,,58.1,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2017,8
