player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Matt Ryan,4317,QB,1,ATL,56,54,34,63.0,421,7.8,2,1,89.2,86.7,,81.5,2,0,8,1,1,91.7,0,20,2013,4
Ben Roethlisberger,1732,QB,1,PIT,56,51,36,70.6,383,7.5,1,1,72.5,71.2,,29.4,5,1,1,3,0,90.6,0,21,2013,4
Joe Flacco,4332,QB,1,BLT,54,50,25,50.0,347,6.9,2,5,42.7,43.6,,80.9,4,0,2,2,0,46.4,0,13,2013,4
Matt Schaub,1811,QB,1,HST,54,49,31,63.3,355,7.2,2,2,54.3,54.5,57.9,81.2,4,2,3,3,1,81.6,1,20,2013,4
Jay Cutler,2956,QB,1,CHI,51,47,27,57.4,317,6.7,2,3,57.2,55.4,65.6,35.6,3,0,3,0,0,65.6,1,13,2013,4
Mike Glennon,7854,QB,1,TB,45,43,24,55.8,193,4.5,1,2,41.6,45.0,50.7,80.3,2,0,1,1,3,55.7,0,13,2013,4
Philip Rivers,1725,QB,1,SD,43,42,35,83.3,401,9.5,3,1,86.7,84.6,,79.6,1,1,1,2,0,120.3,0,20,2013,4
Andy Dalton,6187,QB,1,CIN,46,42,23,54.8,206,4.9,0,1,53.9,53.8,59.3,80.5,2,0,2,1,1,58.2,2,11,2013,4
Alex Smith,2218,QB,1,KC,47,41,24,58.5,288,7.0,3,2,72.9,74.8,54.2,80.5,1,1,3,0,1,84.2,5,17,2013,4
Sam Bradford,5526,QB,1,SL,46,41,19,46.3,204,5.0,1,1,40.2,40.8,57.9,32.6,5,2,3,1,1,59.4,0,12,2013,4
Drew Brees,802,QB,1,NO,42,39,30,76.9,413,10.6,4,0,86.9,90.5,48.1,80.2,2,1,2,2,0,144.5,1,19,2013,4
Brian Hoyer,5277,QB,1,CLV,42,38,25,65.8,269,7.1,2,0,66.0,68.8,48.1,80.1,3,0,3,2,0,103.9,1,14,2013,4
Carson Palmer,1317,QB,1,ARZ,40,38,21,55.3,248,6.5,1,2,69.6,71.5,57.2,80.1,1,0,4,1,0,62.2,1,12,2013,4
Eli Manning,1722,QB,1,NYG,41,37,18,48.6,217,5.9,1,1,59.5,63.6,47.3,23.8,3,0,1,2,0,64.8,1,9,2013,4
Tony Romo,1693,QB,1,DAL,41,37,27,73.0,246,6.6,2,0,67.2,67.7,55.7,79.6,3,0,2,0,0,108.6,1,16,2013,4
Andrew Luck,7007,QB,1,IND,39,35,21,60.0,257,7.3,2,1,85.7,81.1,74.8,79.5,2,0,0,0,1,89.8,2,15,2013,4
Ryan Tannehill,7014,QB,1,MIA,41,35,22,62.9,249,7.1,1,3,57.8,62.2,44.2,29.4,4,0,3,1,1,57.9,2,15,2013,4
Matthew Stafford,4924,QB,1,DET,37,35,23,65.7,242,6.9,1,1,65.2,72.3,37.1,28.8,1,0,3,0,0,83.3,1,13,2013,4
Peyton Manning,327,QB,1,DEN,35,34,28,82.4,327,9.6,4,0,91.6,90.8,,78.4,1,0,1,1,0,146.0,0,18,2013,4
Geno Smith,7820,QB,1,NYJ,42,34,23,67.6,289,8.5,1,2,47.7,54.4,39.3,22.3,5,0,1,0,2,79.2,3,12,2013,4
Blaine Gabbert,6162,QB,1,JAX,38,32,17,53.1,179,5.6,0,3,57.8,58.8,54.5,79.0,4,1,4,4,0,30.6,2,10,2013,4
Matt Flynn,4523,QB,1,OAK,40,32,21,65.6,227,7.1,1,1,38.3,50.9,26.5,23.2,7,1,1,1,0,83.7,1,11,2013,4
Tom Brady,698,QB,1,NE,31,31,20,64.5,316,10.2,2,0,72.0,85.4,29.9,28.6,0,0,2,1,0,119.8,0,14,2013,4
Robert Griffin III,7008,QB,1,WAS,33,31,18,58.1,227,7.3,1,0,78.7,76.7,64.5,78.6,1,0,2,4,0,91.7,1,11,2013,4
Michael Vick,773,QB,1,PHI,37,27,14,51.9,248,9.2,0,0,71.2,72.1,59.3,79.0,3,0,4,2,0,83.6,7,13,2013,4
Matt Cassel,2447,QB,1,MIN,27,25,16,64.0,248,9.9,2,0,46.9,44.7,64.5,25.6,1,1,0,0,0,123.4,1,8,2013,4
Jake Locker,6160,QB,1,TEN,29,24,18,75.0,149,6.2,3,0,77.3,77.5,58.2,77.4,2,0,1,1,0,130.0,3,10,2013,4
Russell Wilson,7077,QB,1,SEA,34,23,12,52.2,123,5.3,0,1,55.4,48.3,69.8,40.3,5,0,0,1,0,49.7,6,9,2013,4
Colin Kaepernick,6188,QB,1,SF,27,23,15,65.2,167,7.3,2,0,55.1,61.4,37.5,26.3,2,0,1,0,0,115.7,2,9,2013,4
E.J. Manuel,7797,QB,1,BUF,26,22,10,45.5,167,7.6,1,2,49.3,60.2,35.8,28.3,2,0,2,0,0,48.9,2,8,2013,4
Ryan Fitzpatrick,2467,QB,1,TEN,8,8,3,37.5,108,13.5,1,0,60.6,61.0,58.4,71.8,0,0,1,1,0,125.0,0,2,2013,4
Nick Foles,7089,QB,1,PHI,4,4,3,75.0,49,12.3,1,0,67.6,66.8,,66.9,0,0,0,0,0,155.2,0,2,2013,4
Matt Hasselbeck,408,QB,1,IND,3,3,2,66.7,37,12.3,0,0,54.6,54.7,,65.5,0,0,0,0,0,109.0,0,2,2013,4
Brock Osweiler,7059,QB,1,DEN,4,3,2,66.7,10,3.3,0,0,63.1,58.6,63.8,69.2,0,0,1,0,0,71.5,1,2,2013,4
