player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,27.0,0,0,0,0,0,2019,1
Jason Witten,1384,TE,1,DAL,1,0,0,0,0,5,60.2,,,,,,0,0,0,0,0,2019,1
Andy Lee,1906,P,1,ARZ,0,0,0,8,0,5,60.8,,,63.7,,,0,0,0,0,0,2019,1
Don Muhlbach,2130,LS,1,DET,0,0,0,8,0,5,58.2,,,,,,0,0,0,0,0,2019,1
Dustin Colquitt,2316,P,1,KC,0,0,0,1,0,8,60.8,,,60.0,,,0,0,0,0,0,2019,1
Darren Sproles,2347,HB,1,PHI,1,0,6,0,0,0,60.1,,60.0,,63.9,,0,0,0,0,0,2019,1
Lorenzo Alexander,2476,ED,1,BUF,0,5,1,3,2,0,60.5,,,,,,0,0,0,0,0,2019,1
Robbie Gould,2607,K,1,SF,0,0,0,0,0,6,60.0,,,,,56.4,0,0,0,0,0,2019,1
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2019,1
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2019,1
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2019,1
Stephen Gostkowski,3063,K,1,NE,0,8,0,0,0,7,60.1,61.4,,,,67.5,0,0,1,0,0,2019,1
Sam Koch,3148,P,1,BLT,0,0,0,1,0,9,60.9,,,60.0,,,0,0,0,0,0,2019,1
Matt Prater,3471,K,1,DET,0,0,0,0,0,5,60.0,,,,,80.4,0,0,0,0,0,2019,1
Tramon Williams,3558,CB,1,GB,0,0,3,0,0,0,61.3,,,,,,0,0,0,0,0,2019,1
Joe Staley,3644,T,1,SF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,1
Zak DeOssie,3732,LS,1,NYG,0,0,0,4,0,3,63.9,,,,,,0,0,0,0,0,2019,1
Mason Crosby,3809,K,1,GB,0,3,0,0,0,2,60.0,60.0,,,,62.7,0,0,0,0,0,2019,1
Clark Harris,3859,LS,1,CIN,0,0,0,5,0,5,64.8,,,,,,0,0,0,0,0,2019,1
Dominique Rodgers-Cromartie,4330,CB,1,WAS,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,1
Duane Brown,4340,T,1,SEA,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2019,1
Calais Campbell,4364,DI,1,JAX,0,0,0,0,8,4,59.3,,,,,,0,0,0,0,0,2019,1
Matthew Slater,4467,WR,1,NE,2,8,5,3,0,0,62.9,,,,,,0,0,0,0,0,2019,1
Brett Kern,4580,P,1,TEN,0,0,0,6,0,7,60.9,,,67.1,,,1,0,0,0,0,2019,1
Wesley Woodyard,4583,LB,1,TEN,4,8,5,6,0,0,74.5,,,,,,0,0,1,0,0,2019,1
Stephen Hauschka,4655,K,1,BUF,0,4,0,0,0,3,60.0,60.0,,,,65.5,0,0,0,0,0,2019,1
J.J. Jansen,4712,LS,1,CAR,0,0,0,4,0,6,64.8,,,,,,0,0,0,0,0,2019,1
Andre Smith,4929,T,1,CIN,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0,2019,1
Malcolm Jenkins,4937,S,1,PHI,1,0,1,0,5,0,60.2,,,,,,0,0,0,0,0,2019,1
Kevin Huber,5066,P,1,CIN,0,0,0,5,0,5,60.6,,,79.1,,,0,0,0,0,0,2019,1
Thomas Morstead,5088,P,1,NO,0,1,0,2,0,7,60.8,60.0,,61.2,,,0,0,0,0,0,2019,1
Jason McCourty,5127,CB,1,NE,0,0,1,0,1,0,60.0,,,,,,0,0,0,0,0,2019,1
Clinton McDonald,5173,DI,1,ARZ,0,0,0,0,1,0,59.8,,,,,,0,0,0,0,0,2019,1
Britton Colquitt,5192,P,1,MIN,0,0,0,5,0,4,60.6,,,67.7,,,1,0,0,0,0,2019,1
Ramon Foster,5229,G,1,PIT,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2019,1
Steve McLendon,5232,DI,1,NYJ,0,0,1,0,3,0,60.2,,,,,,0,0,0,0,0,2019,1
Nick Sundberg,5512,LS,1,WAS,0,0,0,6,0,5,76.6,,,,,,0,0,1,0,0,2019,1
Ndamukong Suh,5527,DI,1,TB,0,0,0,0,5,0,59.3,,,,,,0,0,0,0,0,2019,1
Gerald McCoy,5528,DI,1,CAR,0,0,1,0,7,0,60.3,,,,,,0,0,0,0,0,2019,1
Joe Haden,5532,CB,1,PIT,0,0,0,0,6,0,60.7,,,,,,0,0,0,0,0,2019,1
Tyson Alualu,5535,DI,1,PIT,0,0,0,0,5,0,59.8,,,,,,0,0,0,0,0,2019,1
Brandon Graham,5538,ED,1,PHI,0,0,1,0,5,0,60.5,,,,,,0,0,0,0,0,2019,1
Bryan Bulaga,5548,T,1,GB,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2019,1
Devin McCourty,5552,S,1,NE,0,8,0,0,1,0,60.2,,,,,,0,0,0,0,0,2019,1
Jerry Hughes,5556,ED,1,BUF,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,1
Patrick Robinson,5557,S,1,NO,0,3,2,0,0,0,60.0,,,,,,0,0,0,0,0,2019,1
Rodger Saffold,5558,G,1,TEN,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2019,1
Carlos Dunlap,5579,ED,1,CIN,0,0,0,0,3,0,59.8,,,,,,0,0,0,0,0,2019,1
Sean Lee,5580,LB,1,DAL,1,0,1,0,3,0,60.5,,,,,,0,0,0,0,0,2019,1
Morgan Burnett,5596,S,1,CLV,0,0,0,0,7,0,59.5,,,,,,0,0,0,0,0,2019,1
