player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Odell Beckham Jr.,8647,WR,1,NYG,15,12,80.0,143,3,91.5,91.4,80.0,75.8,,11.9,60,5.0,35,7,0,0,0,3,146.0,0,0,2014,15
Randall Cobb,6216,WR,1,GB,13,7,53.8,96,0,65.8,67.8,52.1,72.8,,13.7,60,8.6,20,6,1,1,0,2,45.7,0,0,2014,15
DeAndre Hopkins,7808,WR,1,HST,13,5,38.5,77,0,73.5,69.8,45.8,68.0,,15.4,8,1.6,35,4,1,1,0,0,26.8,0,0,2014,15
Greg Olsen,3647,TE,1,CAR,13,10,76.9,110,0,85.8,87.9,78.0,71.1,81.0,11.0,21,2.1,16,7,0,0,0,0,101.4,2,0,2014,15
Harry Douglas,4398,WR,1,ATL,13,10,76.9,131,0,84.4,87.0,78.0,71.1,,13.1,70,7.0,41,6,0,1,0,0,76.1,2,1,2014,15
Kelvin Benjamin,8663,WR,1,CAR,13,8,61.5,104,0,79.2,78.4,76.5,70.1,,13.0,13,1.6,21,7,0,0,0,1,86.7,0,0,2014,15
Mychal Rivera,7965,TE,1,OAK,12,7,58.3,39,0,52.9,50.0,52.5,69.5,75.2,5.6,16,2.3,9,1,1,0,0,0,64.2,1,0,2014,15
Cecil Shorts,6266,WR,1,JAX,11,6,54.5,76,0,70.3,67.9,74.6,68.8,,12.7,25,4.2,30,3,0,0,0,1,76.3,1,1,2014,15
Andre Holmes,6489,WR,1,OAK,11,5,45.5,70,0,56.9,58.5,29.8,68.8,,14.0,9,1.8,33,3,2,0,0,0,66.5,0,0,2014,15
Demaryius Thomas,5547,WR,1,DEN,11,6,54.5,123,1,91.9,91.5,74.6,68.8,,20.5,52,8.7,36,4,0,0,0,0,124.4,0,0,2014,15
James Jones,3694,WR,1,OAK,11,8,72.7,57,1,51.7,51.8,28.8,70.1,,7.1,20,2.5,22,4,3,0,0,1,114.6,0,0,2014,15
Jordy Nelson,4350,WR,1,GB,11,5,45.5,55,0,61.9,61.2,29.2,68.0,,11.0,16,3.2,20,3,1,0,0,3,60.8,0,0,2014,15
Eric Decker,5611,WR,1,NYJ,10,7,70.0,100,0,79.9,78.3,52.1,69.5,,14.3,37,5.3,48,5,1,0,0,0,102.1,0,0,2014,15
Julian Edelman,5156,WR,1,NE,10,7,70.0,88,1,72.1,70.5,52.1,20.7,,12.6,47,6.7,31,5,1,0,1,4,130.4,0,0,2014,15
Larry Fitzgerald,1724,WR,1,ARZ,10,7,70.0,30,0,70.4,71.7,76.5,70.1,69.8,4.3,22,3.1,16,2,0,0,0,0,72.9,1,0,2014,15
Nate Washington,2832,WR,1,TEN,10,6,60.0,92,0,77.9,77.1,75.6,69.5,,15.3,7,1.2,26,5,0,0,0,2,90.4,0,0,2014,15
A.J. Green,6156,WR,1,CIN,10,5,50.0,49,0,59.3,64.4,74.6,68.8,,9.8,15,3.0,13,3,0,0,0,0,64.2,3,0,2014,15
Vincent Jackson,2278,WR,1,TB,10,6,60.0,70,0,78.0,76.6,74.6,68.8,,11.7,7,1.2,18,4,0,0,0,0,81.3,0,0,2014,15
Antonio Brown,5718,WR,1,PIT,10,10,100.0,123,0,84.9,85.7,78.0,73.1,,12.3,48,4.8,28,5,0,0,0,0,117.9,1,1,2014,15
Roddy White,2244,WR,1,ATL,10,7,70.0,58,1,55.5,53.9,52.5,17.7,,8.3,14,2.0,24,3,1,0,1,0,117.9,0,0,2014,15
Jarvis Landry,8698,WR,1,MIA,10,8,80.0,99,0,60.1,59.8,76.5,24.7,,12.4,51,6.4,25,5,0,0,1,0,107.9,0,0,2014,15
Alshon Jeffery,7048,WR,1,CHI,9,4,44.4,78,1,75.5,73.2,73.4,68.0,,19.5,30,7.5,35,4,0,1,0,0,72.7,0,0,2014,15
Kenny Britt,4953,WR,1,SL,9,5,55.6,65,0,74.9,76.1,73.4,68.0,,13.0,21,4.2,22,4,0,0,0,0,78.5,1,0,2014,15
Owen Daniels,3043,TE,1,BLT,9,4,44.4,62,1,74.5,77.8,41.6,67.0,71.9,15.5,7,1.8,29,4,1,0,0,0,104.9,0,0,2014,15
Marqise Lee,8674,WR,1,JAX,9,4,44.4,14,0,50.2,52.5,41.6,67.0,,3.5,22,5.5,13,1,1,0,0,0,51.6,1,1,2014,15
Dez Bryant,5549,WR,1,DAL,8,6,75.0,114,3,84.9,82.3,74.6,68.8,,19.0,20,3.3,26,6,0,0,0,0,156.3,0,0,2014,15
Jason Witten,1384,TE,1,DAL,8,7,87.5,69,0,76.5,76.4,75.6,69.5,70.1,9.9,20,2.9,21,5,0,0,0,0,102.6,1,0,2014,15
Allen Hurns,8931,WR,1,JAX,8,6,75.0,70,0,60.8,64.4,74.6,68.8,,11.7,13,2.2,27,2,0,0,0,0,101.0,0,0,2014,15
Brandon LaFell,5602,WR,1,NE,8,6,75.0,66,0,74.2,71.8,74.6,80.6,,11.0,26,4.3,19,3,0,1,0,1,59.4,0,0,2014,15
