season,week,team_name,assists,declined_penalties,grades_fgep_kicker,grades_kick_return,grades_kickoff_kicker,snap_counts_field_goal_blocking,grades_misc_st,grades_punt_return,grades_punter,missed_tackles,penalties,tackles,all_penalties,team_name_games,opponent,over_under_line,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite,fantasy_points
2013,15,IND,2.0,0.0,66.5,59.7,60.0,1.0,58.41562500000001,84.3,63.2,1.0,2.0,6.0,2.0,IND,HOU,47.0,DOME,72.0,0.0,-6.0,1,2.0
2013,15,JAX,1.0,0.0,70.3,58.7,60.0,6.0,58.87777777777778,61.6,60.0,1.0,1.0,4.0,1.0,JAX,BUF,43.5,,66.0,8.0,4.0,0,12.0
2013,15,KC,4.0,0.0,61.8,68.4,54.1,5.0,61.725806451612904,60.3,63.1,4.0,0.0,6.0,0.0,KC,OAK,44.5,,64.0,6.0,-6.0,1,10.0
2013,15,MIA,0.0,0.0,61.9,62.3,60.0,5.0,60.35757575757575,61.8,70.7,0.0,1.0,1.0,1.0,MIA,NE,46.5,,85.0,14.0,-2.5,1,10.0
2013,15,MIN,0.0,0.0,49.8,58.9,61.3,4.0,59.855263157894726,60.75,59.0,1.0,1.0,3.0,1.0,MIN,PHI,53.0,DOME,72.0,0.0,7.0,0,8.0
2013,15,NE,2.0,0.0,49.2,59.25,60.0,4.0,60.771428571428565,60.5,65.5,1.0,0.0,4.0,0.0,NE,MIA,46.5,,85.0,14.0,2.5,0,8.0
2013,15,NO,1.0,0.0,27.1,57.4,60.0,5.0,58.9105263157895,62.7,61.2,2.0,1.0,3.0,1.0,NO,LAR,48.0,DOME,72.0,0.0,-7.0,1,10.0
2013,15,NYG,1.0,1.0,,62.2,60.0,5.0,61.872,61.1,64.1,3.0,2.0,7.0,3.0,NYG,SEA,43.0,,40.0,7.0,9.5,0,10.0
2013,15,NYJ,0.0,0.0,67.6,58.65,60.0,6.0,58.42285714285713,54.3,61.4,1.0,1.0,3.0,1.0,NYJ,CAR,40.5,,54.0,5.0,10.0,0,12.0
2013,15,OAK,1.0,0.0,62.2,61.25,60.0,8.0,57.5,61.5,60.0,1.0,4.0,5.0,4.0,OAK,KC,44.5,,64.0,6.0,6.0,0,16.0
2013,15,PHI,1.0,1.0,68.2,61.03333333333333,60.0,9.0,58.33333333333334,61.8,55.4,2.0,2.0,6.0,3.0,PHI,MIN,53.0,DOME,72.0,0.0,-7.0,1,18.0
2013,15,PIT,1.0,0.0,65.0,54.5,56.9,2.0,58.73055555555556,87.6,64.1,4.0,1.0,5.0,1.0,PIT,CIN,43.0,,27.0,20.0,1.5,0,4.0
2013,15,SD,0.0,0.0,63.4,57.8,60.0,4.0,58.542857142857144,61.9,65.7,0.0,0.0,4.0,0.0,LAC,DEN,57.0,,39.0,6.0,9.5,0,8.0
2013,15,SEA,1.0,0.0,68.4,59.9,60.0,0.0,59.46774193548386,65.6,59.2,0.0,2.0,4.0,2.0,SEA,NYG,43.0,,40.0,7.0,-9.5,1,0.0
2013,15,SF,1.0,0.0,67.8,62.9,61.5,2.0,61.282857142857154,57.1,57.8,0.0,1.0,5.0,1.0,SF,TB,41.0,,70.0,7.0,-4.5,1,4.0
2013,15,SL,0.0,0.0,62.9,62.8,60.0,4.0,60.13589743589746,61.1,68.3,0.0,1.0,0.0,1.0,LAR,NO,48.0,DOME,72.0,0.0,7.0,0,8.0
2013,15,TB,1.0,0.0,60.6,53.35,60.0,7.0,60.93333333333332,60.9,63.2,1.0,0.0,7.0,0.0,TB,SF,41.0,,70.0,7.0,4.5,0,14.0
2013,15,TEN,0.0,0.0,54.5,68.1,58.4,7.0,59.81515151515152,53.8,66.8,0.0,0.0,3.0,0.0,TEN,ARI,42.5,,37.0,5.0,3.0,0,14.0
2013,15,WAS,1.0,0.0,63.1,57.4,60.0,5.0,59.71176470588234,61.7,66.8,2.0,0.0,6.0,0.0,WAS,ATL,49.0,DOME,72.0,0.0,5.5,0,10.0
2013,16,ARZ,0.0,0.0,66.3,59.2,60.0,4.0,55.85000000000001,62.2,60.8,2.0,2.0,8.0,2.0,ARI,SEA,43.0,Fog,50.0,6.0,9.0,0,8.0
2013,16,ATL,0.0,0.0,62.1,62.3,60.0,6.0,61.414285714285704,69.5,57.6,1.0,1.0,5.0,1.0,ATL,SF,46.0,,60.0,0.0,14.5,0,12.0
2013,16,BLT,0.0,0.0,43.9,60.9,60.0,7.0,56.89375,62.1,69.3,0.0,4.0,2.0,4.0,BAL,NE,44.5,Rain,65.0,8.0,-1.5,1,14.0
2013,16,BUF,1.0,0.0,64.8,60.0,60.0,0.0,58.74444444444442,30.7,41.0,1.0,0.0,7.0,0.0,BUF,MIA,42.5,Rain | Fog,41.0,8.0,1.5,0,0.0
2013,16,CAR,2.0,0.0,62.8,62.8,60.0,3.0,60.68333333333333,61.5,68.3,2.0,1.0,5.0,1.0,CAR,NO,44.5,Rain | Fog,72.0,18.0,-3.0,1,6.0
2013,16,CHI,1.0,0.0,61.9,59.0,60.0,8.0,63.16,60.1,53.5,1.0,0.0,5.0,0.0,CHI,PHI,55.0,,62.0,5.0,3.0,0,16.0
2013,16,CIN,0.0,0.0,61.5,55.0,58.4,2.0,55.18484848484847,62.0,56.5,5.0,1.0,7.0,1.0,CIN,MIN,47.5,,53.0,13.0,-7.5,1,4.0
2013,16,CLV,0.0,0.0,61.4,63.0,60.0,5.0,60.868571428571435,61.8,63.0,0.0,0.0,0.0,0.0,CLE,NYJ,42.0,,70.0,12.0,1.5,0,10.0
2013,16,DAL,1.0,0.0,61.5,58.3,60.0,5.0,59.11428571428571,68.9,60.3,0.0,1.0,7.0,1.0,DAL,WAS,52.0,,65.0,9.0,-2.5,1,10.0
2013,16,DEN,2.0,0.0,65.0,66.9,61.4,3.0,62.10588235294119,69.3,57.5,2.0,1.0,6.0,1.0,DEN,HOU,53.5,DOME (Open Roof),59.0,3.0,-9.5,1,6.0
2013,16,DET,1.0,0.0,61.7,60.95,60.0,5.0,58.726470588235294,61.7,71.0,2.0,1.0,4.0,1.0,DET,NYG,48.5,DOME,72.0,0.0,-9.0,1,10.0
2013,16,GB,0.0,0.0,61.8,85.5,60.0,7.0,58.50606060606061,62.0,57.9,2.0,2.0,7.0,2.0,GB,PIT,44.5,Snow | Fog,23.0,5.0,-2.0,1,14.0
2013,16,HST,1.0,0.0,65.3,58.8,60.0,7.0,58.915789473684214,70.9,63.7,2.0,2.0,9.0,2.0,HOU,DEN,53.5,DOME (Open Roof),59.0,3.0,9.5,0,14.0
2013,16,IND,0.0,0.0,53.6,59.6,60.0,2.0,59.36129032258065,62.0,70.9,1.0,0.0,8.0,0.0,IND,KC,46.5,,25.0,8.0,7.0,0,4.0
2013,16,JAX,0.0,0.0,62.0,62.1,60.0,4.0,57.94848484848485,60.7,64.7,1.0,1.0,1.0,1.0,JAX,TEN,44.0,,82.0,13.0,4.0,0,8.0
2013,16,KC,3.0,0.0,46.6,59.75,60.0,6.0,64.48709677419355,62.5,64.9,1.0,0.0,4.0,0.0,KC,IND,46.5,,25.0,8.0,-7.0,1,12.0
2013,16,MIA,2.0,0.0,,58.6,60.0,5.0,62.789655172413795,54.8,57.1,2.0,1.0,4.0,1.0,MIA,BUF,42.5,Rain | Fog,41.0,8.0,-1.5,1,10.0
2013,16,MIN,1.0,0.0,60.6,75.75,60.0,6.0,62.83243243243244,69.3,56.4,0.0,1.0,3.0,1.0,MIN,CIN,47.5,,53.0,13.0,7.5,0,12.0
2013,16,NE,0.0,0.0,66.3,59.9,64.7,2.0,60.21621621621622,61.6,64.1,0.0,1.0,6.0,1.0,NE,BAL,44.5,Rain,65.0,8.0,1.5,0,4.0
2013,16,NO,0.0,0.0,63.1,58.5,60.0,3.0,60.01562499999999,63.3,66.9,2.0,0.0,4.0,0.0,NO,CAR,44.5,Rain | Fog,72.0,18.0,3.0,0,6.0
2013,16,NYG,2.0,0.0,71.3,84.0,60.0,2.0,59.161764705882355,63.8,70.1,2.0,1.0,5.0,1.0,NYG,DET,48.5,DOME,72.0,0.0,9.0,0,4.0
2013,16,NYJ,0.0,0.0,49.3,58.3,60.0,3.0,58.86129032258065,60.3,64.3,2.0,0.0,5.0,0.0,NYJ,CLE,42.0,,70.0,12.0,-1.5,1,6.0
2013,16,OAK,0.0,0.0,63.4,50.7,60.0,6.0,61.221621621621615,60.0,60.9,1.0,1.0,4.0,1.0,OAK,LAC,51.0,,69.0,7.0,9.0,0,12.0
2013,16,PHI,1.0,0.0,65.2,59.75,51.2,1.0,60.43124999999999,60.7,60.6,4.0,0.0,8.0,0.0,PHI,CHI,55.0,,62.0,5.0,-3.0,1,2.0
2013,16,PIT,1.0,0.0,62.7,64.25,58.4,6.0,56.34444444444446,69.5,55.2,4.0,2.0,7.0,2.0,PIT,GB,44.5,Snow | Fog,23.0,5.0,2.0,0,12.0
2013,16,SD,3.0,0.0,66.6,58.5,59.9,3.0,60.80625,41.2,60.0,1.0,0.0,6.0,0.0,LAC,OAK,51.0,,69.0,7.0,-9.0,1,6.0
2013,16,SEA,1.0,0.0,36.3,54.55,60.0,3.0,60.46944444444446,63.0,58.9,0.0,1.0,3.0,1.0,SEA,ARI,43.0,Fog,50.0,6.0,-9.0,1,6.0
2013,16,SF,1.0,0.0,65.9,61.85,59.9,4.0,58.91111111111113,62.6,63.0,2.0,0.0,5.0,0.0,SF,ATL,46.0,,60.0,0.0,-14.5,1,8.0
2013,16,SL,0.0,0.0,70.7,58.8,60.0,3.0,59.72222222222224,71.2,60.1,0.0,1.0,0.0,1.0,LAR,TB,43.0,DOME,72.0,0.0,-3.5,1,6.0
2013,16,TB,0.0,1.0,62.7,57.4,60.0,5.0,57.76285714285713,60.1,54.4,4.0,1.0,3.0,2.0,TB,LAR,43.0,DOME,72.0,0.0,3.5,0,10.0
2013,16,TEN,0.0,0.0,69.7,58.3,60.0,3.0,59.54848484848484,60.9,59.0,0.0,1.0,2.0,1.0,TEN,JAX,44.0,,82.0,13.0,-4.0,1,6.0
2013,16,WAS,1.0,0.0,65.9,62.6,60.0,4.0,60.46176470588234,62.9,55.9,1.0,1.0,4.0,1.0,WAS,DAL,52.0,,65.0,9.0,2.5,0,8.0
2013,17,ARZ,1.0,0.0,48.2,62.5,60.0,6.0,58.53529411764707,61.1,59.0,1.0,0.0,6.0,0.0,ARI,SF,41.0,DOME,72.0,0.0,-3.0,1,12.0
2013,17,ATL,0.0,0.0,64.6,58.3,60.0,3.0,59.78823529411765,63.0,70.8,2.0,0.0,4.0,0.0,ATL,CAR,46.5,DOME,72.0,0.0,5.5,0,6.0
2013,17,BLT,0.0,0.0,63.2,62.1,60.0,6.0,59.61333333333332,60.25,63.7,2.0,1.0,9.0,1.0,BAL,CIN,42.5,,59.0,9.0,7.0,0,12.0
2013,17,BUF,2.0,0.0,67.5,61.1,60.0,6.0,55.66857142857143,60.1,64.8,4.0,1.0,5.0,1.0,BUF,NE,46.0,Rain | Fog,41.0,8.0,7.0,0,12.0
2013,17,CAR,0.0,0.0,60.9,58.1,60.0,4.0,60.367567567567576,62.3,65.4,2.0,0.0,3.0,0.0,CAR,ATL,46.5,DOME,72.0,0.0,-5.5,1,8.0
2013,17,CHI,1.0,0.0,61.2,59.0,60.0,5.0,62.91034482758623,67.5,50.2,1.0,1.0,3.0,1.0,CHI,GB,51.5,,26.0,16.0,3.0,0,10.0
2013,17,CIN,2.0,0.0,63.6,62.5,59.9,3.0,60.49375,63.5,56.1,1.0,2.0,7.0,2.0,CIN,BAL,42.5,,59.0,9.0,-7.0,1,6.0
2013,17,CLV,0.0,0.0,60.1,57.8,60.0,4.0,58.907894736842096,61.5,54.8,1.0,1.0,3.0,1.0,CLE,PIT,44.5,Rain | Fog,41.0,7.0,9.5,0,8.0
2013,17,DAL,0.0,0.0,67.8,62.3,60.0,4.0,62.12162162162162,55.2,60.0,0.0,0.0,3.0,0.0,DAL,PHI,52.5,DOME,72.0,0.0,7.0,0,8.0
2013,17,DEN,1.0,0.0,74.8,58.3,61.4,3.0,59.44375,61.0,59.6,2.0,1.0,2.0,1.0,DEN,OAK,53.5,,71.0,8.0,-10.0,1,6.0
2013,17,DET,2.0,0.0,55.1,59.2,60.0,2.0,57.02222222222221,62.0,71.8,6.0,2.0,6.0,2.0,DET,MIN,49.5,DOME,72.0,0.0,-2.5,1,4.0
2013,17,GB,2.0,0.0,62.6,59.25,57.9,4.0,55.72424242424242,31.0,59.4,1.0,1.0,8.0,1.0,GB,CHI,51.5,,26.0,16.0,-3.0,1,8.0
2013,17,HST,1.0,0.0,60.6,63.0,60.0,4.0,60.03235294117646,60.7,65.6,0.0,0.0,3.0,0.0,HOU,TEN,44.5,,53.0,4.0,6.5,0,8.0
2013,17,IND,1.0,0.0,63.1,59.75,60.0,2.0,60.31612903225808,61.6,72.2,0.0,0.0,2.0,0.0,IND,JAX,45.0,DOME,72.0,0.0,-11.5,1,4.0
2013,17,JAX,1.0,0.0,61.7,58.3,60.0,6.0,59.41515151515152,60.6,62.5,1.0,1.0,2.0,1.0,JAX,IND,45.0,DOME,72.0,0.0,11.5,0,12.0
2013,17,KC,3.0,0.0,42.3,61.3,60.0,5.0,62.91935483870968,61.6,60.6,1.0,0.0,5.0,0.0,KC,LAC,45.0,,73.0,2.0,14.5,0,10.0
2013,17,MIA,1.0,0.0,60.1,47.1,60.0,5.0,60.53947368421051,62.3,62.6,2.0,0.0,2.0,0.0,MIA,NYJ,41.0,,79.0,12.0,-7.0,1,10.0
2013,17,MIN,0.0,0.0,60.6,63.0,60.0,4.0,60.076923076923045,70.5,63.9,1.0,2.0,3.0,2.0,MIN,DET,49.5,DOME,72.0,0.0,2.5,0,8.0
2013,17,NE,1.0,0.0,66.1,70.96666666666665,60.4,4.0,62.39736842105264,54.4,60.5,1.0,0.0,1.0,0.0,NE,BUF,46.0,Rain | Fog,41.0,8.0,-7.0,1,8.0
2013,17,NO,0.0,0.0,61.5,58.5,59.4,3.0,60.284375,61.0,72.8,0.0,2.0,3.0,2.0,NO,TB,46.5,DOME,72.0,0.0,-10.5,1,6.0
2013,17,NYG,1.0,0.0,52.0,63.2,60.0,2.0,59.37812499999999,57.55,57.6,6.0,0.0,10.0,0.0,NYG,WAS,44.5,Rain | Fog,42.0,5.0,-3.5,1,4.0
2013,17,NYJ,0.0,0.0,47.4,56.1,60.0,1.0,60.32352941176471,60.75,60.8,2.0,1.0,7.0,1.0,NYJ,MIA,41.0,,79.0,12.0,7.0,0,2.0
2013,17,OAK,0.0,0.0,45.2,52.45,60.0,6.0,61.22564102564103,60.9,58.0,0.0,1.0,1.0,1.0,OAK,DEN,53.5,,71.0,8.0,10.0,0,12.0
2013,17,PHI,1.0,0.0,64.9,57.7,60.0,4.0,59.50882352941177,61.8,71.0,0.0,1.0,5.0,1.0,PHI,DAL,52.5,DOME,72.0,0.0,-7.0,1,8.0
2013,17,PIT,0.0,0.0,62.6,59.6,60.0,1.0,60.564864864864866,62.3,61.6,1.0,0.0,1.0,0.0,PIT,CLE,44.5,Rain | Fog,41.0,7.0,-9.5,1,2.0
2013,17,SD,2.0,0.0,62.4,58.8,60.0,5.0,57.675,61.3,67.8,1.0,0.0,5.0,0.0,LAC,KC,45.0,,73.0,2.0,-14.5,1,10.0
2013,17,SEA,2.0,0.0,62.7,59.8,60.0,1.0,59.305405405405395,61.5,71.3,4.0,1.0,7.0,1.0,SEA,LAR,41.0,,44.0,5.0,-12.5,1,2.0
2013,17,SF,0.0,0.0,65.5,72.1,60.0,6.0,60.86764705882352,62.9,73.2,0.0,2.0,4.0,2.0,SF,ARI,41.0,DOME,72.0,0.0,3.0,0,12.0
2013,17,SL,0.0,1.0,60.5,61.15,60.0,5.0,56.22564102564103,62.2,70.5,2.0,4.0,2.0,5.0,LAR,SEA,41.0,,44.0,5.0,12.5,0,10.0
2013,17,TB,0.0,0.0,66.8,58.0,60.0,6.0,58.861111111111114,61.0,64.2,0.0,2.0,2.0,2.0,TB,NO,46.5,DOME,72.0,0.0,10.5,0,12.0
2013,17,TEN,1.0,0.0,73.0,63.2,60.0,2.0,59.369444444444454,61.6,68.5,0.0,1.0,3.0,1.0,TEN,HOU,44.5,,53.0,4.0,-6.5,1,4.0
2013,17,WAS,2.0,0.0,65.8,71.0,60.0,5.0,61.90285714285713,56.7,55.6,1.0,2.0,6.0,2.0,WAS,NYG,44.5,Rain | Fog,42.0,5.0,3.5,0,10.0
2014,1,ARZ,0.0,0.0,63.7,55.5,60.0,3.0,58.9189189189189,60.7,64.7,1.0,0.0,1.0,0.0,ARI,LAC,47.0,DOME,72.0,0.0,-3.0,1,6.0
2014,1,ATL,0.0,0.0,86.3,57.4,60.0,6.0,58.06571428571429,60.5,68.4,1.0,1.0,1.0,1.0,ATL,NO,52.0,DOME,72.0,0.0,3.0,0,12.0
2014,1,BLT,0.0,0.0,43.7,58.2,60.0,6.0,62.7625,53.8,60.3,1.0,1.0,1.0,1.0,BAL,CIN,42.5,,78.0,0.0,-1.0,1,12.0
2014,1,BUF,0.0,0.0,75.4,61.2,60.0,4.0,59.99,56.25,68.6,0.0,1.0,2.0,1.0,BUF,CHI,47.0,,77.0,7.0,7.0,0,8.0
2014,1,CAR,2.0,0.0,58.3,58.8,60.0,2.0,60.07647058823528,69.9,66.8,1.0,1.0,6.0,1.0,CAR,TB,37.5,,79.0,7.0,5.5,0,4.0
2014,1,CHI,2.0,0.0,72.9,57.7,60.0,5.0,59.44736842105264,60.40000000000001,59.6,1.0,0.0,3.0,0.0,CHI,BUF,47.0,,77.0,7.0,-7.0,1,10.0
2014,1,CIN,0.0,0.0,57.6,58.3,59.9,3.0,58.57142857142857,61.15,56.2,1.0,0.0,6.0,0.0,CIN,BAL,42.5,,78.0,0.0,1.0,0,6.0
2014,1,CLV,1.0,1.0,62.8,57.75,60.0,6.0,57.577777777777776,60.5,58.2,2.0,6.0,5.0,7.0,CLE,PIT,41.0,,72.0,6.0,5.5,0,12.0
2014,1,DAL,0.0,0.0,61.7,65.7,60.0,5.0,59.864864864864856,28.0,60.6,0.0,2.0,1.0,2.0,DAL,SF,51.0,DOME,72.0,0.0,3.5,0,10.0
2014,1,DEN,0.0,0.0,61.4,59.2,60.0,4.0,59.08157894736843,39.2,62.6,1.0,2.0,5.0,2.0,DEN,IND,55.0,,70.0,6.0,-8.0,1,8.0
2014,1,DET,0.0,0.0,49.5,58.8,60.4,2.0,60.43529411764707,62.4,61.6,0.0,2.0,3.0,2.0,DET,NYG,47.0,DOME,72.0,0.0,-6.5,1,4.0
2014,1,GB,0.0,0.0,60.8,61.0,60.0,6.0,57.17777777777778,60.3,61.8,4.0,1.0,4.0,1.0,GB,SEA,46.5,,70.0,5.0,4.5,0,12.0
2014,1,HST,1.0,0.0,63.4,62.9,60.0,1.0,58.52500000000001,63.3,70.7,2.0,2.0,3.0,2.0,HOU,WAS,44.5,DOME (Open Roof),82.0,12.0,-3.0,1,2.0
2014,1,IND,1.0,1.0,61.5,57.4,60.0,5.0,60.096551724137925,62.9,61.4,3.0,2.0,3.0,3.0,IND,DEN,55.0,,70.0,6.0,8.0,0,10.0
2014,1,JAX,0.0,0.0,55.0,57.7,60.0,6.0,59.897297297297285,61.7,68.5,2.0,1.0,5.0,1.0,JAX,PHI,51.5,,80.0,6.0,10.0,0,12.0
2014,1,KC,1.0,0.0,47.7,60.85,60.0,6.0,60.70285714285714,63.0,60.7,0.0,1.0,2.0,1.0,KC,TEN,44.0,,77.0,5.0,-3.0,1,12.0
2014,1,MIA,0.0,1.0,63.3,61.8,61.4,4.0,60.791176470588226,62.4,60.5,0.0,1.0,5.0,2.0,MIA,NE,46.5,,89.0,13.0,3.5,0,8.0
2014,1,MIN,0.0,0.0,76.9,59.85,61.4,3.0,59.77837837837836,61.7,68.5,0.0,2.0,6.0,2.0,MIN,LAR,43.0,DOME,72.0,0.0,3.0,0,6.0
2014,1,NE,0.0,0.0,68.1,59.45,60.0,7.0,58.83142857142857,53.8,57.2,0.0,1.0,5.0,1.0,NE,MIA,46.5,,89.0,13.0,-3.5,1,14.0
2014,1,NO,1.0,0.0,66.7,61.6,61.9,7.0,62.078125,60.3,61.3,0.0,0.0,2.0,0.0,NO,ATL,52.0,DOME,72.0,0.0,-3.0,1,14.0
2014,1,NYG,1.0,0.0,60.6,58.85,60.0,6.0,59.252941176470614,61.6,62.9,2.0,1.0,3.0,1.0,NYG,DET,47.0,DOME,72.0,0.0,6.5,0,12.0
2014,1,NYJ,1.0,0.0,67.7,61.75,60.0,2.0,60.09729729729732,61.6,67.3,0.0,1.0,4.0,1.0,NYJ,OAK,40.5,,80.0,3.0,-6.5,1,4.0
2014,1,OAK,3.0,0.0,60.6,53.8,60.0,4.0,60.672222222222224,61.0,61.9,2.0,0.0,4.0,0.0,OAK,NYJ,40.5,,80.0,3.0,6.5,0,8.0
2014,1,PHI,0.0,0.0,66.6,58.5,60.4,5.0,62.92258064516128,70.4,62.7,0.0,0.0,5.0,0.0,PHI,JAX,51.5,,80.0,6.0,-10.0,1,10.0
2014,1,PIT,1.0,0.0,72.6,61.15,60.0,5.0,60.40000000000002,85.5,54.5,0.0,3.0,5.0,3.0,PIT,CLE,41.0,,72.0,6.0,-5.5,1,10.0
2014,1,SD,0.0,1.0,62.0,58.5,60.0,2.0,59.667567567567566,62.0,61.7,0.0,2.0,3.0,3.0,LAC,ARI,47.0,DOME,72.0,0.0,3.0,0,4.0
2014,1,SEA,1.0,0.0,62.4,72.1,60.9,2.0,59.10882352941177,56.8,62.9,0.0,0.0,4.0,0.0,SEA,GB,46.5,,70.0,5.0,-4.5,1,4.0
2014,1,SF,1.0,0.0,46.2,59.6,60.0,4.0,58.82500000000001,60.5,63.1,1.0,2.0,3.0,2.0,SF,DAL,51.0,DOME,72.0,0.0,-3.5,1,8.0
2014,1,SL,0.0,0.0,63.1,57.4,60.0,6.0,59.476470588235294,49.7,73.1,1.0,2.0,3.0,2.0,LAR,MIN,43.0,DOME,72.0,0.0,-3.0,1,12.0
2014,1,TB,0.0,0.0,60.6,59.6,60.0,5.0,59.42857142857143,63.3,61.7,2.0,0.0,3.0,0.0,TB,CAR,37.5,,79.0,7.0,-5.5,1,10.0
2014,1,TEN,2.0,0.0,69.4,41.6,61.4,3.0,59.63428571428571,61.0,70.4,1.0,2.0,5.0,2.0,TEN,KC,44.0,,77.0,5.0,3.0,0,6.0
2014,1,WAS,1.0,0.0,60.1,88.8,60.0,3.0,58.651351351351344,62.7,68.4,1.0,1.0,5.0,1.0,WAS,HOU,44.5,DOME (Open Roof),82.0,12.0,3.0,0,6.0
2014,2,ARZ,0.0,0.0,67.9,59.2,59.9,2.0,58.86000000000002,92.2,59.9,1.0,1.0,8.0,1.0,ARI,NYG,41.5,,71.0,5.0,1.0,0,4.0
2014,2,ATL,1.0,0.0,64.2,66.3,60.0,7.0,59.07058823529411,60.9,59.7,1.0,1.0,4.0,1.0,ATL,CIN,49.0,,68.0,4.0,5.5,0,14.0
2014,2,BLT,0.0,0.0,62.4,58.8,60.9,2.0,61.253125,62.6,61.2,0.0,0.0,3.0,0.0,BAL,PIT,44.5,,80.0,0.0,-2.5,1,4.0
2014,2,BUF,1.0,0.0,51.6,73.4,61.5,2.0,61.86216216216215,62.0,62.0,0.0,1.0,4.0,1.0,BUF,MIA,43.0,,61.0,4.0,-1.0,1,4.0
2014,2,CAR,1.0,0.0,68.4,59.6,60.0,3.0,59.86875000000001,62.0,68.4,0.0,0.0,3.0,0.0,CAR,DET,43.5,,68.0,7.0,-1.0,1,6.0
2014,2,CHI,3.0,0.0,61.2,58.1,60.0,4.0,57.01052631578946,60.1,64.5,3.0,4.0,7.0,4.0,CHI,SF,47.5,,73.0,9.0,7.0,0,8.0
2014,2,CIN,0.0,0.0,28.8,59.0,60.0,2.0,60.6611111111111,61.25,57.2,0.0,1.0,5.0,1.0,CIN,ATL,49.0,,68.0,4.0,-5.5,1,4.0
2014,2,CLV,0.0,0.0,71.1,58.1,60.0,4.0,60.38285714285715,60.23333333333333,59.5,0.0,1.0,4.0,1.0,CLE,NO,49.5,,62.0,5.0,4.5,0,8.0
2014,2,DAL,0.0,0.0,75.8,58.8,58.4,2.0,60.72571428571428,69.3,59.9,1.0,0.0,5.0,0.0,DAL,TEN,49.5,,77.0,6.0,3.0,0,4.0
2014,2,DEN,1.0,0.0,61.2,72.8,60.0,4.0,60.66060606060605,60.1,65.7,1.0,0.0,3.0,0.0,DEN,KC,49.0,Rain,82.0,14.0,-13.0,1,8.0
2014,2,DET,0.0,0.0,33.6,41.0,60.0,4.0,60.30526315789476,63.6,59.3,1.0,0.0,1.0,0.0,DET,CAR,43.5,,68.0,7.0,1.0,0,8.0
2014,2,GB,0.0,0.0,69.9,62.3,59.9,4.0,58.86285714285715,60.8,61.3,1.0,1.0,4.0,1.0,GB,NYJ,46.5,,63.0,11.0,-7.0,1,8.0
2014,2,HST,2.0,1.0,64.7,58.3,61.4,2.0,58.17027027027027,53.6,59.7,3.0,1.0,5.0,2.0,HOU,OAK,42.0,,73.0,10.0,-3.0,1,4.0
2014,2,IND,0.0,0.0,65.0,61.6,60.0,7.0,60.30000000000002,63.2,79.0,2.0,2.0,5.0,2.0,IND,PHI,54.0,DOME,72.0,0.0,-3.0,1,14.0
2014,2,JAX,0.0,0.0,61.7,61.3,60.0,7.0,60.34000000000002,61.2,63.2,2.0,0.0,7.0,0.0,JAX,WAS,43.0,,67.0,4.0,5.0,0,14.0
2014,2,KC,0.0,0.0,48.2,61.25,60.0,4.0,58.51562500000002,61.1,61.6,0.0,1.0,1.0,1.0,KC,DEN,49.0,Rain,82.0,14.0,13.0,0,8.0
2014,2,MIA,2.0,0.0,61.5,57.7,60.0,8.0,57.787500000000016,31.0,53.5,0.0,0.0,4.0,0.0,MIA,BUF,43.0,,61.0,4.0,1.0,0,16.0
2014,2,MIN,0.0,0.0,55.8,60.9,60.0,6.0,58.8388888888889,61.0,57.6,2.0,0.0,4.0,0.0,MIN,NE,49.0,,65.0,11.0,3.5,0,12.0
2014,2,NE,0.0,0.0,68.7,59.6,60.4,2.0,58.47941176470589,70.5,61.5,0.0,4.0,4.0,4.0,NE,MIN,49.0,,65.0,11.0,-3.5,1,4.0
2014,2,NO,1.0,0.0,61.6,59.15,60.0,4.0,58.68484848484849,60.40000000000001,67.7,0.0,1.0,3.0,1.0,NO,CLE,49.5,,62.0,5.0,-4.5,1,8.0
2014,2,NYG,0.0,0.0,60.6,50.7,60.0,5.0,61.135294117647064,61.2,59.2,2.0,1.0,3.0,1.0,NYG,ARI,41.5,,71.0,5.0,-1.0,1,10.0
2014,2,NYJ,1.0,0.0,66.5,53.0,60.0,5.0,59.87222222222221,54.3,61.4,2.0,1.0,5.0,1.0,NYJ,GB,46.5,,63.0,11.0,7.0,0,10.0
2014,2,OAK,0.0,1.0,60.6,61.7,60.0,7.0,60.41842105263157,60.5,57.9,0.0,1.0,1.0,2.0,OAK,HOU,42.0,,73.0,10.0,3.0,0,14.0
2014,2,PHI,1.0,0.0,57.1,59.05,60.0,5.0,59.20937500000001,63.9,60.3,0.0,4.0,6.0,4.0,PHI,IND,54.0,DOME,72.0,0.0,3.0,0,10.0
2014,2,PIT,0.0,0.0,63.7,57.4,60.0,6.0,58.24358974358975,61.6,64.7,1.0,1.0,2.0,1.0,PIT,BAL,44.5,,80.0,0.0,2.5,0,12.0
2014,2,SD,1.0,0.0,68.8,58.3,58.4,3.0,60.674285714285716,62.0,59.3,0.0,0.0,6.0,0.0,LAC,SEA,45.0,,85.0,6.0,4.5,0,6.0
2014,2,SEA,0.0,0.0,60.9,42.2,60.0,6.0,59.38378378378379,60.05,70.8,1.0,2.0,1.0,2.0,SEA,LAC,45.0,,85.0,6.0,-4.5,1,12.0
