grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_long,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,player,player_game_count,player_id,position,punt_attempts,punt_fair_catches,punt_long,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,season,team_name,total_attempts,week,team_name_games,opponent,over_under_line,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite
58.8,,58.7,2,0,13,0,0,24,12.0,Travaris Cadet,1,7457,HB,0,0,0,0,0,0,,2016,NO,2,2,NO,NYG,54.5,,79.0,5.0,4.0,0
,61.6,61.3,0,0,0,0,0,0,,Tommylee Lewis,1,11231,WR,2,0,21,0,0,27,13.5,2016,NO,2,2,NO,NYG,54.5,,79.0,5.0,4.0,0
,61.5,61.1,0,0,0,0,0,0,,Tavon Austin,1,7789,WR,2,1,15,0,0,15,7.5,2016,LA,2,2,LAR,SEA,38,,85.0,4.0,5.5,0
59.9,,59.9,1,0,0,0,0,0,0.0,DeAndre Hopkins,1,7808,WR,0,0,0,0,0,0,,2016,HST,1,2,HOU,KC,42,DOME (Open Roof),89.0,2.0,-1.0,1
58.8,62.1,60.4,2,0,20,0,0,39,19.5,Tyler Ervin,1,10753,HB,4,2,6,0,0,12,3.0,2016,HST,6,2,HOU,KC,42,DOME (Open Roof),89.0,2.0,-1.0,1
59.5,,59.4,3,0,29,0,0,75,25.0,Knile Davis,1,7878,HB,0,0,0,0,0,0,,2016,KC,3,2,KC,HOU,42,DOME (Open Roof),89.0,2.0,1.0,0
81.6,70.5,85.1,3,0,30,0,0,83,27.7,Tyreek Hill,1,10799,WR,4,0,32,0,0,63,15.8,2016,KC,7,2,KC,HOU,42,DOME (Open Roof),89.0,2.0,1.0,0
,60.5,60.4,0,0,0,0,0,0,,Micah Hyde,1,7941,CB,0,4,0,0,0,0,,2016,GB,0,2,GB,MIN,43,DOME,72.0,0.0,-2.0,1
,60.1,60.2,0,0,0,0,0,0,,Damarious Randall,1,9463,CB,1,0,2,0,0,2,2.0,2016,GB,1,2,GB,MIN,43,DOME,72.0,0.0,-2.0,1
58.5,,58.4,1,0,21,0,0,21,21.0,Ty Montgomery,1,9527,HB,0,0,0,0,0,0,,2016,GB,1,2,GB,MIN,43,DOME,72.0,0.0,-2.0,1
,60.1,60.1,0,0,0,0,0,0,,Trevor Davis,1,10797,WR,0,1,0,0,0,0,,2016,GB,0,2,GB,MIN,43,DOME,72.0,0.0,-2.0,1
,60.1,60.1,0,0,0,0,0,0,,Jarvis Landry,1,8698,WR,0,1,0,0,0,0,,2016,MIA,0,2,MIA,NE,42,,78.0,6.0,5.5,0
,,,1,0,15,0,0,15,15.0,Kenyan Drake,1,10707,HB,0,0,0,0,0,0,,2016,MIA,1,2,MIA,NE,42,,78.0,6.0,5.5,0
,60.9,60.7,0,0,0,0,0,0,,John Brown,1,8726,WR,1,3,7,0,0,7,7.0,2016,ARZ,1,2,ARI,TB,49.5,DOME,72.0,0.0,-7.0,1
,61.9,61.5,0,0,0,0,0,0,,Rashad Greene Sr.,1,9572,WR,2,1,8,0,0,9,4.5,2016,JAX,2,2,JAX,LAC,47.5,,78.0,5.0,3.0,0
61.5,,61.7,3,0,24,0,0,67,22.3,Corey Grant,1,9827,HB,0,0,0,0,0,0,,2016,JAX,3,2,JAX,LAC,47.5,,78.0,5.0,3.0,0
60.9,60.1,61.1,2,0,27,0,0,47,23.5,Quan Bray,1,9700,WR,0,1,0,0,0,0,,2016,IND,2,2,IND,DEN,47,,86.0,1.0,6.0,0
62.1,60.1,62.5,1,0,33,0,0,33,33.0,Lucky Whitehead,1,9853,WR,1,0,7,0,0,7,7.0,2016,DAL,2,2,DAL,WAS,47,,84.0,5.0,3.0,0
59.9,,59.9,1,0,19,0,0,19,19.0,Rod Smith,1,9996,HB,0,0,0,0,0,0,,2016,DAL,1,2,DAL,WAS,47,,84.0,5.0,3.0,0
,37.2,41.1,0,0,0,0,0,0,,Adam Jones,1,2223,CB,1,0,0,0,0,0,0.0,2016,CIN,1,3,CIN,DEN,41.5,,82.0,0.0,-3.5,1
58.0,,57.8,2,0,21,0,0,40,20.0,Rex Burkhead,1,7971,HB,0,0,0,0,0,0,,2016,CIN,2,3,CIN,DEN,41.5,,82.0,0.0,-3.5,1
,60.5,60.5,0,0,0,0,0,0,,Alex Erickson,1,11107,WR,1,0,4,0,0,4,4.0,2016,CIN,1,3,CIN,DEN,41.5,,82.0,0.0,-3.5,1
,61.2,61.0,0,0,0,0,0,0,,Darren Sproles,1,2347,HB,2,0,14,0,0,16,8.0,2016,PHI,2,3,PHI,PIT,46.5,,71.0,1.0,4.0,0
59.9,,59.9,1,0,23,0,0,23,23.0,Josh Huff,1,8721,WR,0,0,0,0,0,0,,2016,PHI,1,3,PHI,PIT,46.5,,71.0,1.0,4.0,0
58.3,31.2,38.3,0,0,0,0,0,0,,Devin Hester,1,3002,WR,0,2,0,0,0,0,,2016,BLT,0,3,BAL,JAX,45,,87.0,4.0,-2.0,1
,60.1,60.1,0,0,0,0,0,0,,Tramon Williams,1,3558,CB,0,2,0,0,0,0,,2016,CLV,0,3,CLE,MIA,42.5,,85.0,7.0,10.0,0
,60.9,60.7,0,0,0,0,0,0,,Jordan Poyer,1,8000,S,1,2,0,0,0,0,0.0,2016,CLV,1,3,CLE,MIA,42.5,,85.0,7.0,10.0,0
59.0,,58.9,1,0,21,0,0,21,21.0,George Atkinson,1,9187,HB,0,0,0,0,0,0,,2016,CLV,1,3,CLE,MIA,42.5,,85.0,7.0,10.0,0
58.8,,58.7,2,0,17,0,0,30,15.0,Tracy Howard,1,11063,S,0,0,0,0,0,0,,2016,CLV,2,3,CLE,MIA,42.5,,85.0,7.0,10.0,0
58.4,61.5,59.6,2,0,26,0,0,44,22.0,Ted Ginn Jr.,1,3625,WR,2,1,1,0,0,0,0.0,2016,CAR,4,3,CAR,MIN,42.5,,84.0,2.0,-6.5,1
62.8,60.3,63.0,2,0,42,0,0,54,27.0,Eric Weems,1,4097,WR,0,0,0,0,0,0,,2016,ATL,2,3,ATL,NO,54.5,DOME,72.0,0.0,3.0,0
,61.1,60.9,0,0,0,0,0,0,,Eddie Royal,1,4356,WR,2,1,9,0,0,17,8.5,2016,CHI,2,3,CHI,DAL,45,DOME,72.0,0.0,6.5,0
61.6,,61.8,1,0,22,0,0,22,22.0,Deonte Thompson,1,7513,WR,0,0,0,0,0,0,,2016,CHI,1,3,CHI,DAL,45,DOME,72.0,0.0,6.5,0
59.7,,59.6,2,0,11,0,0,18,9.0,Jerome Felton,1,4460,FB,0,0,0,0,0,0,,2016,BUF,2,3,BUF,ARI,48,,62.0,1.0,5.0,0
59.5,62.0,60.9,1,0,20,0,0,20,20.0,Brandon Tate,1,5006,WR,2,0,31,0,0,39,19.5,2016,BUF,3,3,BUF,ARI,48,,62.0,1.0,5.0,0
,60.7,60.6,0,0,0,0,0,0,,Danny Amendola,1,4717,WR,1,0,10,0,0,10,10.0,2016,NE,1,3,NE,HOU,38.5,,68.0,3.0,-1.0,1
59.9,38.3,43.0,1,0,24,0,0,24,24.0,Cyrus Jones,1,10694,CB,2,0,13,0,0,23,11.5,2016,NE,3,3,NE,HOU,38.5,,68.0,3.0,-1.0,1
,60.0,60.0,0,0,0,0,0,0,,Jairus Byrd,1,4965,S,0,1,0,0,0,0,,2016,NO,0,3,NO,ATL,54.5,DOME,72.0,0.0,-3.0,1
,61.5,61.2,0,0,0,0,0,0,,Jordan Norwood,1,5358,WR,1,1,11,0,0,11,11.0,2016,DEN,1,3,DEN,CIN,41.5,,82.0,0.0,3.5,0
,60.0,60.0,0,0,0,0,0,0,,Shiloh Keo,1,6296,S,0,1,0,0,0,0,,2016,DEN,0,3,DEN,CIN,41.5,,82.0,0.0,3.5,0
63.0,,63.3,3,0,46,0,0,83,27.7,Cody Latimer,1,8691,WR,0,0,0,0,0,0,,2016,DEN,3,3,DEN,CIN,41.5,,82.0,0.0,3.5,0
58.4,,58.2,2,0,24,0,0,39,19.5,Dexter McCluster,1,5561,HB,0,0,0,0,0,0,,2016,SD,2,3,LAC,IND,51.5,DOME,72.0,0.0,1.5,0
,35.8,38.3,0,0,0,0,0,0,,Travis Benjamin,1,7100,WR,1,0,0,0,0,0,0.0,2016,SD,1,3,LAC,IND,51.5,DOME,72.0,0.0,1.5,0
59.9,,59.9,1,0,20,0,0,20,20.0,Craig Mager,1,9516,CB,0,0,0,0,0,0,,2016,SD,1,3,LAC,IND,51.5,DOME,72.0,0.0,1.5,0
61.2,,61.2,1,0,0,1,0,0,0.0,Arrelious Benn,1,5564,WR,0,0,0,0,0,0,,2016,JAX,1,3,JAX,BAL,45,,87.0,4.0,2.0,0
,62.9,62.3,0,0,0,0,0,0,,Rashad Greene Sr.,1,9572,WR,5,0,42,0,0,51,10.2,2016,JAX,5,3,JAX,BAL,45,,87.0,4.0,2.0,0
59.1,,59.0,3,0,25,0,0,58,19.3,Corey Grant,1,9827,HB,0,0,0,0,0,0,,2016,JAX,3,3,JAX,BAL,45,,87.0,4.0,2.0,0
58.3,61.6,59.5,3,0,25,0,0,68,22.7,Andre Roberts,1,5612,WR,2,0,15,0,0,16,8.0,2016,DET,5,3,DET,GB,47.5,,72.0,10.0,6.5,0
59.9,,59.9,1,0,21,0,0,21,21.0,Dwayne Washington,1,10870,HB,0,0,0,0,0,0,,2016,DET,1,3,DET,GB,47.5,,72.0,10.0,6.5,0
,60.5,60.4,0,0,0,0,0,0,,Antonio Brown,1,5718,WR,0,2,0,0,0,0,,2016,PIT,0,3,PIT,PHI,46.5,,71.0,1.0,-4.0,1
58.5,,58.4,1,0,20,0,0,20,20.0,Fitzgerald Toussaint,1,9244,HB,0,0,0,0,0,0,,2016,PIT,1,3,PIT,PHI,46.5,,71.0,1.0,-4.0,1
63.2,,63.5,2,0,23,0,0,38,19.0,Sammie Coates,1,9520,WR,0,0,0,0,0,0,,2016,PIT,2,3,PIT,PHI,46.5,,71.0,1.0,-4.0,1
,60.1,60.2,0,0,0,0,0,0,,Eli Rogers,1,9878,WR,1,0,3,0,0,3,3.0,2016,PIT,1,3,PIT,PHI,46.5,,71.0,1.0,-4.0,1
58.3,61.8,59.7,0,0,0,0,0,0,,Marc Mariani,1,5745,WR,1,1,10,0,0,10,10.0,2016,TEN,1,3,TEN,OAK,47,,89.0,3.0,1.5,0
61.2,86.5,83.3,1,0,18,0,0,18,18.0,Marcus Sherels,1,6017,CB,2,1,54,0,1,58,29.0,2016,MIN,3,3,MIN,CAR,42.5,,84.0,2.0,6.5,0
59.2,,59.1,2,0,25,0,0,40,20.0,Cordarrelle Patterson,1,7810,WR,0,0,0,0,0,0,,2016,MIN,2,3,MIN,CAR,42.5,,84.0,2.0,6.5,0
59.0,,58.9,1,0,16,0,0,16,16.0,Taiwan Jones,1,6277,HB,0,0,0,0,0,0,,2016,OAK,1,3,OAK,TEN,47,,89.0,3.0,-1.5,1
,60.0,60.0,0,0,0,0,0,0,,T.J. Carrie,1,8853,CB,0,1,0,0,0,0,,2016,OAK,0,3,OAK,TEN,47,,89.0,3.0,-1.5,1
,63.0,62.3,0,0,0,0,0,0,,Jalen Richard,1,11395,HB,3,1,14,0,0,38,12.7,2016,OAK,3,3,OAK,TEN,47,,89.0,3.0,-1.5,1
,61.1,61.0,0,0,0,0,0,0,,Jeremy Kerley,1,6305,WR,1,0,20,0,0,20,20.0,2016,SF,1,3,SF,SEA,41.5,,69.0,2.0,10.5,0
57.1,,56.8,1,0,26,0,0,26,26.0,Chris Davis,1,9242,CB,0,0,0,0,0,0,,2016,SF,1,3,SF,SEA,41.5,,69.0,2.0,10.5,0
57.1,60.7,57.6,1,0,15,0,0,15,15.0,Dwayne Harris,1,6328,WR,1,0,14,0,0,14,14.0,2016,NYG,2,3,NYG,WAS,47,,67.0,4.0,-3.5,1
59.9,,59.9,1,0,15,0,0,15,15.0,Jordan Todman,1,6335,HB,0,0,0,0,0,0,,2016,IND,1,3,IND,LAC,51.5,DOME,72.0,0.0,-1.5,1
58.1,60.7,58.7,1,0,18,0,0,18,18.0,Quan Bray,1,9700,WR,1,2,0,0,0,0,0.0,2016,IND,2,3,IND,LAC,51.5,DOME,72.0,0.0,-1.5,1
60.0,60.0,59.8,0,0,0,0,0,0,,Cole Beasley,1,7330,WR,0,1,0,0,0,0,,2016,DAL,0,3,DAL,CHI,45,DOME,72.0,0.0,-6.5,1
59.0,60.7,59.5,1,0,25,0,0,25,25.0,Lucky Whitehead,1,9853,WR,1,1,3,0,0,3,3.0,2016,DAL,2,3,DAL,CHI,45,DOME,72.0,0.0,-6.5,1
58.7,61.2,56.7,1,0,5,0,0,5,5.0,Tavon Austin,1,7789,WR,2,2,8,0,0,12,6.0,2016,LA,3,3,LAR,TB,40.5,,89.0,3.0,3.5,0
62.1,,62.3,1,0,44,0,0,44,44.0,Benny Cunningham,1,8283,HB,0,0,0,0,0,0,,2016,LA,1,3,LAR,TB,40.5,,89.0,3.0,3.5,0
58.5,,58.4,1,0,25,0,0,25,25.0,Chris Thompson,1,7936,HB,0,0,0,0,0,0,,2016,WAS,1,3,WAS,NYG,47,,67.0,4.0,3.5,0
,85.6,81.5,0,0,0,0,0,0,,Jamison Crowder,1,9538,WR,2,0,50,0,0,58,29.0,2016,WAS,2,3,WAS,NYG,47,,67.0,4.0,3.5,0
59.9,,59.9,1,0,0,1,0,0,0.0,Luke Willson,1,7940,TE,0,0,0,0,0,0,,2016,SEA,1,3,SEA,SF,41.5,,69.0,2.0,-10.5,1
62.9,,63.1,1,0,19,0,0,19,19.0,Paul Richardson Jr.,1,8680,WR,0,0,0,0,0,0,,2016,SEA,1,3,SEA,SF,41.5,,69.0,2.0,-10.5,1
60.0,85.5,78.7,0,0,0,0,0,0,,Tyler Lockett,1,9502,WR,3,2,62,0,0,70,23.3,2016,SEA,3,3,SEA,SF,41.5,,69.0,2.0,-10.5,1
57.7,,57.4,2,0,20,0,0,35,17.5,Andre Ellington,1,7968,HB,0,0,0,0,0,0,,2016,ARZ,2,3,ARI,BUF,48,,62.0,1.0,-5.0,1
64.3,60.9,75.3,1,0,51,0,0,51,51.0,John Brown,1,8726,WR,1,2,12,0,0,12,12.0,2016,ARZ,2,3,ARI,BUF,48,,62.0,1.0,-5.0,1
54.4,,54.6,1,0,18,0,0,18,18.0,Charles James II,1,8120,CB,0,0,0,0,0,0,,2016,HST,1,3,HOU,NE,38.5,,68.0,3.0,1.0,0
41.1,53.6,39.5,2,0,21,0,0,33,16.5,Tyler Ervin,1,10753,HB,0,5,0,0,0,0,,2016,HST,2,3,HOU,NE,38.5,,68.0,3.0,1.0,0
,60.7,60.6,0,0,0,0,0,0,,Jarvis Landry,1,8698,WR,1,1,13,0,0,13,13.0,2016,MIA,1,3,MIA,CLE,42.5,,85.0,7.0,-10.0,1
57.4,60.1,57.5,1,0,27,0,0,27,27.0,Jakeem Grant,1,10820,WR,0,0,0,0,0,0,,2016,MIA,1,3,MIA,CLE,42.5,,85.0,7.0,-10.0,1
64.3,,64.3,1,0,54,0,0,54,54.0,Quincy Enunwa,1,8843,WR,0,0,0,0,0,0,,2016,NYJ,1,3,NYJ,KC,44.5,,65.0,6.0,3.0,0
49.5,60.9,50.8,3,0,34,0,0,82,27.3,Jalin Marshall,1,11259,WR,1,2,12,0,0,12,12.0,2016,NYJ,4,3,NYJ,KC,44.5,,65.0,6.0,3.0,0
61.6,,61.8,1,0,24,0,0,24,24.0,Ty Montgomery,1,9527,HB,0,0,0,0,0,0,,2016,GB,1,3,GB,DET,47.5,,72.0,10.0,-6.5,1
59.6,61.1,60.1,0,0,0,0,0,0,,Trevor Davis,1,10797,WR,1,1,1,0,0,1,1.0,2016,GB,1,3,GB,DET,47.5,,72.0,10.0,-6.5,1
,62.6,62.1,0,0,0,0,0,0,,Adam Humphries,1,10075,WR,2,1,13,0,0,26,13.0,2016,TB,2,3,TB,LAR,40.5,,89.0,3.0,-3.5,1
59.7,61.6,60.9,2,0,16,0,0,21,10.5,Tyreek Hill,1,10799,WR,2,0,19,0,0,29,14.5,2016,KC,4,3,KC,NYJ,44.5,,65.0,6.0,-3.0,1
59.5,60.0,59.4,1,0,21,0,0,21,21.0,Adam Jones,1,2223,CB,0,0,0,0,0,0,,2016,CIN,1,4,CIN,MIA,46.5,,59.0,0.0,-7.5,1
,63.0,62.3,0,0,0,0,0,0,,Alex Erickson,1,11107,WR,3,2,12,0,0,23,7.7,2016,CIN,3,4,CIN,MIA,46.5,,59.0,0.0,-7.5,1
59.3,62.4,61.0,4,0,60,0,0,123,30.8,Devin Hester,1,3002,WR,3,2,20,0,0,42,14.0,2016,BLT,7,4,BAL,OAK,45,,67.0,0.0,-3.5,1
60.5,61.1,61.2,2,0,42,0,0,65,32.5,Ted Ginn Jr.,1,3625,WR,2,1,8,0,0,16,8.0,2016,CAR,4,4,CAR,ATL,48.5,DOME,72.0,0.0,-3.0,1
54.0,62.4,56.3,1,0,0,0,0,0,0.0,Eric Weems,1,4097,WR,3,0,18,0,0,25,8.3,2016,ATL,4,4,ATL,CAR,48.5,DOME,72.0,0.0,3.0,0
62.9,,63.2,1,0,32,0,0,32,32.0,Justin Hardy,1,9540,WR,0,0,0,0,0,0,,2016,ATL,1,4,ATL,CAR,48.5,DOME,72.0,0.0,3.0,0
,62.3,61.8,0,0,0,0,0,0,,Eddie Royal,1,4356,WR,3,2,8,0,0,17,5.7,2016,CHI,3,4,CHI,DET,48,,64.0,2.0,3.0,0
61.2,,61.2,1,0,0,0,0,0,0.0,Sam Acho,1,6255,ED,0,0,0,0,0,0,,2016,CHI,1,4,CHI,DET,48,,64.0,2.0,3.0,0
62.9,,63.2,1,0,29,0,0,29,29.0,Deonte Thompson,1,7513,WR,0,0,0,0,0,0,,2016,CHI,1,4,CHI,DET,48,,64.0,2.0,3.0,0
,54.0,55.2,0,0,0,0,0,0,,Danny Amendola,1,4717,WR,3,0,5,0,0,4,1.3,2016,NE,3,4,NE,BUF,41,,56.0,2.0,-3.5,1
54.5,58.4,49.1,2,0,18,0,0,30,15.0,Cyrus Jones,1,10694,CB,1,0,0,0,0,0,0.0,2016,NE,3,4,NE,BUF,41,,56.0,2.0,-3.5,1
60.0,62.7,61.6,0,0,0,0,0,0,,Brandon Tate,1,5006,WR,4,2,18,0,0,18,4.5,2016,BUF,4,4,BUF,NE,41,,56.0,2.0,3.5,0
,61.5,61.1,0,0,0,0,0,0,,Jordan Norwood,1,5358,WR,2,4,12,0,0,12,6.0,2016,DEN,2,4,DEN,TB,42.5,Rain,89.0,4.0,-3.0,1
59.6,,59.6,0,0,0,0,0,0,,Cody Latimer,1,8691,WR,0,0,0,0,0,0,,2016,DEN,0,4,DEN,TB,42.5,Rain,89.0,4.0,-3.0,1
59.5,,59.4,1,0,22,0,0,22,22.0,C.J. Spiller,1,5534,HB,0,0,0,0,0,0,,2016,SEA,1,4,SEA,NYJ,40,,61.0,0.0,-1.0,1
59.9,,59.9,1,0,7,0,0,7,7.0,Cassius Marsh,1,8743,ED,0,0,0,0,0,0,,2016,SEA,1,4,SEA,NYJ,40,,61.0,0.0,-1.0,1
,61.3,61.0,0,0,0,0,0,0,,Tyler Lockett,1,9502,WR,2,1,7,0,0,8,4.0,2016,SEA,2,4,SEA,NYJ,40,,61.0,0.0,-1.0,1
61.8,,62.0,2,0,30,0,0,51,25.5,Dexter McCluster,1,5561,HB,0,0,0,0,0,0,,2016,SD,2,4,LAC,NO,54,,73.0,6.0,-3.5,1
,62.3,61.8,0,0,0,0,0,0,,Travis Benjamin,1,7100,WR,3,0,18,0,0,30,10.0,2016,SD,3,4,LAC,NO,54,,73.0,6.0,-3.5,1
59.1,86.9,76.7,3,0,31,0,0,71,23.7,Andre Roberts,1,5612,WR,2,0,85,0,1,100,50.0,2016,DET,5,4,DET,CHI,48,,64.0,2.0,-3.0,1
,61.1,60.8,0,0,0,0,0,0,,Antonio Brown,1,5718,WR,1,2,4,0,0,4,4.0,2016,PIT,1,4,PIT,KC,48.5,Rain,60.0,0.0,-3.5,1
62.6,61.5,63.4,4,0,33,0,0,99,24.8,Marc Mariani,1,5745,WR,3,0,17,0,0,27,9.0,2016,TEN,7,4,TEN,HOU,40,DOME (Open Roof),82.0,4.0,3.5,0
59.9,,59.9,1,0,17,0,0,17,17.0,Antonio Andrews,1,9014,HB,0,0,0,0,0,0,,2016,TEN,1,4,TEN,HOU,40,DOME (Open Roof),82.0,4.0,3.5,0
,61.4,61.1,0,0,0,0,0,0,,Marcus Sherels,1,6017,CB,2,1,8,0,0,13,6.5,2016,MIN,2,4,MIN,NYG,42.5,DOME,72.0,0.0,-3.5,1
59.5,,59.4,1,0,29,0,0,29,29.0,Cordarrelle Patterson,1,7810,WR,0,0,0,0,0,0,,2016,MIN,1,4,MIN,NYG,42.5,DOME,72.0,0.0,-3.5,1
59.9,,59.9,1,0,0,0,0,0,0.0,Laquon Treadwell,1,10657,WR,0,0,0,0,0,0,,2016,MIN,1,4,MIN,NYG,42.5,DOME,72.0,0.0,-3.5,1
,56.6,56.0,0,0,0,0,0,0,,Patrick Peterson,1,6157,CB,0,1,0,0,0,0,,2016,ARZ,0,4,ARI,LAR,43.5,DOME,72.0,0.0,-10.0,1
58.8,,58.7,2,0,25,0,0,38,19.0,Andre Ellington,1,7968,HB,0,0,0,0,0,0,,2016,ARZ,2,4,ARI,LAR,43.5,DOME,72.0,0.0,-10.0,1
,61.6,61.3,0,0,0,0,0,0,,John Brown,1,8726,WR,3,1,19,0,0,23,7.7,2016,ARZ,3,4,ARI,LAR,43.5,DOME,72.0,0.0,-10.0,1
,61.5,61.2,0,0,0,0,0,0,,Jeremy Kerley,1,6305,WR,1,0,26,0,0,26,26.0,2016,SF,1,4,SF,DAL,44,,68.0,8.0,1.0,0
58.5,,58.4,1,0,23,0,0,23,23.0,Chris Davis,1,9242,CB,0,0,0,0,0,0,,2016,SF,1,4,SF,DAL,44,,68.0,8.0,1.0,0
59.9,,59.9,1,0,12,0,0,12,12.0,Mike Davis,1,9559,HB,0,0,0,0,0,0,,2016,SF,1,4,SF,DAL,44,,68.0,8.0,1.0,0
62.5,31.2,44.0,3,0,44,0,0,94,31.3,Dwayne Harris,1,6328,WR,0,3,0,0,0,0,,2016,NYG,3,4,NYG,MIN,42.5,DOME,72.0,0.0,3.5,0
62.1,,62.3,1,0,28,0,0,28,28.0,Jordan Todman,1,6335,HB,0,0,0,0,0,0,,2016,IND,1,4,IND,JAX,48.5,,58.0,6.0,-1.0,1
61.6,62.6,63.1,1,0,39,0,0,39,39.0,Quan Bray,1,9700,WR,2,1,14,0,0,18,9.0,2016,IND,3,4,IND,JAX,48.5,,58.0,6.0,-1.0,1
57.7,60.6,58.3,1,0,27,0,0,27,27.0,Jeremy Ross,1,6476,WR,0,4,0,0,0,0,,2016,NYJ,1,4,NYJ,SEA,40,,61.0,0.0,1.0,0
,60.0,60.0,0,0,0,0,0,0,,Cole Beasley,1,7330,WR,0,1,0,0,0,0,,2016,DAL,0,4,DAL,SF,44,,68.0,8.0,-1.0,1
62.5,70.2,69.6,1,0,28,0,0,28,28.0,Lucky Whitehead,1,9853,WR,2,0,14,0,0,25,12.5,2016,DAL,3,4,DAL,SF,44,,68.0,8.0,-1.0,1
57.7,,57.4,2,0,25,0,0,49,24.5,Travaris Cadet,1,7457,HB,0,0,0,0,0,0,,2016,NO,2,4,NO,LAC,54,,73.0,6.0,3.5,0
,61.2,61.0,0,0,0,0,0,0,,Tommylee Lewis,1,11231,WR,2,1,7,0,0,12,6.0,2016,NO,2,4,NO,LAC,54,,73.0,6.0,3.5,0
,69.3,67.4,0,0,0,0,0,0,,Tavon Austin,1,7789,WR,1,1,47,0,0,47,47.0,2016,LA,1,4,LAR,ARI,43.5,DOME,72.0,0.0,10.0,0
59.0,,58.9,1,0,26,0,0,26,26.0,Benny Cunningham,1,8283,HB,0,0,0,0,0,0,,2016,LA,1,4,LAR,ARI,43.5,DOME,72.0,0.0,10.0,0
63.0,,63.3,3,0,30,0,0,51,17.0,Knile Davis,1,7878,HB,0,0,0,0,0,0,,2016,KC,3,4,KC,PIT,48.5,Rain,60.0,0.0,3.5,0
59.2,69.5,65.8,2,0,33,0,0,54,27.0,Tyreek Hill,1,10799,WR,2,0,14,0,0,20,10.0,2016,KC,4,4,KC,PIT,48.5,Rain,60.0,0.0,3.5,0
58.5,,58.4,1,0,26,0,0,26,26.0,Chris Thompson,1,7936,HB,0,0,0,0,0,0,,2016,WAS,1,4,WAS,CLE,47.5,,70.0,1.0,-7.5,1
,60.1,60.2,0,0,0,0,0,0,,Jordan Poyer,1,8000,S,1,0,2,0,0,2,2.0,2016,CLV,1,4,CLE,WAS,47.5,,70.0,1.0,7.5,0
58.1,,57.9,1,0,17,0,0,17,17.0,George Atkinson,1,9187,HB,0,0,0,0,0,0,,2016,CLV,1,4,CLE,WAS,47.5,,70.0,1.0,7.5,0
,60.1,60.2,0,0,0,0,0,0,,Duke Johnson Jr.,1,9510,HB,1,0,18,0,0,18,18.0,2016,CLV,1,4,CLE,WAS,47.5,,70.0,1.0,7.5,0
,60.5,60.5,0,0,0,0,0,0,,Jarvis Landry,1,8698,WR,0,1,0,0,0,0,,2016,MIA,0,4,MIA,CIN,46.5,,59.0,0.0,7.5,0
59.9,,59.9,1,0,15,0,0,15,15.0,Damien Williams,1,9205,HB,0,0,0,0,0,0,,2016,MIA,1,4,MIA,CIN,46.5,,59.0,0.0,7.5,0
59.5,,59.4,1,0,17,0,0,17,17.0,Kenyan Drake,1,10707,HB,0,0,0,0,0,0,,2016,MIA,1,4,MIA,CIN,46.5,,59.0,0.0,7.5,0
58.5,62.2,60.1,1,0,18,0,0,18,18.0,Jakeem Grant,1,10820,WR,3,0,11,0,0,13,4.3,2016,MIA,4,4,MIA,CIN,46.5,,59.0,0.0,7.5,0
,60.7,60.6,0,0,0,0,0,0,,T.J. Carrie,1,8853,CB,1,1,18,0,0,18,18.0,2016,OAK,1,4,OAK,BAL,45,,67.0,0.0,3.5,0
58.3,70.5,65.0,3,0,26,0,0,66,22.0,Jalen Richard,1,11395,HB,3,0,47,0,0,72,24.0,2016,OAK,6,4,OAK,BAL,45,,67.0,0.0,3.5,0
60.0,61.1,60.4,0,0,0,0,0,0,,Rashad Greene Sr.,1,9572,WR,2,0,12,0,0,12,6.0,2016,JAX,2,4,JAX,IND,48.5,,58.0,6.0,1.0,0
66.3,,67.0,4,0,28,0,0,80,20.0,Corey Grant,1,9827,HB,0,0,0,0,0,0,,2016,JAX,4,4,JAX,IND,48.5,,58.0,6.0,1.0,0
,63.0,62.3,0,0,0,0,0,0,,Adam Humphries,1,10075,WR,3,2,15,0,0,37,12.3,2016,TB,3,4,TB,DEN,42.5,Rain,89.0,4.0,3.0,0
58.0,,57.8,2,0,16,0,0,27,13.5,Ryan Smith,1,10742,S,0,0,0,0,0,0,,2016,TB,2,4,TB,DEN,42.5,Rain,89.0,4.0,3.0,0
,62.0,63.6,0,0,0,0,0,0,,Will Fuller V,1,10655,WR,1,0,67,0,1,67,67.0,2016,HST,1,4,HOU,TEN,40,DOME (Open Roof),82.0,4.0,-3.5,1
58.5,61.9,59.9,1,0,28,0,0,28,28.0,Tyler Ervin,1,10753,HB,2,1,16,0,0,17,8.5,2016,HST,3,4,HOU,TEN,40,DOME (Open Roof),82.0,4.0,-3.5,1
60.0,60.1,59.9,0,0,0,0,0,0,,Adam Jones,1,2223,CB,1,0,0,0,0,0,0.0,2016,CIN,1,5,CIN,DAL,46,DOME,72.0,0.0,-2.5,1
61.2,,61.2,1,0,23,0,0,23,23.0,Rex Burkhead,1,7971,HB,0,0,0,0,0,0,,2016,CIN,1,5,CIN,DAL,46,DOME,72.0,0.0,-2.5,1
