grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_long,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,player,player_game_count,player_id,position,punt_attempts,punt_fair_catches,punt_long,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,season,team_name,total_attempts,week,team_name_games,opponent,over_under_line,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite
,,,1,0,0,0,0,0,0.0,Michael Palmer,1,5784,TE,0,0,0,0,0,0,,2014,PIT,1,7,PIT,HOU,44.5,Rain,51.0,8.0,-3.0,1
59.9,,59.9,1,0,13,0,0,13,13.0,LeGarrette Blount,1,5863,HB,0,0,0,0,0,0,,2014,PIT,1,7,PIT,HOU,44.5,Rain,51.0,8.0,-3.0,1
58.4,,58.2,2,0,19,0,0,32,16.0,Dri Archer,1,8732,HB,0,0,0,0,0,0,,2014,PIT,2,7,PIT,HOU,44.5,Rain,51.0,8.0,-3.0,1
58.4,61.8,59.7,2,0,27,0,0,43,21.5,Bryan Walters,1,6139,WR,2,1,10,0,0,19,9.5,2014,SEA,4,7,SEA,LAR,43.5,DOME,72.0,0.0,-7.0,1
,61.6,61.3,0,0,0,0,0,0,,Randall Cobb,1,6216,WR,2,0,24,0,0,38,19.0,2014,GB,2,7,GB,CAR,49.5,,53.0,11.0,-6.5,1
56.1,,55.8,1,0,9,0,0,9,9.0,DuJuan Harris,1,6595,HB,0,0,0,0,0,0,,2014,GB,1,7,GB,CAR,49.5,,53.0,11.0,-6.5,1
60.0,61.1,60.4,0,0,0,0,0,0,,Micah Hyde,1,7941,S,1,0,0,0,0,0,0.0,2014,GB,1,7,GB,CAR,49.5,,53.0,11.0,-6.5,1
,60.1,60.2,0,0,0,0,0,0,,Denarius Moore,1,6300,WR,1,0,3,0,0,3,3.0,2014,OAK,1,7,OAK,ARI,46.5,,70.0,14.0,3.5,0
58.7,68.9,64.9,3,0,26,0,0,61,20.3,T.J. Carrie,1,8853,CB,1,0,10,0,0,10,10.0,2014,OAK,4,7,OAK,ARI,46.5,,70.0,14.0,3.5,0
58.3,62.0,59.8,0,0,0,0,0,0,,Dwayne Harris,1,6328,WR,2,0,6,0,0,6,3.0,2014,DAL,2,7,DAL,NYG,47,DOME,72.0,0.0,-5.0,1
58.7,,58.5,3,0,20,0,0,58,19.3,Shaun Draughn,1,6440,HB,0,0,0,0,0,0,,2014,SD,3,7,LAC,KC,46,,71.0,6.0,-3.0,1
,60.5,60.4,0,0,0,0,0,0,,Keenan Allen,1,7857,WR,0,1,0,0,0,0,,2014,SD,0,7,LAC,KC,46,,71.0,6.0,-3.0,1
58.4,60.5,58.8,2,0,24,0,0,47,23.5,Jeremy Ross,1,6476,WR,0,3,0,0,0,0,,2014,DET,2,7,DET,NO,46.5,DOME,72.0,0.0,-1.5,1
,,,1,0,0,0,0,0,0.0,Chase Reynolds,1,6892,HB,0,0,0,0,0,0,,2014,SL,1,7,LAR,SEA,43.5,DOME,72.0,0.0,7.0,0
59.5,60.9,60.0,1,0,8,0,0,8,8.0,Tavon Austin,1,7789,WR,1,2,-1,0,0,-1,-1.0,2014,SL,2,7,LAR,SEA,43.5,DOME,72.0,0.0,7.0,0
,,,0,0,0,0,0,0,,Stedman Bailey,1,7873,WR,1,0,90,0,1,90,90.0,2014,SL,1,7,LAR,SEA,43.5,DOME,72.0,0.0,7.0,0
76.9,,78.6,2,0,75,0,0,104,52.0,Benny Cunningham,1,8283,HB,0,0,0,0,0,0,,2014,SL,2,7,LAR,SEA,43.5,DOME,72.0,0.0,7.0,0
,60.0,60.0,0,0,0,0,0,0,,Rueben Randle,1,7065,WR,0,1,0,0,0,0,,2014,NYG,0,7,NYG,DAL,47,DOME,72.0,0.0,5.0,0
62.0,,62.2,3,0,40,0,0,87,29.0,Michael Cox,1,8036,HB,0,0,0,0,0,0,,2014,NYG,3,7,NYG,DAL,47,DOME,72.0,0.0,5.0,0
,62.5,62.0,0,0,0,0,0,0,,Odell Beckham Jr.,1,8647,WR,2,1,13,0,0,21,10.5,2014,NYG,2,7,NYG,DAL,47,DOME,72.0,0.0,5.0,0
61.2,61.7,64.3,1,0,27,0,0,27,27.0,Griff Whalen,1,7351,WR,2,6,9,0,0,13,6.5,2014,IND,3,7,IND,CIN,50.5,DOME,72.0,0.0,-3.0,1
60.0,61.0,60.3,0,0,0,0,0,0,,Brenton Bersin,1,7516,WR,2,0,11,0,0,19,9.5,2014,CAR,2,7,CAR,GB,49.5,,53.0,11.0,6.5,0
61.8,61.1,62.4,2,0,31,0,0,55,27.5,Corey Brown,1,8986,WR,2,0,12,0,0,17,8.5,2014,CAR,4,7,CAR,GB,49.5,,53.0,11.0,6.5,0
59.5,,59.4,3,0,22,0,0,56,18.7,Knile Davis,1,7878,HB,0,0,0,0,0,0,,2014,KC,3,7,KC,LAC,46,,71.0,6.0,3.0,0
59.7,63.0,61.7,2,0,21,0,0,36,18.0,De'Anthony Thomas,1,8759,HB,3,0,27,0,0,47,15.7,2014,KC,5,7,KC,LAC,46,,71.0,6.0,3.0,0
,63.3,62.5,0,0,0,0,0,0,,Ace Sanders,1,7883,WR,4,1,19,0,0,41,10.3,2014,JAX,4,7,JAX,CLE,45,,74.0,10.0,4.0,0
60.0,61.0,60.3,0,0,0,0,0,0,,Brandin Cooks,1,8655,WR,1,2,15,0,0,15,15.0,2014,NO,1,7,NO,DET,46.5,DOME,72.0,0.0,1.5,0
67.2,61.1,67.8,2,0,31,0,0,55,27.5,Jarvis Landry,1,8698,WR,2,1,12,0,0,22,11.0,2014,MIA,4,7,MIA,CHI,48,,55.0,12.0,3.0,0
61.1,60.9,61.6,1,0,33,0,0,33,33.0,Bruce Ellington,1,8741,WR,1,2,4,0,0,4,4.0,2014,SF,2,7,SF,DEN,48.5,,63.0,0.0,7.0,0
72.2,61.3,71.5,2,0,62,0,0,80,40.0,Walter Powell,1,8831,WR,2,0,7,0,0,8,4.0,2014,NYJ,4,7,NYJ,NE,44.5,,63.0,5.0,9.5,0
59.9,55.8,56.7,1,0,7,0,0,7,7.0,Isaiah Burse,1,9300,WR,3,2,9,0,0,22,7.3,2014,DEN,4,7,DEN,SF,48.5,,63.0,0.0,-7.0,1
,,,1,0,0,0,0,0,0.0,Benjamin Watson,1,1753,TE,0,0,0,0,0,0,,2014,NO,1,8,NO,GB,55.5,DOME,72.0,0.0,-2.0,1
62.5,,62.7,3,0,34,0,0,93,31.0,Adam Jones,1,2223,CB,0,0,0,0,0,0,,2014,CIN,3,8,CIN,BAL,44.5,,67.0,5.0,2.5,0
60.0,60.1,59.9,0,0,0,0,0,0,,Brandon Tate,1,5006,WR,1,0,6,0,0,6,6.0,2014,CIN,1,8,CIN,BAL,44.5,,67.0,5.0,2.5,0
,60.6,60.5,0,0,0,0,0,0,,Jim Leonhard,1,2694,S,0,2,0,0,0,0,,2014,CLV,0,8,CLE,OAK,44.5,,54.0,9.0,-6.5,1
60.0,38.6,41.3,0,0,0,0,0,0,,Travis Benjamin,1,7100,WR,2,0,13,0,0,10,5.0,2014,CLV,2,8,CLE,OAK,44.5,,54.0,9.0,-6.5,1
,60.1,60.2,0,0,0,0,0,0,,Santonio Holmes,1,2970,WR,1,0,10,0,0,10,10.0,2014,CHI,1,8,CHI,NE,52,,57.0,14.0,6.0,0
57.6,,57.4,5,0,28,0,0,94,18.8,Chris Williams,1,5321,WR,0,0,0,0,0,0,,2014,CHI,5,8,CHI,NE,52,,57.0,14.0,6.0,0
62.3,61.4,63.2,2,0,28,0,0,44,22.0,Devin Hester,1,3002,WR,1,0,20,0,0,20,20.0,2014,ATL,3,8,ATL,DET,45.5,,58.0,13.0,3.5,0
58.0,,57.8,3,0,39,0,0,77,25.7,Leon Washington,1,3062,HB,0,0,0,0,0,0,,2014,TEN,3,8,TEN,HOU,43,,79.0,5.0,3.5,0
,69.4,67.3,0,0,0,0,0,0,,Dexter McCluster,1,5561,HB,2,2,48,0,0,57,28.5,2014,TEN,2,8,TEN,HOU,43,,79.0,5.0,3.5,0
58.7,62.4,60.4,3,0,0,0,0,0,0.0,Ted Ginn Jr.,1,3625,WR,3,0,11,0,0,16,5.3,2014,ARZ,6,8,ARI,PHI,48.5,DOME,72.0,0.0,-1.0,1
58.8,,58.7,5,0,29,0,0,122,24.4,Jacoby Jones,1,3689,WR,0,0,0,0,0,0,,2014,BLT,5,8,BAL,CIN,44.5,,67.0,5.0,-2.5,1
,61.6,61.3,0,0,0,0,0,0,,Michael Campanaro,1,8852,WR,2,0,9,0,0,17,8.5,2014,BLT,2,8,BAL,CIN,44.5,,67.0,5.0,-2.5,1
54.8,71.0,62.8,2,0,16,0,0,19,9.5,Leodis McKelvin,1,4325,CB,3,2,24,0,0,42,14.0,2014,BUF,5,8,BUF,NYJ,40.5,,61.0,19.0,3.0,0
77.5,,79.1,2,0,34,0,0,64,32.0,Andre Caldwell,1,4411,WR,0,0,0,0,0,0,,2014,DEN,2,8,DEN,LAC,51,,61.0,3.0,-9.0,1
,61.9,61.5,0,0,0,0,0,0,,Isaiah Burse,1,9300,WR,2,2,14,0,0,18,9.0,2014,DEN,2,8,DEN,LAC,51,,61.0,3.0,-9.0,1
58.3,61.1,59.1,0,0,0,0,0,0,,Danny Amendola,1,4717,WR,2,0,11,0,0,15,7.5,2014,NE,2,8,NE,CHI,52,,57.0,14.0,-6.0,1
,60.3,60.5,0,0,0,0,0,0,,Julian Edelman,1,5156,WR,1,0,42,0,0,42,42.0,2014,NE,1,8,NE,CHI,52,,57.0,14.0,-6.0,1
,,,1,0,0,0,0,0,0.0,James Develin,1,6142,FB,0,0,0,0,0,0,,2014,NE,1,8,NE,CHI,52,,57.0,14.0,-6.0,1
,62.1,61.6,0,0,0,0,0,0,,Jeremy Maclin,1,4942,WR,2,3,18,0,0,25,12.5,2014,PHI,2,8,PHI,ARI,48.5,DOME,72.0,0.0,1.0,0
,60.0,60.0,0,0,0,0,0,0,,Riley Cooper,1,5682,WR,0,1,0,0,0,0,,2014,PHI,0,8,PHI,ARI,48.5,DOME,72.0,0.0,1.0,0
58.7,,58.5,3,0,26,0,0,26,8.7,Josh Huff,1,8721,WR,0,0,0,0,0,0,,2014,PHI,3,8,PHI,ARI,48.5,DOME,72.0,0.0,1.0,0
64.4,,64.8,6,0,35,0,0,144,24.0,Percy Harvin,1,4945,WR,0,0,0,0,0,0,,2014,NYJ,6,8,NYJ,BUF,40.5,,61.0,19.0,-3.0,1
,61.4,61.1,0,0,0,0,0,0,,Jeremy Kerley,1,6305,WR,2,2,2,0,0,2,1.0,2014,NYJ,2,8,NYJ,BUF,40.5,,61.0,19.0,-3.0,1
57.8,61.9,59.3,0,0,0,0,0,0,,Andre Roberts,1,5612,WR,2,1,37,0,0,39,19.5,2014,WAS,2,8,WAS,DAL,49,DOME,72.0,0.0,9.5,0
59.9,61.5,61.0,1,0,0,0,0,0,0.0,Antonio Brown,1,5718,WR,3,0,11,0,0,16,5.3,2014,PIT,4,8,PIT,IND,48.5,,56.0,7.0,5.0,0
57.7,,57.5,1,0,15,0,0,15,15.0,LeGarrette Blount,1,5863,HB,0,0,0,0,0,0,,2014,PIT,1,8,PIT,IND,48.5,,56.0,7.0,5.0,0
59.2,55.4,56.3,2,0,25,0,0,45,22.5,Trindon Holliday,1,5720,WR,2,1,17,0,0,17,8.5,2014,TB,4,8,TB,MIN,43,,78.0,7.0,-1.0,1
59.5,,59.4,1,0,27,0,0,27,27.0,Joe Webb III,1,5722,QB,0,0,0,0,0,0,,2014,CAR,1,8,CAR,SEA,45,,81.0,11.0,6.0,0
73.4,28.7,45.9,2,0,49,0,0,72,36.0,Brenton Bersin,1,7516,WR,0,1,0,0,0,0,,2014,CAR,2,8,CAR,SEA,45,,81.0,11.0,6.0,0
,69.5,67.3,0,0,0,0,0,0,,Marcus Sherels,1,6017,CB,4,2,13,0,0,25,6.3,2014,MIN,4,8,MIN,TB,43,,78.0,7.0,1.0,0
59.1,,59.0,3,0,31,0,0,79,26.3,Cordarrelle Patterson,1,7810,WR,0,0,0,0,0,0,,2014,MIN,3,8,MIN,TB,43,,78.0,7.0,1.0,0
,60.1,60.2,0,0,0,0,0,0,,Denarius Moore,1,6300,WR,1,0,1,0,0,1,1.0,2014,OAK,1,8,OAK,CLE,44.5,,54.0,9.0,6.5,0
57.7,61.7,59.2,1,0,21,0,0,21,21.0,T.J. Carrie,1,8853,CB,3,2,9,0,0,23,7.7,2014,OAK,4,8,OAK,CLE,44.5,,54.0,9.0,6.5,0
,60.5,60.5,0,0,0,0,0,0,,Richard Sherman,1,6306,CB,1,1,0,0,0,0,0.0,2014,SEA,1,8,SEA,CAR,45,,81.0,11.0,-6.0,1
62.8,,63.0,2,0,47,0,0,73,36.5,Paul Richardson Jr.,1,8680,WR,0,0,0,0,0,0,,2014,SEA,2,8,SEA,CAR,45,,81.0,11.0,-6.0,1
58.4,62.0,59.9,2,0,27,0,0,45,22.5,Dwayne Harris,1,6328,WR,2,1,18,0,0,18,9.0,2014,DAL,4,8,DAL,WAS,49,DOME,72.0,0.0,-9.5,1
58.0,,57.8,2,0,29,0,0,52,26.0,Jordan Todman,1,6335,HB,0,0,0,0,0,0,,2014,JAX,2,8,JAX,MIA,42,,81.0,0.0,7.0,0
,56.3,57.2,0,0,0,0,0,0,,Ace Sanders,1,7883,WR,5,0,10,0,0,28,5.6,2014,JAX,5,8,JAX,MIA,42,,81.0,0.0,7.0,0
58.3,60.5,58.6,0,0,0,0,0,0,,Jeremy Ross,1,6476,WR,0,3,0,0,0,0,,2014,DET,0,8,DET,ATL,45.5,,58.0,13.0,-3.5,1
,54.3,55.6,0,0,0,0,0,0,,Keshawn Martin,1,7121,WR,2,2,10,0,0,18,9.0,2014,HST,2,8,HOU,TEN,43,,79.0,5.0,-3.5,1
,,,1,0,0,0,0,0,0.0,Alfred Blue,1,8816,HB,0,0,0,0,0,0,,2014,HST,1,8,HOU,TEN,43,,79.0,5.0,-3.5,1
,,,1,0,0,0,0,0,0.0,Michael Thomas,1,7279,S,0,0,0,0,0,0,,2014,MIA,1,8,MIA,JAX,42,,81.0,0.0,-7.0,1
62.5,53.8,58.1,1,0,32,0,0,32,32.0,Jarvis Landry,1,8698,WR,2,1,6,0,0,10,5.0,2014,MIA,3,8,MIA,JAX,42,,81.0,0.0,-7.0,1
58.2,61.1,59.0,5,0,31,0,0,122,24.4,Griff Whalen,1,7351,WR,1,1,16,0,0,16,16.0,2014,IND,6,8,IND,PIT,48.5,,56.0,7.0,-5.0,1
59.9,61.9,61.3,1,0,11,0,0,11,11.0,Tavon Austin,1,7789,WR,2,1,38,0,0,42,21.0,2014,SL,3,8,LAR,KC,44,,85.0,13.0,7.5,0
61.8,,62.0,2,0,41,0,0,57,28.5,Benny Cunningham,1,8283,HB,0,0,0,0,0,0,,2014,SL,2,8,LAR,KC,44,,85.0,13.0,7.5,0
,60.9,60.7,0,0,0,0,0,0,,Keenan Allen,1,7857,WR,1,3,6,0,0,6,6.0,2014,SD,1,8,LAC,DEN,51,,61.0,3.0,9.0,0
81.6,,83.4,1,0,99,0,1,99,99.0,Knile Davis,1,7878,HB,0,0,0,0,0,0,,2014,KC,1,8,KC,LAR,44,,85.0,13.0,-7.5,1
,63.3,62.5,0,0,0,0,0,0,,De'Anthony Thomas,1,8759,HB,4,0,14,0,0,27,6.8,2014,KC,4,8,KC,LAR,44,,85.0,13.0,-7.5,1
,,,1,0,0,0,0,0,0.0,Larry Fitzgerald,1,1724,WR,0,0,0,0,0,0,,2014,ARZ,1,9,ARI,DAL,45,DOME,64.0,0.0,1.5,0
58.5,61.5,59.7,1,0,0,0,0,0,0.0,Ted Ginn Jr.,1,3625,WR,1,0,18,0,0,18,18.0,2014,ARZ,2,9,ARI,DAL,45,DOME,64.0,0.0,1.5,0
58.9,63.9,61.5,4,0,24,0,0,78,19.5,Adam Jones,1,2223,CB,4,0,31,0,0,57,14.3,2014,CIN,8,9,CIN,JAX,43.5,,46.0,4.0,-10.0,1
59.9,60.1,60.2,1,0,20,0,0,20,20.0,Brandon Tate,1,5006,WR,1,0,3,0,0,3,3.0,2014,CIN,2,9,CIN,JAX,43.5,,46.0,4.0,-10.0,1
,70.0,67.8,0,0,0,0,0,0,,Darren Sproles,1,2347,HB,2,3,18,0,0,27,13.5,2014,PHI,2,9,PHI,HOU,48.5,DOME (Open Roof),71.0,8.0,-1.5,1
62.8,,63.0,2,0,25,0,0,41,20.5,Josh Huff,1,8721,WR,0,0,0,0,0,0,,2014,PHI,2,9,PHI,HOU,48.5,DOME (Open Roof),71.0,8.0,-1.5,1
,60.5,60.4,0,0,0,0,0,0,,Jim Leonhard,1,2694,S,0,1,0,0,0,0,,2014,CLV,0,9,CLE,TB,44,,42.0,8.0,-7.0,1
59.7,,59.6,2,0,24,0,0,46,23.0,Marlon Moore,1,5887,WR,0,0,0,0,0,0,,2014,CLV,2,9,CLE,TB,44,,42.0,8.0,-7.0,1
62.9,,63.1,1,0,30,0,0,30,30.0,Taylor Gabriel,1,9002,WR,0,0,0,0,0,0,,2014,CLV,1,9,CLE,TB,44,,42.0,8.0,-7.0,1
,,,0,0,0,0,0,0,,K'Waun Williams,1,9332,CB,1,0,0,0,0,0,0.0,2014,CLV,1,9,CLE,TB,44,,42.0,8.0,-7.0,1
58.4,,58.2,2,0,21,0,0,36,18.0,Danieal Manning,1,2987,S,0,0,0,0,0,0,,2014,HST,2,9,HOU,PHI,48.5,DOME (Open Roof),71.0,8.0,1.5,0
,60.3,60.3,0,0,0,0,0,0,,Keshawn Martin,1,7121,WR,0,2,0,0,0,0,,2014,HST,0,9,HOU,PHI,48.5,DOME (Open Roof),71.0,8.0,1.5,0
70.5,62.3,70.7,4,0,108,0,1,188,47.0,Jacoby Jones,1,3689,WR,3,2,25,0,0,32,10.7,2014,BLT,7,9,BAL,PIT,48,,37.0,5.0,2.5,0
,60.0,60.0,0,0,0,0,0,0,,Lardarius Webb,1,5011,CB,0,1,0,0,0,0,,2014,BLT,0,9,BAL,PIT,48,,37.0,5.0,2.5,0
,,,1,0,16,0,0,16,16.0,Kyle Juszczyk,1,7912,FB,0,0,0,0,0,0,,2014,BLT,1,9,BAL,PIT,48,,37.0,5.0,2.5,0
54.8,,54.2,3,0,19,0,0,48,16.0,Andre Caldwell,1,4411,WR,0,0,0,0,0,0,,2014,DEN,3,9,DEN,NE,53,,41.0,18.0,-3.0,1
59.5,,59.4,1,0,13,0,0,13,13.0,Emmanuel Sanders,1,5606,WR,0,0,0,0,0,0,,2014,DEN,1,9,DEN,NE,53,,41.0,18.0,-3.0,1
59.9,,59.9,1,0,12,0,0,12,12.0,Omar Bolden,1,7101,CB,0,0,0,0,0,0,,2014,DEN,1,9,DEN,NE,53,,41.0,18.0,-3.0,1
,,,1,0,8,0,0,8,8.0,Cody Latimer,1,8691,WR,0,0,0,0,0,0,,2014,DEN,1,9,DEN,NE,53,,41.0,18.0,-3.0,1
,61.6,61.3,0,0,0,0,0,0,,Isaiah Burse,1,9300,WR,1,1,9,0,0,9,9.0,2014,DEN,1,9,DEN,NE,53,,41.0,18.0,-3.0,1
58.5,60.1,58.6,1,0,22,0,0,22,22.0,Danny Amendola,1,4717,WR,0,2,0,0,0,0,,2014,NE,1,9,NE,DEN,53,,41.0,18.0,3.0,0
,66.0,70.6,0,0,0,0,0,0,,Julian Edelman,1,5156,WR,1,0,84,0,1,84,84.0,2014,NE,1,9,NE,DEN,53,,41.0,18.0,3.0,0
58.4,,58.2,2,0,65,0,0,88,44.0,Percy Harvin,1,4945,WR,0,0,0,0,0,0,,2014,NYJ,2,9,NYJ,KC,41.5,,64.0,20.0,9.5,0
,60.9,60.7,0,0,0,0,0,0,,Jeremy Kerley,1,6305,WR,1,2,3,0,0,3,3.0,2014,NYJ,1,9,NYJ,KC,41.5,,64.0,20.0,9.5,0
,,,1,0,9,0,0,9,9.0,Zach Sudfeld,1,8313,TE,0,0,0,0,0,0,,2014,NYJ,1,9,NYJ,KC,41.5,,64.0,20.0,9.5,0
,,,1,0,21,0,0,21,21.0,Jace Amaro,1,8684,TE,0,0,0,0,0,0,,2014,NYJ,1,9,NYJ,KC,41.5,,64.0,20.0,9.5,0
62.1,60.6,62.3,1,0,28,0,0,28,28.0,Marcus Thigpen,1,5488,WR,0,2,0,0,0,0,,2014,TB,1,9,TB,CLE,44,,42.0,8.0,7.0,0
72.1,54.8,66.9,3,0,45,0,0,64,21.3,Andre Roberts,1,5612,WR,3,3,1,0,0,1,0.3,2014,WAS,6,9,WAS,MIN,44,,54.0,12.0,-1.0,1
,60.7,60.5,0,0,0,0,0,0,,Antonio Brown,1,5718,WR,0,4,0,0,0,0,,2014,PIT,0,9,PIT,BAL,48,,37.0,5.0,-2.5,1
62.5,,62.8,1,0,29,0,0,29,29.0,LeGarrette Blount,1,5863,HB,0,0,0,0,0,0,,2014,PIT,1,9,PIT,BAL,48,,37.0,5.0,-2.5,1
59.9,,59.9,1,0,26,0,0,26,26.0,Joe Webb III,1,5722,QB,0,0,0,0,0,0,,2014,CAR,1,9,CAR,NO,49,,53.0,3.0,3.0,0
63.0,60.5,63.1,3,0,31,0,0,63,21.0,Brenton Bersin,1,7516,WR,0,3,0,0,0,0,,2014,CAR,3,9,CAR,NO,49,,53.0,3.0,3.0,0
,60.7,60.6,0,0,0,0,0,0,,Marcus Sherels,1,6017,CB,1,2,8,0,0,8,8.0,2014,MIN,1,9,MIN,WAS,44,,54.0,12.0,1.0,0
62.0,,62.2,3,0,32,0,0,70,23.3,Cordarrelle Patterson,1,7810,WR,0,0,0,0,0,0,,2014,MIN,3,9,MIN,WAS,44,,54.0,12.0,1.0,0
,,,1,0,14,0,0,14,14.0,MarQueis Gray,1,8286,TE,0,0,0,0,0,0,,2014,MIN,1,9,MIN,WAS,44,,54.0,12.0,1.0,0
,61.4,61.1,0,0,0,0,0,0,,Denarius Moore,1,6300,WR,1,1,23,0,0,23,23.0,2014,OAK,1,9,OAK,SEA,44,Rain,56.0,7.0,13.5,0
45.1,69.5,52.0,2,0,42,0,0,69,34.5,T.J. Carrie,1,8853,CB,2,0,27,0,0,29,14.5,2014,OAK,4,9,OAK,SEA,44,Rain,56.0,7.0,13.5,0
66.3,62.6,67.2,3,0,33,0,0,76,25.3,Dwayne Harris,1,6328,WR,2,3,27,0,0,43,21.5,2014,DAL,5,9,DAL,ARI,45,DOME,64.0,0.0,-1.5,1
65.9,,66.5,6,0,39,0,0,173,28.8,Jordan Todman,1,6335,HB,0,0,0,0,0,0,,2014,JAX,6,9,JAX,CIN,43.5,,46.0,4.0,10.0,0
,61.3,61.0,0,0,0,0,0,0,,Ace Sanders,1,7883,WR,2,0,11,0,0,10,5.0,2014,JAX,2,9,JAX,CIN,43.5,,46.0,4.0,10.0,0
,62.6,62.0,0,0,0,0,0,0,,Doug Baldwin,1,6615,WR,3,2,38,0,0,37,12.3,2014,SEA,3,9,SEA,OAK,44,Rain,56.0,7.0,-13.5,1
46.6,,45.2,2,0,36,0,0,64,32.0,Paul Richardson Jr.,1,8680,WR,0,0,0,0,0,0,,2014,SEA,2,9,SEA,OAK,44,Rain,56.0,7.0,-13.5,1
,60.3,60.3,0,0,0,0,0,0,,Rueben Randle,1,7065,WR,0,3,0,0,0,0,,2014,NYG,0,9,NYG,IND,51.5,,53.0,8.0,3.0,0
69.2,,70.2,4,0,33,0,0,88,22.0,Michael Cox,1,8036,HB,0,0,0,0,0,0,,2014,NYG,4,9,NYG,IND,51.5,,53.0,8.0,3.0,0
,60.7,60.6,0,0,0,0,0,0,,Odell Beckham Jr.,1,8647,WR,1,0,-3,0,0,-3,-3.0,2014,NYG,1,9,NYG,IND,51.5,,53.0,8.0,3.0,0
59.5,,59.4,1,0,0,0,0,0,0.0,T.Y. Hilton,1,7092,WR,0,0,0,0,0,0,,2014,IND,1,9,IND,NYG,51.5,,53.0,8.0,-3.0,1
,,,1,0,0,0,0,0,0.0,Dan Herron,1,7179,HB,0,0,0,0,0,0,,2014,IND,1,9,IND,NYG,51.5,,53.0,8.0,-3.0,1
59.2,44.0,48.4,2,0,30,0,0,36,18.0,Griff Whalen,1,7351,WR,5,2,15,0,0,40,8.0,2014,IND,7,9,IND,NYG,51.5,,53.0,8.0,-3.0,1
,63.3,62.5,0,0,0,0,0,0,,Tavon Austin,1,7789,WR,3,0,11,0,0,26,8.7,2014,SL,3,9,LAR,SF,44,,64.0,10.0,10.5,0
63.5,,63.8,3,0,37,0,0,78,26.0,Benny Cunningham,1,8283,HB,0,0,0,0,0,0,,2014,SL,3,9,LAR,SF,44,,64.0,10.0,10.5,0
,60.1,60.1,0,0,0,0,0,0,,Keenan Allen,1,7857,WR,0,2,0,0,0,0,,2014,SD,0,9,LAC,MIA,45,,69.0,5.0,3.0,0
61.3,,61.4,4,0,35,0,0,116,29.0,Chris Davis,1,9242,CB,0,0,0,0,0,0,,2014,SD,4,9,LAC,MIA,45,,69.0,5.0,3.0,0
61.2,,61.2,1,0,27,0,0,27,27.0,Knile Davis,1,7878,HB,0,0,0,0,0,0,,2014,KC,1,9,KC,NYJ,41.5,,64.0,20.0,-9.5,1
64.3,62.5,76.7,1,0,78,0,0,78,78.0,De'Anthony Thomas,1,8759,HB,2,0,18,0,0,35,17.5,2014,KC,3,9,KC,NYJ,41.5,,64.0,20.0,-9.5,1
,61.4,61.1,0,0,0,0,0,0,,Brandin Cooks,1,8655,WR,2,4,2,0,0,2,1.0,2014,NO,2,9,NO,CAR,49,,53.0,3.0,-3.0,1
61.2,63.3,65.9,1,0,31,0,0,31,31.0,Jarvis Landry,1,8698,WR,4,0,21,0,0,60,15.0,2014,MIA,5,9,MIA,LAC,45,,69.0,5.0,-3.0,1
59.1,61.7,60.3,3,0,38,0,0,84,28.0,Bruce Ellington,1,8741,WR,1,3,12,0,0,12,12.0,2014,SF,4,9,SF,LAR,44,,64.0,10.0,-10.5,1
,,,1,0,0,0,0,0,0.0,Larry Fitzgerald,1,1724,WR,0,0,0,0,0,0,,2015,ARZ,1,10,ARI,SEA,43.5,,42.0,1.0,3.0,0
62.9,62.3,64.8,1,0,22,0,0,22,22.0,Patrick Peterson,1,6157,CB,3,1,24,0,0,29,9.7,2015,ARZ,4,10,ARI,SEA,43.5,,42.0,1.0,3.0,0
62.2,,62.4,4,0,24,0,0,79,19.8,David Johnson,1,9519,HB,0,0,0,0,0,0,,2015,ARZ,4,10,ARI,SEA,43.5,,42.0,1.0,3.0,0
59.7,62.9,61.7,2,0,18,0,0,29,14.5,Adam Jones,1,2223,CB,2,0,13,0,0,16,8.0,2015,CIN,4,10,CIN,HOU,46.5,,49.0,2.0,-10.0,1
59.9,55.4,56.5,1,0,22,0,0,22,22.0,Brandon Tate,1,5006,WR,3,1,11,0,0,27,9.0,2015,CIN,4,10,CIN,HOU,46.5,,49.0,2.0,-10.0,1
61.2,63.5,65.5,1,0,20,0,0,20,20.0,Darren Sproles,1,2347,HB,7,0,16,0,0,57,8.1,2015,PHI,8,10,PHI,MIA,49.5,,59.0,9.0,-6.0,1
62.1,,62.3,1,0,31,0,0,31,31.0,Josh Huff,1,8721,WR,0,0,0,0,0,0,,2015,PHI,1,10,PHI,MIA,49.5,,59.0,9.0,-6.0,1
,71.7,69.1,0,0,0,0,0,0,,Ted Ginn Jr.,1,3625,WR,4,0,23,0,0,61,15.3,2015,CAR,4,10,CAR,TEN,43,,60.0,3.0,-3.5,1
59.0,,58.9,1,0,22,0,0,22,22.0,Fozzy Whittaker,1,8547,HB,0,0,0,0,0,0,,2015,CAR,1,10,CAR,TEN,43,,60.0,3.0,-3.5,1
