season,week,team_name,grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,punt_attempts,punt_fair_catches,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,team_name_games,opponent,over_under_line,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite,fantasy_points
2014,12,BUF,,61.2,60.9,1,0,0,0,13,13.0,1,3,0,0,5,5.0,BUF,NYJ,42.5,DOME,72.0,0.0,-2.5,1,0
2014,12,CHI,62.8,61.7,63.5,3,0,0,0,52,13.0,3,1,0,0,1,0.3,CHI,TB,46.5,Rain,53.0,10.0,-4.0,1,0
2014,12,CIN,62.1,65.6,66.8,4,0,0,0,109,26.5,3,1,0,0,21,7.0,CIN,HOU,44.5,DOME (Open Roof),76.0,14.0,3.0,0,0
2014,12,CLV,,60.3,60.3,0,0,0,0,0,,0,2,0,0,0,,CLE,ATL,48.5,DOME,72.0,0.0,3.0,0,0
2014,12,DAL,58.1,79.4,71.1,1,0,0,0,22,22.0,4,0,0,0,68,17.0,DAL,NYG,49.0,,48.0,0.0,-4.0,1,0
2014,12,DEN,70.8,38.7,57.5,4,0,0,0,100,16.65,3,0,0,0,12,4.0,DEN,MIA,47.5,Rain,36.0,7.0,-6.5,1,0
2014,12,DET,57.7,62.0,59.3,1,0,0,0,27,27.0,2,2,0,0,5,2.5,DET,NE,47.5,,61.0,6.0,7.5,0,0
2014,12,GB,60.0,61.05,60.7,0,0,0,0,0,,3,1,0,0,23,6.5,GB,MIN,49.5,Fog,46.0,6.0,-7.5,1,0
2014,12,HST,58.1,61.2,59.45,1,0,0,0,23,23.0,2,2,0,0,7,3.5,HOU,CIN,44.5,DOME (Open Roof),76.0,14.0,-3.0,1,0
2014,12,IND,63.5,70.7,70.4,2,0,0,0,64,32.0,5,2,0,0,130,26.0,IND,JAX,49.5,DOME,72.0,0.0,-13.0,1,0
2014,12,JAX,,61.1,60.9,0,0,0,0,0,,1,0,0,0,3,3.0,JAX,IND,49.5,DOME,72.0,0.0,13.0,0,0
2014,12,KC,62.0,62.0,63.6,3,0,0,0,113,40.25,4,0,0,0,51,12.75,KC,OAK,42.0,Rain | Fog,55.0,11.0,-7.5,1,0
2014,12,MIA,58.8,60.3,59.2,2,0,0,0,40,20.0,1,0,0,0,17,17.0,MIA,DEN,47.5,Rain,36.0,7.0,6.5,0,0
2014,12,MIN,57.35,60.9,57.4,5,0,0,0,126,22.125,1,1,0,0,5,5.0,MIN,GB,49.5,Fog,46.0,6.0,7.5,0,0
2014,12,NE,72.8,74.9,78.55000000000003,1,0,0,0,81,81.0,4,0,0,0,22,5.65,NE,DET,47.5,,61.0,6.0,-7.5,1,0
2014,12,NO,57.4,60.5,58.8,1,0,0,0,20,20.0,1,0,0,0,7,7.0,NO,BAL,50.5,DOME,72.0,0.0,-2.5,1,0
2014,12,NYG,65.7,60.7,63.45,4,0,0,0,99,24.8,1,0,0,0,-1,-1.0,NYG,DAL,49.0,,48.0,0.0,4.0,0,0
2014,12,NYJ,55.1,69.9,61.15000000000001,6,0,0,0,90,11.8,3,1,0,0,42,14.0,NYJ,BUF,42.5,DOME,72.0,0.0,2.5,0,0
2014,12,OAK,62.1,45.9,55.5,4,0,0,0,83,21.85,1,2,0,0,5,5.0,OAK,KC,42.0,Rain | Fog,55.0,11.0,7.5,0,0
2014,12,PHI,63.73333333333333,63.8,64.60000000000001,4,0,0,1,156,43.83333333333334,6,0,0,0,50,8.3,PHI,TEN,49.0,,53.0,6.0,-11.0,1,6
2014,12,SD,58.4,,58.2,2,0,0,0,43,21.5,0,0,0,0,0,,LAC,LAR,43.5,,72.0,3.0,-4.0,1,0
2014,12,SEA,59.5,62.4,60.6,1,0,0,0,20,20.0,1,3,0,0,11,11.0,SEA,ARI,41.5,,57.0,6.0,-7.5,1,0
2014,12,SF,66.9,49.4,59.8,4,0,0,0,98,24.5,4,1,0,0,8,2.0,SF,WAS,44.0,,63.0,4.0,-9.0,1,0
2014,12,SL,61.4,87.6,71.95,6,0,0,0,142,17.8,2,2,0,0,44,22.0,LAR,LAC,43.5,,72.0,3.0,4.0,0,0
2014,12,TB,59.1,56.3,56.9,3,0,0,0,42,14.0,2,4,0,0,12,6.0,TB,CHI,46.5,Rain,53.0,10.0,4.0,0,0
2014,12,TEN,63.86666666666665,60.85,62.86,7,0,0,0,186,25.766666666666666,3,0,0,0,13,4.5,TEN,PHI,49.0,,53.0,6.0,11.0,0,0
2014,12,WAS,63.2,60.90000000000001,62.25,2,0,0,0,37,18.5,3,3,0,0,11,2.75,WAS,SF,44.0,,63.0,4.0,9.0,0,0
2014,13,ARZ,57.4,60.7,58.0,1,0,0,0,18,18.0,1,0,0,0,14,14.0,ARI,ATL,45.0,DOME,72.0,0.0,-1.5,1,0
2014,13,ATL,63.0,87.1,80.1,4,0,0,0,91,15.15,2,1,0,0,68,34.0,ATL,ARI,45.0,DOME,72.0,0.0,1.5,0,0
2014,13,BLT,59.8,60.1,60.1,6,0,0,0,159,20.25,1,0,0,0,10,10.0,BAL,LAC,46.0,,58.0,0.0,-6.5,1,0
2014,13,BUF,58.8,60.85,59.15000000000001,0,0,0,0,0,,5,1,0,0,47,5.9,BUF,CLE,42.0,,57.0,11.0,-3.0,1,0
2014,13,CAR,57.7,53.3,56.1,3,0,0,0,43,14.333333333333336,0,2,0,0,0,,CAR,MIN,41.5,,15.0,15.0,2.5,0,0
2014,13,CHI,57.4,69.5,63.7,1,0,0,0,24,24.0,2,0,0,0,25,12.5,CHI,DET,46.0,DOME,72.0,0.0,7.5,0,0
2014,13,CIN,66.7,60.90000000000001,63.85,2,0,0,0,55,27.5,3,1,0,0,-1,-0.5,CIN,TB,43.5,,76.0,7.0,-6.0,1,0
2014,13,CLV,60.5,57.9,59.33333333333334,2,0,0,0,44,22.0,3,1,0,0,19,7.75,CLE,BUF,42.0,,57.0,11.0,3.0,0,0
2014,13,DAL,64.6,60.3,64.9,6,0,0,0,167,26.65,0,0,0,0,0,,DAL,PHI,57.0,DOME,57.0,0.0,-3.0,1,0
2014,13,DEN,54.5,62.6,58.0,4,0,0,0,76,17.35,4,0,0,0,41,10.3,DEN,KC,49.5,,25.0,12.0,1.0,0,0
2014,13,DET,63.0,39.7,49.4,3,0,0,0,65,21.7,2,3,0,0,16,8.0,DET,CHI,46.0,DOME,72.0,0.0,-7.5,1,0
2014,13,GB,66.9,60.5,64.05,4,0,0,0,90,22.5,0,1,0,0,0,,GB,NE,58.0,,23.0,7.0,-3.0,1,0
2014,13,HST,58.5,61.3,59.7,1,0,0,0,7,7.0,2,2,0,0,20,10.0,HOU,TEN,42.5,DOME (Open Roof),78.0,10.0,-7.0,1,0
2014,13,IND,76.1,63.0,75.7,6,0,0,0,156,26.0,2,2,0,0,24,12.0,IND,WAS,49.0,DOME,72.0,0.0,-7.5,1,0
2014,13,JAX,58.7,62.3,60.15,3,0,0,0,51,17.0,3,0,0,0,20,6.7,JAX,NYG,44.0,,72.0,7.0,3.0,0,0
2014,13,KC,70.8,61.0,71.1,8,0,0,0,199,24.33333333333333,0,0,0,0,0,,KC,DEN,49.5,,25.0,12.0,-1.0,1,0
2014,13,MIA,59.55,60.5,59.75,3,1,0,0,52,16.0,0,2,0,0,0,,MIA,NYJ,41.5,,43.0,9.0,-6.5,1,0
2014,13,MIN,58.5,62.7,60.25,1,0,0,0,28,28.0,2,0,0,0,45,22.5,MIN,CAR,41.5,,15.0,15.0,-2.5,1,0
2014,13,NE,61.7,60.1,62.1,4,0,0,0,76,19.0,1,0,0,0,3,3.0,NE,GB,58.0,,23.0,7.0,3.0,0,0
2014,13,NO,58.7,,58.5,3,0,0,0,75,25.0,0,0,0,0,0,,NO,PIT,54.5,,61.0,12.0,3.5,0,0
2014,13,NYG,57.7,70.7,62.85,1,0,0,0,22,22.0,5,1,0,0,48,9.6,NYG,JAX,44.0,,72.0,7.0,-3.0,1,0
2014,13,NYJ,59.9,62.9,61.1,2,0,0,0,33,16.5,3,1,0,0,14,4.7,NYJ,MIA,41.5,,43.0,9.0,6.5,0,0
2014,13,OAK,48.8,62.0,54.6,4,0,0,0,53,10.85,2,2,0,0,4,2.0,OAK,LAR,43.0,DOME,72.0,0.0,6.5,0,0
2014,13,PHI,,63.6,62.8,0,0,0,0,0,,3,2,0,0,32,10.7,PHI,DAL,57.0,DOME,57.0,0.0,3.0,0,0
2014,13,PIT,65.7,61.4,63.65000000000001,3,0,0,0,87,29.0,2,0,0,0,15,7.5,PIT,NO,54.5,,61.0,12.0,-3.5,1,0
2014,13,SD,60.9,,61.0,2,0,0,0,48,24.0,0,0,0,0,0,,LAC,BAL,46.0,,58.0,0.0,6.5,0,0
2014,13,SEA,59.5,61.3,60.46666666666667,1,0,0,0,23,23.0,4,1,0,0,29,7.3,SEA,SF,40.5,,58.0,0.0,1.0,0,0
2014,13,SF,58.3,37.9,50.3,3,0,0,0,62,20.7,2,0,0,0,12,6.0,SF,SEA,40.5,,58.0,0.0,-1.0,1,0
2014,13,SL,,29.9,37.0,0,0,0,0,0,,3,2,0,0,19,6.3,LAR,OAK,43.0,DOME,72.0,0.0,-6.5,1,0
2014,13,TB,55.0,63.0,57.7,2,0,0,0,27,13.5,3,0,0,0,21,7.0,TB,CIN,43.5,,76.0,7.0,6.0,0,0
2014,13,TEN,60.9,61.4,61.05,2,0,0,0,71,35.5,1,2,0,0,21,21.0,TEN,HOU,42.5,DOME (Open Roof),78.0,10.0,7.0,0,0
2014,13,WAS,60.7,61.8,61.8,1,0,0,0,18,18.0,2,1,0,0,17,8.5,WAS,IND,49.0,DOME,72.0,0.0,7.5,0,0
2014,14,ARZ,63.2,61.2,63.9,2,0,0,0,64,32.0,2,1,0,0,6,3.0,ARI,KC,41.0,DOME,72.0,0.0,2.5,0,0
2014,14,ATL,64.94999999999999,60.0,65.30000000000001,8,0,0,0,192,21.65,0,0,0,0,0,,ATL,GB,55.0,,32.0,4.0,13.5,0,0
2014,14,BLT,58.3,60.6,59.6,0,0,0,0,0,,2,2,0,0,25,12.5,BAL,MIA,45.0,,77.0,12.0,3.0,0,0
2014,14,BUF,62.1,60.3,62.3,1,0,0,0,27,27.0,0,0,0,0,0,,BUF,DEN,47.0,,55.0,3.0,9.0,0,0
2014,14,CAR,,61.3,61.0,1,0,0,0,0,0.0,2,2,0,0,7,3.5,CAR,NO,50.5,DOME,72.0,0.0,8.5,0,0
2014,14,CHI,64.9,60.5,65.3,6,0,0,0,136,22.7,1,0,0,0,4,4.0,CHI,DAL,50.0,,34.0,6.0,3.5,0,0
2014,14,CIN,60.0,58.25,56.25,4,0,0,0,91,22.8,4,0,0,0,45,12.85,CIN,PIT,47.5,,42.0,3.0,-3.0,1,0
2014,14,CLV,62.3,61.35,61.85,5,0,0,0,99,19.8,4,1,0,0,65,16.3,CLE,IND,50.0,,38.0,11.0,3.0,0,0
2014,14,DAL,62.1,69.3,68.2,4,0,0,0,23,5.75,1,1,0,0,1,1.0,DAL,CHI,50.0,,34.0,6.0,-3.5,1,0
2014,14,DEN,62.05,60.7,61.63333333333333,3,0,0,0,50,16.666666666666668,1,0,0,0,7,7.0,DEN,BUF,47.0,,55.0,3.0,-9.0,1,0
2014,14,DET,76.9,61.4,75.3,2,0,0,0,67,33.5,2,4,0,0,11,5.5,DET,TB,42.0,DOME,72.0,0.0,-10.5,1,0
2014,14,GB,61.1,61.6,61.65,6,0,0,0,88,8.1,2,0,0,0,20,10.0,GB,ATL,55.0,,32.0,4.0,-13.5,1,0
2014,14,HST,58.8,69.3,63.05,2,0,0,0,42,21.0,1,1,0,0,21,21.0,HOU,JAX,42.0,,58.0,9.0,-6.5,1,0
2014,14,IND,50.4,41.5,40.9,5,0,0,0,141,28.2,3,0,0,0,4,1.3,IND,CLE,50.0,,38.0,11.0,-3.0,1,0
2014,14,JAX,65.7,62.0,63.95,4,0,0,0,111,27.8,2,1,0,0,15,7.5,JAX,HOU,42.0,,58.0,9.0,6.5,0,0
2014,14,KC,63.5,61.6,64.15,5,0,0,0,150,30.15,3,1,0,0,4,1.3,KC,ARI,41.0,DOME,72.0,0.0,-2.5,1,0
2014,14,MIA,58.4,54.9,55.3,2,0,0,0,61,30.5,3,1,0,0,12,4.0,MIA,BAL,45.0,,77.0,12.0,-3.0,1,0
2014,14,MIN,43.2,60.9,51.8,7,0,0,0,121,14.125,1,2,0,0,10,10.0,MIN,NYJ,40.0,,34.0,11.0,-4.5,1,0
2014,14,NE,59.8,61.5,60.63333333333333,3,0,0,0,61,19.75,4,2,0,0,20,3.35,NE,LAC,54.0,,64.0,2.0,-4.0,1,0
2014,14,NO,57.1,70.5,62.5,1,0,0,0,28,28.0,3,0,0,0,68,22.7,NO,CAR,50.5,DOME,72.0,0.0,-8.5,1,0
2014,14,NYG,59.5,65.25,62.5,1,0,0,0,20,20.0,4,2,0,0,49,12.3,NYG,TEN,46.5,,47.0,7.0,-3.0,1,0
2014,14,NYJ,53.1,31.3,40.8,5,0,0,0,114,16.15,2,0,0,0,12,6.0,NYJ,MIN,40.0,,34.0,11.0,4.5,0,0
2014,14,OAK,59.1,62.3,60.6,4,0,0,0,53,8.85,3,0,0,0,19,6.3,OAK,SF,40.5,,61.0,2.0,8.0,0,0
2014,14,PHI,62.5,53.8,58.90000000000001,4,0,0,0,104,21.0,1,0,0,0,0,0.0,PHI,SEA,48.0,,39.0,6.0,1.5,0,0
2014,14,PIT,58.5,61.8,59.9,1,0,0,0,19,19.0,3,1,0,0,14,4.7,PIT,CIN,47.5,,42.0,3.0,3.0,0,0
2014,14,SD,57.7,61.2,59.25,2,0,0,0,33,16.5,2,1,0,0,7,3.5,LAC,NE,54.0,,64.0,2.0,4.0,0,0
2014,14,SEA,59.5,55.3,57.9,3,0,0,0,53,17.7,3,1,0,0,5,1.7,SEA,PHI,48.0,,39.0,6.0,-1.5,1,0
2014,14,SF,70.1,61.6,70.1,3,0,0,0,92,30.7,1,0,0,0,23,23.0,SF,OAK,40.5,,61.0,2.0,-8.0,1,0
2014,14,SL,61.2,91.5,73.5,1,0,0,0,20,20.0,4,1,0,1,143,35.8,LAR,WAS,44.5,,46.0,10.0,-2.5,1,6
2014,14,TB,57.4,60.3,57.7,1,0,0,0,23,23.0,0,1,0,0,0,,TB,DET,42.0,DOME,72.0,0.0,10.5,0,0
2014,14,TEN,57.4,53.3,55.85,4,0,0,0,63,10.5,1,2,0,0,4,4.0,TEN,NYG,46.5,,47.0,7.0,3.0,0,0
2014,14,WAS,66.3,53.8,61.9,4,0,0,0,91,22.8,2,1,0,0,3,1.5,WAS,LAR,44.5,,46.0,10.0,2.5,0,0
2014,15,ARZ,59.0,69.8,66.0,1,0,0,0,18,18.0,4,2,0,0,54,13.5,ARI,LAR,40.5,DOME,72.0,0.0,6.0,0,0
2014,15,ATL,71.3,60.7,71.4,4,0,0,0,83,14.5,1,2,0,0,7,7.0,ATL,PIT,55.5,DOME,72.0,0.0,3.0,0,0
2014,15,BLT,58.1,61.85,60.40000000000001,1,0,0,0,16,16.0,3,1,0,0,49,16.3,BAL,JAX,44.5,,49.0,7.0,-14.0,1,0
2014,15,BUF,57.8,77.8,70.2,3,0,0,0,27,6.75,2,1,0,1,75,37.5,BUF,GB,50.0,,34.0,9.0,3.5,0,6
2014,15,CAR,63.0,54.7,59.55,4,0,0,0,61,10.85,2,3,0,0,18,9.0,CAR,TB,41.5,,58.0,2.0,-3.5,1,0
2014,15,CHI,81.3,69.2,84.6,6,0,0,0,162,23.7,1,0,0,0,0,0.0,CHI,NO,53.5,,42.0,6.0,3.0,0,0
2014,15,CIN,59.9,63.7,62.6,1,0,0,0,24,24.0,5,2,0,0,49,9.8,CIN,CLE,43.5,,45.0,5.0,2.5,0,0
2014,15,CLV,59.95,60.0,59.94000000000001,5,0,0,0,101,20.75,0,2,0,0,0,,CLE,CIN,43.5,,45.0,5.0,-2.5,1,0
2014,15,DAL,62.3,60.5,62.7,5,0,0,0,94,18.8,1,1,0,0,-1,-1.0,DAL,PHI,55.0,,42.0,6.0,3.5,0,0
2014,15,DEN,63.2,61.05,61.76666666666667,3,0,0,0,65,19.25,3,1,0,0,27,9.5,DEN,LAC,49.5,,62.0,5.0,-4.0,1,0
2014,15,DET,58.8,61.6,59.9,0,0,0,0,0,,2,0,0,0,14,7.0,DET,MIN,42.0,DOME,72.0,0.0,-8.0,1,0
2014,15,GB,57.7,60.55,59.5,1,0,0,0,8,8.0,2,0,0,0,5,2.5,GB,BUF,50.0,,34.0,9.0,-3.5,1,0
2014,15,HST,62.5,62.4,62.3,1,0,0,0,28,28.0,3,3,0,0,6,2.0,HOU,IND,49.0,DOME,72.0,0.0,7.0,0,0
2014,15,IND,63.2,62.1,64.0,2,0,0,0,60,30.0,4,2,0,0,20,5.0,IND,HOU,49.0,DOME,72.0,0.0,-7.0,1,0
2014,15,JAX,58.0,61.2,59.4,3,0,0,0,50,15.5,2,1,0,0,14,7.0,JAX,BAL,44.5,,49.0,7.0,14.0,0,0
2014,15,KC,59.7,76.4,63.9,3,0,0,0,66,22.0,8,0,0,1,156,19.5,KC,OAK,41.5,,60.0,10.0,-11.0,1,6
2014,15,MIA,57.1,86.9,74.2,1,0,0,0,26,26.0,2,1,0,0,34,17.0,MIA,NE,48.0,,43.0,5.0,9.5,0,0
2014,15,MIN,72.9,69.4,70.75,2,0,0,0,74,37.0,2,4,0,0,37,18.5,MIN,DET,42.0,DOME,72.0,0.0,8.0,0,0
2014,15,NE,58.8,64.9,63.65000000000001,3,0,0,0,43,10.75,3,1,0,0,30,10.75,NE,MIA,48.0,,43.0,5.0,-9.5,1,0
2014,15,NO,,63.0,62.3,1,0,0,0,0,0.0,3,2,0,0,21,7.0,NO,CHI,53.5,,42.0,6.0,-3.0,1,0
2014,15,NYG,63.0,55.9,60.05,3,0,0,0,90,30.0,4,1,0,0,19,4.8,NYG,WAS,46.5,,43.0,7.0,-7.0,1,0
2014,15,NYJ,60.2,55.4,58.9,3,0,0,0,77,27.5,3,3,0,0,23,7.7,NYJ,TEN,41.5,,49.0,1.0,-3.5,1,0
2014,15,OAK,58.3,54.6,55.2,3,0,0,0,73,24.3,2,3,0,0,1,0.5,OAK,KC,41.5,,60.0,10.0,11.0,0,0
2014,15,PHI,62.8,53.5,60.33333333333334,4,0,0,0,75,19.5,1,2,0,0,1,1.0,PHI,DAL,55.0,,42.0,6.0,-3.5,1,0
2014,15,PIT,62.3,70.2,65.35,2,0,0,0,50,25.0,2,1,0,0,43,21.5,PIT,ATL,55.5,DOME,72.0,0.0,-3.0,1,0
2014,15,SD,61.3,70.95,67.10000000000001,2,0,0,0,47,23.5,2,1,0,0,61,30.5,LAC,DEN,49.5,,62.0,5.0,4.0,0,0
2014,15,SEA,59.5,69.7,63.45,1,0,0,0,12,12.0,3,2,0,0,19,6.3,SEA,SF,38.5,,49.0,2.0,-10.0,1,0
2014,15,SF,63.1,61.9,64.1,4,0,0,0,90,22.5,2,1,0,0,12,6.0,SF,SEA,38.5,,49.0,2.0,10.0,0,0
2014,15,SL,75.7,40.6,61.25,4,0,0,0,116,29.0,2,4,0,0,-1,-0.5,LAR,ARI,40.5,DOME,72.0,0.0,-6.0,1,0
2014,15,TB,61.6,60.3,61.8,1,0,0,0,25,25.0,0,3,0,0,0,,TB,CAR,41.5,,58.0,2.0,3.5,0,0
2014,15,TEN,47.7,62.7,54.25,4,0,0,0,116,29.0,4,0,0,0,26,6.5,TEN,NYJ,41.5,,49.0,1.0,3.5,0,0
2014,15,WAS,62.5,61.1,63.0,1,0,0,0,33,33.0,1,1,0,0,1,1.0,WAS,NYG,46.5,,43.0,7.0,7.0,0,0
2014,16,ARZ,62.0,60.5,62.2,3,0,0,0,60,20.0,0,3,0,0,0,,ARI,SEA,36.5,DOME,72.0,0.0,9.5,0,0
2014,16,ATL,63.2,61.2,63.9,2,0,0,0,49,24.5,2,1,0,0,2,1.0,ATL,NO,56.0,DOME,72.0,0.0,6.0,0,0
2014,16,BLT,68.0,60.95,64.35,4,0,0,0,122,30.5,1,3,0,0,45,45.0,BAL,HOU,41.5,DOME (Open Roof),58.0,2.0,-6.0,1,0
2014,16,BUF,65.1,61.7,65.4,3,0,0,0,65,21.7,3,2,0,0,11,3.7,BUF,OAK,41.5,,62.0,6.0,-7.0,1,0
2014,16,CAR,72.9,62.0,67.9,3,0,0,0,65,21.7,2,2,0,0,17,8.5,CAR,CLE,40.0,,50.0,4.0,-6.0,1,0
2014,16,CHI,58.7,60.0,58.7,3,0,0,0,74,24.7,0,1,0,0,0,,CHI,DET,44.5,,36.0,7.0,10.0,0,0
2014,16,CIN,87.3,69.15,78.95,3,0,0,0,134,44.7,3,0,0,0,72,30.25,CIN,DEN,47.5,,46.0,7.0,3.5,0,0
2014,16,CLV,62.5,64.75,63.5,1,0,0,0,39,39.0,2,2,0,0,24,12.0,CLE,CAR,40.0,,50.0,4.0,6.0,0,0
2014,16,DAL,59.6,63.0,61.3,0,0,0,0,0,,3,0,0,0,29,9.7,DAL,IND,53.5,DOME,51.0,9.0,-3.5,1,0
2014,16,DEN,67.1,61.7,65.66666666666667,3,0,0,0,121,35.0,3,0,0,0,14,4.7,DEN,CIN,47.5,,46.0,7.0,-3.5,1,0
2014,16,DET,58.8,34.7,40.9,2,0,0,0,28,14.0,2,2,0,0,22,11.0,DET,CHI,44.5,,36.0,7.0,-10.0,1,0
2014,16,GB,,57.8,58.3,0,0,0,0,0,,4,3,0,0,6,1.5,GB,TB,49.0,,76.0,4.0,-11.5,1,0
2014,16,HST,,63.3,62.5,1,0,0,0,0,0.0,4,1,0,0,24,6.0,HOU,BAL,41.5,DOME (Open Roof),58.0,2.0,6.0,0,0
2014,16,IND,57.7,60.5,58.1,2,0,0,0,57,28.5,1,0,0,0,7,7.0,IND,DAL,53.5,DOME,51.0,9.0,3.5,0,0
2014,16,JAX,62.5,62.0,62.2,1,0,0,0,29,29.0,2,1,0,0,11,5.5,JAX,TEN,39.0,,54.0,3.0,-4.0,1,0
2014,16,KC,61.35,61.0,61.8,5,0,0,0,104,19.5,2,0,0,0,9,4.5,KC,PIT,49.5,,34.0,0.0,2.5,0,0
2014,16,MIA,42.3,53.8,39.9,3,0,0,0,45,15.0,2,1,0,0,0,0.0,MIA,MIN,42.5,,78.0,7.0,-4.5,1,0
2014,16,MIN,61.8,60.1,61.05,4,0,0,0,73,16.5,0,1,0,0,0,,MIN,MIA,42.5,,78.0,7.0,4.5,0,0
2014,16,NE,59.2,63.6,61.4,5,0,0,0,91,18.2,3,0,0,0,63,21.0,NE,NYJ,47.0,,35.0,4.0,-10.0,1,0
2014,16,NO,82.7,61.0,81.1,3,0,0,0,120,30.0,1,2,0,0,0,0.0,NO,ATL,56.0,DOME,72.0,0.0,-6.0,1,0
2014,16,NYG,59.25,60.5,59.56666666666666,2,0,0,0,45,22.5,0,3,0,0,0,,NYG,LAR,43.5,DOME,72.0,0.0,7.0,0,0
2014,16,NYJ,59.55,62.3,60.26666666666666,3,0,0,0,45,16.0,3,1,0,0,35,11.7,NYJ,NE,47.0,,35.0,4.0,10.0,0,0
2014,16,OAK,59.8,62.4,60.26666666666667,2,0,0,0,21,10.5,3,0,0,0,16,5.3,OAK,BUF,41.5,,62.0,6.0,7.0,0,0
2014,16,PHI,62.0,61.1,61.55,4,0,0,0,65,10.85,2,0,0,0,10,5.0,PHI,WAS,51.0,,35.0,1.0,-7.0,1,0
2014,16,PIT,63.0,60.0,61.65,4,0,0,0,70,11.65,0,1,0,0,0,,PIT,KC,49.5,,34.0,0.0,-2.5,1,0
2014,16,SD,65.7,60.6,63.4,4,0,0,0,106,26.5,0,3,0,0,0,,LAC,SF,40.5,,58.0,1.0,2.0,0,0
2014,16,SEA,59.0,61.3,59.95,1,0,0,0,27,27.0,1,6,0,0,0,0.0,SEA,ARI,36.5,DOME,72.0,0.0,-9.5,1,0
2014,16,SF,69.96666666666667,61.45,70.96666666666667,7,0,0,0,163,21.425,3,0,0,0,34,11.3,SF,LAC,40.5,,58.0,1.0,-2.0,1,0
2014,16,SL,43.0,69.9,54.55,5,0,0,0,90,13.9,3,0,0,0,61,20.3,LAR,NYG,43.5,DOME,72.0,0.0,-7.0,1,0
2014,16,TB,58.1,60.5,58.6,1,0,0,0,29,29.0,1,0,0,0,5,5.0,TB,GB,49.0,,76.0,4.0,11.5,0,0
2014,16,TEN,58.5,63.3,61.0,1,0,0,0,12,12.0,4,2,0,0,27,6.8,TEN,JAX,39.0,,54.0,3.0,4.0,0,0
2014,16,WAS,55.6,60.1,55.7,4,0,0,0,95,23.8,0,1,0,0,0,,WAS,PHI,51.0,,35.0,1.0,7.0,0,0
2014,17,ARZ,58.7,69.7,65.0,3,0,0,0,54,18.0,2,0,0,0,22,11.0,ARI,SF,37.5,,56.0,5.0,6.0,0,0
2014,17,ATL,70.6,60.3,70.8,3,0,0,0,107,35.7,0,0,0,0,0,,ATL,CAR,48.0,DOME,72.0,0.0,-2.5,1,0
2014,17,BLT,59.8,61.8,60.35,3,0,0,0,62,20.75,1,3,0,0,15,15.0,BAL,CLE,40.0,,56.0,3.0,-14.0,1,0
2014,17,BUF,72.9,62.9,73.4,2,0,0,0,73,36.5,3,1,0,0,22,7.3,BUF,NE,43.5,,49.0,8.0,4.5,0,0
2014,17,CAR,59.9,61.3,60.8,1,0,0,0,20,20.0,2,3,0,0,6,3.0,CAR,ATL,48.0,DOME,72.0,0.0,2.5,0,0
2014,17,CHI,72.9,60.3,73.0,3,0,0,0,88,29.3,1,2,0,0,0,0.0,CHI,MIN,47.5,,22.0,4.0,7.0,0,0
2014,17,CIN,69.3,60.7,65.45,5,0,0,0,114,22.8,1,1,0,0,6,6.0,CIN,PIT,48.5,,35.0,1.0,3.0,0,0
2014,17,CLV,58.4,60.85,59.86666666666667,2,0,0,0,40,20.0,1,1,0,0,15,15.0,CLE,BAL,40.0,,56.0,3.0,14.0,0,0
2014,17,DAL,58.8,61.2,59.7,2,0,0,0,55,27.5,2,1,0,0,12,6.0,DAL,WAS,47.5,,57.0,4.0,-6.0,1,0
2014,17,DEN,72.9,57.4,66.1,1,0,0,0,76,76.0,5,3,0,0,37,7.4,DEN,OAK,48.5,,33.0,0.0,-16.5,1,0
2014,17,DET,66.4,61.4,67.1,5,0,0,0,126,25.2,1,0,0,0,14,14.0,DET,GB,47.0,,25.0,6.0,9.0,0,0
2014,17,GB,59.15,61.15,62.5,1,0,0,0,0,0.0,1,2,0,1,55,55.0,GB,DET,47.0,,25.0,6.0,-9.0,1,6
2014,17,HST,61.4,61.4,62.0,2,0,0,0,43,21.5,2,2,0,0,12,6.0,HOU,JAX,38.5,DOME (Open Roof),43.0,8.0,-8.5,1,0
2014,17,IND,73.6,56.2,68.6,3,0,0,0,130,43.3,3,2,0,0,40,13.3,IND,TEN,46.5,,41.0,5.0,-7.5,1,0
2014,17,JAX,55.0,69.2,60.90000000000001,1,0,0,0,33,33.0,1,3,0,0,16,16.0,JAX,HOU,38.5,DOME (Open Roof),43.0,8.0,8.5,0,0
2014,17,KC,63.5,70.5,66.0,2,0,0,0,55,27.5,4,0,0,0,69,17.3,KC,LAC,42.0,,37.0,5.0,-3.0,1,0
2014,17,MIA,64.7,60.1,65.0,5,0,0,0,120,19.9,0,0,0,0,0,,MIA,NYJ,41.0,,80.0,7.0,-7.0,1,0
2014,17,MIN,59.6,61.5,60.3,3,0,0,0,39,11.75,1,1,0,0,31,31.0,MIN,CHI,47.5,,22.0,4.0,-7.0,1,0
2014,17,NE,58.3,62.3,60.0,0,0,0,0,0,,3,1,0,0,28,9.3,NE,BUF,43.5,,49.0,8.0,-4.5,1,0
