ID,First Name,Last Name,Position,Team,Opponent,Salary,Rank,FPTS,FPTS_rand_0,FPTS_rand_1,FPTS_rand_2,FPTS_rand_3,FPTS_rand_4,Proj. Pts,Proj. Pts_rand_0,Proj. Pts_rand_1,Proj. Pts_rand_2,Proj. Pts_rand_3,FPPG,finalTeamID,teamPoints
nfl.t.17,New England,Patriots,DEF,NE,PHI,20,7.0,7.8,6.991413450470962,7.726925925416108,7.810219577782038,7.05413457921349,8.301516472747155,8.4,7.582000000000011,8.613033333333336,7.6060000000000105,8.452749999999993,19.7,FPPG,150.1
nfl.p.31833,Kyler,Murray,QB,ARI,SF,25,14.0,15.3,14.529723135416182,17.53668246256766,15.554309813583275,18.11803895785509,23.035067248131988,15.9,14.917000000000014,15.804000000000022,16.02220000000001,15.962000000000007,19.8,FPPG,150.1
nfl.p.30121,Christian,McCaffrey,RB,CAR,ATL,41,1.0,21.4,20.64092653075568,20.763858400134303,20.359653374313353,21.64373787178395,22.339067752496526,20.6,19.53499999999997,19.53499999999997,19.53499999999997,19.53499999999997,27.6,FPPG,150.1
nfl.p.30154,Dalvin,Cook,RB,MIN,DEN,32,2.0,18.6,18.7069286307459,22.481225839124598,21.473915424278367,18.906294555249065,17.37849582868954,17.6,18.334999999999976,19.53499999999997,16.327000000000027,17.443999999999996,22.0,FPPG,150.1
nfl.p.28474,David,Johnson,RB,ARI,SF,16,35.0,6.6,8.649112157750473,5.291316740159009,7.889277666737031,6.5429163055709845,5.656845798293915,7.5,6.229000000000001,6.0950000000000095,8.191000000000003,6.221,13.3,FPPG,150.1
nfl.p.6405,Jason,Witten,TE,DAL,DET,13,18.0,4.7,5.333098171661458,4.433207151692678,5.2309390897929955,4.8391454255704955,6.182803373833291,4.3,4.176000000000006,4.689999999999997,4.689999999999997,5.1819999999999995,6.9,FPPG,150.1
nfl.p.25876,Marvin,Jones Jr.,WR,DET,DAL,18,35.0,6.3,10.325723718285817,5.396827996100479,7.074972785592761,3.602433858287795,6.887457633375595,7.8,7.77699999999999,7.1870000000000065,8.113066666666658,7.925499999999987,13.5,FPPG,150.1
nfl.p.31031,DJ,Chark Jr.,WR,JAX,IND,19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.229999999999993,9.69499999999999,8.255716666666666,9.69499999999999,14.3,FPPG,150.1
nfl.p.31017,Christian,Kirk,WR,ARI,SF,16,28.0,8.9,7.299698409276429,8.628628490205594,4.7780995839560685,13.148311701130725,10.38896821722361,8.4,8.755999999999995,8.124266666666669,8.226700000000006,8.742000000000003,13.0,FPPG,150.1
nfl.t.1,Atlanta,Falcons,DEF,ATL,CAR,10,21.0,7.0,5.319112890953756,9.097272245544605,3.599433161903226,9.802786383320605,3.237671017824388,6.7,6.775000000000001,5.515999999999995,6.528700000000004,5.515999999999995,2.1,FPTS,116.6
nfl.p.31002,Lamar,Jackson,QB,BAL,HOU,41,1.0,23.2,23.531244448881363,21.90787744631036,20.543447602633464,23.124084359745165,21.591832839346097,23.0,22.295999999999985,21.421999999999972,21.421999999999972,21.421999999999972,27.0,FPTS,116.6
nfl.p.30269,Brian,Hill,RB,ATL,CAR,14,13.0,11.2,8.425810846355782,11.184949770047577,14.000817891120274,7.582350118385174,9.851600653707498,12.6,13.185000000000011,11.280999999999983,11.092999999999993,12.769000000000007,8.7,FPTS,116.6
nfl.p.30121,Christian,McCaffrey,RB,CAR,ATL,41,1.0,21.4,20.64092653075568,20.763858400134303,20.359653374313353,21.64373787178395,22.339067752496526,20.6,19.53499999999997,19.53499999999997,19.53499999999997,19.53499999999997,27.6,FPTS,116.6
nfl.p.30154,Dalvin,Cook,RB,MIN,DEN,32,2.0,18.6,18.7069286307459,22.481225839124598,21.473915424278367,18.906294555249065,17.37849582868954,17.6,18.334999999999976,19.53499999999997,16.327000000000027,17.443999999999996,22.0,FPTS,116.6
nfl.p.28592,Darren,Waller,TE,OAK,CIN,21,3.0,9.4,8.723085084101726,9.26104267898373,15.146945159486501,8.233347868838822,7.749664267237856,8.0,7.291250000000009,7.744083333333342,7.744083333333342,10.01416666666666,11.4,FPTS,116.6
nfl.p.28402,DeVante,Parker,WR,MIA,BUF,12,39.0,8.2,7.0549686554470705,9.605179915772961,8.173879573040015,9.150057480382548,7.2013010831472375,7.5,7.2270000000000065,7.202000000000006,7.296999999999998,7.732999999999993,9.7,FPTS,116.6
nfl.p.31017,Christian,Kirk,WR,ARI,SF,16,28.0,8.9,7.299698409276429,8.628628490205594,4.7780995839560685,13.148311701130725,10.38896821722361,8.4,8.755999999999995,8.124266666666669,8.226700000000006,8.742000000000003,13.0,FPTS,116.6
nfl.p.31868,Deebo,Samuel,WR,SF,ARI,13,36.0,8.7,8.911444069819781,3.4392049306377865,12.271321658667093,10.715149244276734,6.440427961434915,7.8,7.2270000000000065,7.180000000000006,7.242000000000005,7.832749999999989,8.1,FPTS,116.6
nfl.t.22,Arizona,Cardinals,DEF,ARI,SF,10,24.0,6.4,8.44077110179483,5.7913292263919045,2.25793392482682,3.9510296809304903,10.54639134221104,6.0,6.209133333333337,6.804733333333326,5.375999999999997,5.172000000000009,3.9,FPTS_rand_0,136.40156111436858
nfl.p.29235,Jared,Goff,QB,LAR,CHI,25,17.0,15.4,20.092602612799325,13.122376251431902,20.810197474930952,13.874862898558705,15.3498456158985,15.2,15.492,14.993000000000006,13.829999999999984,17.319250000000018,15.9,FPTS_rand_0,136.40156111436858
nfl.p.30154,Dalvin,Cook,RB,MIN,DEN,32,2.0,18.6,18.7069286307459,22.481225839124598,21.473915424278367,18.906294555249065,17.37849582868954,17.6,18.334999999999976,19.53499999999997,16.327000000000027,17.443999999999996,22.0,FPTS_rand_0,136.40156111436858
