ID,First Name,Last Name,Position,Team,Opponent,Salary,Rank,FPTS,FPTS_rand_0,FPTS_rand_1,FPTS_rand_2,FPTS_rand_3,FPTS_rand_4,Proj. Pts,Proj. Pts_rand_0,Proj. Pts_rand_1,Proj. Pts_rand_2,Proj. Pts_rand_3,FPPG,finalTeamID,teamPoints
nfl.t.16,Minnesota,Vikings,DEF,MIN,DEN,16,1.0,8.9,8.210710048572077,10.819048197570991,3.900141002441563,7.119497767788552,9.888073282567046,11.8,9.314000000000002,9.49799999999999,10.854999999999983,9.272000000000004,7.7,2,117.39999999999999
nfl.p.31002,Lamar,Jackson,QB,BAL,HOU,41,1.0,23.2,23.531244448881363,21.90787744631036,20.543447602633464,23.124084359745165,21.591832839346097,23.0,22.295999999999985,21.421999999999972,21.421999999999972,21.421999999999972,27.0,2,117.39999999999999
nfl.p.30269,Brian,Hill,RB,ATL,CAR,14,13.0,11.2,8.425810846355782,11.184949770047577,14.000817891120274,7.582350118385174,9.851600653707498,12.6,13.185000000000011,11.280999999999983,11.092999999999993,12.769000000000007,8.7,2,117.39999999999999
nfl.p.30117,Leonard,Fournette,RB,JAX,IND,23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,15.095000000000017,14.805000000000028,15.85600000000002,15.594,15.2,2,117.39999999999999
nfl.p.30154,Dalvin,Cook,RB,MIN,DEN,32,2.0,18.6,18.7069286307459,22.481225839124598,21.473915424278367,18.906294555249065,17.37849582868954,17.6,18.334999999999976,19.53499999999997,16.327000000000027,17.443999999999996,22.0,2,117.39999999999999
nfl.p.9353,Jared,Cook,TE,NO,TB,18,5.0,7.2,11.478189298515751,4.9957315750485005,-0.9653859296405605,7.876201544499491,7.443584393257982,7.6,7.744083333333342,7.744083333333342,7.291250000000009,8.4245,6.7,2,117.39999999999999
nfl.p.26650,DeAndre,Hopkins,WR,HOU,BAL,28,4.0,11.4,8.53725658435022,10.878949891256891,9.78274183638271,7.9468293925626625,9.505930436409258,13.4,14.785000000000023,14.785000000000023,13.39800000000001,12.822000000000005,14.0,2,117.39999999999999
nfl.p.29785,Robby,Anderson,WR,NYJ,WAS,12,40.0,5.7,3.8011021769960944,4.0123377738342825,4.526441665682429,8.22989687184372,7.398058452662681,7.3,7.180000000000006,7.925499999999987,8.106066666666658,7.796333333333323,5.9,2,117.39999999999999
nfl.p.26664,Robert,Woods,WR,LAR,CHI,16,26.0,7.6,6.898206836321536,8.088668661384268,8.083306186405288,7.836815612019246,7.2599204152342045,8.5,8.951999999999996,7.924499999999987,7.732999999999993,8.755999999999995,10.2,2,117.39999999999999
nfl.t.16,Minnesota,Vikings,DEF,MIN,DEN,16,1.0,8.9,8.210710048572077,10.819048197570991,3.900141002441563,7.119497767788552,9.888073282567046,11.8,9.314000000000002,9.49799999999999,10.854999999999983,9.272000000000004,7.7,3,116.7
