"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" ","","",""
"Christian McCaffrey","CAR","16.8","79.2","0.6","6.5","55.3","0.2","0.2","18.1"
"","high","18.6","92.0","1.0","7.0","62.0","0.3","0.1","20.0"
"","low","13.9","61.3","0.3","5.7","49.0","0.0","0.2","17.8"
"Chris Carson","SEA","21.9","100.8","0.7","2.7","20.0","0.1","0.2","16.9"
"","high","23.7","109.0","1.0","3.2","29.0","0.2","0.2","17.7"
"","low","20.1","92.7","0.5","2.0","14.0","0.0","0.3","15.4"
"Ezekiel Elliott","DAL","19.7","86.0","0.6","3.4","28.7","0.1","0.2","15.5"
"","high","20.6","92.1","1.0","4.0","31.0","0.1","0.1","16.9"
"","low","18.0","78.0","0.4","2.9","27.0","0.0","0.2","14.6"
"Saquon Barkley","NYG","18.4","82.9","0.6","4.2","31.6","0.1","0.1","15.4"
"","high","21.0","92.0","1.0","5.3","40.1","0.2","0.0","16.7"
"","low","16.1","71.4","0.4","3.0","21.0","0.0","0.2","13.4"
"Joe Mixon","CIN","19.1","83.3","0.6","2.8","23.6","0.1","0.2","14.7"
"","high","23.3","95.0","1.0","4.0","31.0","0.2","0.1","18.5"
"","low","16.5","73.8","0.4","2.2","18.1","0.0","0.2","13.0"
"Mark Ingram","BAL","15.0","74.0","0.7","2.2","17.2","0.1","0.1","13.8"
"","high","17.0","82.2","1.0","3.2","24.1","0.2","0.1","14.8"
"","low","13.2","65.3","0.6","1.7","15.0","0.0","0.2","12.6"
"Leonard Fournette","JAC","18.0","73.5","0.4","5.1","37.5","0.1","0.1","13.6"
"","high","21.0","84.1","0.6","6.7","46.0","0.2","0.0","15.7"
"","low","15.2","67.0","0.0","3.9","30.6","0.0","0.2","10.5"
"Miles Sanders","PHI","14.0","65.0","0.5","3.5","34.1","0.2","0.1","13.3"
"","high","16.7","72.9","1.0","4.0","38.0","0.3","0.1","16.0"
"","low","9.2","59.7","0.2","2.8","30.0","0.0","0.2","12.4"
"Melvin Gordon","LAC","14.6","61.0","0.6","3.2","26.7","0.1","0.1","12.9"
"","high","16.2","68.0","1.0","4.0","33.0","0.2","0.1","16.1"
"","low","12.8","47.0","0.4","2.6","23.0","0.0","0.2","11.3"
"Marlon Mack","IND","17.3","77.8","0.7","1.1","7.5","0.0","0.1","12.9"
"","high","20.0","84.0","1.0","1.8","12.7","0.1","0.1","15.0"
"","low","15.6","73.8","0.6","0.7","5.0","0.0","0.2","11.9"
"Devonta Freeman","ATL","15.6","63.4","0.5","3.3","27.2","0.1","0.2","12.9"
"","high","20.3","76.0","1.0","4.1","39.0","0.2","0.1","14.6"
"","low","14.0","59.5","0.4","2.0","16.0","0.0","0.2","12.2"
"Nick Chubb","CLE","16.2","82.2","0.5","1.8","14.0","0.0","0.1","12.8"
"","high","18.0","89.6","1.0","2.5","18.0","0.1","0.1","15.9"
"","low","13.7","77.3","0.4","1.3","9.7","0.0","0.2","11.3"
"Aaron Jones","GB","12.8","60.2","0.7","3.1","22.9","0.1","0.1","12.6"
"","high","14.0","65.0","1.0","4.0","30.0","0.2","0.1","14.2"
"","low","11.2","52.4","0.5","2.0","17.0","0.0","0.1","11.6"
"Mike Boone","MIN","17.0","70.8","0.7","1.7","12.4","0.0","0.1","12.6"
"","high","18.9","75.8","1.0","2.9","20.0","0.1","0.1","14.8"
"","low","14.0","64.6","0.5","0.0","0.0","0.0","0.2","10.7"
"Todd Gurley","LAR","16.3","66.6","0.5","3.0","23.4","0.1","0.1","12.6"
"","high","17.0","71.0","1.0","4.0","30.0","0.2","0.1","16.1"
"","low","15.9","62.0","0.2","2.5","18.8","0.0","0.2","9.9"
"Alvin Kamara","NO","12.8","59.1","0.3","5.8","43.4","0.1","0.1","12.5"
"","high","14.0","65.0","0.6","6.6","47.0","0.3","0.0","15.5"
"","low","10.1","51.5","0.0","4.9","40.0","0.0","0.2","10.3"
"James Conner","PIT","15.5","62.2","0.6","3.1","21.6","0.1","0.1","12.3"
"","high","18.0","76.9","1.0","4.5","24.5","0.2","0.1","15.5"
"","low","11.4","50.5","0.4","2.5","15.0","0.0","0.2","10.6"
"Kenyan Drake","ARI","13.3","59.1","0.5","3.3","26.1","0.1","0.1","11.9"
"","high","16.0","63.0","1.0","3.7","30.7","0.1","0.1","14.7"
"","low","10.6","56.0","0.3","3.0","24.0","0.0","0.2","10.2"
"Devin Singletary","BUF","14.7","70.0","0.4","2.9","20.6","0.1","0.1","11.8"
"","high","18.0","79.0","1.0","3.0","25.0","0.2","0.1","14.9"
"","low","10.2","65.1","0.1","2.7","17.2","0.0","0.2","10.5"
"Adrian Peterson","WAS","17.9","70.6","0.6","1.6","12.7","0.0","0.2","11.6"
"","high","19.3","79.9","1.0","2.0","15.0","0.1","0.1","14.4"
"","low","16.7","63.0","0.4","1.1","8.8","0.0","0.2","10.1"
"Phillip Lindsay","DEN","13.5","64.7","0.6","2.2","15.4","0.0","0.1","11.6"
"","high","14.6","67.7","1.0","2.8","22.0","0.1","0.0","13.5"
"","low","12.7","59.8","0.4","1.0","11.0","0.0","0.2","10.6"
"Raheem Mostert","SF","13.8","67.0","0.5","1.5","11.8","0.1","0.2","11.3"
"","high","17.5","80.0","1.0","2.0","15.0","0.3","0.1","14.0"
"","low","9.4","53.9","0.3","1.0","7.0","0.0","0.3","9.0"
"DeAndre Washington","OAK","14.5","56.5","0.6","3.0","19.9","0.1","0.1","11.2"
"","high","21.0","76.0","1.0","4.0","22.0","0.1","0.1","15.7"
"","low","7.2","40.0","0.4","1.9","12.6","0.0","0.2","9.2"
"Austin Ekeler","LAC","6.7","31.5","0.2","4.8","50.4","0.4","0.1","11.0"
"","high","8.2","38.7","0.3","6.0","61.9","0.6","0.1","13.6"
"","low","6.0","26.0","0.0","3.9","45.1","0.0","0.1","7.9"
"Le'Veon Bell","NYJ","16.0","61.5","0.2","3.9","29.5","0.1","0.1","10.6"
"","high","18.4","75.4","0.4","4.9","33.9","0.1","0.1","13.6"
"","low","14.0","45.2","0.0","3.0","24.0","0.0","0.2","8.9"
"Dion Lewis","TEN","13.8","59.8","0.4","3.2","20.6","0.1","0.1","10.5"
"","high","18.8","79.9","1.0","3.8","24.7","0.2","0.1","15.7"
"","low","9.3","40.0","0.1","2.7","18.8","0.0","0.2","7.0"
"Carlos Hyde","HOU","16.0","66.1","0.5","1.0","4.4","0.0","0.1","9.6"
"","high","17.8","73.6","1.0","2.8","10.1","0.0","0.1","12.4"
"","low","14.0","56.8","0.2","0.0","0.0","0.0","0.2","8.4"
"David Montgomery","CHI","14.6","57.4","0.3","1.5","13.4","0.1","0.2","9.2"
"","high","15.7","66.7","0.5","2.3","22.0","0.1","0.1","11.4"
"","low","14.0","50.3","0.0","1.0","10.4","0.0","0.2","7.0"
"Sony Michel","NE","15.0","59.8","0.5","0.7","5.0","0.0","0.1","9.1"
"","high","17.1","71.7","1.0","1.4","7.0","0.0","0.1","11.4"
"","low","13.0","51.0","0.3","0.0","3.0","0.0","0.2","8.4"
"Patrick Laird","MIA","10.8","41.0","0.2","3.4","30.0","0.1","0.1","8.4"
"","high","14.7","49.0","0.3","4.1","37.0","0.1","0.1","9.9"
"","low","7.4","33.4","0.0","2.4","18.1","0.0","0.1","7.0"
"Ronald Jones II","TB","10.6","39.9","0.2","2.6","25.9","0.0","0.1","8.1"
"","high","12.4","47.0","0.4","4.0","46.0","0.1","0.1","11.1"
"","low","9.0","34.5","0.0","2.0","14.0","0.0","0.1","4.9"
"James White","NE","5.5","22.1","0.1","4.6","39.1","0.2","0.1","7.6"
"","high","7.0","27.2","0.2","5.0","44.7","0.2","0.0","8.1"
"","low","3.3","14.0","0.0","3.7","33.1","0.0","0.1","6.8"
"Kareem Hunt","CLE","6.8","31.3","0.1","3.7","29.9","0.1","0.1","7.4"
"","high","9.6","50.8","0.2","5.0","39.0","0.2","0.0","7.8"
"","low","3.7","16.0","0.0","3.0","22.8","0.0","0.1","6.2"
"Kerryon Johnson","DET","11.5","45.9","0.2","2.1","16.7","0.0","0.1","7.2"
"","high","13.7","55.0","0.3","2.6","17.1","0.1","0.1","8.9"
"","low","8.0","34.0","0.0","1.8","15.6","0.0","0.2","5.1"
"Tarik Cohen","CHI","5.8","23.4","0.1","4.9","37.3","0.1","0.1","7.1"
