"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"","low","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Byron Pringle","KC","0.3","4.8","0.0","0.0","0.0","0.0","0.0","0.7"
"","high","0.7","10.8","0.1","0.0","0.0","0.0","0.0","1.7"
"","low","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Laquon Treadwell","MIN","0.5","6.8","0.0","0.0","0.1","0.0","0.0","0.7"
"","high","0.9","11.5","0.0","0.0","0.2","0.0","0.0","0.8"
"","low","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Richie James","SF","0.4","5.6","0.0","0.1","0.0","0.0","0.0","0.6"
"","high","0.6","7.7","0.1","0.2","0.0","0.0","0.0","1.1"
"","low","0.3","3.0","0.0","0.0","-0.1","0.0","0.1","0.4"
"Chris Moore","BAL","0.3","3.5","0.0","0.1","0.1","0.0","0.0","0.5"
"","high","0.6","7.4","0.1","0.2","0.2","0.0","0.0","1.2"
"","low","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Steven Mitchell Jr.","HOU","0.3","4.9","0.0","0.0","0.1","0.0","0.0","0.5"
"","high","0.6","9.0","0.0","0.0","0.2","0.0","0.0","0.9"
"","low","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Darius Jennings","TEN","0.3","3.8","0.0","0.0","0.0","0.0","0.0","0.4"
"","high","0.5","6.3","0.0","0.0","0.1","0.0","0.0","0.5"
"","low","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"De'Anthony Thomas","BAL","0.2","1.3","0.0","0.1","0.4","0.0","0.0","0.4"
"","high","0.4","3.4","0.1","0.4","1.2","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cody Hollister","TEN","0.3","3.2","0.0","0.0","0.1","0.0","0.0","0.3"
"","high","0.5","5.8","0.0","0.0","0.2","0.0","0.0","0.6"
"","low","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Ryan Grant","GB","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"Jordan Matthews","SF","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rashard Davis","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
""
""
