"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Tyreek Hill","KC","6.5","100.8","0.7","0.9","5.8","0.0","0.1","14.8"
"","high","8.0","114.0","1.0","1.5","11.3","0.1","0.0","18.0"
"","low","5.9","85.5","0.4","0.4","2.0","0.0","0.1","13.6"
"Michael Thomas","NO","9.5","104.1","0.7","0.1","0.0","0.0","0.1","14.4"
"","high","11.1","124.0","1.0","0.1","0.6","0.0","0.1","18.4"
"","low","6.8","81.6","0.4","0.0","-0.5","0.0","0.1","13.7"
"Amari Cooper","DAL","6.0","89.4","0.6","0.1","0.7","0.0","0.1","12.7"
"","high","8.0","110.0","1.0","0.3","2.0","0.0","0.0","17.0"
"","low","4.9","70.2","0.4","0.0","0.0","0.0","0.1","11.8"
"Julio Jones","ATL","6.8","96.8","0.5","0.1","0.9","0.0","0.1","12.6"
"","high","7.4","107.0","1.0","0.3","2.0","0.0","0.0","16.1"
"","low","5.3","80.8","0.2","0.1","0.4","0.0","0.1","12.0"
"Mike Evans","TB","5.5","91.8","0.6","0.0","0.3","0.0","0.1","12.5"
"","high","6.0","106.0","1.0","0.1","1.0","0.0","0.0","15.3"
"","low","5.0","78.0","0.3","0.0","0.0","0.0","0.1","11.9"
"DeAndre Hopkins","HOU","6.9","78.2","0.6","0.1","0.3","0.0","0.1","11.4"
"","high","8.1","86.3","1.0","0.1","0.8","0.0","0.0","14.2"
"","low","6.1","68.0","0.4","0.0","0.0","0.0","0.1","10.1"
"Chris Godwin","TB","5.6","79.5","0.6","0.1","0.8","0.0","0.0","11.3"
"","high","7.0","89.0","1.0","0.2","1.4","0.0","0.0","14.7"
"","low","4.8","69.5","0.4","0.0","0.3","0.0","0.1","9.7"
"D.J. Moore","CAR","5.9","77.8","0.5","0.4","5.0","0.0","0.1","10.9"
"","high","7.0","95.0","1.0","0.7","9.0","0.0","0.1","13.7"
"","low","5.0","67.8","0.1","0.1","0.9","0.0","0.2","10.0"
"Julian Edelman","NE","6.5","73.9","0.5","0.6","4.2","0.0","0.1","10.7"
"","high","8.0","97.0","1.0","0.7","5.0","0.0","0.1","15.7"
"","low","5.4","64.1","0.1","0.5","3.7","0.0","0.1","9.3"
"Keenan Allen","LAC","6.2","75.5","0.5","0.3","2.3","0.0","0.1","10.6"
"","high","8.0","94.0","1.0","0.5","4.0","0.0","0.0","15.4"
"","low","5.3","65.7","0.1","0.1","0.9","0.0","0.1","9.3"
"Cooper Kupp","LAR","5.7","72.9","0.6","0.2","1.2","0.0","0.1","10.6"
"","high","7.0","83.0","1.0","0.5","3.0","0.0","0.0","14.3"
"","low","4.5","61.9","0.4","0.0","0.3","0.0","0.1","9.8"
"Stefon Diggs","MIN","5.1","71.1","0.5","0.4","2.3","0.0","0.1","10.5"
"","high","6.0","77.8","1.0","0.5","3.0","0.0","0.0","14.2"
"","low","4.7","58.7","0.2","0.3","1.6","0.0","0.2","9.6"
"Curtis Samuel","CAR","4.5","57.8","0.5","0.8","6.7","0.1","0.1","10.1"
"","high","6.0","79.0","1.0","1.0","9.1","0.2","0.0","12.5"
"","low","3.7","46.8","0.2","0.5","3.5","0.0","0.1","8.2"
"John Brown","BUF","4.5","68.0","0.5","0.1","0.9","0.0","0.0","10.0"
"","high","5.2","78.7","1.0","0.3","2.0","0.0","0.0","13.1"
"","low","3.7","55.5","0.4","0.0","0.0","0.0","0.1","8.5"
"Tyrell Williams","OAK","4.3","62.7","0.6","0.0","0.1","0.0","0.0","9.9"
"","high","6.0","77.0","1.0","0.0","0.3","0.0","0.0","13.7"
"","low","3.4","53.9","0.3","0.0","0.0","0.0","0.0","8.8"
"Michael Gallup","DAL","4.4","67.7","0.5","0.0","0.0","0.0","0.0","9.8"
"","high","5.0","83.2","1.0","0.0","0.0","0.0","0.0","12.6"
"","low","3.3","53.0","0.3","0.0","0.0","0.0","0.0","8.0"
"D.J. Chark","JAC","5.1","65.2","0.5","0.3","2.2","0.0","0.1","9.8"
"","high","6.0","71.0","1.0","0.6","3.0","0.0","0.1","13.1"
"","low","3.9","58.5","0.3","0.1","1.3","0.0","0.1","9.2"
"Courtland Sutton","DEN","4.7","69.2","0.4","0.1","0.6","0.0","0.0","9.5"
"","high","5.2","78.4","1.0","0.3","1.6","0.0","0.0","13.0"
"","low","4.0","64.0","0.1","0.0","0.0","0.0","0.0","8.8"
"Calvin Ridley","ATL","4.8","61.8","0.5","0.3","2.1","0.0","0.1","9.4"
"","high","5.3","72.0","1.0","0.5","3.0","0.0","0.0","12.8"
"","low","3.9","49.7","0.2","0.2","1.5","0.0","0.1","8.8"
"Terry McLaurin","WAS","4.5","58.4","0.5","0.3","2.2","0.0","0.0","9.1"
"","high","6.0","76.0","1.0","1.2","8.4","0.1","0.0","13.6"
"","low","3.6","47.3","0.1","0.0","0.0","0.0","0.1","7.9"
"Kenny Golladay","DET","4.3","64.3","0.4","0.0","0.4","0.0","0.0","9.0"
"","high","5.0","76.0","1.0","0.1","1.0","0.0","0.0","13.6"
"","low","3.9","54.0","0.2","0.0","0.0","0.0","0.1","7.0"
"Christian Kirk","ARI","5.2","62.7","0.4","0.5","3.7","0.0","0.1","8.9"
"","high","6.0","72.3","1.0","0.7","5.7","0.0","0.0","12.9"
"","low","4.3","54.5","0.1","0.2","1.5","0.0","0.1","7.9"
"Odell Beckham Jr.","CLE","5.2","72.3","0.3","0.3","1.7","0.0","0.1","8.8"
"","high","6.1","83.0","0.5","0.5","3.0","0.0","0.0","11.0"
"","low","4.7","65.0","0.0","0.1","0.6","0.0","0.1","6.5"
"Deebo Samuel","SF","4.8","56.1","0.4","0.7","4.6","0.1","0.1","8.7"
"","high","6.0","71.0","1.0","1.1","7.5","0.1","0.1","13.1"
"","low","3.5","44.1","0.0","0.4","3.1","0.0","0.2","6.7"
"Mike Williams","LAC","3.7","59.2","0.4","0.3","1.4","0.0","0.0","8.6"
"","high","5.0","74.0","1.0","0.5","3.0","0.0","0.0","13.4"
"","low","3.3","51.2","0.2","0.2","0.6","0.0","0.0","7.2"
"JuJu Smith-Schuster","PIT","4.5","60.2","0.4","0.1","0.9","0.0","0.0","8.5"
"","high","5.0","73.0","1.0","0.5","3.0","0.0","0.0","13.3"
"","low","3.9","53.4","0.2","0.0","0.0","0.0","0.1","7.1"
"Sammy Watkins","KC","4.4","56.8","0.5","0.2","1.4","0.0","0.0","8.5"
"","high","5.0","65.0","1.0","0.5","3.1","0.0","0.0","12.5"
"","low","3.6","46.0","0.2","0.0","0.0","0.0","0.1","6.4"
"Zach Pascal","IND","4.1","53.6","0.5","0.2","1.5","0.0","0.0","8.4"
"","high","5.0","67.0","1.0","0.3","2.3","0.0","0.0","12.7"
"","low","3.1","46.8","0.2","0.0","0.2","0.0","0.0","7.4"
"Marquise Brown","BAL","3.5","52.4","0.4","0.6","4.5","0.0","0.1","8.2"
"","high","4.4","67.0","1.0","1.2","8.6","0.1","0.0","12.7"
"","low","2.1","30.7","0.1","0.0","0.0","0.0","0.1","4.3"
"Devante Parker","MIA","4.3","58.0","0.4","0.0","0.0","0.0","0.0","8.2"
"","high","5.0","65.2","1.0","0.0","0.0","0.0","0.0","12.5"
"","low","3.7","51.4","0.1","0.0","0.0","0.0","0.0","7.5"
"Allen Robinson","CHI","5.0","64.2","0.2","0.0","0.1","0.0","0.1","7.7"
"","high","6.3","79.0","0.4","0.0","0.1","0.0","0.0","9.9"
"","low","4.0","58.9","0.0","0.0","0.0","0.0","0.1","5.9"
"Mohamed Sanu","NE","4.5","51.8","0.4","0.3","1.6","0.0","0.0","7.7"
"","high","5.0","67.0","1.0","0.5","3.0","0.0","0.0","12.7"
"","low","4.2","44.0","0.1","0.1","0.4","0.0","0.0","6.0"
"Robert Woods","LAR","4.6","59.4","0.2","0.9","5.9","0.0","0.1","7.6"
"","high","5.0","68.0","0.3","1.2","9.0","0.1","0.0","8.6"
"","low","4.1","53.2","0.0","0.5","3.4","0.0","0.1","6.8"
"Jarvis Landry","CLE","4.9","63.0","0.2","0.3","2.1","0.0","0.1","7.5"
"","high","5.7","67.0","0.4","0.8","5.0","0.0","0.1","9.8"
"","low","4.0","54.2","0.0","0.0","0.0","0.0","0.1","6.4"
"Tyler Boyd","CIN","5.2","62.0","0.2","0.3","1.4","0.0","0.1","7.5"
"","high","6.0","67.4","0.4","0.5","3.0","0.0","0.0","8.9"
"","low","4.4","52.1","0.0","0.2","0.4","0.0","0.1","6.1"
"Jamison Crowder","NYJ","5.3","57.2","0.2","0.3","1.4","0.0","0.1","7.1"
"","high","6.1","68.0","0.4","0.5","3.0","0.0","0.1","8.8"
"","low","4.4","49.7","0.0","0.1","0.3","0.0","0.1","6.7"
"Marvin Jones","DET","4.0","49.9","0.2","0.0","0.2","0.0","0.0","6.3"
"","high","4.7","57.5","0.4","0.1","0.5","0.0","0.0","8.2"
"","low","3.5","42.0","0.0","0.0","0.0","0.0","0.0","5.1"
"Will Fuller","HOU","3.6","48.4","0.2","0.0","0.3","0.0","0.0","6.1"
"","high","4.2","58.7","0.4","0.1","0.6","0.0","0.0","7.9"
"","low","2.4","31.1","0.0","0.0","0.0","0.0","0.0","7.4"
"Kenny Stills","HOU","3.6","49.0","0.2","0.0","0.0","0.0","0.0","6.1"
"","high","6.0","55.0","0.4","0.0","0.0","0.0","0.0","7.5"
"","low","2.6","39.4","0.0","0.0","0.0","0.0","0.0","5.5"
"Auden Tate","CIN","3.6","48.4","0.2","0.0","0.3","0.0","0.1","5.7"
"","high","4.2","56.7","0.3","0.1","1.0","0.0","0.0","7.4"
"","low","3.0","37.0","0.0","0.0","0.0","0.0","0.1","3.7"
"Robby Anderson","NYJ","3.1","45.0","0.2","0.1","0.7","0.0","0.0","5.7"
"","high","3.5","52.0","0.3","0.3","2.0","0.0","0.0","7.0"
"","low","2.8","37.7","0.0","0.0","0.0","0.0","0.1","4.1"
"Diontae Johnson","PIT","3.5","43.5","0.2","0.6","3.8","0.0","0.1","5.6"
"","high","4.6","56.0","0.3","1.0","6.4","0.1","0.1","8.2"
"","low","2.0","33.0","0.0","0.2","0.9","0.0","0.1","3.3"
"Larry Fitzgerald","ARI","4.5","48.5","0.1","0.1","0.3","0.0","0.0","5.6"
"","high","5.0","54.0","0.2","0.2","1.0","0.0","0.0","6.2"
"","low","4.2","46.9","0.0","0.0","0.0","0.0","0.0","5.4"
"Randall Cobb","DAL","3.9","44.4","0.2","0.3","0.9","0.0","0.0","5.5"
"","high","4.2","51.6","0.4","0.5","1.5","0.0","0.0","6.8"
"","low","3.0","36.0","0.0","0.0","0.0","0.0","0.1","3.6"
"Chris Conley","JAC","3.2","45.2","0.2","0.2","0.8","0.0","0.0","5.5"
"","high","3.5","55.0","0.3","0.6","3.0","0.0","0.0","7.5"
"","low","2.7","39.5","0.0","0.0","0.0","0.0","0.1","4.5"
"Cole Beasley","BUF","4.0","43.2","0.2","0.1","0.5","0.0","0.0","5.4"
"","high","4.2","46.8","0.3","0.3","2.0","0.0","0.0","6.5"
"","low","3.8","38.3","0.0","0.0","0.0","0.0","0.0","4.4"
"Demaryius Thomas","NYJ","4.0","46.4","0.1","0.0","0.0","0.0","0.0","5.4"
"","high","5.0","57.0","0.3","0.0","0.0","0.0","0.0","5.8"
"","low","3.3","40.0","0.0","0.0","0.0","0.0","0.1","5.3"
"Dede Westbrook","JAC","4.0","43.3","0.1","0.3","2.4","0.0","0.1","5.3"
"","high","5.0","49.2","0.3","0.5","3.5","0.0","0.0","6.6"
"","low","2.5","22.0","0.0","0.0","0.0","0.0","0.1","3.5"
"Ted Ginn","NO","3.0","42.1","0.1","0.5","3.3","0.0","0.0","5.3"
"","high","3.3","48.7","0.2","0.6","4.0","0.0","0.0","5.8"
"","low","2.3","33.4","0.0","0.5","2.3","0.0","0.1","4.7"
"Emmanuel Sanders","SF","3.2","37.7","0.2","0.1","1.0","0.0","0.0","5.1"
"","high","4.9","59.3","0.5","0.3","2.0","0.0","0.0","8.3"
"","low","1.0","10.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Taylor Gabriel","CHI","3.2","37.8","0.2","0.5","3.0","0.0","0.0","5.0"
"","high","4.0","54.0","0.3","0.5","3.0","0.0","0.0","7.5"
"","low","2.0","25.0","0.0","0.4","3.0","0.0","0.0","2.5"
"Nelson Agholor","PHI","3.4","40.4","0.1","0.3","2.0","0.0","0.0","5.0"
"","high","4.0","57.0","0.3","0.4","3.0","0.0","0.0","5.8"
"","low","3.0","29.9","0.0","0.2","1.3","0.0","0.0","4.3"
"Alex Erickson","CIN","3.3","41.0","0.1","0.4","2.5","0.0","0.1","5.0"
"","high","3.5","49.1","0.2","0.5","3.0","0.0","0.0","6.4"
