"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","8.1","32.3","0.0","0.7","5.3","0.0","0.1","4.3"
"David Johnson","ARI","5.8","23.1","0.1","2.0","15.3","0.1","0.1","4.4"
"","high","10.6","40.7","0.2","3.1","25.0","0.1","0.1","5.8"
"","low","2.0","10.0","0.0","0.0","0.0","0.0","0.1","1.0"
"Raheem Mostert","SF","7.1","30.5","0.1","1.3","9.4","0.0","0.1","4.3"
"","high","10.1","42.7","0.1","2.6","16.0","0.1","0.0","5.5"
"","low","2.9","12.9","0.0","0.4","2.9","0.0","0.1","2.0"
"Rex Burkhead","NE","5.0","19.8","0.1","2.1","17.7","0.0","0.1","4.3"
"","high","8.8","32.1","0.2","2.8","27.0","0.1","0.1","5.4"
"","low","3.0","15.0","0.0","1.0","11.0","0.0","0.1","2.6"
"Gus Edwards","BAL","7.5","35.7","0.1","0.4","1.2","0.0","0.0","4.1"
"","high","9.5","48.2","0.2","1.2","3.0","0.0","0.0","5.5"
"","low","5.3","23.7","0.0","0.0","0.0","0.0","0.1","3.2"
"Chase Edmonds","ARI","5.0","20.6","0.1","1.8","12.2","0.0","0.1","4.0"
"","high","6.0","27.0","0.3","3.1","19.5","0.1","0.1","5.6"
"","low","3.8","15.3","0.0","1.0","7.7","0.0","0.1","3.2"
"Jay Ajayi","PHI","6.6","27.4","0.1","1.0","6.3","0.0","0.1","4.0"
"","high","10.9","43.3","0.2","3.1","18.2","0.0","0.0","5.0"
"","low","3.0","11.0","0.0","0.0","0.0","0.0","0.1","1.1"
"Patrick Laird","MIA","4.1","15.4","0.1","2.4","18.7","0.0","0.1","3.8"
"","high","6.4","25.0","0.1","3.7","25.8","0.1","0.0","4.3"
"","low","3.0","10.0","0.0","1.5","12.0","0.0","0.1","3.1"
"Giovani Bernard","CIN","4.2","14.7","0.0","2.3","18.3","0.0","0.0","3.6"
"","high","6.2","22.6","0.1","3.0","27.0","0.1","0.0","4.2"
"","low","2.1","8.8","0.0","2.0","13.4","0.0","0.1","2.8"
"Jalen Richard","OAK","2.5","11.2","0.0","3.1","23.9","0.0","0.1","3.5"
"","high","4.1","18.3","0.0","4.5","34.0","0.1","0.1","4.6"
"","low","1.0","4.0","0.0","2.1","18.3","0.0","0.2","2.6"
"Chris Thompson","WAS","3.3","12.5","0.0","2.2","18.3","0.1","0.1","3.4"
"","high","3.8","15.4","0.0","2.9","27.0","0.1","0.0","4.6"
"","low","2.4","10.7","0.0","1.4","4.8","0.0","0.1","4.4"
"Tony Pollard","DAL","5.0","21.1","0.1","1.4","8.4","0.0","0.0","3.4"
"","high","6.9","28.1","0.1","3.0","9.9","0.1","0.0","4.5"
"","low","2.9","12.1","0.0","0.8","7.0","0.0","0.1","2.7"
"J.D. McKissic","DET","3.3","15.1","0.0","2.1","16.6","0.0","0.0","3.4"
"","high","3.8","20.1","0.1","2.6","23.3","0.1","0.0","3.8"
"","low","3.0","12.0","0.0","1.6","10.4","0.0","0.1","2.3"
"Myles Gaskin","MIA","4.8","17.5","0.1","1.7","10.9","0.0","0.0","3.2"
"","high","6.3","22.4","0.1","1.9","14.0","0.1","0.0","3.5"
"","low","3.5","14.0","0.0","1.5","7.1","0.0","0.1","3.3"
"Alexander Mattison","MIN","6.0","25.9","0.1","0.5","2.6","0.0","0.1","3.1"
"","high","8.5","41.1","0.1","1.1","4.2","0.0","0.0","3.7"
"","low","3.8","15.0","0.0","0.0","1.3","0.0","0.1","2.2"
"Bilal Powell","NYJ","5.2","21.0","0.0","0.9","5.9","0.0","0.1","2.9"
"","high","6.9","27.1","0.1","2.3","9.9","0.0","0.0","3.9"
"","low","2.6","11.3","0.0","0.0","4.0","0.0","0.1","2.1"
"Jordan Wilkins","IND","4.4","19.8","0.1","0.9","6.0","0.0","0.1","2.8"
"","high","7.2","39.5","0.1","2.0","11.0","0.0","0.0","4.8"
"","low","2.2","9.0","0.0","0.4","2.8","0.0","0.1","1.8"
"Ty Johnson","DET","4.9","18.0","0.0","1.4","8.0","0.0","0.1","2.8"
"","high","7.0","25.6","0.1","2.0","11.0","0.0","0.0","3.6"
"","low","3.8","12.3","0.0","0.8","3.3","0.0","0.1","1.6"
"Brian Hill","ATL","4.2","17.1","0.0","1.1","7.0","0.0","0.1","2.8"
"","high","7.1","34.8","0.1","1.3","9.2","0.2","0.0","4.4"
"","low","1.7","6.0","0.0","0.8","3.0","0.0","0.1","1.6"
"Dare Ogunbowale","TB","1.8","6.5","0.1","2.1","16.3","0.0","0.0","2.8"
"","high","4.2","14.7","0.2","2.6","26.0","0.1","0.0","3.2"
"","low","0.6","2.0","0.0","1.5","12.3","0.0","0.0","1.8"
"Dion Lewis","TEN","3.4","13.6","0.0","2.1","12.4","0.0","0.1","2.8"
"","high","6.3","21.8","0.1","2.6","18.0","0.1","0.0","3.5"
"","low","2.0","10.0","0.0","1.0","4.0","0.0","0.1","1.4"
"Ryquell Armstead","JAC","3.9","13.8","0.1","1.2","7.4","0.0","0.0","2.7"
"","high","6.7","20.7","0.1","1.8","9.8","0.1","0.0","3.1"
"","low","2.7","8.8","0.0","1.0","6.0","0.0","0.1","2.5"
"DeAndre Washington","OAK","4.0","14.8","0.1","1.4","9.2","0.0","0.1","2.7"
"","high","6.4","21.1","0.1","2.1","12.0","0.0","0.0","3.1"
"","low","3.0","11.0","0.0","1.0","7.0","0.0","0.1","1.9"
"Malcolm Brown","LAR","4.4","18.0","0.1","0.3","3.0","0.0","0.0","2.5"
"","high","5.4","22.0","0.1","0.5","4.0","0.0","0.0","3.0"
"","low","3.0","12.0","0.0","0.0","2.0","0.0","0.0","1.5"
"Kerrith Whyte","PIT","3.4","12.6","0.1","1.0","6.2","0.0","0.0","2.5"
"","high","5.5","21.2","0.2","2.2","17.5","0.1","0.0","5.7"
"","low","1.3","5.4","0.0","0.1","1.0","0.0","0.1","1.0"
"Qadree Ollison","ATL","4.2","14.5","0.1","0.9","5.0","0.0","0.0","2.3"
"","high","8.1","26.3","0.1","2.1","8.1","0.0","0.0","3.5"
"","low","1.3","5.3","0.0","0.1","0.9","0.0","0.1","1.1"
"Trey Edmunds","PIT","3.4","12.7","0.0","0.8","4.8","0.0","0.0","2.0"
"","high","6.2","18.8","0.1","1.6","8.0","0.0","0.0","2.7"
"","low","1.1","4.0","0.0","0.0","0.0","0.0","0.1","1.3"
"Justice Hill","BAL","3.6","14.3","0.0","0.6","3.3","0.0","0.1","1.9"
"","high","6.3","22.2","0.1","1.9","7.1","0.0","0.0","2.6"
"","low","2.0","9.0","0.0","0.0","0.0","0.0","0.1","0.9"
"Ty Montgomery","NYJ","2.9","10.6","0.0","1.0","6.4","0.0","0.0","1.8"
"","high","5.7","18.8","0.1","1.9","8.1","0.0","0.0","2.4"
"","low","1.6","6.0","0.0","0.3","2.7","0.0","0.0","0.9"
"Reggie Bonnafon","CAR","3.1","12.7","0.0","0.4","2.5","0.0","0.0","1.7"
"","high","6.1","27.0","0.1","1.2","3.8","0.0","0.0","3.7"
"","low","1.0","4.0","0.0","0.0","1.0","0.0","0.1","0.5"
"Darrell Henderson","LAR","3.1","12.1","0.0","0.7","4.8","0.0","0.0","1.7"
"","high","6.3","22.2","0.0","1.9","11.0","0.0","0.0","2.2"
"","low","1.1","4.6","0.0","0.1","0.6","0.0","0.1","0.9"
"Jeff Wilson","SF","3.4","11.5","0.1","0.6","2.8","0.0","0.1","1.7"
"","high","7.2","22.7","0.2","1.9","7.0","0.0","0.0","2.7"
"","low","0.4","1.5","0.0","0.2","1.0","0.0","0.1","0.4"
"Wayne Gallman","NYG","2.5","9.1","0.0","0.9","5.8","0.0","0.0","1.6"
"","high","5.9","19.3","0.1","2.0","10.0","0.0","0.0","1.8"
"","low","1.1","4.9","0.0","0.0","2.3","0.0","0.1","1.3"
"Brandon Bolden","NE","1.5","6.7","0.1","0.8","5.4","0.0","0.0","1.6"
"","high","2.5","10.4","0.2","1.9","7.4","0.0","0.0","2.4"
"","low","1.1","4.6","0.0","0.4","3.8","0.0","0.0","1.2"
"Boston Scott","PHI","3.1","11.1","0.0","0.6","2.6","0.0","0.0","1.6"
"","high","7.5","23.9","0.1","1.9","7.4","0.0","0.0","1.4"
"","low","1.5","6.0","0.0","0.1","0.4","0.0","0.1","1.1"
"Kyle Juszczyk","SF","0.4","1.4","0.0","1.7","14.3","0.0","0.1","1.4"
"","high","1.2","4.1","0.0","2.3","21.0","0.0","0.0","2.3"
"","low","0.0","0.0","0.0","1.0","9.7","0.0","0.2","1.2"
"Darwin Thompson","KC","2.4","8.4","0.0","0.4","2.1","0.0","0.0","1.3"
"","high","4.5","17.0","0.1","0.8","4.7","0.0","0.0","2.4"
"","low","0.7","2.8","0.0","0.0","0.0","0.0","0.0","1.0"
"Wendell Smallwood","WAS","1.8","6.4","0.0","0.9","5.5","0.0","0.0","1.2"
"","high","4.5","13.4","0.0","1.7","13.0","0.0","0.0","1.9"
"","low","0.2","0.9","0.0","0.1","0.9","0.0","0.0","0.2"
"CJ Ham","MIN","1.2","3.7","0.0","0.8","4.8","0.0","0.0","1.0"
"","high","3.5","9.8","0.0","1.2","8.0","0.1","0.0","1.3"
"","low","0.4","0.9","0.0","0.3","2.1","0.0","0.0","0.6"
"Justin Jackson","LAC","1.4","5.4","0.0","0.6","3.7","0.0","0.0","0.9"
"","high","2.6","11.0","0.0","0.8","6.0","0.0","0.0","2.0"
"","low","0.4","1.6","0.0","0.2","1.5","0.0","0.0","0.4"
"Ryan Nall","CHI","1.6","5.2","0.0","0.5","2.3","0.0","0.0","0.9"
"","high","3.0","9.1","0.1","1.1","3.8","0.0","0.0","1.5"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.1"
"Zach Line","NO","0.5","2.2","0.0","0.6","4.5","0.0","0.0","0.9"
"","high","0.5","2.2","0.0","0.6","4.5","0.0","0.0","0.9"
"","low","0.5","2.2","0.0","0.6","4.5","0.0","0.0","0.9"
"Kenjon Barner","ATL","1.5","5.2","0.0","0.7","3.4","0.0","0.0","0.9"
"","high","3.3","9.9","0.0","1.2","4.2","0.0","0.0","0.8"
"","low","0.4","2.0","0.0","0.4","3.0","0.0","0.0","0.6"
"Josh Adams","NYJ","2.4","7.4","0.0","0.6","1.1","0.0","0.0","0.8"
"","high","4.8","12.6","0.0","1.4","1.9","0.0","0.0","1.0"
"","low","0.6","2.6","0.0","0.1","0.0","0.0","0.1","0.6"
"Ameer Abdullah","MIN","1.6","5.2","0.0","0.6","3.0","0.0","0.0","0.8"
"","high","3.1","9.3","0.0","1.2","4.0","0.0","0.0","0.9"
"","low","0.6","2.0","0.0","0.3","2.0","0.0","0.0","0.6"
"Alex Armah","CAR","1.5","4.4","0.0","0.4","1.7","0.0","0.0","0.8"
"","high","3.7","10.4","0.1","1.1","3.2","0.0","0.0","0.9"
"","low","0.6","1.7","0.0","0.1","1.0","0.0","0.0","0.5"
"Dontrell Hilliard","CLE","1.0","3.2","0.0","0.5","3.4","0.0","0.0","0.8"
"","high","2.0","6.1","0.1","1.3","6.3","0.0","0.0","1.6"
"","low","0.1","0.3","0.0","0.1","0.4","0.0","0.0","0.1"
"Travis Homer","SEA","1.2","4.6","0.0","0.3","1.5","0.0","0.0","0.8"
"","high","2.2","9.5","0.1","0.5","2.0","0.0","0.0","1.8"
"","low","0.1","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"Patrick DiMarco","BUF","1.0","3.2","0.0","0.7","4.2","0.0","0.0","0.8"
"","high","2.5","7.2","0.0","0.9","6.0","0.0","0.0","0.8"
"","low","0.3","1.0","0.0","0.5","2.3","0.0","0.0","0.7"
"James Conner","PIT","2.0","5.7","0.0","0.8","2.4","0.0","0.0","0.8"
"","high","2.0","5.7","0.0","0.8","2.4","0.0","0.0","0.0"
"","low","2.0","5.7","0.0","0.8","2.4","0.0","0.0","0.0"
"Devontae Booker","DEN","1.3","4.2","0.0","0.6","3.3","0.0","0.0","0.8"
"","high","3.1","9.3","0.0","1.2","3.9","0.0","0.0","0.8"
"","low","0.2","1.0","0.0","0.2","2.0","0.0","0.0","0.3"
"C.J. Prosise","SEA","1.0","3.0","0.0","0.3","1.9","0.0","0.0","0.7"
"","high","2.2","6.6","0.1","0.5","4.5","0.0","0.0","1.7"
"","low","0.1","0.3","0.0","0.1","0.5","0.0","0.0","0.1"
"Dan Vitale","GB","0.7","2.1","0.0","0.6","4.1","0.0","0.0","0.6"
"","high","1.1","3.2","0.0","0.8","5.0","0.0","0.0","1.0"
"","low","0.1","0.2","0.0","0.5","3.3","0.0","0.0","0.5"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.5","3.4","0.0","0.0","0.6"
"","high","0.2","1.0","0.0","0.7","3.7","0.1","0.0","1.0"
"","low","0.0","0.0","0.0","0.4","3.0","0.0","0.0","0.4"
"Alec Ingold","OAK","1.3","4.0","0.0","0.5","1.8","0.0","0.0","0.6"
"","high","2.9","7.9","0.0","0.8","2.4","0.0","0.0","0.5"
"","low","0.5","2.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Mike Davis","CAR","0.8","3.2","0.0","0.2","0.8","0.0","0.0","0.6"
"","high","1.9","8.0","0.1","0.3","1.5","0.0","0.0","1.6"
"","low","0.1","0.3","0.0","0.0","0.3","0.0","0.0","0.1"
"Michael Burton","WAS","0.3","1.3","0.0","0.4","3.9","0.0","0.0","0.6"
"","high","0.4","2.0","0.0","0.6","4.8","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.3","3.0","0.0","0.0","0.5"
"Javorius Allen","NYG","0.4","1.5","0.0","0.5","3.0","0.0","0.0","0.6"
"","high","0.5","2.0","0.0","0.9","5.0","0.0","0.0","1.0"
"","low","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"T.J. Logan","TB","0.8","2.8","0.0","0.5","2.4","0.0","0.0","0.6"
"","high","1.7","5.0","0.0","1.1","5.2","0.0","0.0","0.5"
"","low","0.1","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"Derek Watt","LAC","1.2","3.8","0.0","0.4","1.7","0.0","0.0","0.6"
"","high","2.1","6.1","0.0","0.8","2.2","0.0","0.0","0.8"
"","low","0.1","0.4","0.0","0.2","1.0","0.0","0.0","0.3"
"Trayveon Williams","CIN","0.8","2.6","0.0","0.2","0.9","0.0","0.0","0.5"
"","high","1.5","5.0","0.1","0.3","1.0","0.0","0.0","1.2"
"","low","0.2","1.0","0.0","0.1","0.8","0.0","0.0","0.2"
"Zach Zenner","ARI","0.8","2.4","0.0","0.2","0.9","0.0","0.0","0.5"
"","high","1.6","5.3","0.1","0.2","1.5","0.0","0.0","1.3"
"","low","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.1"
"Chandler Cox","MIA","0.6","2.0","0.0","0.4","3.0","0.0","0.0","0.5"
"","high","0.6","2.0","0.0","0.4","3.0","0.0","0.0","0.6"
"","low","0.6","2.0","0.0","0.4","3.0","0.0","0.0","0.6"
"Anthony Sherman","KC","0.8","2.4","0.0","0.3","2.2","0.0","0.0","0.5"
"","high","1.9","5.0","0.0","0.6","5.3","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.1","0.8","0.0","0.0","0.2"
"Elijhaa Penny","NYG","1.0","3.1","0.0","0.3","1.5","0.0","0.0","0.5"
"","high","2.3","7.1","0.0","0.7","2.1","0.0","0.0","0.6"
"","low","0.1","0.3","0.0","0.1","0.4","0.0","0.0","0.1"
"D'Ernest Johnson","CLE","0.6","2.4","0.0","0.3","2.3","0.0","0.0","0.5"
"","high","1.6","7.5","0.0","0.5","4.7","0.0","0.0","1.2"
"","low","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.1"
"Dwayne Washington","NO","0.9","3.0","0.0","0.3","0.9","0.0","0.0","0.4"
"","high","1.3","5.0","0.0","0.5","1.6","0.0","0.0","0.6"
"","low","0.0","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"Troymaine Pope","LAC","0.5","1.3","0.0","0.3","1.8","0.0","0.0","0.3"
"","high","1.4","3.6","0.0","0.4","3.4","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.1"
"De'Lance Turner","MIA","0.2","0.6","0.0","0.2","1.4","0.0","0.0","0.2"
"","high","0.4","1.0","0.0","0.2","2.0","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.2","0.3","0.0","0.0","0.2"
"Damien Harris","NE","0.7","1.9","0.0","0.3","0.7","0.0","0.0","0.2"
