"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Brandon Allen","DEN","17.5","10.3","113.9","0.4","0.5","1.9","8.3","0.0","0.1","6.1"
"","high","26.6","16.5","178.6","0.6","0.3","4.2","18.4","0.1","0.1","4.4"
"","low","10.0","6.5","69.0","0.3","0.6","0.7","2.4","0.0","0.2","3.6"
"Taysom Hill","NO","6.2","4.1","40.7","0.1","0.1","1.3","4.8","0.0","0.0","2.3"
"","high","27.2","17.0","178.7","0.5","0.0","1.9","9.3","0.0","0.0","2.5"
"","low","0.0","0.0","0.0","0.0","0.6","0.8","3.1","0.0","0.2","0.8"
"Mason Rudolph","PIT","6.3","3.7","34.3","0.1","0.3","0.4","0.5","0.0","0.1","1.0"
"","high","9.0","5.2","46.9","0.1","0.1","0.7","0.6","0.0","0.0","1.1"
"","low","3.5","2.2","21.7","0.0","0.4","0.2","0.5","0.0","0.1","1.1"
"Blake Bortles","LAR","4.7","2.7","25.5","0.1","0.2","0.6","1.4","0.0","0.1","0.9"
"","high","8.0","4.4","39.7","0.1","0.0","0.9","1.7","0.0","0.0","1.0"
"","low","1.4","0.9","11.2","0.0","0.4","0.3","1.1","0.0","0.1","1.0"
"Chase Daniel","CHI","5.2","3.0","28.4","0.1","0.2","0.4","0.7","0.0","0.1","0.9"
"","high","9.1","5.2","47.2","0.1","0.0","0.7","0.9","0.0","0.0","0.9"
"","low","1.3","0.8","9.7","0.0","0.4","0.2","0.6","0.0","0.1","0.9"
"Tyrod Taylor","LAC","4.7","2.7","25.2","0.1","0.2","0.5","1.2","0.0","0.1","0.9"
"","high","8.0","4.4","39.7","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.4","0.9","10.6","0.0","0.4","0.2","0.8","0.0","0.1","0.9"
"Ryan Finley","CIN","4.3","2.4","24.9","0.1","0.2","0.6","2.1","0.0","0.1","0.9"
"","high","7.3","4.0","41.1","0.1","0.0","1.1","3.5","0.0","0.0","0.8"
"","low","1.4","0.8","8.8","0.0","0.5","0.2","0.7","0.0","0.1","0.8"
"Robert Griffin","BAL","4.1","2.3","23.8","0.1","0.2","0.7","2.4","0.0","0.1","0.9"
"","high","7.2","4.0","40.4","0.1","0.0","1.1","3.4","0.0","0.0","0.8"
"","low","1.1","0.7","7.1","0.0","0.5","0.4","1.4","0.0","0.1","0.8"
"Gardner Minshew","JAC","3.3","1.9","17.5","0.1","0.1","0.7","2.3","0.0","0.0","0.9"
"","high","5.1","2.9","24.5","0.1","0.0","1.1","3.6","0.0","0.0","0.9"
"","low","1.4","0.9","10.4","0.0","0.2","0.3","0.9","0.0","0.1","0.9"
"Chad Henne","KC","1.4","0.8","11.0","0.1","0.0","0.2","0.2","0.0","0.0","0.9"
"","high","1.4","0.8","11.0","0.1","0.0","0.2","0.2","0.0","0.0","0.9"
"","low","1.4","0.8","11.0","0.1","0.0","0.2","0.2","0.0","0.0","0.9"
"Brian Hoyer","IND","4.7","2.6","24.3","0.1","0.2","0.6","1.0","0.0","0.1","0.9"
"","high","8.1","4.5","40.2","0.1","0.0","0.9","1.7","0.0","0.0","0.8"
"","low","1.4","0.8","8.3","0.0","0.4","0.3","0.4","0.0","0.1","0.8"
"Josh McCown","PHI","4.4","2.6","24.1","0.1","0.2","0.6","1.3","0.0","0.1","0.9"
"","high","7.5","4.1","36.9","0.1","0.0","0.8","1.5","0.0","0.0","1.0"
"","low","1.4","1.0","11.2","0.0","0.4","0.3","1.1","0.0","0.1","1.0"
"Matt Schaub","ATL","5.9","3.2","28.6","0.1","0.2","0.6","0.8","0.0","0.1","0.9"
"","high","10.3","5.4","45.5","0.1","0.0","1.1","1.5","0.0","0.0","0.9"
"","low","1.5","1.0","11.7","0.0","0.5","0.2","0.1","0.0","0.1","0.9"
"Marcus Mariota","TEN","4.1","2.4","22.2","0.1","0.2","0.5","1.3","0.0","0.1","0.8"
"","high","7.2","3.9","35.4","0.1","0.0","0.8","1.5","0.0","0.0","0.9"
"","low","1.1","0.8","9.1","0.0","0.4","0.3","1.2","0.0","0.1","0.9"
"Matt Moore","KC","4.2","2.3","23.2","0.1","0.2","0.5","0.9","0.0","0.1","0.8"
"","high","6.8","3.8","33.6","0.1","0.0","0.7","1.4","0.0","0.0","1.0"
"","low","1.5","0.9","12.9","0.0","0.4","0.2","0.4","0.0","0.1","1.0"
"Ryan Griffin","TB","4.5","2.5","24.4","0.1","0.2","0.5","0.9","0.0","0.1","0.7"
"","high","7.9","4.4","39.4","0.1","0.1","0.9","1.7","0.0","0.0","0.6"
"","low","1.1","0.7","9.3","0.0","0.4","0.1","0.2","0.0","0.1","0.6"
"Eli Manning","NYG","4.3","2.4","23.1","0.1","0.2","0.5","1.2","0.0","0.1","0.7"
"","high","7.2","3.9","35.4","0.1","0.0","0.8","1.5","0.0","0.1","0.9"
"","low","1.5","0.9","10.8","0.0","0.4","0.2","1.0","0.0","0.1","0.9"
"Nate Sudfeld","PHI","7.8","4.4","39.7","0.0","0.4","0.6","0.5","0.0","0.1","0.7"
"","high","7.8","4.4","39.7","0.0","0.4","0.6","0.5","0.0","0.1","0.0"
"","low","7.8","4.4","39.7","0.0","0.4","0.6","0.5","0.0","0.1","0.0"
"Josh Rosen","MIA","4.6","2.7","24.9","0.1","0.2","0.4","0.6","0.0","0.1","0.7"
"","high","8.0","4.6","40.7","0.1","0.1","0.6","0.7","0.0","0.0","0.6"
"","low","1.3","0.8","9.0","0.0","0.4","0.2","0.5","0.0","0.1","0.6"
"Teddy Bridgewater","NO","3.5","2.1","19.4","0.1","0.2","0.3","0.7","0.0","0.0","0.6"
"","high","5.5","3.0","26.7","0.1","0.0","0.6","1.1","0.0","0.0","0.9"
"","low","1.5","1.1","12.2","0.0","0.3","0.1","0.4","0.0","0.1","0.9"
"Brett Hundley","ARI","3.5","1.9","18.1","0.1","0.2","0.4","1.0","0.0","0.1","0.6"
"","high","5.7","3.1","27.5","0.1","0.0","0.6","1.1","0.0","0.0","0.8"
"","low","1.4","0.8","8.7","0.0","0.3","0.2","0.9","0.0","0.1","0.8"
"Nick Mullens","SF","2.7","1.5","14.3","0.1","0.1","0.6","1.6","0.0","0.0","0.6"
"","high","4.1","2.3","19.4","0.1","0.1","0.9","3.0","0.0","0.0","0.6"
"","low","1.3","0.8","9.3","0.0","0.2","0.3","0.2","0.0","0.1","0.6"
"Mike Glennon","OAK","5.0","2.7","23.7","0.1","0.2","0.6","0.7","0.0","0.1","0.6"
"","high","8.7","4.6","37.7","0.1","0.0","0.9","1.2","0.0","0.1","0.8"
"","low","1.3","0.9","9.7","0.0","0.4","0.3","0.3","0.0","0.1","0.8"
"Case Keenum","WAS","4.6","2.6","23.6","0.0","0.2","0.5","1.2","0.0","0.1","0.5"
"","high","8.2","4.5","40.7","0.0","0.1","0.9","1.7","0.0","0.0","0.1"
"","low","1.1","0.6","6.5","0.0","0.4","0.1","0.6","0.0","0.1","0.1"
"Will Grier","CAR","3.3","1.8","16.8","0.1","0.2","0.3","0.5","0.0","0.0","0.5"
"","high","5.5","3.0","26.4","0.1","0.0","0.6","1.1","0.0","0.0","0.7"
"","low","1.1","0.7","7.1","0.0","0.3","0.0","0.0","0.0","0.1","0.7"
"Matt Barkley","BUF","5.1","2.7","23.4","0.0","0.2","0.5","0.8","0.0","0.1","0.5"
"","high","8.9","4.6","38.6","0.0","0.0","0.9","1.2","0.0","0.0","0.4"
"","low","1.3","0.8","8.2","0.0","0.4","0.1","0.3","0.0","0.1","0.4"
"Sean Mannion","MIN","1.3","0.8","9.3","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"","high","1.3","0.8","9.3","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"","low","1.3","0.8","9.3","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"Geno Smith","SEA","6.1","3.5","30.8","0.0","0.4","0.4","0.3","0.0","0.1","0.4"
"","high","6.1","3.5","30.8","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"","low","6.1","3.5","30.8","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"Jarrett Stidham","NE","4.3","2.3","19.8","0.0","0.2","0.5","0.6","0.0","0.1","0.4"
"","high","7.4","3.8","31.6","0.0","0.0","0.8","1.0","0.0","0.0","0.3"
"","low","1.2","0.8","8.1","0.0","0.4","0.2","0.2","0.0","0.1","0.3"
"AJ McCarron","HOU","3.5","2.0","19.1","0.0","0.2","0.2","0.2","0.0","0.1","0.3"
"","high","5.8","3.3","28.9","0.0","0.0","0.4","0.3","0.0","0.0","0.4"
"","low","1.3","0.8","9.3","0.0","0.4","0.1","0.1","0.0","0.1","0.4"
"Tim Boyle","GB","3.5","2.1","18.8","0.0","0.2","0.3","0.3","0.0","0.1","0.3"
"","high","5.8","3.3","29.2","0.0","0.0","0.4","0.3","0.0","0.0","0.4"
"","low","1.2","0.8","8.4","0.0","0.4","0.2","0.2","0.0","0.1","0.4"
"Cooper Rush","DAL","3.5","2.0","17.8","0.0","0.2","0.3","0.6","0.0","0.1","0.3"
"","high","5.8","3.3","29.2","0.0","0.0","0.4","0.8","0.0","0.0","0.3"
"","low","1.1","0.7","6.4","0.0","0.4","0.2","0.3","0.0","0.1","0.3"
"Garrett Gilbert","CLE","3.4","2.0","18.5","0.0","0.2","0.3","0.3","0.0","0.1","0.3"
"","high","6.0","3.4","30.2","0.0","0.0","0.4","0.3","0.0","0.0","0.3"
"","low","0.8","0.5","6.7","0.0","0.4","0.2","0.2","0.0","0.1","0.3"
"Brett Rypien","DEN","1.0","0.7","7.0","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","high","1.0","0.7","7.0","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","low","1.0","0.7","7.0","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"Colt McCoy","WAS","1.1","0.6","6.5","0.0","0.1","0.2","0.8","0.0","0.0","0.1"
"","high","1.1","0.6","6.5","0.0","0.1","0.2","0.8","0.0","0.0","0.1"
"","low","1.1","0.6","6.5","0.0","0.1","0.2","0.8","0.0","0.0","0.1"
"David Fales","NYJ","1.1","0.6","7.1","0.1","0.3","0.8","1.3","0.0","0.1","0.1"
"","high","1.3","0.8","10.4","0.1","0.1","1.5","1.7","0.0","0.0","0.7"
"","low","0.9","0.5","3.8","0.0","0.4","0.2","0.8","0.0","0.1","0.7"
""
""
