"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","7.9","39.5","0.2","2.3","20.8","0.0","0.1","8.0"
"Damien Williams","KC","10.2","40.9","0.5","2.8","21.7","0.1","0.1","9.7"
"","high","13.0","58.0","1.0","4.0","29.0","0.3","0.1","14.7"
"","low","7.6","29.4","0.2","2.2","18.1","0.0","0.1","6.9"
"Austin Ekeler","LAC","6.3","28.5","0.2","4.4","42.0","0.3","0.1","9.4"
"","high","7.9","37.8","0.3","5.0","48.5","0.4","0.1","12.0"
"","low","4.8","20.0","0.0","3.7","36.0","0.0","0.2","5.9"
"Devonta Freeman","ATL","12.3","45.6","0.2","4.0","29.3","0.1","0.1","8.8"
"","high","14.0","55.0","0.3","5.5","37.0","0.2","0.1","9.4"
"","low","10.5","35.0","0.0","3.3","26.4","0.0","0.2","8.3"
"Ronald Jones II","TB","13.6","55.7","0.3","1.4","12.9","0.0","0.1","8.7"
"","high","17.1","71.0","0.5","2.0","18.9","0.1","0.0","10.5"
"","low","11.8","49.4","0.0","1.0","7.7","0.0","0.1","6.2"
"Joe Mixon","CIN","13.6","52.8","0.2","2.6","18.6","0.1","0.1","8.7"
"","high","16.0","65.0","0.3","3.0","22.0","0.2","0.1","9.6"
"","low","11.1","44.9","0.0","2.3","15.8","0.0","0.2","8.0"
"Matt Breida","SF","10.0","52.0","0.2","1.8","15.1","0.1","0.1","7.9"
"","high","11.4","59.4","0.4","2.3","18.0","0.1","0.0","9.1"
"","low","7.0","38.0","0.0","1.4","11.0","0.0","0.1","5.6"
"Latavius Murray","NO","10.6","43.3","0.3","2.0","14.3","0.0","0.1","7.9"
"","high","14.6","57.5","0.8","3.0","26.0","0.1","0.0","11.6"
"","low","8.4","33.5","0.0","0.9","5.0","0.0","0.1","5.6"
"Jamaal Williams","GB","8.3","34.4","0.1","2.9","22.8","0.2","0.1","7.6"
"","high","11.0","41.9","0.2","3.4","28.0","0.4","0.0","8.6"
"","low","7.3","32.0","0.0","2.4","16.8","0.0","0.1","6.1"
"Ty Johnson","DET","11.7","45.6","0.2","2.1","15.3","0.0","0.1","7.1"
"","high","13.4","54.7","0.3","2.6","23.0","0.1","0.1","8.9"
"","low","10.1","29.7","0.0","1.4","8.8","0.0","0.1","5.1"
"Kalen Ballage","MIA","10.2","41.7","0.2","1.6","15.0","0.0","0.1","6.8"
"","high","11.0","63.1","0.7","3.2","28.0","0.1","0.1","7.6"
"","low","8.9","29.7","0.0","0.5","3.8","0.0","0.2","5.0"
"Kenyan Drake","ARI","8.0","33.4","0.1","2.6","21.6","0.1","0.1","6.6"
"","high","10.0","41.7","0.3","3.0","26.2","0.1","0.1","7.8"
"","low","4.9","21.5","0.0","1.3","10.9","0.0","0.1","4.4"
"LeSean McCoy","KC","9.9","39.7","0.1","2.0","14.6","0.1","0.1","6.3"
"","high","14.8","57.2","0.2","3.2","19.9","0.1","0.1","6.4"
"","low","7.3","31.7","0.0","1.6","11.1","0.0","0.1","5.3"
"Frank Gore","BUF","11.0","45.9","0.1","1.1","9.4","0.0","0.1","6.2"
"","high","15.0","62.6","0.3","2.1","14.6","0.0","0.1","8.3"
"","low","8.0","34.0","0.0","0.6","4.9","0.0","0.1","4.5"
"Tarik Cohen","CHI","4.9","18.9","0.1","3.8","31.3","0.1","0.1","6.0"
"","high","6.9","25.0","0.2","4.8","41.0","0.2","0.1","7.0"
"","low","3.0","11.0","0.0","3.0","21.0","0.0","0.1","3.2"
"Kareem Hunt","CLE","6.8","31.5","0.1","1.9","15.2","0.1","0.0","5.7"
"","high","8.4","46.3","0.3","2.6","17.7","0.1","0.0","8.0"
"","low","4.3","19.3","0.0","1.3","11.0","0.0","0.1","4.5"
"J.D. McKissic","DET","5.3","26.0","0.1","2.3","19.9","0.1","0.1","5.6"
"","high","8.7","35.0","0.1","3.0","29.2","0.2","0.0","6.5"
"","low","2.6","15.0","0.0","1.6","10.9","0.0","0.1","3.9"
"Darrell Henderson","LAR","7.7","34.9","0.1","1.4","11.0","0.0","0.1","5.3"
"","high","11.0","51.0","0.3","2.6","20.0","0.0","0.0","6.8"
"","low","5.2","21.5","0.0","0.4","3.0","0.0","0.1","2.8"
"Peyton Barber","TB","9.0","33.6","0.2","1.1","6.4","0.0","0.1","5.2"
"","high","12.4","44.7","0.4","2.1","8.0","0.1","0.1","6.3"
"","low","7.0","27.0","0.0","0.8","4.0","0.0","0.1","3.5"
"Trey Edmunds","PIT","8.9","34.2","0.1","0.9","5.9","0.0","0.1","4.7"
"","high","12.3","45.7","0.2","2.8","14.2","0.0","0.1","5.5"
"","low","5.9","25.1","0.0","0.0","1.0","0.0","0.1","3.2"
"Nyheim Hines","IND","3.6","14.0","0.1","3.3","27.0","0.1","0.1","4.7"
"","high","6.0","22.8","0.1","4.2","35.8","0.2","0.0","6.2"
"","low","2.0","8.0","0.0","2.6","22.3","0.0","0.1","3.1"
"Gus Edwards","BAL","8.3","38.7","0.1","0.4","2.1","0.0","0.1","4.6"
"","high","12.9","66.2","0.2","1.2","5.0","0.0","0.0","5.1"
"","low","6.0","25.0","0.0","0.0","0.0","0.0","0.1","2.5"
"Myles Gaskin","MIA","6.4","25.0","0.1","2.0","13.9","0.0","0.1","4.4"
"","high","9.6","36.0","0.1","2.9","19.5","0.1","0.0","5.7"
"","low","3.3","13.0","0.0","0.6","5.0","0.0","0.1","1.9"
"Giovani Bernard","CIN","5.9","22.0","0.1","2.2","17.3","0.0","0.0","4.3"
"","high","9.0","35.0","0.1","2.8","24.0","0.1","0.0","4.8"
"","low","3.7","15.0","0.0","1.9","12.6","0.0","0.1","3.7"
"Dion Lewis","TEN","4.7","20.1","0.0","2.6","17.5","0.0","0.1","3.9"
"","high","9.7","37.8","0.1","3.9","32.0","0.1","0.1","5.3"
"","low","2.8","12.5","0.0","1.0","5.0","0.0","0.1","2.4"
"Alexander Mattison","MIN","6.9","28.3","0.1","1.1","6.4","0.0","0.1","3.9"
"","high","12.3","45.9","0.2","2.8","14.2","0.0","0.0","4.0"
"","low","4.4","20.0","0.0","0.4","3.3","0.0","0.1","2.6"
"Rashaad Penny","SEA","5.9","28.3","0.1","0.9","5.2","0.0","0.0","3.8"
"","high","9.3","49.9","0.2","2.7","8.9","0.0","0.0","5.3"
"","low","4.0","18.0","0.0","0.0","2.0","0.0","0.1","2.0"
"Jordan Wilkins","IND","4.0","26.2","0.1","0.7","4.7","0.0","0.1","3.5"
"","high","6.6","45.6","0.2","1.5","6.9","0.0","0.1","4.5"
"","low","1.0","6.0","0.0","0.0","3.0","0.0","0.1","0.9"
"DeAndre Washington","OAK","5.1","20.5","0.1","1.5","9.5","0.0","0.1","3.3"
"","high","9.1","41.3","0.1","3.1","19.2","0.0","0.0","3.4"
"","low","3.6","14.0","0.0","0.8","5.0","0.0","0.1","2.0"
"Tony Pollard","DAL","5.2","21.1","0.1","0.9","6.0","0.0","0.1","3.1"
"","high","8.9","29.2","0.2","2.2","9.1","0.1","0.0","4.4"
"","low","3.0","13.0","0.0","0.0","4.0","0.0","0.1","1.7"
"Dare Ogunbowale","TB","2.3","8.9","0.0","2.4","17.8","0.0","0.0","2.9"
"","high","6.8","27.6","0.1","3.9","28.5","0.1","0.0","2.7"
"","low","0.6","2.0","0.0","1.9","11.0","0.0","0.1","1.7"
"Bilal Powell","NYJ","4.3","18.1","0.1","1.4","7.6","0.0","0.1","2.9"
"","high","7.3","32.0","0.2","3.0","12.3","0.1","0.0","5.8"
"","low","1.0","5.0","0.0","0.4","3.0","0.0","0.1","1.0"
"Jalen Richard","OAK","2.3","10.5","0.0","2.3","16.5","0.0","0.1","2.8"
"","high","4.4","21.1","0.1","3.0","21.1","0.1","0.0","2.8"
"","low","1.6","6.0","0.0","1.4","12.6","0.0","0.1","2.3"
"Raheem Mostert","SF","3.9","21.3","0.0","0.9","4.9","0.0","0.2","2.7"
"","high","7.1","43.2","0.1","2.9","6.7","0.1","0.0","5.2"
"","low","0.9","4.0","0.0","0.0","3.0","0.0","0.3","1.0"
"Brian Hill","ATL","4.0","17.2","0.0","1.2","6.9","0.0","0.0","2.6"
"","high","8.4","33.2","0.1","2.3","11.0","0.1","0.0","3.8"
"","low","1.5","6.2","0.0","0.0","0.3","0.0","0.1","1.3"
"Justice Hill","BAL","3.9","17.1","0.1","0.8","5.0","0.0","0.1","2.5"
"","high","7.4","28.0","0.1","2.1","8.7","0.0","0.0","3.2"
"","low","2.0","10.4","0.0","0.0","0.0","0.0","0.1","1.1"
"Ty Montgomery","NYJ","3.1","12.6","0.1","1.2","8.6","0.0","0.0","2.5"
"","high","5.5","22.1","0.2","2.7","17.9","0.1","0.0","4.5"
"","low","1.0","5.0","0.0","0.3","2.6","0.0","0.1","1.0"
"Patrick Laird","MIA","3.7","13.7","0.0","1.2","7.7","0.0","0.1","2.3"
"","high","6.6","22.4","0.1","2.2","14.3","0.1","0.0","3.9"
"","low","0.4","1.7","0.0","0.2","1.7","0.0","0.1","0.4"
"Paul Perkins","DET","4.4","14.6","0.0","0.8","4.7","0.0","0.0","2.0"
"","high","6.9","23.5","0.1","1.8","9.3","0.0","0.0","2.7"
"","low","1.8","7.0","0.0","0.1","1.0","0.0","0.1","0.8"
"Jeff Wilson","SF","3.4","13.0","0.1","0.9","3.3","0.0","0.1","1.9"
"","high","7.9","28.7","0.2","3.0","8.2","0.0","0.0","2.1"
"","low","1.4","6.0","0.0","0.1","0.4","0.0","0.2","1.2"
"Malcolm Brown","LAR","2.5","10.6","0.1","0.4","3.4","0.0","0.0","1.9"
"","high","2.5","10.6","0.1","0.4","3.4","0.0","0.0","1.8"
"","low","2.5","10.6","0.1","0.4","3.4","0.0","0.0","1.8"
"Wayne Gallman","NYG","2.8","10.7","0.0","1.1","6.5","0.0","0.0","1.9"
"","high","5.9","22.6","0.1","2.8","10.8","0.0","0.0","1.8"
"","low","1.3","5.0","0.0","0.2","2.1","0.0","0.1","1.4"
"Darrel Williams","KC","3.2","11.1","0.0","0.8","5.3","0.0","0.0","1.8"
"","high","8.5","27.6","0.1","2.1","8.6","0.0","0.0","2.3"
"","low","1.2","3.8","0.0","0.0","0.0","0.0","0.1","0.8"
"Reggie Bonnafon","CAR","3.0","11.9","0.0","0.7","4.1","0.0","0.1","1.7"
"","high","7.7","24.1","0.1","2.0","7.5","0.0","0.0","2.5"
"","low","1.0","5.6","0.0","0.0","2.0","0.0","0.1","0.8"
"Dontrell Hilliard","CLE","1.8","6.5","0.1","1.0","6.6","0.0","0.0","1.7"
"","high","4.0","13.7","0.2","2.5","14.1","0.0","0.0","2.4"
"","low","0.5","2.0","0.0","0.4","3.0","0.0","0.0","0.6"
"Kerrith Whyte","CHI","1.8","7.6","0.1","0.2","2.2","0.0","0.0","1.6"
"","high","1.8","7.6","0.1","0.2","2.2","0.0","0.0","1.6"
"","low","1.8","7.6","0.1","0.2","2.2","0.0","0.0","1.6"
"CJ Ham","MIN","0.9","3.7","0.0","1.3","9.4","0.0","0.0","1.5"
"","high","2.3","11.2","0.0","1.9","13.0","0.1","0.0","1.9"
"","low","0.2","0.6","0.0","0.6","4.6","0.0","0.0","0.7"
"Kyle Juszczyk","SF","0.8","2.5","0.0","1.1","9.7","0.0","0.1","1.4"
"","high","1.6","4.5","0.0","2.2","22.7","0.1","0.0","3.1"
"","low","0.2","1.0","0.0","0.5","1.9","0.0","0.1","0.7"
"Ameer Abdullah","MIN","2.6","9.1","0.0","0.7","4.4","0.0","0.0","1.4"
"","high","6.6","23.2","0.0","1.6","7.8","0.0","0.0","1.1"
"","low","0.8","3.0","0.0","0.2","1.8","0.0","0.1","0.8"
"Mike Davis","CHI","2.3","7.2","0.0","0.8","4.3","0.0","0.0","1.1"
"","high","6.4","19.4","0.0","2.3","9.4","0.0","0.0","0.9"
"","low","0.3","1.2","0.0","0.1","0.4","0.0","0.0","0.2"
"Zach Zenner","ARI","1.8","5.3","0.0","0.7","3.8","0.0","0.0","1.1"
"","high","4.5","13.4","0.1","1.6","6.3","0.0","0.0","1.2"
"","low","0.3","1.3","0.0","0.2","1.5","0.0","0.0","0.6"
"Zach Line","NO","1.6","5.4","0.0","0.7","3.5","0.0","0.0","1.1"
"","high","4.3","13.5","0.0","1.5","5.7","0.1","0.0","1.3"
"","low","0.7","2.0","0.0","0.2","1.0","0.0","0.0","0.4"
"Alex Armah","CAR","0.9","6.2","0.0","0.5","2.5","0.0","0.0","1.1"
"","high","1.4","18.6","0.1","1.1","5.4","0.0","0.0","0.9"
"","low","0.5","1.0","0.0","0.1","1.0","0.0","0.0","0.4"
"D'Ernest Johnson","CLE","1.2","4.8","0.0","0.6","3.3","0.0","0.0","1.0"
"","high","1.8","8.5","0.1","1.2","5.6","0.0","0.0","1.8"
"","low","0.2","0.6","0.0","0.1","0.5","0.0","0.0","0.2"
"C.J. Prosise","SEA","1.3","3.9","0.0","0.7","4.9","0.0","0.0","1.0"
"","high","3.2","7.4","0.1","2.2","10.8","0.0","0.0","1.7"
"","low","0.0","0.5","0.0","0.0","0.7","0.0","0.1","0.2"
"Chandler Cox","MIA","0.7","2.0","0.0","0.9","7.0","0.0","0.0","0.9"
"","high","0.7","2.0","0.0","0.9","7.0","0.0","0.0","1.1"
"","low","0.7","2.0","0.0","0.9","7.0","0.0","0.0","1.1"
"Dan Vitale","GB","0.9","3.0","0.0","0.8","5.9","0.0","0.0","0.9"
"","high","2.5","8.1","0.0","1.6","8.9","0.0","0.0","1.0"
"","low","0.1","0.3","0.0","0.1","0.5","0.0","0.0","0.2"
"Tony Brooks-James","PIT","1.5","4.9","0.0","0.6","2.9","0.0","0.0","0.9"
"","high","3.4","10.3","0.0","1.3","4.3","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.1"
"Patrick DiMarco","BUF","1.3","4.0","0.0","0.7","4.5","0.0","0.0","0.8"
"","high","4.2","13.6","0.0","1.4","7.8","0.0","0.0","0.9"
"","low","0.1","0.6","0.0","0.1","0.8","0.0","0.0","0.2"
"Elijhaa Penny","NYG","1.5","5.8","0.0","0.3","1.8","0.0","0.0","0.8"
"","high","4.2","16.1","0.0","0.8","4.9","0.0","0.0","0.6"
"","low","0.3","1.1","0.0","0.0","0.1","0.0","0.0","0.2"
"Dwayne Washington","NO","1.6","6.5","0.0","0.3","1.3","0.0","0.0","0.8"
"","high","3.0","11.6","0.0","1.1","3.9","0.0","0.0","1.3"
"","low","0.3","1.1","0.0","0.0","0.0","0.0","0.0","0.3"
"T.J. Yeldon","BUF","1.4","5.2","0.0","0.4","2.3","0.0","0.0","0.8"
"","high","2.0","9.4","0.0","0.8","4.0","0.0","0.0","1.3"
"","low","0.2","0.7","0.0","0.1","0.6","0.0","0.0","0.2"
"Nick Bawden","DET","1.2","3.6","0.0","0.7","4.0","0.0","0.0","0.7"
"","high","3.7","11.4","0.0","1.4","7.0","0.0","0.0","0.9"
"","low","0.1","0.3","0.0","0.1","0.6","0.0","0.0","0.1"
"Qadree Ollison","ATL","1.9","5.8","0.0","0.5","1.7","0.0","0.0","0.7"
"","high","2.3","6.7","0.0","0.9","2.8","0.0","0.0","0.5"
"","low","1.5","4.9","0.0","0.1","0.5","0.0","0.0","0.5"
"T.J. Logan","TB","0.8","2.7","0.0","0.4","2.3","0.0","0.0","0.7"
"","high","1.3","5.0","0.1","0.7","3.3","0.0","0.0","1.4"
"","low","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"Derek Watt","LAC","0.8","4.1","0.0","0.4","3.0","0.0","0.0","0.7"
"","high","1.7","11.1","0.0","1.0","5.8","0.0","0.0","0.7"
"","low","0.1","0.3","0.0","0.1","0.4","0.0","0.0","0.1"
"Travis Homer","SEA","1.3","5.3","0.0","0.3","1.4","0.0","0.0","0.7"
"","high","2.1","9.5","0.0","0.7","2.2","0.0","0.0","1.1"
"","low","0.1","1.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Anthony Sherman","KC","1.4","3.9","0.0","0.5","2.7","0.0","0.0","0.6"
"","high","4.4","12.7","0.0","1.2","5.4","0.0","0.0","0.8"
"","low","0.1","0.0","0.0","0.1","0.6","0.0","0.0","0.2"
"Rod Smith","TEN","0.8","3.6","0.0","0.1","0.9","0.0","0.0","0.6"
"","high","1.7","7.1","0.1","0.1","1.0","0.0","0.0","1.2"
"","low","0.0","0.0","0.0","0.1","0.8","0.0","0.0","0.1"
"Mike Boone","MIN","1.3","5.2","0.0","0.3","1.2","0.0","0.0","0.6"
"","high","2.9","9.2","0.0","1.1","2.8","0.0","0.0","1.0"
"","low","0.1","0.5","0.0","0.1","0.4","0.0","0.0","0.1"
"Jordan Scarlett","CAR","1.4","4.7","0.0","0.5","1.6","0.0","0.0","0.6"
"","high","3.9","12.6","0.0","1.3","3.9","0.0","0.0","0.2"
"","low","0.2","0.6","0.0","0.1","0.0","0.0","0.0","0.2"
"Josh Adams","NYJ","1.3","3.9","0.0","0.4","1.7","0.0","0.0","0.6"
"","high","2.3","6.3","0.0","0.7","1.9","0.0","0.0","0.4"
"","low","0.4","1.5","0.0","0.2","1.5","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.4","2.8","0.0","0.0","0.5"
"","high","0.2","1.0","0.0","0.6","3.5","0.1","0.0","0.9"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Alec Ingold","OAK","1.2","4.1","0.0","0.3","1.0","0.0","0.0","0.5"
"","high","3.0","9.4","0.0","1.1","2.9","0.0","0.0","0.6"
"","low","0.4","1.3","0.0","0.0","0.0","0.0","0.0","0.2"
"De'Lance Turner","MIA","0.8","3.3","0.0","0.1","1.1","0.0","0.0","0.5"
"","high","1.5","5.9","0.0","0.1","1.1","0.0","0.0","0.7"
"","low","0.2","0.7","0.0","0.1","1.0","0.0","0.0","0.3"
"Javorius Allen","NYG","1.0","3.3","0.0","0.5","1.9","0.0","0.0","0.5"
"","high","2.5","7.5","0.0","1.3","4.8","0.0","0.0","0.3"
"","low","0.1","0.4","0.0","0.1","0.0","0.0","0.0","0.2"
"Darwin Thompson","KC","1.1","3.6","0.0","0.3","1.1","0.0","0.0","0.5"
"","high","2.2","6.6","0.0","0.8","2.0","0.0","0.0","0.4"
"","low","0.4","1.5","0.0","0.1","0.4","0.0","0.0","0.3"
"John Kelly","LAR","1.1","3.6","0.0","0.3","1.1","0.0","0.0","0.5"
"","high","2.3","6.8","0.0","0.9","2.1","0.0","0.0","0.4"
"","low","0.2","1.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Trayveon Williams","CIN","1.2","3.5","0.0","0.3","0.9","0.0","0.0","0.4"
"","high","1.7","4.8","0.0","0.7","2.0","0.0","0.0","0.6"
"","low","0.4","1.0","0.0","0.1","0.0","0.0","0.0","0.2"
"Jamize Olawale","DAL","0.5","1.6","0.0","0.6","2.3","0.0","0.0","0.4"
"","high","1.3","3.8","0.0","1.7","5.3","0.0","0.0","0.5"
"","low","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.1"
"Troymaine Pope","LAC","1.1","2.9","0.0","0.4","1.3","0.0","0.0","0.4"
"","high","2.7","7.3","0.0","0.8","2.3","0.0","0.0","0.4"
"","low","0.1","0.3","0.0","0.1","0.6","0.0","0.0","0.1"
"Kenjon Barner","ATL","0.8","2.4","0.0","0.3","1.5","0.0","0.0","0.4"
"","high","1.6","4.7","0.0","0.7","2.0","0.0","0.0","0.4"
"","low","0.1","0.6","0.0","0.1","0.4","0.0","0.0","0.1"
"Keith Smith","ATL","0.3","1.0","0.0","0.2","1.5","0.0","0.0","0.3"
"","high","0.3","1.0","0.0","0.3","2.0","0.0","0.0","0.3"
"","low","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.3"
"Jonathan Williams","IND","0.6","2.3","0.0","0.1","0.5","0.0","0.0","0.3"
"","high","1.0","4.0","0.0","0.1","0.8","0.0","0.0","0.4"
"","low","0.2","0.7","0.0","0.0","0.2","0.0","0.0","0.2"
"Dexter Williams","GB","0.7","2.0","0.0","0.3","0.7","0.0","0.0","0.3"
"","high","1.7","4.8","0.0","0.7","1.5","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Nick Bellore","SEA","0.1","0.4","0.0","0.1","1.3","0.0","0.0","0.2"
"","high","0.1","1.0","0.0","0.2","2.6","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.1"
"Senorise Perry","BUF","0.4","1.4","0.0","0.0","0.1","0.0","0.0","0.1"
"","high","0.6","2.0","0.0","0.0","0.2","0.0","0.0","0.3"
"","low","0.1","0.3","0.0","0.0","0.0","0.0","0.0","0.1"
"Dalyn Dawkins","TEN","0.1","0.4","0.0","0.0","0.2","0.0","0.0","0.1"
"","high","0.1","0.4","0.0","0.0","0.2","0.0","0.0","0.1"
"","low","0.1","0.4","0.0","0.0","0.2","0.0","0.0","0.1"
""
""
