"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Tony Pollard","DAL","7.8","30.8","0.1","1.1","9.5","0.0","0.1","4.6"
"Giovani Bernard","CIN","5.7","21.5","0.1","2.5","20.0","0.0","0.1","4.5"
"Devin Singletary","BUF","5.6","24.6","0.1","1.4","16.3","0.0","0.1","4.4"
"Gus Edwards","BAL","7.8","34.7","0.1","0.5","2.3","0.0","0.1","4.0"
"Latavius Murray","NO","6.7","24.9","0.1","1.0","7.9","0.0","0.0","4.0"
"Ito Smith","ATL","6.7","25.0","0.1","1.2","10.0","0.0","0.1","4.0"
"Kalen Ballage","MIA","6.8","27.3","0.1","1.1","10.2","0.0","0.1","4.0"
"Dion Lewis","TEN","4.8","19.4","0.0","2.4","16.1","0.0","0.1","3.9"
"Nyheim Hines","IND","3.6","12.9","0.1","2.2","17.1","0.1","0.0","3.7"
"Ty Johnson","DET","5.2","21.7","0.1","1.1","8.2","0.0","0.1","3.6"
"T.J. Yeldon","BUF","4.7","18.2","0.1","1.4","13.2","0.0","0.1","3.5"
"Elijhaa Penny","NYG","5.4","21.7","0.1","0.6","4.8","0.0","0.0","3.5"
"Alexander Mattison","MIN","7.2","26.7","0.1","0.3","4.0","0.0","0.1","3.5"
"Darren Sproles","PHI","3.5","14.4","0.0","1.6","16.2","0.1","0.0","3.5"
"Jalen Richard","OAK","2.7","13.1","0.0","2.4","17.0","0.0","0.1","3.1"
"Jaylen Samuels","PIT","4.2","15.6","0.0","1.2","11.6","0.0","0.0","3.0"
"C.J. Prosise","SEA","3.7","13.7","0.0","1.4","14.1","0.0","0.0","2.9"
"Justice Hill","BAL","3.9","15.7","0.1","0.9","7.7","0.0","0.1","2.7"
"Jordan Wilkins","IND","3.5","21.5","0.1","0.4","2.7","0.0","0.1","2.7"
"Dare Ogunbowale","TB","2.8","10.1","0.0","1.8","13.9","0.0","0.0","2.6"
"DeAndre Washington","OAK","4.7","18.3","0.0","0.7","5.5","0.0","0.1","2.5"
"Mike Davis","CHI","3.9","14.2","0.0","0.9","7.9","0.0","0.0","2.5"
"Chase Edmonds","ARI","2.9","12.2","0.0","0.9","6.8","0.0","0.0","2.2"
"J.D. McKissic","DET","1.9","11.5","0.0","0.5","5.7","0.0","0.0","2.1"
"Darwin Thompson","KC","3.1","12.5","0.0","0.3","5.0","0.0","0.0","2.1"
"D'Ernest Johnson","CLE","3.0","11.5","0.0","0.9","8.5","0.0","0.0","2.1"
"Dontrell Hilliard","CLE","2.6","8.8","0.0","0.6","6.1","0.0","0.0","1.6"
"Ryquell Armstead","JAC","3.0","11.8","0.0","0.3","3.0","0.0","0.0","1.5"
"Benny Snell Jr.","PIT","2.8","10.7","0.1","0.1","1.6","0.0","0.0","1.5"
"Brian Hill","ATL","2.5","9.8","0.0","0.3","3.2","0.0","0.0","1.4"
"Wendell Smallwood","WAS","2.0","6.6","0.0","0.6","4.3","0.0","0.0","1.3"
"John Kelly","LAR","3.3","10.1","0.0","0.0","3.2","0.0","0.0","1.3"
"Darrell Henderson","LAR","2.2","7.9","0.0","0.1","2.4","0.0","0.0","1.2"
"Qadree Ollison","ATL","2.0","7.1","0.1","0.1","1.9","0.0","0.0","1.2"
"Corey Clement","PHI","1.6","5.6","0.0","0.4","3.9","0.0","0.0","1.2"
"Brandon Bolden","NE","1.3","5.1","0.1","0.3","2.7","0.0","0.0","1.1"
"Mark Walton","MIA","2.2","7.6","0.0","0.4","3.1","0.0","0.0","1.1"
"Troymaine Pope","LAC","2.0","7.2","0.0","0.1","1.3","0.0","0.0","1.1"
"Alex Armah","CAR","0.9","5.1","0.1","0.2","2.1","0.0","0.0","1.1"
"Reggie Bonnafon","CAR","1.9","7.4","0.0","0.1","1.5","0.0","0.0","1.0"
"Damarea Crockett","OAK","2.5","7.4","0.0","0.0","3.1","0.0","0.0","1.0"
"Mike Weber","DAL","2.5","7.3","0.0","0.0","3.1","0.0","0.0","1.0"
"Patrick DiMarco","BUF","0.9","2.8","0.0","1.1","6.4","0.0","0.0","1.0"
"Derek Watt","LAC","1.6","6.1","0.0","0.2","2.3","0.0","0.0","0.9"
"Travis Homer","SEA","1.5","5.8","0.0","0.2","1.7","0.0","0.0","0.9"
"Andy Janovich","DEN","0.5","1.2","0.0","0.5","4.5","0.1","0.0","0.9"
"Ameer Abdullah","MIN","2.0","6.0","0.0","0.3","2.2","0.0","0.0","0.8"
"Devontae Booker","DEN","1.4","5.2","0.0","0.1","2.7","0.0","0.0","0.7"
"Mike Boone","MIN","1.7","5.8","0.0","0.1","1.4","0.0","0.0","0.7"
"Jordan Scarlett","CAR","1.3","4.7","0.0","0.1","1.1","0.0","0.0","0.7"
"Damien Harris","NE","1.6","5.2","0.0","0.1","1.9","0.0","0.0","0.7"
"Jonathan Hilliman","NYG","1.6","4.7","0.0","0.0","2.0","0.0","0.0","0.6"
"Dexter Williams","GB","1.6","4.6","0.0","0.0","2.0","0.0","0.0","0.6"
"Zach Line","NO","0.7","2.5","0.0","0.3","1.9","0.0","0.0","0.6"
"CJ Ham","MIN","0.5","1.1","0.0","0.8","4.6","0.0","0.0","0.6"
"Anthony Sherman","KC","0.7","2.1","0.0","0.4","3.8","0.0","0.0","0.6"
"Tavon Austin","DAL","1.5","4.4","0.0","0.0","1.8","0.0","0.0","0.6"
"T.J. Logan","TB","0.8","3.0","0.0","0.3","2.3","0.0","0.0","0.6"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.4","1.9","0.0","0.0","0.5"
"Myles Gaskin","MIA","0.9","3.0","0.0","0.1","1.4","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.5","1.4","0.0","0.3","2.8","0.0","0.0","0.4"
"Shaun Wilson","WAS","0.3","1.1","0.0","0.3","1.8","0.0","0.0","0.4"
"Dan Vitale","GB","0.4","1.4","0.0","0.4","2.5","0.0","0.0","0.4"
"Dwayne Washington","NO","1.3","3.5","0.0","0.1","0.3","0.0","0.0","0.4"
"David Fluellen","TEN","0.8","2.5","0.0","0.1","0.9","0.0","0.0","0.4"
"Alec Ingold","OAK","0.8","2.6","0.0","0.1","1.2","0.0","0.0","0.4"
"Buddy Howell","HOU","0.7","2.8","0.0","0.1","0.6","0.0","0.0","0.3"
"Tyler Ervin","JAC","0.7","2.1","0.0","0.1","1.4","0.0","0.0","0.3"
"Nick Bawden","DET","0.4","1.3","0.0","0.3","1.7","0.0","0.0","0.3"
"Taiwan Jones","HOU","0.5","1.9","0.0","0.1","0.9","0.0","0.0","0.3"
"Patrick Laird","MIA","0.5","1.9","0.0","0.1","0.9","0.0","0.0","0.3"
"Roosevelt Nix","PIT","0.2","1.0","0.0","0.2","1.1","0.0","0.0","0.3"
"Jonathan Williams","IND","2.3","4.3","0.0","0.0","0.2","0.0","0.1","0.2"
"Samaje Perine","CIN","0.4","1.5","0.0","0.1","0.7","0.0","0.0","0.2"
"D.J. Foster","ARI","0.5","1.4","0.0","0.1","0.8","0.0","0.0","0.2"
"Nick Bellore","SEA","0.2","0.8","0.0","0.1","0.9","0.0","0.0","0.2"
"Chandler Cox","MIA","0.4","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"Jakob Johnson","NE","0.6","2.0","0.0","0.1","0.0","0.0","0.0","0.2"
"Keith Smith","ATL","0.4","1.3","0.0","0.1","0.6","0.0","0.0","0.2"
"Trayveon Williams","CIN","0.3","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Paul Perkins","DET","0.1","0.6","0.0","0.0","0.3","0.0","0.0","0.1"
""
""
