ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nfl.p.7755,Vernon,Davis,TE,WAS,BUF,WAS@BUF,1:00PM EST,10,5.8,O," "
nfl.p.8261,Adrian,Peterson,RB,WAS,BUF,WAS@BUF,1:00PM EST,16,7.2," "," "
nfl.p.24060,Colt,McCoy,QB,WAS,BUF,WAS@BUF,1:00PM EST,20,5.2," "," "
nfl.p.26483,Case,Keenum,QB,WAS,BUF,WAS@BUF,1:00PM EST,20,11.6,O," "
nfl.p.26777,Chris,Thompson,RB,WAS,BUF,WAS@BUF,1:00PM EST,12,8.2,O," "
nfl.p.27573,Paul,Richardson Jr.,WR,WAS,BUF,WAS@BUF,1:00PM EST,10,5.4," "," "
nfl.p.28556,Michael,Burton,RB,WAS,BUF,WAS@BUF,1:00PM EST,10,0.6," "," "
nfl.p.29387,Wendell,Smallwood,RB,WAS,BUF,WAS@BUF,1:00PM EST,10,2.1," "," "
nfl.p.30267,Jeremy,Sprinkle,TE,WAS,BUF,WAS@BUF,1:00PM EST,10,2.4," "," "
nfl.p.31226,Trey,Quinn,WR,WAS,BUF,WAS@BUF,1:00PM EST,10,4.2," "," "
nfl.p.31847,Dwayne,Haskins Jr.,QB,WAS,BUF,WAS@BUF,1:00PM EST,20,2.0," "," "
nfl.p.31908,Terry,McLaurin,WR,WAS,BUF,WAS@BUF,1:00PM EST,17,12.8," "," "
nfl.p.32038,Kelvin,Harmon,WR,WAS,BUF,WAS@BUF,1:00PM EST,10,1.5," "," "
nfl.p.32187,Steven,Sims Jr.,WR,WAS,BUF,WAS@BUF,1:00PM EST,10,2.7," "," "
nfl.p.32295,Hale,Hentges,TE,WAS,BUF,WAS@BUF,1:00PM EST,10,1.8," "," "
nfl.p.7241,Frank,Gore,RB,BUF,WAS,WAS@BUF,1:00PM EST,14,8.9," "," "
nfl.p.24063,Andre,Roberts,WR,BUF,WAS,WAS@BUF,1:00PM EST,10,0.4," "," "
nfl.p.24946,Lee,Smith,TE,BUF,WAS,WAS@BUF,1:00PM EST,10,1.6," "," "
nfl.p.25158,Patrick,DiMarco,RB,BUF,WAS,WAS@BUF,1:00PM EST,10,1.6," "," "
nfl.p.26060,Cole,Beasley,WR,BUF,WAS,WAS@BUF,1:00PM EST,14,9.0," "," "
nfl.p.26721,Matt,Barkley,QB,BUF,WAS,WAS@BUF,1:00PM EST,20,4.1," "," "
nfl.p.27619,John,Brown,WR,BUF,WAS,WAS@BUF,1:00PM EST,23,12.0," "," "
nfl.p.28223,Senorise,Perry,RB,BUF,WAS,WAS@BUF,1:00PM EST,10,0.0," "," "
nfl.p.28424,T.J.,Yeldon,RB,BUF,WAS,WAS@BUF,1:00PM EST,10,5.8,O," "
nfl.p.28473,Tyler,Kroft,TE,BUF,WAS,WAS@BUF,1:00PM EST,10,4.2," "," "
nfl.p.29973,Duke,Williams,WR,BUF,WAS,WAS@BUF,1:00PM EST,10,4.9,O," "
nfl.p.30285,Isaiah,McKenzie,WR,BUF,WAS,WAS@BUF,1:00PM EST,10,5.5," "," "
nfl.p.30977,Josh,Allen,QB,BUF,WAS,WAS@BUF,1:00PM EST,27,18.3," "," "
nfl.p.31601,Robert,Foster,WR,BUF,WAS,WAS@BUF,1:00PM EST,10,0.0," "," "
nfl.p.31906,Devin,Singletary,RB,BUF,WAS,WAS@BUF,1:00PM EST,16,9.9," "," "
nfl.p.31928,Dawson,Knox,TE,BUF,WAS,WAS@BUF,1:00PM EST,10,4.4," "," "
nfl.p.32060,Tommy,Sweeney,TE,BUF,WAS,WAS@BUF,1:00PM EST,10,1.3,O," "
nfl.t.28,Washington,Redskins,DEF,WAS,BUF,WAS@BUF,1:00PM EST,11,5.6," "," "
nfl.t.2,Buffalo,Bills,DEF,BUF,WAS,WAS@BUF,1:00PM EST,19,8.0," "," "
nfl.p.32596,Craig,Reynolds,RB,WAS,BUF,WAS@BUF,1:00PM EST,10,0.0," "," "
nfl.p.29870,Josh,Woodrum,QB,WAS,BUF,WAS@BUF,1:00PM EST,20,0.0,IR," "
nfl.p.30594,Jason,Croom,TE,BUF,WAS,WAS@BUF,1:00PM EST,10,3.5,IR," "
nfl.p.31278,Shaun,Wilson,RB,WAS,BUF,WAS@BUF,1:00PM EST,10,1.0," "," "
nfl.p.28348,Jerome,Cunningham,TE,WAS,BUF,WAS@BUF,1:00PM EST,10,0.0,IR," "
nfl.p.26708,Jordan,Reed,TE,WAS,BUF,WAS@BUF,1:00PM EST,10,7.1,IR," "
nfl.p.31029,Derrius,Guice,RB,WAS,BUF,WAS@BUF,1:00PM EST,10,5.3,IR," "
nfl.p.7924,Delanie,Walker,TE,TEN,CAR,TEN@CAR,1:00PM EST,11,7.3,O," "
nfl.p.24936,Dion,Lewis,RB,TEN,CAR,TEN@CAR,1:00PM EST,10,2.4," "," "
nfl.p.25718,Ryan,Tannehill,QB,TEN,CAR,TEN@CAR,1:00PM EST,20,11.2," "," "
nfl.p.26016,Beau,Brinkley,TE,TEN,CAR,TEN@CAR,1:00PM EST,10,0.0," "," "
nfl.p.28390,Marcus,Mariota,QB,TEN,CAR,TEN@CAR,1:00PM EST,20,14.3," "," "
nfl.p.28531,MyCole,Pruitt,TE,TEN,CAR,TEN@CAR,1:00PM EST,10,0.0," "," "
nfl.p.28718,Rod,Smith,RB,TEN,CAR,TEN@CAR,1:00PM EST,10,0.0," "," "
nfl.p.29038,Darius,Jennings,WR,TEN,CAR,TEN@CAR,1:00PM EST,10,0.4," "," "
nfl.p.29070,Adam,Humphries,WR,TEN,CAR,TEN@CAR,1:00PM EST,11,4.9," "," "
nfl.p.29279,Derrick,Henry,RB,TEN,CAR,TEN@CAR,1:00PM EST,19,13.6," "," "
