"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Ameer Abdullah","MIN","1.5","5.4","0.0","0.8","4.4","0.0","0.0","1.0"
"","high","2.4","8.6","0.0","0.8","6.3","0.0","0.0","1.1"
"","low","0.7","2.7","0.0","0.6","3.1","0.0","0.0","1.0"
"Jeff Wilson","SF","1.6","5.1","0.1","0.3","1.1","0.0","0.0","1.0"
"","high","2.6","8.0","0.2","0.8","2.2","0.0","0.0","2.1"
"","low","0.1","0.3","0.0","0.1","0.4","0.0","0.0","0.1"
"CJ Ham","MIN","0.9","2.7","0.0","0.7","4.9","0.0","0.0","0.8"
"","high","2.3","6.2","0.0","1.0","7.6","0.0","0.0","0.9"
"","low","0.3","1.2","0.0","0.6","1.9","0.0","0.0","0.8"
"Mike Boone","MIN","1.3","6.7","0.0","0.3","0.4","0.0","0.0","0.7"
"","high","3.3","17.9","0.0","1.0","1.0","0.0","0.0","0.2"
"","low","0.1","0.3","0.0","0.0","0.0","0.0","0.0","0.1"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.6","4.0","0.0","0.0","0.7"
"","high","0.2","1.0","0.0","0.7","5.5","0.1","0.0","0.9"
"","low","0.0","0.0","0.0","0.5","3.0","0.0","0.0","0.5"
"Robert Turbin","SEA","1.3","4.3","0.0","0.3","1.2","0.0","0.0","0.7"
"","high","2.6","7.8","0.1","1.0","3.3","0.0","0.0","1.4"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Anthony Sherman","KC","0.5","1.7","0.0","0.4","4.2","0.0","0.0","0.7"
"","high","0.6","2.2","0.0","0.7","6.0","0.0","0.0","1.1"
"","low","0.3","1.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Khari Blasingame","TEN","1.0","3.6","0.0","0.4","2.1","0.0","0.0","0.6"
"","high","2.1","7.3","0.0","0.8","3.2","0.0","0.0","1.1"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.0"
"Taiwan Jones","HOU","0.3","1.4","0.0","0.4","3.8","0.0","0.0","0.5"
"","high","0.9","4.2","0.0","0.8","7.0","0.0","0.0","0.8"
"","low","0.0","0.0","0.0","0.1","2.1","0.0","0.0","0.3"
"Dan Vitale","GB","0.1","0.2","0.0","0.4","3.8","0.0","0.0","0.4"
"","high","0.2","0.6","0.0","0.5","6.3","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.2","0.6","0.0","0.0","0.5"
"Nick Bellore","SEA","0.0","0.1","0.0","0.2","1.4","0.0","0.0","0.4"
"","high","0.1","0.2","0.0","0.3","2.9","0.1","0.0","0.9"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.1"
"Tyler Ervin","GB","0.3","1.1","0.0","0.3","1.8","0.0","0.0","0.3"
"","high","1.0","2.9","0.0","0.7","3.6","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dalyn Dawkins","TEN","0.8","2.1","0.0","0.3","0.7","0.0","0.0","0.3"
"","high","0.8","2.1","0.0","0.3","0.7","0.0","0.0","0.0"
"","low","0.8","2.1","0.0","0.3","0.7","0.0","0.0","0.0"
"Dexter Williams","GB","0.7","2.0","0.0","0.3","0.6","0.0","0.0","0.2"
"","high","1.3","3.7","0.0","0.5","1.2","0.0","0.0","0.0"
"","low","0.1","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"Cullen Gillaspia","HOU","0.2","0.9","0.0","0.0","0.2","0.0","0.0","0.1"
"","high","0.2","1.0","0.0","0.0","0.3","0.0","0.0","0.1"
"","low","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Buddy Howell","HOU","0.3","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"","high","0.7","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
