"Player","Team","REC","YDS","TDS","FL","FPTS"
"Adam Shaheen","CHI","1.3","13.0","0.1","0.0","1.7"
"","high","2.0","18.1","0.1","0.0","2.1"
"","low","0.9","8.0","0.0","0.0","1.1"
"Rhett Ellison","NYG","1.3","13.3","0.0","0.0","1.6"
"","high","2.2","21.9","0.1","0.0","2.1"
"","low","0.4","4.0","0.0","0.0","0.6"
"Demetrius Harris","CLE","1.2","11.7","0.1","0.0","1.5"
"","high","2.0","19.1","0.1","0.0","1.4"
"","low","0.5","5.1","0.0","0.0","1.1"
"Ryan Griffin","NYJ","1.3","12.7","0.0","0.0","1.5"
"","high","2.0","21.0","0.1","0.0","2.1"
"","low","0.4","4.0","0.0","0.0","0.6"
"Jace Sternberger","GB","0.7","8.3","0.1","0.0","1.4"
"","high","0.7","8.3","0.1","0.0","1.4"
"","low","0.7","8.3","0.1","0.0","1.4"
"Tanner Hudson","TB","0.7","8.1","0.1","0.0","1.4"
"","high","0.7","8.1","0.1","0.0","1.4"
"","low","0.7","8.1","0.1","0.0","1.4"
"Zach Gentry","PIT","0.8","8.0","0.1","0.0","1.4"
"","high","0.8","8.0","0.1","0.0","1.4"
"","low","0.8","8.0","0.1","0.0","1.4"
"Anthony Firkser","TEN","0.9","12.1","0.0","0.0","1.4"
"","high","1.4","16.4","0.1","0.0","2.2"
"","low","0.5","6.0","0.0","0.0","0.8"
"Tommy Sweeney","BUF","0.9","10.3","0.1","0.0","1.3"
"","high","1.3","14.3","0.1","0.0","2.0"
"","low","0.7","7.7","0.0","0.0","1.2"
"Derek Carrier","OAK","1.0","9.6","0.0","0.0","1.2"
"","high","1.5","13.6","0.1","0.0","1.3"
"","low","0.7","7.7","0.0","0.0","0.8"
"Geoff Swaim","JAC","0.8","8.2","0.1","0.0","1.2"
"","high","0.8","8.2","0.1","0.0","1.2"
"","low","0.8","8.2","0.1","0.0","1.2"
"Robert Tonyan","GB","0.7","9.0","0.0","0.0","1.2"
"","high","0.9","13.7","0.1","0.0","2.0"
"","low","0.5","5.4","0.0","0.0","0.8"
"Mo Alie-Cox","IND","0.9","9.6","0.0","0.0","1.1"
"","high","1.3","14.4","0.1","0.0","2.0"
"","low","0.5","4.8","0.0","0.0","0.7"
"Logan Thomas","DET","0.9","8.6","0.0","0.0","1.0"
"","high","1.7","13.3","0.1","0.0","1.7"
"","low","0.1","1.2","0.0","0.0","0.2"
"Nick O'Leary","MIA","0.7","9.1","0.0","0.0","0.9"
"","high","1.0","13.6","0.0","0.0","1.0"
"","low","0.6","6.9","0.0","0.0","0.7"
"Virgil Green","LAC","0.8","8.7","0.0","0.0","0.9"
"","high","1.1","12.9","0.1","0.0","1.4"
"","low","0.1","1.0","0.0","0.0","0.1"
"Luke Stocker","ATL","0.9","7.4","0.0","0.0","0.9"
"","high","1.7","13.2","0.1","0.0","1.5"
"","low","0.4","3.9","0.0","0.0","0.5"
"Andrew Beck","DEN","0.8","8.6","0.0","0.0","0.9"
"","high","1.2","13.0","0.0","0.0","1.0"
"","low","0.5","5.0","0.0","0.0","0.6"
"Ross Dwelley","SF","0.7","6.7","0.0","0.0","0.9"
"","high","0.9","9.1","0.1","0.0","1.4"
"","low","0.5","4.0","0.0","0.0","0.6"
"Pharaoh Brown","CLE","0.7","8.0","0.0","0.0","0.8"
"","high","1.3","14.2","0.0","0.0","0.9"
"","low","0.3","3.0","0.0","0.0","0.4"
"Drew Sample","CIN","0.7","7.7","0.0","0.0","0.8"
"","high","1.1","12.0","0.0","0.0","1.1"
"","low","0.5","5.0","0.0","0.0","0.5"
"Levine Toilolo","SF","0.5","5.7","0.0","0.0","0.8"
"","high","0.7","8.5","0.1","0.0","1.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Lee Smith","BUF","0.7","5.6","0.0","0.0","0.8"
"","high","1.6","11.3","0.1","0.0","0.9"
"","low","0.3","2.6","0.0","0.0","0.6"
"Durham Smythe","MIA","0.6","6.8","0.0","0.0","0.7"
"","high","0.7","7.2","0.0","0.0","0.9"
"","low","0.5","6.2","0.0","0.0","0.7"
"MyCole Pruitt","TEN","0.5","5.0","0.0","0.0","0.7"
"","high","0.8","7.7","0.1","0.0","1.2"
"","low","0.1","1.2","0.0","0.0","0.2"
"Deon Yelder","KC","0.4","4.8","0.0","0.0","0.6"
"","high","0.8","10.3","0.1","0.0","1.6"
"","low","0.1","1.0","0.0","0.0","0.1"
"Blake Bell","KC","0.6","5.9","0.0","0.0","0.6"
"","high","0.7","8.2","0.0","0.0","0.8"
"","low","0.5","4.5","0.0","0.0","0.5"
"Antony Auclair","TB","0.5","5.1","0.0","0.0","0.6"
"","high","0.9","9.3","0.1","0.0","1.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Ben Koyack","JAC","0.7","6.0","0.0","0.0","0.6"
"","high","1.4","12.1","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.0","0.1"
"Hale Hentges","WAS","0.7","6.0","0.0","0.0","0.6"
"","high","0.7","6.0","0.0","0.0","0.7"
"","low","0.7","6.0","0.0","0.0","0.7"
"Ian Thomas","CAR","0.4","4.2","0.0","0.0","0.6"
"","high","1.0","8.9","0.1","0.0","1.2"
"","low","0.0","1.0","0.0","0.0","0.1"
"Ben Braunecker","CHI","0.4","5.1","0.0","0.0","0.5"
"","high","0.9","10.9","0.0","0.0","1.1"
"","low","0.1","1.3","0.0","0.0","0.2"
"Lance Kendricks","LAC","0.5","4.8","0.0","0.0","0.5"
"","high","0.7","8.5","0.0","0.0","0.9"
"","low","0.0","0.0","0.0","0.0","0.1"
"Eric Tomlinson","NE","0.5","5.0","0.0","0.0","0.5"
"","high","0.7","7.5","0.0","0.0","0.8"
"","low","0.1","0.8","0.0","0.0","0.1"
"Jaeden Graham","ATL","0.4","4.3","0.0","0.0","0.5"
"","high","0.7","7.4","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.0","0.1"
"J.P. Holtz","CHI","0.4","4.4","0.0","0.0","0.5"
"","high","0.8","8.3","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.0","0.2"
"Tyler Conklin","MIN","0.4","3.9","0.0","0.0","0.4"
"","high","0.7","7.9","0.0","0.0","0.8"
"","low","0.1","0.8","0.0","0.0","0.1"
"Daniel Brown","NYJ","0.3","3.3","0.0","0.0","0.4"
"","high","0.5","5.9","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0"
"Troy Fumagalli","DEN","0.4","3.6","0.0","0.0","0.4"
"","high","0.7","6.5","0.0","0.0","0.7"
"","low","0.1","0.7","0.0","0.0","0.1"
"Chris Manhertz","CAR","0.3","3.1","0.0","0.0","0.3"
"","high","0.6","7.1","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.0","0.1"
"Jerome Cunningham","WAS","0.3","2.5","0.0","0.0","0.3"
"","high","0.3","2.5","0.0","0.0","0.3"
"","low","0.3","2.5","0.0","0.0","0.3"
"Trevon Wesco","NYJ","0.3","2.5","0.0","0.0","0.3"
"","high","0.5","5.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.0","0.0"
"Garrett Celek","SF","0.1","1.4","0.0","0.0","0.2"
"","high","0.1","1.4","0.0","0.0","0.2"
"","low","0.1","1.4","0.0","0.0","0.2"
"Cethan Carter","CIN","0.2","1.6","0.0","0.0","0.2"
"","high","0.2","2.0","0.0","0.0","0.3"
"","low","0.1","1.2","0.0","0.0","0.2"
"Johnny Mundt","LAR","0.1","0.9","0.0","0.0","0.1"
"","high","0.1","0.9","0.0","0.0","0.1"
"","low","0.1","0.9","0.0","0.0","0.1"
"Evan Baylis","GB","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Darrell Daniels","ARI","0.1","0.8","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.2"
"","low","0.1","0.7","0.0","0.0","0.1"
"Kaden Smith","NYG","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
