"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Darren Waller","OAK","6.6","69.0","0.5","0.1","9.5"
"","high","8.1","74.3","1.0","0.0","13.4"
"","low","5.8","58.4","0.1","0.1","8.1"
"Austin Hooper","ATL","6.0","62.8","0.5","0.1","9.4"
"","high","7.0","71.0","1.0","0.0","12.6"
"","low","5.3","56.1","0.4","0.1","8.5"
"Evan Engram","NYG","5.1","63.9","0.5","0.1","9.0"
"","high","5.7","68.0","1.0","0.0","12.4"
"","low","4.9","58.1","0.3","0.1","8.4"
"George Kittle","SF","5.4","63.1","0.5","0.1","9.0"
"","high","6.0","69.2","1.0","0.0","12.8"
"","low","5.0","50.0","0.3","0.1","7.1"
"Travis Kelce","KC","5.1","63.9","0.4","0.0","8.9"
"","high","5.6","72.0","1.0","0.0","13.2"
"","low","4.9","54.0","0.2","0.0","7.4"
"Hunter Henry","LAC","5.0","58.8","0.4","0.1","8.4"
"","high","6.0","63.0","1.0","0.0","12.3"
"","low","4.2","53.4","0.3","0.1","7.1"
"Zach Ertz","PHI","5.3","55.3","0.2","0.1","6.4"
"","high","6.0","64.6","0.3","0.0","7.2"
"","low","4.7","48.0","0.0","0.1","4.8"
"Jimmy Graham","GB","3.4","38.8","0.4","0.0","6.3"
"","high","4.2","50.0","1.0","0.0","9.7"
"","low","2.9","30.9","0.0","0.0","5.0"
"Greg Olsen","CAR","3.8","45.1","0.1","0.0","5.4"
"","high","4.1","53.8","0.3","0.0","6.0"
"","low","3.4","37.3","0.0","0.0","4.8"
"Gerald Everett","LAR","3.3","39.9","0.2","0.0","5.0"
"","high","4.4","51.8","0.3","0.0","5.7"
"","low","2.9","33.3","0.0","0.1","3.7"
"T.J. Hockenson","DET","3.4","38.3","0.2","0.0","4.8"
"","high","4.6","51.3","0.3","0.0","5.7"
"","low","3.0","29.0","0.0","0.0","2.9"
"Eric Ebron","IND","3.1","36.0","0.2","0.0","4.6"
"","high","4.2","47.8","0.4","0.0","5.6"
"","low","2.7","31.2","0.0","0.0","3.5"
"Vance McDonald","PIT","3.0","32.6","0.2","0.0","4.4"
"","high","4.0","41.6","0.4","0.0","5.9"
"","low","2.4","21.0","0.0","0.0","3.6"
"Darren Fells","HOU","2.5","28.1","0.2","0.0","3.9"
"","high","3.2","38.0","0.4","0.0","4.9"
"","low","1.9","22.4","0.0","0.0","2.9"
"Dawson Knox","BUF","2.7","30.6","0.1","0.0","3.8"
"","high","3.2","35.2","0.2","0.0","4.4"
"","low","1.9","24.5","0.0","0.0","3.4"
"Kyle Rudolph","MIN","2.8","27.8","0.2","0.0","3.8"
"","high","3.5","34.3","0.3","0.0","4.5"
"","low","2.3","22.0","0.0","0.0","2.8"
"Dallas Goedert","PHI","3.0","31.6","0.1","0.1","3.7"
"","high","4.0","41.9","0.2","0.0","4.5"
"","low","1.9","20.1","0.0","0.1","2.8"
"Mike Gesicki","MIA","2.9","33.4","0.1","0.0","3.7"
"","high","3.8","38.0","0.1","0.0","3.9"
"","low","2.4","28.7","0.0","0.1","3.5"
"Cameron Brate","TB","2.6","26.8","0.2","0.0","3.6"
"","high","3.6","37.1","0.4","0.0","6.1"
"","low","2.0","17.0","0.0","0.0","1.7"
"Ricky Seals-Jones","CLE","1.9","27.6","0.1","0.0","3.5"
"","high","2.6","33.6","0.3","0.0","4.5"
"","low","1.6","23.8","0.0","0.0","3.1"
"Irv Smith Jr.","MIN","2.5","27.0","0.1","0.0","3.5"
"","high","3.1","34.2","0.2","0.0","4.3"
"","low","2.0","19.0","0.0","0.0","2.1"
"Jonnu Smith","TEN","2.5","29.3","0.1","0.0","3.5"
"","high","3.1","40.0","0.2","0.0","5.2"
"","low","1.6","16.0","0.0","0.0","2.2"
"Jordan Akins","HOU","2.1","27.9","0.1","0.0","3.5"
"","high","2.8","37.1","0.2","0.0","4.3"
"","low","1.7","20.1","0.0","0.0","2.6"
"Noah Fant","DEN","2.8","30.8","0.1","0.0","3.5"
"","high","3.1","35.0","0.2","0.0","4.0"
"","low","2.3","24.2","0.0","0.1","3.0"
"Josh Hill","NO","2.9","28.0","0.1","0.1","3.4"
"","high","3.7","36.7","0.3","0.0","5.2"
"","low","1.5","15.7","0.0","0.1","2.3"
"Jack Doyle","IND","3.2","28.7","0.1","0.1","3.4"
"","high","4.1","36.3","0.2","0.0","4.3"
"","low","2.0","22.0","0.0","0.1","2.2"
"Benjamin Watson","NE","2.4","26.7","0.1","0.0","3.4"
"","high","3.4","34.3","0.3","0.0","4.4"
"","low","1.7","17.3","0.0","0.0","2.3"
"Trey Burton","CHI","2.8","25.9","0.1","0.0","3.1"
"","high","3.5","34.0","0.2","0.0","3.6"
"","low","2.2","18.0","0.0","0.0","2.6"
"Foster Moreau","OAK","2.2","23.5","0.1","0.0","2.9"
"","high","2.7","30.5","0.2","0.0","3.7"
"","low","1.8","14.0","0.0","0.0","2.1"
"Tyler Eifert","CIN","2.1","22.8","0.1","0.0","2.9"
"","high","2.6","30.0","0.2","0.0","3.8"
"","low","1.0","16.0","0.0","0.0","1.6"
"Jacob Hollister","SEA","1.9","19.2","0.1","0.0","2.8"
"","high","2.6","28.7","0.2","0.0","3.6"
"","low","0.7","6.1","0.0","0.0","1.2"
"Jeremy Sprinkle","WAS","2.5","23.4","0.1","0.0","2.7"
"","high","3.6","31.0","0.1","0.0","3.7"
"","low","1.5","12.3","0.0","0.0","1.8"
"Tyler Higbee","LAR","1.9","20.8","0.1","0.0","2.6"
"","high","2.9","30.5","0.2","0.0","4.2"
"","low","1.0","10.0","0.0","0.0","1.0"
"Marcedes Lewis","GB","1.6","18.4","0.1","0.0","2.5"
"","high","1.8","24.2","0.2","0.0","3.6"
"","low","1.1","11.9","0.0","0.0","1.8"
"Luke Willson","SEA","1.9","20.0","0.1","0.0","2.4"
"","high","3.0","30.0","0.2","0.0","2.6"
"","low","1.3","13.0","0.0","0.0","1.9"
"Josh Oliver","JAC","1.9","18.2","0.1","0.0","2.2"
"","high","2.2","24.2","0.1","0.0","2.4"
"","low","1.5","14.7","0.0","0.0","1.7"
"Charles Clay","ARI","1.6","17.0","0.1","0.0","2.1"
"","high","1.9","20.3","0.1","0.0","2.6"
"","low","1.3","13.0","0.0","0.0","1.7"
"Jesse James","DET","1.5","16.2","0.1","0.0","2.1"
"","high","1.9","19.6","0.1","0.0","2.4"
"","low","1.1","11.3","0.0","0.0","1.7"
"C.J. Uzomah","CIN","1.6","17.7","0.0","0.0","2.1"
"","high","2.2","22.3","0.1","0.0","2.9"
"","low","1.0","12.0","0.0","0.0","1.2"
"Jeff Heuerman","DEN","1.6","16.0","0.1","0.0","2.0"
"","high","1.8","18.8","0.1","0.0","2.3"
"","low","1.2","11.9","0.0","0.0","1.6"
"Dan Arnold","NO","1.5","16.4","0.1","0.0","2.0"
"","high","2.1","22.0","0.1","0.0","3.0"
"","low","0.9","10.2","0.0","0.0","1.4"
"Tyler Kroft","BUF","1.3","14.1","0.1","0.0","1.9"
"","high","2.2","22.0","0.2","0.0","3.4"
"","low","1.0","9.0","0.0","0.0","1.3"
"Maxx Williams","ARI","1.4","14.1","0.1","0.0","1.8"
"","high","2.6","21.5","0.2","0.0","2.8"
"","low","0.8","7.6","0.0","0.0","1.0"
"Nick Vannett","PIT","1.3","13.2","0.1","0.0","1.8"
"","high","1.7","17.8","0.1","0.0","2.4"
"","low","0.9","9.0","0.0","0.0","1.4"
"Seth DeValve","JAC","1.3","15.7","0.0","0.0","1.7"
"","high","1.8","23.0","0.1","0.0","2.1"
"","low","0.9","9.0","0.0","0.0","1.1"
