"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Isaiah Ford","MIA","1.1","14.0","0.0","0.0","0.2","0.0","0.0","1.4"
"Justin Hardy","ATL","1.3","12.3","0.0","0.0","0.0","0.0","0.0","1.4"
"Chad Beebe","MIN","0.8","10.4","0.1","0.0","0.0","0.0","0.0","1.3"
"J.J. Arcega-Whiteside","PHI","0.8","10.9","0.0","0.0","0.1","0.0","0.0","1.3"
"Jason Moore","LAC","0.9","10.9","0.0","0.0","0.2","0.0","0.0","1.3"
"Lil'Jordan Humphrey","NO","1.1","11.0","0.0","0.0","0.2","0.0","0.0","1.3"
"Kelvin Harmon","WAS","0.9","9.5","0.0","0.2","0.9","0.0","0.0","1.3"
"Deebo Samuel","SF","0.9","10.5","0.0","0.2","1.5","0.0","0.0","1.2"
"Ryan Grant","GB","1.1","11.9","0.0","0.0","0.0","0.0","0.0","1.2"
"Cody Core","NYG","0.8","9.0","0.0","0.1","0.7","0.0","0.0","1.2"
"De'Anthony Thomas","KC","1.0","9.7","0.0","0.1","0.6","0.0","0.0","1.2"
"Laquon Treadwell","MIN","1.0","9.8","0.0","0.0","0.0","0.0","0.0","1.1"
"Andre Roberts","BUF","0.8","9.1","0.0","0.0","0.2","0.0","0.0","1.0"
"Russell Gage","ATL","0.7","7.7","0.0","0.1","0.6","0.0","0.0","1.0"
"Jordan Matthews","SF","0.7","8.3","0.0","0.0","0.0","0.0","0.0","0.9"
"Fred Brown","DEN","0.7","8.6","0.0","0.0","0.2","0.0","0.0","0.9"
"Darius Jennings","TEN","0.7","7.3","0.0","0.0","0.1","0.0","0.0","0.8"
"DeAndre Carter","HOU","0.5","5.9","0.0","0.2","1.6","0.0","0.0","0.8"
"Andy Isabella","ARI","0.5","6.7","0.0","0.1","0.5","0.0","0.0","0.7"
"N'Keal Harry","NE","0.5","7.0","0.0","0.0","0.1","0.0","0.0","0.7"
"Josh Bellamy","NYJ","0.5","6.6","0.0","0.0","0.1","0.0","0.0","0.7"
"Braxton Berrios","NYJ","0.5","6.3","0.0","0.0","0.1","0.0","0.0","0.6"
"Diontae Spencer","DEN","0.5","5.5","0.0","0.1","0.8","0.0","0.0","0.6"
"Juwann Winfree","DEN","0.5","6.1","0.0","0.0","0.1","0.0","0.0","0.6"
"Ventell Bryant","DAL","0.4","6.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Deonte Harris","NO","0.4","4.7","0.0","0.0","0.1","0.0","0.0","0.5"
"Stanley Morgan Jr.","CIN","0.3","3.9","0.0","0.0","0.1","0.0","0.0","0.4"
"Dwayne Harris","OAK","0.3","3.6","0.0","0.0","0.1","0.0","0.0","0.4"
"Matt Slater","NE","0.3","3.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Jaleel Scott","BAL","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Ashton Dulin","IND","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"JoJo Natson","LAR","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Mike Thomas","LAR","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0"
"Olamide Zaccheaus","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Ervin","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
