"Player","Team","REC","YDS","TDS","FL","FPTS"
"Cameron Brate","TB","3.5","35.4","0.1","0.0","4.3"
"","high","5.0","52.2","0.3","0.0","5.0"
"","low","1.9","18.5","0.0","0.0","3.1"
"Jimmy Graham","GB","3.0","33.1","0.1","0.0","4.1"
"","high","3.9","46.1","0.3","0.0","5.1"
"","low","2.3","23.0","0.0","0.0","3.4"
"Eric Ebron","IND","3.0","32.9","0.1","0.0","4.1"
"","high","5.0","56.4","0.3","0.0","5.2"
"","low","1.0","10.0","0.0","0.0","1.0"
"Jack Doyle","IND","3.9","34.7","0.1","0.0","4.1"
"","high","5.5","50.3","0.2","0.0","4.7"
"","low","2.9","22.3","0.0","0.1","3.3"
"O.J. Howard","TB","2.3","32.9","0.1","0.1","4.0"
"","high","3.2","43.0","0.3","0.0","5.6"
"","low","1.0","13.0","0.0","0.1","1.3"
"T.J. Hockenson","DET","2.8","32.0","0.1","0.0","3.8"
"","high","3.7","49.2","0.2","0.0","4.1"
"","low","2.3","23.8","0.0","0.0","3.2"
"Dawson Knox","BUF","2.8","31.5","0.1","0.0","3.7"
"","high","4.0","39.0","0.2","0.0","3.8"
"","low","1.9","24.4","0.0","0.0","3.6"
"Delanie Walker","TEN","2.7","29.9","0.1","0.0","3.7"
"","high","3.0","34.0","0.2","0.0","4.7"
"","low","2.3","25.9","0.0","0.0","4.7"
"Tyler Eifert","CIN","2.8","30.6","0.1","0.0","3.7"
"","high","3.7","42.8","0.2","0.0","4.0"
"","low","2.3","21.0","0.0","0.0","2.9"
"Jonnu Smith","TEN","2.6","29.9","0.1","0.0","3.6"
"","high","3.3","37.1","0.2","0.0","4.1"
"","low","1.9","23.0","0.0","0.0","3.1"
"Ross Dwelley","SF","2.5","26.2","0.1","0.0","3.3"
"","high","3.4","38.1","0.3","0.0","4.9"
"","low","0.9","8.7","0.0","0.0","1.4"
"Ben Braunecker","CHI","2.1","23.7","0.2","0.0","3.3"
"","high","3.3","38.0","0.4","0.0","5.0"
"","low","1.6","15.2","0.0","0.0","2.2"
"Benjamin Watson","NE","2.6","27.6","0.1","0.0","3.3"
"","high","3.7","38.6","0.2","0.0","3.7"
"","low","1.6","17.4","0.0","0.0","2.3"
"Ricky Seals-Jones","CLE","1.7","22.8","0.2","0.0","3.2"
"","high","2.1","27.6","0.3","0.0","4.2"
"","low","1.1","18.5","0.0","0.0","2.5"
"Luke Stocker","ATL","2.6","23.3","0.1","0.0","3.1"
"","high","3.5","37.0","0.2","0.0","5.0"
"","low","1.0","8.1","0.0","0.0","1.4"
"Jaeden Graham","ATL","2.1","22.9","0.1","0.0","2.8"
"","high","2.4","26.8","0.2","0.0","3.5"
"","low","2.0","21.0","0.0","0.0","2.2"
"Nick Boyle","BAL","2.4","22.5","0.1","0.0","2.8"
"","high","3.8","34.3","0.2","0.0","3.7"
"","low","1.0","8.0","0.0","0.0","0.8"
"Foster Moreau","OAK","2.2","20.6","0.1","0.0","2.8"
"","high","2.9","32.0","0.3","0.0","3.8"
"","low","1.6","12.0","0.0","0.0","1.8"
"Jordan Akins","HOU","2.1","23.0","0.1","0.0","2.8"
"","high","3.1","38.7","0.2","0.0","3.3"
"","low","1.0","11.1","0.0","0.0","1.6"
"Blake Jarwin","DAL","1.8","21.9","0.1","0.0","2.7"
"","high","2.6","30.8","0.1","0.0","2.9"
"","low","1.2","15.0","0.1","0.0","2.1"
"Jeremy Sprinkle","WAS","2.2","21.8","0.1","0.0","2.7"
"","high","4.1","37.6","0.1","0.0","2.6"
"","low","1.4","15.3","0.0","0.0","2.1"
"Demetrius Harris","CLE","1.8","19.1","0.1","0.0","2.6"
"","high","3.5","36.2","0.4","0.0","4.2"
"","low","0.7","7.7","0.0","0.0","1.3"
"Hayden Hurst","BAL","2.1","21.6","0.1","0.0","2.5"
"","high","3.0","31.9","0.1","0.0","3.0"
"","low","1.5","16.3","0.0","0.0","1.9"
"C.J. Uzomah","CIN","1.8","18.5","0.1","0.0","2.4"
"","high","2.3","25.1","0.1","0.0","3.0"
"","low","1.1","11.0","0.0","0.0","1.4"
"Anthony Firkser","TEN","1.4","16.8","0.1","0.0","2.2"
"","high","2.1","23.1","0.1","0.0","2.5"
"","low","0.8","10.0","0.0","0.0","1.4"
"Tyler Higbee","LAR","1.7","16.9","0.1","0.0","2.0"
"","high","2.8","29.2","0.1","0.0","2.6"
"","low","0.9","8.0","0.0","0.0","0.8"
"Tyler Kroft","BUF","1.6","16.0","0.1","0.0","2.0"
"","high","2.0","20.3","0.1","0.0","2.4"
"","low","1.1","11.3","0.0","0.0","1.5"
"Matt LaCosse","NE","1.4","14.5","0.1","0.0","1.9"
"","high","1.8","19.3","0.1","0.0","2.5"
"","low","0.9","9.5","0.0","0.0","1.3"
"Ben Koyack","JAC","1.4","14.4","0.1","0.0","1.8"
"","high","1.9","21.1","0.1","0.0","2.1"
"","low","0.6","5.0","0.0","0.0","0.7"
"Nick Vannett","PIT","1.4","13.8","0.1","0.0","1.7"
"","high","2.6","24.8","0.1","0.0","1.8"
"","low","0.7","7.8","0.0","0.0","0.8"
"Josh Hill","NO","1.5","13.9","0.1","0.0","1.7"
"","high","2.8","26.9","0.1","0.0","2.5"
"","low","0.6","5.3","0.0","0.1","0.8"
"Hale Hentges","WAS","1.2","12.8","0.1","0.0","1.7"
"","high","1.8","19.5","0.1","0.0","1.7"
"","low","0.7","7.0","0.0","0.0","1.0"
"Nick O'Leary","JAC","1.3","13.2","0.1","0.0","1.6"
"","high","2.2","20.0","0.1","0.0","2.7"
"","low","0.3","3.3","0.0","0.0","0.5"
"Kaden Smith","NYG","1.2","12.4","0.1","0.0","1.6"
"","high","1.8","20.4","0.1","0.0","2.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Ryan Izzo","NE","1.0","11.2","0.1","0.0","1.5"
"","high","1.9","20.3","0.2","0.0","3.2"
"","low","0.1","0.6","0.0","0.0","0.1"
"Marcedes Lewis","GB","1.0","11.4","0.1","0.0","1.5"
"","high","1.7","19.1","0.1","0.0","2.3"
"","low","0.2","2.1","0.0","0.0","0.3"
"Ed Dickson","SEA","1.1","11.8","0.1","0.0","1.5"
"","high","1.1","13.5","0.1","0.0","1.4"
"","low","1.0","10.0","0.0","0.0","1.4"
"Troy Fumagalli","DEN","1.1","11.2","0.1","0.0","1.4"
"","high","1.9","20.6","0.1","0.0","1.6"
"","low","0.6","5.0","0.0","0.0","0.9"
"Logan Thomas","DET","1.1","10.8","0.1","0.0","1.4"
"","high","1.7","18.4","0.1","0.0","1.7"
"","low","0.7","6.0","0.0","0.0","0.8"
"Scott Simonson","NYG","1.0","10.2","0.1","0.0","1.3"
"","high","1.3","14.3","0.1","0.0","1.5"
"","low","0.7","7.7","0.0","0.0","1.1"
"Stephen Carlson","CLE","0.8","8.4","0.1","0.0","1.3"
"","high","1.2","13.5","0.1","0.0","2.1"
"","low","0.4","4.0","0.0","0.0","0.5"
"Daniel Brown","NYJ","0.7","7.7","0.1","0.0","1.1"
"","high","1.4","15.0","0.2","0.0","2.1"
"","low","0.2","2.0","0.0","0.0","0.3"
"Jeff Heuerman","DEN","0.9","9.1","0.0","0.0","1.1"
"","high","1.6","14.7","0.1","0.0","2.1"
"","low","0.2","2.3","0.0","0.0","0.3"
"Jesse James","DET","0.9","9.3","0.0","0.0","1.1"
"","high","1.3","13.0","0.1","0.0","1.9"
"","low","0.4","3.7","0.0","0.0","0.6"
"J.P. Holtz","CHI","0.8","8.2","0.1","0.0","1.1"
"","high","1.4","15.3","0.1","0.0","1.4"
"","low","0.0","0.4","0.0","0.0","0.1"
"Garrett Celek","SF","0.6","7.9","0.1","0.0","1.1"
"","high","1.5","17.0","0.2","0.0","2.3"
"","low","0.0","0.6","0.0","0.0","0.1"
"Jordan Thomas","HOU","0.8","8.0","0.0","0.0","1.1"
"","high","1.2","13.7","0.1","0.0","1.3"
"","low","0.4","3.6","0.0","0.0","0.6"
"Clive Walford","MIA","0.8","9.1","0.0","0.0","1.0"
"","high","1.0","11.1","0.1","0.0","1.4"
"","low","0.5","6.0","0.0","0.0","0.7"
"Luke Willson","SEA","0.9","10.0","0.0","0.0","1.0"
"","high","1.7","19.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Derek Carrier","OAK","1.0","9.6","0.0","0.0","1.0"
"","high","2.6","23.1","0.0","0.0","0.8"
"","low","0.2","1.8","0.0","0.0","0.3"
"Geoff Swaim","JAC","0.8","6.3","0.1","0.0","0.9"
"","high","0.8","6.3","0.1","0.0","0.9"
"","low","0.8","6.3","0.1","0.0","0.9"
"Tanner Hudson","TB","0.7","7.6","0.0","0.0","0.9"
"","high","1.2","12.8","0.1","0.0","1.5"
"","low","0.1","0.6","0.0","0.0","0.1"
"Levine Toilolo","SF","0.6","7.6","0.0","0.0","0.9"
"","high","1.5","19.4","0.1","0.0","1.4"
"","low","0.1","0.5","0.0","0.0","0.1"
"Mo Alie-Cox","IND","0.8","8.3","0.0","0.0","0.8"
"","high","1.6","18.2","0.0","0.0","0.8"
"","low","0.3","2.6","0.0","0.0","0.4"
"Ian Thomas","CAR","0.6","6.3","0.0","0.0","0.8"
"","high","1.1","12.0","0.1","0.0","1.2"
"","low","0.1","1.0","0.0","0.0","0.1"
"Pharaoh Brown","CLE","0.6","6.3","0.0","0.0","0.8"
"","high","1.1","12.5","0.1","0.0","1.4"
"","low","0.0","0.5","0.0","0.0","0.1"
"Durham Smythe","MIA","0.6","7.4","0.0","0.0","0.8"
"","high","1.2","13.6","0.0","0.0","1.0"
"","low","0.2","2.5","0.0","0.0","0.3"
"Matt Sokol","JAC","0.7","7.4","0.0","0.0","0.7"
"","high","0.7","7.4","0.0","0.0","0.0"
"","low","0.7","7.4","0.0","0.0","0.0"
"Charles Jones","JAC","0.7","7.2","0.0","0.0","0.7"
"","high","0.8","9.3","0.0","0.0","0.6"
"","low","0.5","5.0","0.0","0.0","0.6"
"Zach Gentry","PIT","0.4","4.0","0.1","0.0","0.7"
"","high","0.7","7.8","0.1","0.0","1.4"
"","low","0.0","0.3","0.0","0.0","0.0"
"Lee Smith","BUF","0.5","5.3","0.0","0.0","0.7"
"","high","1.2","13.6","0.1","0.0","0.8"
"","low","0.1","0.4","0.0","0.0","0.1"
"Robert Tonyan","GB","0.6","6.6","0.0","0.0","0.7"
"","high","0.8","9.9","0.0","0.0","1.0"
"","low","0.1","0.9","0.0","0.0","0.1"
"Jason Vander Laan","NO","0.6","6.5","0.0","0.0","0.6"
"","high","0.6","6.5","0.0","0.0","0.0"
"","low","0.6","6.5","0.0","0.0","0.0"
"Isaac Nauta","DET","0.6","6.3","0.0","0.0","0.6"
"","high","0.6","6.3","0.0","0.0","0.0"
"","low","0.6","6.3","0.0","0.0","0.0"
"Jordan Leggett","TB","0.4","4.0","0.0","0.0","0.6"
"","high","0.6","6.3","0.1","0.0","1.1"
"","low","0.1","0.5","0.0","0.0","0.1"
"MyCole Pruitt","TEN","0.5","5.1","0.0","0.0","0.6"
"","high","0.7","7.6","0.1","0.0","0.9"
"","low","0.3","3.0","0.0","0.0","0.4"
"Andrew Beck","DEN","0.5","5.5","0.0","0.0","0.6"
"","high","1.0","11.5","0.0","0.0","0.5"
"","low","0.1","1.1","0.0","0.0","0.1"
"Trevon Wesco","NYJ","0.5","5.4","0.0","0.0","0.5"
"","high","1.1","12.0","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Tommy Sweeney","BUF","0.5","5.2","0.0","0.0","0.5"
"","high","0.8","8.6","0.0","0.0","0.6"
"","low","0.1","0.7","0.0","0.0","0.1"
"Tyrone Swoopes","SEA","0.4","4.2","0.0","0.0","0.4"
"","high","0.7","7.5","0.0","0.0","0.1"
"","low","0.1","0.8","0.0","0.0","0.1"
"Jace Sternberger","GB","0.4","4.3","0.0","0.0","0.4"
"","high","0.9","9.4","0.0","0.0","0.7"
"","low","0.0","0.3","0.0","0.0","0.0"
"Dan Arnold","NO","0.3","3.6","0.0","0.0","0.4"
"","high","0.6","6.4","0.0","0.0","0.1"
"","low","0.1","0.8","0.0","0.0","0.1"
"Dalton Schultz","DAL","0.4","3.6","0.0","0.0","0.4"
"","high","0.7","6.5","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Chris Manhertz","CAR","0.3","3.5","0.0","0.0","0.3"
"","high","0.9","9.8","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0"
"Johnny Mundt","LAR","0.3","3.4","0.0","0.0","0.3"
"","high","0.8","8.7","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.1"
"Cethan Carter","CIN","0.2","2.6","0.0","0.0","0.3"
"","high","0.6","6.3","0.0","0.0","0.1"
"","low","0.0","0.5","0.0","0.0","0.1"
"Bradley Sowell","CHI","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Jerome Cunningham","WAS","0.1","0.5","0.0","0.0","0.0"
"","high","0.1","0.5","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.1"
""
""
