"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Michael Thomas","NO","8.6","93.6","0.6","0.0","-0.1","0.0","0.1","12.9"
"","high","9.8","109.9","1.0","0.1","0.2","0.0","0.1","16.5"
"","low","6.5","77.6","0.4","0.0","-0.5","0.0","0.1","11.2"
"Davante Adams","GB","6.5","81.1","0.7","0.0","0.3","0.0","0.1","12.3"
"","high","7.0","85.0","1.0","0.1","1.0","0.0","0.0","14.4"
"","low","5.9","72.4","0.6","0.0","0.0","0.0","0.1","11.9"
"Tyreek Hill","KC","5.4","83.3","0.5","0.7","4.6","0.0","0.1","12.0"
"","high","6.0","100.6","1.0","1.1","8.5","0.1","0.0","15.8"
"","low","4.8","69.6","0.2","0.4","2.0","0.0","0.1","10.5"
"Mike Evans","TB","5.4","86.4","0.6","0.0","0.0","0.0","0.1","12.0"
"","high","6.0","94.0","1.0","0.0","0.0","0.0","0.0","14.6"
"","low","5.1","79.8","0.3","0.0","0.0","0.0","0.1","11.7"
"Chris Godwin","TB","5.8","83.7","0.6","0.1","0.5","0.0","0.1","12.0"
"","high","8.0","103.0","1.0","0.1","1.0","0.0","0.0","16.3"
"","low","4.5","66.3","0.4","0.0","0.2","0.0","0.1","11.6"
"Stefon Diggs","MIN","5.3","79.5","0.6","0.3","2.3","0.0","0.1","11.8"
"","high","6.0","88.7","1.0","0.4","3.9","0.0","0.0","14.4"
"","low","4.6","59.5","0.3","0.2","1.1","0.0","0.2","11.4"
"D.J. Moore","CAR","6.2","84.4","0.5","0.5","4.6","0.0","0.1","11.5"
"","high","7.2","103.0","1.0","0.6","7.8","0.0","0.1","14.3"
"","low","5.3","72.9","0.1","0.4","2.3","0.0","0.2","10.1"
"Julio Jones","ATL","5.8","82.6","0.5","0.1","0.7","0.0","0.1","11.4"
"","high","6.7","94.0","1.0","0.2","1.3","0.0","0.0","15.4"
"","low","4.6","60.0","0.3","0.0","0.0","0.0","0.1","10.3"
"DeAndre Hopkins","HOU","6.5","75.9","0.6","0.0","0.1","0.0","0.1","11.1"
"","high","7.8","86.4","1.0","0.1","0.3","0.0","0.0","13.3"
"","low","5.6","64.0","0.4","0.0","0.0","0.0","0.1","9.3"
"Devante Parker","MIA","5.3","77.1","0.5","0.1","0.3","0.0","0.0","11.0"
"","high","7.0","96.0","1.0","0.2","1.3","0.0","0.0","15.6"
"","low","4.5","57.9","0.3","0.0","0.0","0.0","0.0","9.8"
"Julian Edelman","NE","6.4","73.2","0.5","0.6","4.0","0.0","0.1","10.7"
"","high","8.0","95.0","1.0","0.7","5.0","0.0","0.1","15.5"
"","low","5.4","63.8","0.1","0.5","3.4","0.0","0.1","9.4"
"Jarvis Landry","CLE","5.3","73.9","0.6","0.1","0.8","0.0","0.1","10.7"
"","high","6.0","86.1","1.0","0.2","1.3","0.0","0.0","14.1"
"","low","4.4","57.3","0.3","0.0","0.0","0.0","0.1","8.6"
"Cooper Kupp","LAR","5.8","71.8","0.6","0.2","1.1","0.0","0.1","10.7"
"","high","7.0","87.0","1.0","0.5","3.0","0.0","0.0","14.7"
"","low","4.6","60.9","0.4","0.0","0.0","0.0","0.1","9.2"
"Amari Cooper","DAL","5.2","74.6","0.5","0.0","0.1","0.0","0.0","10.5"
"","high","6.0","85.0","1.0","0.1","0.2","0.0","0.0","14.5"
"","low","4.3","61.3","0.2","0.0","0.0","0.0","0.1","9.1"
"Tyler Lockett","SEA","5.3","71.2","0.6","0.3","1.4","0.0","0.1","10.5"
"","high","7.0","85.0","1.0","0.6","3.0","0.0","0.0","14.5"
"","low","4.4","56.9","0.3","0.1","0.4","0.0","0.1","9.4"
"Courtland Sutton","DEN","4.8","73.2","0.5","0.3","2.3","0.0","0.1","10.4"
"","high","5.1","80.0","1.0","0.8","5.4","0.0","0.0","13.8"
"","low","4.3","54.4","0.2","0.1","1.0","0.0","0.1","10.1"
"Keenan Allen","LAC","6.0","73.9","0.5","0.2","1.6","0.0","0.1","10.4"
"","high","7.0","83.0","1.0","0.3","2.2","0.0","0.0","14.3"
"","low","5.3","64.6","0.2","0.1","0.7","0.0","0.1","9.8"
"Calvin Ridley","ATL","4.9","65.7","0.6","0.4","3.5","0.0","0.1","10.3"
"","high","5.8","80.0","1.0","0.7","5.2","0.0","0.1","13.3"
"","low","4.4","53.4","0.2","0.2","1.5","0.0","0.1","9.7"
"Alshon Jeffery","PHI","5.2","64.9","0.6","0.0","0.0","0.0","0.1","10.1"
"","high","7.0","77.0","1.0","0.1","0.1","0.1","0.0","13.7"
"","low","3.9","48.3","0.2","0.0","0.0","0.0","0.1","8.1"
"Allen Robinson","CHI","5.6","69.3","0.5","0.0","0.1","0.0","0.1","9.7"
"","high","6.2","82.0","1.0","0.0","0.1","0.0","0.0","14.2"
"","low","4.5","60.0","0.2","0.0","0.0","0.0","0.1","8.1"
"D.J. Chark","JAC","4.8","64.5","0.5","0.3","1.9","0.0","0.1","9.5"
"","high","6.0","86.0","1.0","0.7","5.1","0.0","0.0","14.6"
"","low","4.3","52.4","0.2","0.0","0.2","0.0","0.1","8.3"
"Odell Beckham Jr.","CLE","5.1","73.8","0.3","0.2","1.2","0.0","0.1","9.3"
"","high","6.0","83.8","0.5","0.3","2.0","0.0","0.0","11.0"
"","low","4.5","59.4","0.0","0.0","0.3","0.0","0.1","7.6"
