"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","0.2","0.6","0.0","0.1","0.6","0.0","0.0","0.2"
"Jonathan Williams","IND","0.6","2.0","0.0","0.0","0.3","0.0","0.0","0.3"
"","high","1.0","3.2","0.0","0.1","0.4","0.0","0.0","0.3"
"","low","0.2","0.8","0.0","0.0","0.1","0.0","0.0","0.2"
"Dexter Williams","GB","0.5","1.8","0.0","0.2","0.4","0.0","0.0","0.2"
"","high","0.9","2.8","0.0","0.4","0.8","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
"Jordan Scarlett","CAR","0.7","2.0","0.0","0.2","0.6","0.0","0.0","0.2"
"","high","1.1","3.0","0.0","0.4","1.3","0.0","0.0","0.2"
"","low","0.3","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Michael Burton","WAS","0.4","1.5","0.0","0.2","0.8","0.0","0.0","0.2"
"","high","0.7","3.0","0.0","0.2","1.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.1","0.7","0.0","0.0","0.1"
"Rod Smith","TEN","0.1","0.5","0.0","0.1","1.2","0.0","0.0","0.2"
"","high","0.1","0.5","0.0","0.1","1.2","0.0","0.0","0.2"
"","low","0.1","0.5","0.0","0.1","1.2","0.0","0.0","0.2"
"Taiwan Jones","HOU","0.2","0.7","0.0","0.2","1.3","0.0","0.0","0.2"
"","high","0.5","1.9","0.0","0.3","2.1","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.1","0.9","0.0","0.0","0.1"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"","high","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.3"
"","low","0.3","1.0","0.0","0.1","1.0","0.0","0.0","0.3"
"Patrick Laird","MIA","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"","high","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"","low","0.2","1.0","0.0","0.1","1.0","0.0","0.0","0.2"
"Chandler Cox","MIA","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.2"
"","high","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.2","2.0","0.0","0.0","0.2"
"Senorise Perry","BUF","0.3","1.1","0.0","0.0","0.1","0.0","0.0","0.1"
"","high","0.5","2.0","0.0","0.0","0.2","0.0","0.0","0.3"
"","low","0.1","0.3","0.0","0.0","0.0","0.0","0.0","0.1"
""
""
