,Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,QB,TE,RB,DEF,WR,player,key
288,nfl.p.6770,Ben,Roethlisberger,QB,PIT,SEA,SEA@PIT,1:00PM EDT,35,10.7, ,No,1,0,0,0,0,BenRoethlisberger,BENROETHLISBERGER
289,nfl.p.26678,Vance,McDonald,TE,PIT,SEA,SEA@PIT,1:00PM EDT,15,5.0, ,No,0,1,0,0,0,VanceMcDonald,VANCEMCDONALD
290,nfl.p.27618,Donte,Moncrief,WR,PIT,SEA,SEA@PIT,1:00PM EDT,10,2.2, ,No,0,0,0,0,1,DonteMoncrief,DONTEMONCRIEF
292,nfl.p.28184,Xavier,Grimble,TE,PIT,SEA,SEA@PIT,1:00PM EDT,10,1.4, ,No,0,1,0,0,0,XavierGrimble,XAVIERGRIMBLE
293,nfl.p.30175,JuJu,Smith-Schuster,WR,PIT,SEA,SEA@PIT,1:00PM EDT,29,10.8, ,No,0,0,0,0,1,JuJuSmith-Schuster,JUJUSMITHSCHUSTER
294,nfl.p.30218,James,Conner,RB,PIT,SEA,SEA@PIT,1:00PM EDT,31,8.5, ,No,0,0,1,0,0,JamesConner,JAMESCONNER
295,nfl.p.30246,Ryan,Switzer,WR,PIT,SEA,SEA@PIT,1:00PM EDT,10,5.9, ,No,0,0,0,0,1,RyanSwitzer,RYANSWITZER
296,nfl.p.30248,Josh,Dobbs,QB,JAX,PIT,SEA@PIT,1:00PM EDT,20,0.4, ,No,1,0,0,0,0,JoshDobbs,JOSHDOBBS
297,nfl.p.31030,James,Washington,WR,PIT,SEA,SEA@PIT,1:00PM EDT,12,6.1, ,No,0,0,0,0,1,JamesWashington,JAMESWASHINGTON
298,nfl.t.26,Seattle,Seahawks,DEF,SEA,PIT,SEA@PIT,1:00PM EDT,15,12.0, ,No,0,0,0,1,0,SEA,SEA
299,nfl.t.23,Pittsburgh,Steelers,DEF,PIT,SEA,SEA@PIT,1:00PM EDT,14,0.0, ,No,0,0,0,1,0,PIT,PIT
300,nfl.p.25295,Nick,Bellore,RB,SEA,PIT,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,NickBellore,NICKBELLORE
301,nfl.p.26662,Geno,Smith,QB,SEA,PIT,SEA@PIT,1:00PM EDT,20,-2.2, ,No,1,0,0,0,0,GenoSmith,GENOSMITH
302,nfl.p.31777,Malik,Turner,WR,SEA,PIT,SEA@PIT,1:00PM EDT,10,1.5, ,No,0,0,0,0,1,MalikTurner,MALIKTURNER
303,nfl.p.31896,DK,Metcalf,WR,SEA,PIT,SEA@PIT,1:00PM EDT,13,10.9, ,No,0,0,0,0,1,DKMetcalf,DKMETCALF
304,nfl.p.31952,Gary,Jennings,WR,SEA,PIT,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,GaryJennings,GARYJENNINGS
305,nfl.p.32036,Travis,Homer,RB,SEA,PIT,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,TravisHomer,TRAVISHOMER
306,nfl.p.32068,John,Ursua,WR,SEA,PIT,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,JohnUrsua,JOHNURSUA
307,nfl.p.31046,Mason,Rudolph,QB,PIT,SEA,SEA@PIT,1:00PM EDT,20,0.0, ,No,1,0,0,0,0,MasonRudolph,MASONRUDOLPH
308,nfl.p.31135,Jaylen,Samuels,RB,PIT,SEA,SEA@PIT,1:00PM EDT,10,1.1, ,No,0,0,1,0,0,JaylenSamuels,JAYLENSAMUELS
309,nfl.p.31898,Diontae,Johnson,WR,PIT,SEA,SEA@PIT,1:00PM EDT,10,4.0, ,No,0,0,0,0,1,DiontaeJohnson,DIONTAEJOHNSON
310,nfl.p.31954,Benny,Snell Jr.,RB,PIT,SEA,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,BennySnell Jr.,BENNYSNELLJR
311,nfl.p.31973,Zach,Gentry,TE,PIT,SEA,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,1,0,0,0,ZachGentry,ZACHGENTRY
315,nfl.p.29958,Johnny,Holton,WR,PIT,SEA,SEA@PIT,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,JohnnyHolton,JOHNNYHOLTON
316,nfl.p.25802,T.Y.,Hilton,WR,IND,TEN,IND@TEN,1:00PM EDT,22,24.7, ,No,0,0,0,0,1,T.Y.Hilton,TYHILTON
317,nfl.p.27299,Jack,Doyle,TE,IND,TEN,IND@TEN,1:00PM EDT,14,2.5, ,No,0,1,0,0,0,JackDoyle,JACKDOYLE
318,nfl.p.27538,Eric,Ebron,TE,IND,TEN,IND@TEN,1:00PM EDT,13,1.3, ,No,0,1,0,0,0,EricEbron,ERICEBRON
320,nfl.p.29325,Jacoby,Brissett,QB,IND,TEN,IND@TEN,1:00PM EDT,25,16.5, ,No,1,0,0,0,0,JacobyBrissett,JACOBYBRISSETT
322,nfl.p.29609,Chester,Rogers,WR,IND,TEN,IND@TEN,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,ChesterRogers,CHESTERROGERS
323,nfl.p.30112,Mo,Alie-Cox,TE,IND,TEN,IND@TEN,1:00PM EDT,10,0.8, ,No,0,1,0,0,0,MoAlie-Cox,MOALIECOX
324,nfl.p.30256,Marlon,Mack,RB,IND,TEN,IND@TEN,1:00PM EDT,26,25.4, ,No,0,0,1,0,0,MarlonMack,MARLONMACK
325,nfl.p.30502,Zach,Pascal,WR,IND,TEN,IND@TEN,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,ZachPascal,ZACHPASCAL
326,nfl.p.31074,Nyheim,Hines,RB,IND,TEN,IND@TEN,1:00PM EDT,11,3.7, ,No,0,0,1,0,0,NyheimHines,NYHEIMHINES
328,nfl.p.7924,Delanie,Walker,TE,TEN,IND,IND@TEN,1:00PM EDT,19,20.0, ,No,0,1,0,0,0,DelanieWalker,DELANIEWALKER
329,nfl.p.24936,Dion,Lewis,RB,TEN,IND,IND@TEN,1:00PM EDT,13,2.8, ,No,0,0,1,0,0,DionLewis,DIONLEWIS
330,nfl.p.25718,Ryan,Tannehill,QB,TEN,IND,IND@TEN,1:00PM EDT,20,-0.2, ,No,1,0,0,0,0,RyanTannehill,RYANTANNEHILL
331,nfl.p.26016,Beau,Brinkley,TE,TEN,IND,IND@TEN,1:00PM EDT,10,0.0, ,No,0,1,0,0,0,BeauBrinkley,BEAUBRINKLEY
333,nfl.p.28390,Marcus,Mariota,QB,TEN,IND,IND@TEN,1:00PM EDT,25,24.3, ,No,1,0,0,0,0,MarcusMariota,MARCUSMARIOTA
334,nfl.p.28531,MyCole,Pruitt,TE,TEN,IND,IND@TEN,1:00PM EDT,10,0.0, ,No,0,1,0,0,0,MyColePruitt,MYCOLEPRUITT
335,nfl.p.29038,Darius,Jennings,WR,TEN,IND,IND@TEN,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,DariusJennings,DARIUSJENNINGS
336,nfl.p.29070,Adam,Humphries,WR,TEN,IND,IND@TEN,1:00PM EDT,10,1.0, ,No,0,0,0,0,1,AdamHumphries,ADAMHUMPHRIES
337,nfl.p.29279,Derrick,Henry,RB,TEN,IND,IND@TEN,1:00PM EDT,28,28.4, ,No,0,0,1,0,0,DerrickHenry,DERRICKHENRY
338,nfl.p.29374,Tajae,Sharpe,WR,TEN,IND,IND@TEN,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,TajaeSharpe,TAJAESHARPE
339,nfl.p.30118,Corey,Davis,WR,TEN,IND,IND@TEN,1:00PM EDT,14,0.0, ,No,0,0,0,0,1,CoreyDavis,COREYDAVIS
340,nfl.p.30213,Jonnu,Smith,TE,TEN,IND,IND@TEN,1:00PM EDT,10,2.2, ,No,0,1,0,0,0,JonnuSmith,JONNUSMITH
341,nfl.p.30571,Anthony,Firkser,TE,TEN,IND,IND@TEN,1:00PM EDT,10,4.2, ,No,0,1,0,0,0,AnthonyFirkser,ANTHONYFIRKSER
342,nfl.p.31620,Dalyn,Dawkins,RB,TEN,IND,IND@TEN,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,DalynDawkins,DALYNDAWKINS
343,nfl.t.11,Indianapolis,Colts,DEF,IND,TEN,IND@TEN,1:00PM EDT,16,7.0, ,No,0,0,0,1,0,IND,IND
344,nfl.t.10,Tennessee,Titans,DEF,TEN,IND,IND@TEN,1:00PM EDT,14,23.0, ,No,0,0,0,1,0,TEN,TEN
345,nfl.p.31139,Jordan,Wilkins,RB,IND,TEN,IND@TEN,1:00PM EDT,10,3.5, ,No,0,0,1,0,0,JordanWilkins,JORDANWILKINS
346,nfl.p.31891,Parris,Campbell,WR,IND,TEN,IND@TEN,1:00PM EDT,10,1.3, ,No,0,0,0,0,1,ParrisCampbell,PARRISCAMPBELL
347,nfl.p.32295,Hale,Hentges,TE,IND,TEN,IND@TEN,1:00PM EDT,10,0.0, ,No,0,1,0,0,0,HaleHentges,HALEHENTGES
348,nfl.p.31883,A.J.,Brown,WR,TEN,IND,IND@TEN,1:00PM EDT,15,11.5, ,No,0,0,0,0,1,A.J.Brown,AJBROWN
349,nfl.p.9547,Brian,Hoyer,QB,IND,TEN,IND@TEN,1:00PM EDT,20,-0.3, ,No,1,0,0,0,0,BrianHoyer,BRIANHOYER
350,nfl.p.29678,Marcus,Johnson,WR,IND,TEN,IND@TEN,1:00PM EDT,10,4.8, ,No,0,0,0,0,1,MarcusJohnson,MARCUSJOHNSON
355,nfl.p.6405,Jason,Witten,TE,DAL,WAS,DAL@WAS,1:00PM EDT,14,9.0, ,No,0,1,0,0,0,JasonWitten,JASONWITTEN
356,nfl.p.24851,Randall,Cobb,WR,DAL,WAS,DAL@WAS,1:00PM EDT,17,14.9, ,No,0,0,0,0,1,RandallCobb,RANDALLCOBB
357,nfl.p.26535,Jamize,Olawale,RB,DAL,WAS,DAL@WAS,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,JamizeOlawale,JAMIZEOLAWALE
359,nfl.p.28392,Amari,Cooper,WR,DAL,WAS,DAL@WAS,1:00PM EDT,23,19.6, ,No,0,0,0,0,1,AmariCooper,AMARICOOPER
360,nfl.p.28425,Devin,Smith,WR,DAL,WAS,DAL@WAS,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,DevinSmith,DEVINSMITH
361,nfl.p.29238,Ezekiel,Elliott,RB,DAL,WAS,DAL@WAS,1:00PM EDT,33,12.8, ,No,0,0,1,0,0,EzekielElliott,EZEKIELELLIOTT
362,nfl.p.29369,Dak,Prescott,QB,DAL,WAS,DAL@WAS,1:00PM EDT,32,33.4, ,No,1,0,0,0,0,DakPrescott,DAKPRESCOTT
363,nfl.p.30784,Blake,Jarwin,TE,DAL,WAS,DAL@WAS,1:00PM EDT,10,11.4, ,No,0,1,0,0,0,BlakeJarwin,BLAKEJARWIN
364,nfl.p.30788,Cooper,Rush,QB,DAL,WAS,DAL@WAS,1:00PM EDT,20,0.0, ,No,1,0,0,0,0,CooperRush,COOPERRUSH
366,nfl.p.7755,Vernon,Davis,TE,WAS,DAL,DAL@WAS,1:00PM EDT,13,13.9, ,No,0,1,0,0,0,VernonDavis,VERNONDAVIS
367,nfl.p.8261,Adrian,Peterson,RB,WAS,DAL,DAL@WAS,1:00PM EDT,13,11.2, ,No,0,0,1,0,0,AdrianPeterson,ADRIANPETERSON
369,nfl.p.26483,Case,Keenum,QB,WAS,DAL,DAL@WAS,1:00PM EDT,21,27.2, ,No,1,0,0,0,0,CaseKeenum,CASEKEENUM
371,nfl.p.26777,Chris,Thompson,RB,WAS,DAL,DAL@WAS,1:00PM EDT,13,11.3, ,No,0,0,1,0,0,ChrisThompson,CHRISTHOMPSON
372,nfl.p.27573,Paul,Richardson Jr.,WR,WAS,DAL,DAL@WAS,1:00PM EDT,14,5.6, ,No,0,0,0,0,1,PaulRichardson Jr.,PAULRICHARDSONJR
373,nfl.p.30267,Jeremy,Sprinkle,TE,WAS,DAL,DAL@WAS,1:00PM EDT,10,1.3, ,No,0,1,0,0,0,JeremySprinkle,JEREMYSPRINKLE
375,nfl.p.31226,Trey,Quinn,WR,WAS,DAL,DAL@WAS,1:00PM EDT,10,11.3, ,No,0,0,0,0,1,TreyQuinn,TREYQUINN
376,nfl.t.6,Dallas,Cowboys,DEF,DAL,WAS,DAL@WAS,1:00PM EDT,12,6.0, ,No,0,0,0,1,0,DAL,DAL
377,nfl.t.28,Washington,Redskins,DEF,WAS,DAL,DAL@WAS,1:00PM EDT,16,0.0, ,No,0,0,0,1,0,WAS,WAS
379,nfl.p.31051,Michael,Gallup,WR,DAL,WAS,DAL@WAS,1:00PM EDT,17,19.3, ,No,0,0,0,0,1,MichaelGallup,MICHAELGALLUP
380,nfl.p.31107,Dalton,Schultz,TE,DAL,WAS,DAL@WAS,1:00PM EDT,10,2.2, ,No,0,1,0,0,0,DaltonSchultz,DALTONSCHULTZ
381,nfl.p.31280,Jordan,Chunn,RB,DAL,WAS,DAL@WAS,1:00PM EDT,10,0.0, ,No,0,0,1,0,0,JordanChunn,JORDANCHUNN
382,nfl.p.31960,Tony,Pollard,RB,DAL,WAS,DAL@WAS,1:00PM EDT,10,2.4, ,No,0,0,1,0,0,TonyPollard,TONYPOLLARD
384,nfl.p.31847,Dwayne,Haskins Jr.,QB,WAS,DAL,DAL@WAS,1:00PM EDT,20,0.0, ,No,1,0,0,0,0,DwayneHaskins Jr.,DWAYNEHASKINSJR
385,nfl.p.31908,Terry,McLaurin,WR,WAS,DAL,DAL@WAS,1:00PM EDT,13,21.0, ,No,0,0,0,0,1,TerryMcLaurin,TERRYMCLAURIN
386,nfl.p.32038,Kelvin,Harmon,WR,WAS,DAL,DAL@WAS,1:00PM EDT,10,4.1, ,No,0,0,0,0,1,KelvinHarmon,KELVINHARMON
387,nfl.p.32187,Steven,Sims Jr.,WR,WAS,DAL,DAL@WAS,1:00PM EDT,10,0.0, ,No,0,0,0,0,1,StevenSims Jr.,STEVENSIMSJR
388,nfl.p.29387,Wendell,Smallwood,RB,WAS,DAL,DAL@WAS,1:00PM EDT,10,6.6, ,No,0,0,1,0,0,WendellSmallwood,WENDELLSMALLWOOD
390,nfl.p.29666,J.P.,Holtz,TE,CHI,WAS,DAL@WAS,1:00PM EDT,10,0.0, ,No,0,1,0,0,0,J.P.Holtz,JPHOLTZ
391,nfl.t.12,Kansas City,Chiefs,DEF,KC,OAK,KC@OAK,4:05PM EDT,20,5.0, ,No,0,0,0,1,0,KC,KC
392,nfl.t.13,Oakland,Raiders,DEF,OAK,KC,KC@OAK,4:05PM EDT,10,4.0, ,No,0,0,0,1,0,OAK,OAK
393,nfl.p.24923,Anthony,Sherman,RB,KC,OAK,KC@OAK,4:05PM EDT,10,2.0, ,No,0,0,1,0,0,AnthonySherman,ANTHONYSHERMAN
394,nfl.p.26686,Travis,Kelce,TE,KC,OAK,KC@OAK,4:05PM EDT,30,10.3, ,No,0,1,0,0,0,TravisKelce,TRAVISKELCE
395,nfl.p.27494,James,Winchester,TE,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,1,0,0,0,JamesWinchester,JAMESWINCHESTER
396,nfl.p.27532,Sammy,Watkins,WR,KC,OAK,KC@OAK,4:05PM EDT,27,42.3, ,No,0,0,0,0,1,SammyWatkins,SAMMYWATKINS
397,nfl.p.28115,Damien,Williams,RB,KC,OAK,KC@OAK,4:05PM EDT,24,15.5, ,No,0,0,1,0,0,DamienWilliams,DAMIENWILLIAMS
398,nfl.p.28505,Blake,Bell,TE,KC,OAK,KC@OAK,4:05PM EDT,10,1.2, ,No,0,1,0,0,0,BlakeBell,BLAKEBELL
399,nfl.p.29360,Demarcus,Robinson,WR,KC,OAK,KC@OAK,4:05PM EDT,10,0.5, ,No,0,0,0,0,1,DemarcusRobinson,DEMARCUSROBINSON
401,nfl.p.30123,Patrick,Mahomes,QB,KC,OAK,KC@OAK,4:05PM EDT,41,27.3, ,No,1,0,0,0,0,PatrickMahomes,PATRICKMAHOMES
402,nfl.p.31496,Byron,Pringle,WR,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,0,0,0,1,ByronPringle,BYRONPRINGLE
403,nfl.p.31500,Darrel,Williams,RB,KC,OAK,KC@OAK,4:05PM EDT,10,3.6, ,No,0,0,1,0,0,DarrelWilliams,DARRELWILLIAMS
404,nfl.p.31519,Deon,Yelder,TE,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,1,0,0,0,DeonYelder,DEONYELDER
406,nfl.p.31888,Mecole,Hardman,WR,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,0,0,0,1,MecoleHardman,MECOLEHARDMAN
407,nfl.p.32046,Darwin,Thompson,RB,KC,OAK,KC@OAK,4:05PM EDT,10,0.8, ,No,0,0,1,0,0,DarwinThompson,DARWINTHOMPSON
408,nfl.p.24963,Dwayne,Harris,WR,OAK,KC,KC@OAK,4:05PM EDT,10,1.2, ,No,0,0,0,0,1,DwayneHarris,DWAYNEHARRIS
409,nfl.p.26416,Derek,Carrier,TE,OAK,KC,KC@OAK,4:05PM EDT,10,1.6, ,No,0,1,0,0,0,DerekCarrier,DEREKCARRIER
410,nfl.p.26696,Mike,Glennon,QB,OAK,KC,KC@OAK,4:05PM EDT,20,5.5, ,No,1,0,0,0,0,MikeGlennon,MIKEGLENNON
411,nfl.p.27564,Derek,Carr,QB,OAK,KC,KC@OAK,4:05PM EDT,26,14.6, ,No,1,0,0,0,0,DerekCarr,DEREKCARR
412,nfl.p.27670,Ryan,Grant,WR,OAK,KC,KC@OAK,4:05PM EDT,10,3.1, ,No,0,0,0,0,1,RyanGrant,RYANGRANT
414,nfl.p.28592,Darren,Waller,TE,OAK,KC,KC@OAK,4:05PM EDT,13,10.5, ,No,0,1,0,0,0,DarrenWaller,DARRENWALLER
415,nfl.p.28691,Tyrell,Williams,WR,OAK,KC,KC@OAK,4:05PM EDT,19,19.5, ,No,0,0,0,0,1,TyrellWilliams,TYRELLWILLIAMS
416,nfl.p.29377,DeAndre,Washington,RB,OAK,KC,KC@OAK,4:05PM EDT,13,0.8, ,No,0,0,1,0,0,DeAndreWashington,DEANDREWASHINGTON
417,nfl.p.30000,Jalen,Richard,RB,OAK,KC,KC@OAK,4:05PM EDT,13,0.3, ,No,0,0,1,0,0,JalenRichard,JALENRICHARD
418,nfl.p.31856,Josh,Jacobs,RB,OAK,KC,KC@OAK,4:05PM EDT,21,23.8, ,No,0,0,1,0,0,JoshJacobs,JOSHJACOBS
419,nfl.p.31969,Foster,Moreau,TE,OAK,KC,KC@OAK,4:05PM EDT,10,3.0, ,No,0,1,0,0,0,FosterMoreau,FOSTERMOREAU
420,nfl.p.31981,Hunter,Renfrow,WR,OAK,KC,KC@OAK,4:05PM EDT,13,2.3, ,No,0,0,0,0,1,HunterRenfrow,HUNTERRENFROW
421,nfl.p.32344,Alec,Ingold,RB,OAK,KC,KC@OAK,4:05PM EDT,10,0.0, ,No,0,0,1,0,0,AlecIngold,ALECINGOLD
423,nfl.p.8544,Matt,Moore,QB,KC,OAK,KC@OAK,4:05PM EDT,20,-0.1, ,No,1,0,0,0,0,MattMoore,MATTMOORE
424,nfl.p.9317,LeSean,McCoy,RB,KC,OAK,KC@OAK,4:05PM EDT,14,9.8, ,No,0,0,1,0,0,LeSeanMcCoy,LESEANMCCOY
425,nfl.p.30165,DeShone,Kizer,QB,OAK,KC,KC@OAK,4:05PM EDT,20,2.5, ,No,1,0,0,0,0,DeShoneKizer,DESHONEKIZER
427,nfl.p.32356,Felton,Davis,WR,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,0,0,0,1,FeltonDavis,FELTONDAVIS
430,nfl.p.31283,David,Wells,TE,KC,OAK,KC@OAK,4:05PM EDT,10,0.0, ,No,0,1,0,0,0,DavidWells,DAVIDWELLS
432,nfl.p.27652,De'Anthony,Thomas,WR,KC,OAK,KC@OAK,4:05PM EDT,12,2.2, ,No,0,0,0,0,1,De'AnthonyThomas,DEANTHONYTHOMAS
433,nfl.p.32342,Keelan,Doss,WR,OAK,KC,KC@OAK,4:05PM EDT,10,0.0, ,No,0,0,0,0,1,KeelanDoss,KEELANDOSS
434,nfl.t.3,Chicago,Bears,DEF,CHI,DEN,CHI@DEN,4:25PM EDT,20,9.0, ,No,0,0,0,1,0,CHI,CHI
435,nfl.t.7,Denver,Broncos,DEF,DEN,CHI,CHI@DEN,4:25PM EDT,18,0.0, ,No,0,0,0,1,0,DEN,DEN
436,nfl.p.9678,Chase,Daniel,QB,CHI,DEN,CHI@DEN,4:25PM EDT,20,8.0, ,No,1,0,0,0,0,ChaseDaniel,CHASEDANIEL
437,nfl.p.25370,Patrick,Scales,TE,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,1,0,0,0,PatrickScales,PATRICKSCALES
438,nfl.p.26050,Bradley,Sowell,TE,CHI,DEN,CHI@DEN,4:25PM EDT,10,3.4, ,No,0,1,0,0,0,BradleySowell,BRADLEYSOWELL
439,nfl.p.26652,Cordarrelle,Patterson,WR,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.6, ,No,0,0,0,0,1,CordarrellePatterson,CORDARRELLEPATTERSON
440,nfl.p.27589,Allen,Robinson II,WR,CHI,DEN,CHI@DEN,4:25PM EDT,20,13.7, ,No,0,0,0,0,1,AllenRobinson II,ALLENROBINSONII
442,nfl.p.28234,Taylor,Gabriel,WR,CHI,DEN,CHI@DEN,4:25PM EDT,10,3.4, ,No,0,0,0,0,1,TaylorGabriel,TAYLORGABRIEL
443,nfl.p.28514,Mike,Davis,RB,CHI,DEN,CHI@DEN,4:25PM EDT,12,6.6, ,No,0,0,1,0,0,MikeDavis,MIKEDAVIS
444,nfl.p.29913,Ben,Braunecker,TE,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.9, ,No,0,1,0,0,0,BenBraunecker,BENBRAUNECKER
445,nfl.p.30115,Mitchell,Trubisky,QB,CHI,DEN,CHI@DEN,4:25PM EDT,20,9.2, ,No,1,0,0,0,0,MitchellTrubisky,MITCHELLTRUBISKY
446,nfl.p.30158,Adam,Shaheen,TE,CHI,DEN,CHI@DEN,4:25PM EDT,10,1.1, ,No,0,1,0,0,0,AdamShaheen,ADAMSHAHEEN
447,nfl.p.30232,Tarik,Cohen,RB,CHI,DEN,CHI@DEN,4:25PM EDT,15,8.9, ,No,0,0,1,0,0,TarikCohen,TARIKCOHEN
448,nfl.p.31021,Anthony,Miller,WR,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,AnthonyMiller,ANTHONYMILLER
449,nfl.p.31194,Javon,Wims,WR,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,JavonWims,JAVONWIMS
450,nfl.p.31905,David,Montgomery,RB,CHI,DEN,CHI@DEN,4:25PM EDT,17,5.0, ,No,0,0,1,0,0,DavidMontgomery,DAVIDMONTGOMERY
451,nfl.p.31958,Riley,Ridley,WR,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,RileyRidley,RILEYRIDLEY
452,nfl.p.32054,Kerrith,Whyte Jr.,RB,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,1,0,0,KerrithWhyte Jr.,KERRITHWHYTEJR
453,nfl.p.8795,Joe,Flacco,QB,DEN,CHI,CHI@DEN,4:25PM EDT,20,14.8, ,No,1,0,0,0,0,JoeFlacco,JOEFLACCO
454,nfl.p.24057,Emmanuel,Sanders,WR,DEN,CHI,CHI@DEN,4:25PM EDT,18,17.1, ,No,0,0,0,0,1,EmmanuelSanders,EMMANUELSANDERS
455,nfl.p.28480,Jeff,Heuerman,TE,DEN,CHI,CHI@DEN,4:25PM EDT,10,5.6, ,No,0,1,0,0,0,JeffHeuerman,JEFFHEUERMAN
456,nfl.p.29370,Devontae,Booker,RB,DEN,CHI,CHI@DEN,4:25PM EDT,10,4.3, ,No,0,0,1,0,0,DevontaeBooker,DEVONTAEBOOKER
459,nfl.p.31010,Courtland,Sutton,WR,DEN,CHI,CHI@DEN,4:25PM EDT,16,15.5, ,No,0,0,0,0,1,CourtlandSutton,COURTLANDSUTTON
460,nfl.p.31041,Royce,Freeman,RB,DEN,CHI,CHI@DEN,4:25PM EDT,10,6.6, ,No,0,0,1,0,0,RoyceFreeman,ROYCEFREEMAN
461,nfl.p.31083,DaeSean,Hamilton,WR,DEN,CHI,CHI@DEN,4:25PM EDT,12,1.5, ,No,0,0,0,0,1,DaeSeanHamilton,DAESEANHAMILTON
462,nfl.p.31126,Troy,Fumagalli,TE,DEN,CHI,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,1,0,0,0,TroyFumagalli,TROYFUMAGALLI
463,nfl.p.31379,Phillip,Lindsay,RB,DEN,CHI,CHI@DEN,4:25PM EDT,16,8.6, ,No,0,0,1,0,0,PhillipLindsay,PHILLIPLINDSAY
464,nfl.p.31852,Noah,Fant,TE,DEN,CHI,CHI@DEN,4:25PM EDT,11,3.4, ,No,0,1,0,0,0,NoahFant,NOAHFANT
465,nfl.p.32019,Juwann,Winfree,WR,DEN,CHI,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,JuwannWinfree,JUWANNWINFREE
467,nfl.p.28279,Diontae,Spencer,WR,DEN,CHI,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,DiontaeSpencer,DIONTAESPENCER
468,nfl.p.29435,Brandon,Allen,QB,DEN,CHI,CHI@DEN,4:25PM EDT,20,0.0, ,No,1,0,0,0,0,BrandonAllen,BRANDONALLEN
469,nfl.p.32225,Andrew,Beck,TE,DEN,CHI,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,1,0,0,0,AndrewBeck,ANDREWBECK
470,nfl.p.32261,Dax,Raymond,TE,CHI,DEN,CHI@DEN,4:25PM EDT,10,0.0, ,No,0,1,0,0,0,DaxRaymond,DAXRAYMOND
474,nfl.t.18,New Orleans,Saints,DEF,NO,LAR,NO@LAR,4:25PM EDT,12,7.0, ,No,0,0,0,1,0,NO,NO
475,nfl.t.14,Los Angeles,Rams,DEF,LAR,NO,NO@LAR,4:25PM EDT,17,9.0, ,No,0,0,0,1,0,LAR,LAR
476,nfl.p.5479,Drew,Brees,QB,NO,LAR,NO@LAR,4:25PM EDT,33,21.8, ,No,1,0,0,0,0,DrewBrees,DREWBREES
477,nfl.p.8263,Ted,Ginn Jr.,WR,NO,LAR,NO@LAR,4:25PM EDT,14,13.6, ,No,0,0,0,0,1,TedGinn Jr.,TEDGINNJR
478,nfl.p.9353,Jared,Cook,TE,NO,LAR,NO@LAR,4:25PM EDT,17,4.7, ,No,0,1,0,0,0,JaredCook,JAREDCOOK
479,nfl.p.26804,Latavius,Murray,RB,NO,LAR,NO@LAR,4:25PM EDT,15,11.7, ,No,0,0,1,0,0,LataviusMurray,LATAVIUSMURRAY
480,nfl.p.26950,Josh,Hill,TE,NO,LAR,NO@LAR,4:25PM EDT,10,0.3, ,No,0,1,0,0,0,JoshHill,JOSHHILL
481,nfl.p.27135,Zach,Line,RB,NO,LAR,NO@LAR,4:25PM EDT,10,1.6, ,No,0,0,1,0,0,ZachLine,ZACHLINE
482,nfl.p.27560,Teddy,Bridgewater,QB,NO,LAR,NO@LAR,4:25PM EDT,20,2.1, ,No,1,0,0,0,0,TeddyBridgewater,TEDDYBRIDGEWATER
483,nfl.p.29281,Michael,Thomas,WR,NO,LAR,NO@LAR,4:25PM EDT,33,17.3, ,No,0,0,0,0,1,MichaelThomas,MICHAELTHOMAS
484,nfl.p.29470,Dwayne,Washington,RB,NO,LAR,NO@LAR,4:25PM EDT,10,2.6, ,No,0,0,1,0,0,DwayneWashington,DWAYNEWASHINGTON
