"Player","Team","REC","YDS","TDS","FL","FPTS"
"Tyler Kroft","BUF","2.1","22.5","0.3","0.0","5.0"
"","high","3.0","34.0","1.0","0.0","10.5"
"","low","1.5","15.3","0.0","0.0","3.3"
"Vance McDonald","PIT","2.8","27.8","0.1","0.0","4.9"
"","high","4.0","38.9","0.2","0.0","5.3"
"","low","2.0","18.0","0.0","0.0","4.2"
"Kyle Rudolph","MIN","2.7","24.9","0.1","0.0","4.5"
"","high","3.3","32.1","0.2","0.0","4.8"
"","low","2.1","20.7","0.0","0.0","3.9"
"Trey Burton","CHI","2.7","25.8","0.1","0.0","4.4"
"","high","3.0","31.0","0.1","0.0","4.8"
"","low","2.4","20.2","0.0","0.0","4.0"
"Ryan Griffin","NYJ","2.2","24.6","0.1","0.0","4.3"
"","high","3.0","35.0","0.3","0.0","5.1"
"","low","1.5","16.1","0.0","0.0","3.5"
"Jordan Akins","HOU","2.3","26.5","0.1","0.0","4.3"
"","high","2.9","36.0","0.2","0.0","5.5"
"","low","1.7","19.0","0.0","0.0","3.0"
"Ricky Seals-Jones","CLE","1.8","24.8","0.2","0.0","4.3"
"","high","2.2","29.2","0.4","0.0","6.2"
"","low","1.5","20.0","0.0","0.0","3.5"
"Jacob Hollister","SEA","2.2","23.2","0.1","0.0","4.0"
"","high","3.2","36.0","0.2","0.0","4.2"
"","low","1.6","14.5","0.0","0.0","3.1"
"Dawson Knox","BUF","2.0","23.3","0.1","0.0","3.9"
"","high","2.5","28.3","0.2","0.0","4.6"
"","low","1.0","15.0","0.0","0.0","2.5"
"Irv Smith Jr.","MIN","2.2","22.6","0.1","0.0","3.8"
"","high","2.6","28.8","0.2","0.0","4.4"
"","low","1.8","18.0","0.0","0.0","2.9"
"Hayden Hurst","BAL","2.1","23.4","0.1","0.0","3.7"
"","high","3.0","38.0","0.1","0.0","4.8"
"","low","1.6","17.3","0.0","0.0","3.3"
"Benjamin Watson","NE","2.0","22.4","0.1","0.0","3.7"
"","high","2.8","28.8","0.2","0.0","4.2"
"","low","1.4","16.8","0.0","0.0","3.3"
"Foster Moreau","OAK","1.9","19.6","0.1","0.0","3.5"
"","high","2.4","26.4","0.2","0.0","4.8"
"","low","1.6","13.0","0.0","0.0","2.9"
"Josh Oliver","JAC","1.9","20.6","0.1","0.0","3.4"
"","high","2.2","24.0","0.1","0.0","3.7"
"","low","1.6","17.0","0.0","0.1","3.4"
"Luke Willson","SEA","1.9","19.3","0.1","0.0","3.3"
"","high","3.0","29.0","0.1","0.0","3.9"
"","low","1.1","11.4","0.0","0.0","2.8"
"Blake Jarwin","DAL","1.5","17.1","0.1","0.0","3.2"
"","high","1.7","18.0","0.2","0.0","3.6"
"","low","1.4","15.8","0.1","0.0","3.1"
"Chris Herndon IV","NYJ","1.4","18.7","0.1","0.0","3.2"
"","high","1.7","21.8","0.2","0.0","3.9"
"","low","1.2","14.0","0.0","0.0","2.7"
"Jeremy Sprinkle","WAS","1.9","18.1","0.1","0.0","3.1"
"","high","3.1","27.4","0.1","0.0","3.3"
"","low","1.4","11.2","0.0","0.0","2.6"
"Charles Clay","ARI","1.8","18.5","0.1","0.0","3.1"
"","high","2.1","22.2","0.1","0.0","3.5"
"","low","1.0","10.0","0.0","0.0","2.2"
"Anthony Firkser","TEN","1.4","17.8","0.1","0.0","2.9"
"","high","1.7","22.6","0.1","0.0","3.3"
"","low","1.0","11.6","0.0","0.0","2.3"
"Nick Boyle","BAL","1.6","15.9","0.1","0.0","2.8"
"","high","2.0","17.8","0.1","0.0","2.9"
"","low","1.4","13.6","0.0","0.0","2.7"
"Maxx Williams","ARI","1.6","14.1","0.1","0.0","2.5"
"","high","2.6","21.9","0.2","0.0","3.3"
"","low","0.8","6.0","0.0","0.0","1.7"
"Marcedes Lewis","GB","1.3","14.8","0.1","0.0","2.5"
"","high","1.8","24.2","0.1","0.0","3.6"
"","low","0.7","7.7","0.0","0.0","1.7"
"Logan Thomas","DET","1.3","12.8","0.1","0.0","2.4"
"","high","1.9","15.7","0.1","0.0","2.4"
"","low","0.9","11.7","0.0","0.0","2.1"
"Nick Vannett","PIT","1.3","12.9","0.1","0.0","2.4"
"","high","1.8","17.0","0.1","0.0","2.7"
"","low","0.9","9.0","0.0","0.0","1.9"
"Demetrius Harris","CLE","1.4","12.8","0.1","0.0","2.3"
"","high","2.0","18.6","0.1","0.0","2.6"
"","low","0.6","6.1","0.0","0.0","1.9"
"Seth DeValve","JAC","1.1","13.1","0.1","0.0","2.2"
"","high","1.6","20.4","0.1","0.0","2.0"
"","low","0.9","9.0","0.0","0.0","1.8"
"Jesse James","DET","1.1","12.5","0.1","0.0","2.1"
"","high","1.6","18.0","0.1","0.0","3.0"
"","low","0.1","1.0","0.0","0.0","0.7"
"Adam Shaheen","CHI","1.3","12.0","0.0","0.0","2.0"
"","high","1.8","16.0","0.1","0.0","2.5"
"","low","1.0","9.0","0.0","0.0","1.5"
"Tanner Hudson","TB","1.0","11.2","0.1","0.0","2.0"
"","high","2.0","22.0","0.1","0.0","3.3"
"","low","0.3","3.6","0.0","0.0","1.0"
"Ryan Izzo","NE","0.9","10.8","0.1","0.0","2.0"
"","high","1.9","24.0","0.2","0.0","4.0"
"","low","0.2","3.0","0.0","0.0","0.9"
"Rhett Ellison","NYG","1.2","11.2","0.0","0.0","1.9"
"","high","1.9","18.5","0.1","0.0","2.6"
"","low","0.5","5.0","0.0","0.0","1.3"
"Jace Sternberger","GB","0.8","8.6","0.1","0.0","1.9"
"","high","0.8","8.6","0.1","0.0","1.9"
"","low","0.8","8.6","0.1","0.0","1.9"
"Hale Hentges","WAS","1.1","11.2","0.0","0.0","1.8"
"","high","1.4","13.7","0.0","0.0","1.9"
"","low","0.8","7.8","0.0","0.0","1.6"
"Virgil Green","LAC","0.9","10.5","0.0","0.0","1.7"
"","high","1.5","17.6","0.1","0.0","2.8"
"","low","0.1","1.0","0.0","0.0","0.5"
"Derek Carrier","OAK","0.9","9.3","0.0","0.0","1.5"
"","high","1.7","14.7","0.1","0.0","1.5"
"","low","0.6","5.9","0.0","0.0","1.3"
"Lee Smith","BUF","0.9","7.3","0.0","0.0","1.4"
"","high","1.9","13.4","0.1","0.0","1.5"
"","low","0.3","2.5","0.0","0.0","1.3"
"Geoff Swaim","JAC","0.7","6.8","0.1","0.0","1.3"
"","high","0.7","6.8","0.1","0.0","1.3"
"","low","0.7","6.8","0.1","0.0","1.3"
"Ian Thomas","CAR","0.7","6.8","0.0","0.0","1.3"
"","high","1.3","11.8","0.1","0.0","1.6"
"","low","0.1","1.0","0.0","0.0","0.5"
"MyCole Pruitt","TEN","0.8","7.9","0.0","0.0","1.3"
"","high","1.0","10.0","0.1","0.0","1.6"
"","low","0.5","4.8","0.0","0.0","0.9"
"Tommy Sweeney","BUF","0.6","6.8","0.0","0.0","1.2"
"","high","1.3","13.7","0.1","0.0","2.3"
"","low","0.1","1.2","0.0","0.0","0.5"
"Ross Dwelley","SF","0.7","6.7","0.0","0.0","1.2"
"","high","1.1","11.8","0.1","0.0","1.8"
"","low","0.2","1.9","0.0","0.0","0.6"
"Durham Smythe","MIA","0.6","6.9","0.0","0.0","1.1"
"","high","0.8","9.0","0.1","0.0","1.5"
"","low","0.3","3.7","0.0","0.0","0.8"
"Robert Tonyan","GB","0.5","6.8","0.0","0.0","1.1"
"","high","0.9","14.0","0.1","0.0","2.3"
"","low","0.1","0.8","0.0","0.0","0.4"
"Levine Toilolo","SF","0.5","5.8","0.0","0.0","1.1"
"","high","0.8","9.7","0.1","0.0","1.6"
"","low","0.2","2.0","0.0","0.0","0.6"
"Mo Alie-Cox","IND","0.6","6.7","0.0","0.0","1.0"
"","high","1.2","13.1","0.0","0.0","0.9"
"","low","0.2","2.5","0.0","0.0","0.7"
"Zach Gentry","PIT","0.7","6.2","0.0","0.0","1.0"
"","high","0.7","6.2","0.0","0.0","1.0"
"","low","0.7","6.2","0.0","0.0","1.0"
"Blake Bell","KC","0.6","5.6","0.0","0.0","0.9"
"","high","0.8","8.7","0.0","0.0","1.2"
"","low","0.4","3.0","0.0","0.0","0.7"
"Andrew Beck","DEN","0.6","5.9","0.0","0.0","0.9"
"","high","1.1","12.1","0.0","0.0","0.9"
"","low","0.1","0.7","0.0","0.0","0.4"
"Trevon Wesco","NYJ","0.4","4.2","0.0","0.0","0.8"
"","high","0.6","6.7","0.1","0.0","1.5"
"","low","0.1","1.0","0.0","0.0","0.4"
"Jordan Leggett","TB","0.4","3.9","0.0","0.0","0.8"
"","high","0.5","5.6","0.1","0.0","1.3"
"","low","0.1","1.3","0.0","0.0","0.4"
"Matt LaCosse","NE","0.5","4.9","0.0","0.0","0.8"
"","high","0.7","7.0","0.0","0.0","1.2"
"","low","0.2","2.8","0.0","0.0","0.6"
"Deon Yelder","KC","0.4","3.7","0.0","0.0","0.8"
"","high","0.9","10.2","0.1","0.0","1.8"
"","low","0.1","0.0","0.0","0.0","0.3"
"Tyler Conklin","MIN","0.5","4.9","0.0","0.0","0.7"
"","high","0.7","8.0","0.0","0.0","1.0"
"","low","0.2","1.7","0.0","0.0","0.5"
"Daniel Brown","NYJ","0.4","4.7","0.0","0.0","0.7"
"","high","0.6","7.9","0.0","0.0","1.0"
"","low","0.2","2.0","0.0","0.0","0.5"
"J.P. Holtz","CHI","0.5","4.8","0.0","0.0","0.7"
"","high","0.8","9.2","0.0","0.0","0.9"
"","low","0.1","1.4","0.0","0.0","0.4"
"Ben Koyack","JAC","0.5","4.3","0.0","0.0","0.7"
"","high","1.0","8.5","0.0","0.0","0.9"
"","low","0.1","0.5","0.0","0.0","0.3"
"Lance Kendricks","LAC","0.4","4.7","0.0","0.0","0.7"
"","high","0.7","10.3","0.0","0.0","1.2"
"","low","0.1","1.0","0.0","0.0","0.3"
"Ben Braunecker","CHI","0.4","4.3","0.0","0.0","0.6"
"","high","0.8","9.8","0.0","0.0","1.2"
"","low","0.1","1.2","0.0","0.0","0.3"
"Darrell Daniels","ARI","0.4","3.9","0.0","0.0","0.6"
"","high","0.6","6.1","0.0","0.0","1.0"
"","low","0.1","1.0","0.0","0.0","0.3"
"Troy Fumagalli","DEN","0.4","4.1","0.0","0.0","0.6"
"","high","0.6","6.0","0.0","0.0","1.0"
"","low","0.1","0.5","0.0","0.0","0.3"
"Antony Auclair","TB","0.4","4.2","0.0","0.0","0.6"
"","high","0.8","9.2","0.0","0.0","0.6"
"","low","0.0","0.3","0.0","0.0","0.2"
"Dalton Schultz","DAL","0.3","3.7","0.0","0.0","0.6"
"","high","0.7","7.6","0.0","0.0","0.9"
"","low","0.1","1.0","0.0","0.0","0.3"
"Chris Manhertz","CAR","0.3","3.0","0.0","0.0","0.4"
"","high","0.8","8.5","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.0","0.2"
"Garrett Celek","SF","0.1","1.6","0.0","0.0","0.3"
"","high","0.1","1.6","0.0","0.0","0.3"
"","low","0.1","1.6","0.0","0.0","0.3"
"Jerome Cunningham","WAS","0.1","1.1","0.0","0.0","0.2"
"","high","0.1","1.1","0.0","0.0","0.2"
"","low","0.1","1.1","0.0","0.0","0.2"
"Kaden Smith","NYG","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
