"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Michael Thomas","NO","9.4","102.7","0.7","0.1","0.0","0.0","0.1","14.4"
"","high","11.0","121.0","1.0","0.1","0.8","0.0","0.1","18.1"
"","low","6.7","79.9","0.4","0.0","-0.6","0.0","0.1","14.1"
"Julio Jones","ATL","7.2","103.8","0.6","0.2","0.9","0.0","0.1","14.1"
"","high","8.0","118.0","1.0","0.3","2.0","0.0","0.0","17.1"
"","low","6.4","95.0","0.3","0.1","0.2","0.0","0.1","13.3"
"Mike Evans","TB","5.8","95.3","0.6","0.0","0.3","0.0","0.1","13.2"
"","high","7.0","103.0","1.0","0.1","1.0","0.0","0.0","15.9"
"","low","5.2","84.8","0.4","0.0","0.0","0.0","0.1","12.2"
"DeAndre Hopkins","HOU","7.4","83.5","0.6","0.1","0.4","0.0","0.1","12.1"
"","high","8.0","96.0","1.0","0.2","1.3","0.0","0.0","15.6"
"","low","6.5","74.0","0.5","0.0","0.0","0.0","0.1","10.5"
"Chris Godwin","TB","5.7","81.0","0.6","0.1","0.6","0.0","0.1","11.6"
"","high","7.0","98.0","1.0","0.1","1.0","0.0","0.0","14.5"
"","low","4.5","65.5","0.4","0.0","0.2","0.0","0.1","10.7"
"Odell Beckham Jr.","CLE","5.7","81.1","0.6","0.3","1.8","0.0","0.1","11.5"
"","high","7.0","89.0","1.0","0.7","4.0","0.0","0.1","14.9"
"","low","5.0","73.7","0.3","0.2","0.7","0.0","0.1","11.0"
"Tyler Lockett","SEA","5.9","76.2","0.6","0.5","2.7","0.0","0.1","11.4"
"","high","8.0","96.0","1.0","0.6","4.2","0.0","0.0","15.6"
"","low","4.3","61.2","0.4","0.4","1.2","0.0","0.1","10.4"
"Davante Adams","GB","6.3","81.3","0.5","0.0","0.3","0.0","0.1","11.2"
"","high","7.0","96.6","1.0","0.1","1.0","0.0","0.0","15.2"
"","low","5.0","61.4","0.3","0.0","0.0","0.0","0.1","9.3"
"Calvin Ridley","ATL","5.0","68.0","0.7","0.3","1.7","0.0","0.1","10.8"
"","high","5.6","74.0","1.0","0.5","3.0","0.0","0.0","13.4"
"","low","4.3","56.5","0.4","0.1","0.6","0.0","0.1","10.6"
"D.J. Chark","JAC","5.2","72.6","0.6","0.3","2.1","0.0","0.1","10.7"
"","high","6.3","93.0","1.0","0.5","3.0","0.0","0.1","15.3"
"","low","4.2","62.1","0.4","0.1","1.3","0.0","0.1","9.7"
"Amari Cooper","DAL","5.2","75.5","0.5","0.1","0.6","0.0","0.0","10.5"
"","high","5.8","87.7","1.0","0.3","2.0","0.0","0.0","13.4"
"","low","4.4","62.7","0.3","0.0","0.0","0.0","0.1","9.3"
"Julian Edelman","NE","6.6","70.9","0.5","0.6","3.9","0.0","0.1","10.3"
"","high","7.1","84.0","1.0","0.8","6.0","0.0","0.1","14.4"
"","low","6.0","61.0","0.1","0.3","1.8","0.0","0.1","9.5"
"Jarvis Landry","CLE","5.2","68.3","0.5","0.4","2.6","0.0","0.1","10.0"
"","high","5.9","78.5","1.0","1.0","7.0","0.0","0.1","13.4"
"","low","4.4","58.3","0.1","0.0","0.0","0.0","0.1","8.2"
"D.J. Moore","CAR","5.9","75.2","0.4","0.3","3.9","0.0","0.1","10.0"
"","high","7.0","89.0","1.0","0.6","8.5","0.0","0.1","13.9"
"","low","5.0","65.1","0.1","0.0","0.2","0.0","0.2","8.1"
"Cooper Kupp","LAR","5.5","70.0","0.5","0.2","1.1","0.0","0.1","10.0"
"","high","7.0","81.0","1.0","0.5","3.0","0.0","0.0","14.1"
"","low","4.5","61.5","0.3","0.0","0.1","0.0","0.1","9.0"
"Devante Parker","MIA","4.7","68.3","0.5","0.0","0.0","0.0","0.0","9.6"
"","high","5.0","77.0","1.0","0.0","0.0","0.0","0.0","13.4"
"","low","4.1","57.1","0.2","0.0","0.0","0.0","0.0","8.3"
"Courtland Sutton","DEN","4.6","70.2","0.4","0.2","1.0","0.0","0.0","9.6"
"","high","5.0","77.0","1.0","0.4","2.2","0.0","0.0","13.7"
"","low","4.1","64.8","0.1","0.0","0.0","0.0","0.0","8.8"
"John Brown","BUF","4.6","66.7","0.5","0.1","0.6","0.0","0.0","9.6"
"","high","5.1","74.0","1.0","0.3","1.0","0.0","0.0","12.7"
"","low","3.9","58.4","0.3","0.0","0.0","0.0","0.1","9.0"
"Kenny Golladay","DET","4.1","65.7","0.5","0.1","0.4","0.0","0.0","9.5"
"","high","5.0","77.0","1.0","0.2","1.0","0.0","0.0","13.7"
"","low","3.6","58.0","0.2","0.0","0.0","0.0","0.1","8.3"
"Allen Robinson","CHI","5.1","65.1","0.5","0.0","0.1","0.0","0.1","9.3"
"","high","5.6","73.2","1.0","0.0","0.1","0.0","0.0","13.1"
"","low","4.5","52.6","0.2","0.0","0.0","0.0","0.1","8.0"
"T.Y. Hilton","IND","4.9","65.2","0.5","0.1","0.5","0.0","0.0","9.3"
"","high","6.0","81.0","1.0","0.3","2.0","0.0","0.0","14.1"
"","low","4.1","50.0","0.1","0.0","0.0","0.0","0.0","7.4"
"Tyrell Williams","OAK","4.2","61.0","0.5","0.0","0.1","0.0","0.0","9.3"
"","high","6.0","79.0","1.0","0.0","0.3","0.0","0.0","13.9"
"","low","3.4","55.0","0.3","0.0","0.0","0.0","0.0","7.6"
"Michael Gallup","DAL","4.5","66.8","0.4","0.0","0.0","0.0","0.0","9.1"
"","high","5.6","80.0","1.0","0.0","0.0","0.0","0.0","13.2"
"","low","3.2","51.2","0.2","0.0","0.0","0.0","0.1","7.4"
"Jamison Crowder","NYJ","5.5","61.5","0.5","0.2","1.3","0.0","0.1","9.0"
"","high","7.0","71.0","1.0","0.4","3.0","0.0","0.1","13.1"
"","low","4.6","53.1","0.2","0.0","0.0","0.0","0.1","8.3"
"D.K. Metcalf","SEA","4.0","60.1","0.5","0.2","1.0","0.0","0.1","9.0"
"","high","5.0","66.0","1.0","0.3","1.8","0.0","0.0","12.6"
"","low","3.3","55.2","0.4","0.0","0.0","0.0","0.2","8.1"
"Terry McLaurin","WAS","4.4","57.4","0.5","0.4","2.6","0.0","0.0","8.8"
"","high","6.0","73.0","1.0","1.2","8.2","0.1","0.0","13.3"
"","low","3.1","46.7","0.1","0.0","0.0","0.0","0.1","7.3"
"Deebo Samuel","SF","4.8","57.0","0.4","0.5","3.8","0.0","0.1","8.8"
"","high","7.0","79.0","1.0","1.1","8.1","0.1","0.1","13.9"
"","low","3.4","46.2","0.1","0.1","0.8","0.0","0.1","6.6"
"Golden Tate","NYG","5.4","62.2","0.4","0.4","3.3","0.0","0.1","8.6"
"","high","6.0","76.0","1.0","1.0","8.0","0.0","0.1","13.6"
"","low","4.9","52.7","0.0","0.2","1.3","0.0","0.1","7.4"
"Alshon Jeffery","PHI","4.5","52.6","0.5","0.1","0.5","0.0","0.0","8.4"
"","high","6.0","58.0","1.0","0.3","2.0","0.1","0.0","11.8"
"","low","3.1","43.2","0.0","0.0","0.0","0.0","0.0","8.2"
"Marvin Jones","DET","3.9","51.7","0.5","0.2","0.9","0.0","0.0","8.2"
"","high","4.5","57.9","1.0","0.5","3.2","0.0","0.0","11.6"
"","low","3.4","41.1","0.2","0.0","0.0","0.0","0.0","6.9"
"Marquise Brown","BAL","3.9","54.7","0.2","0.6","4.4","0.0","0.0","7.2"
"","high","4.2","72.0","0.4","1.1","7.9","0.1","0.0","10.0"
"","low","3.2","45.2","0.0","0.0","0.0","0.0","0.1","5.5"
"Curtis Samuel","CAR","4.0","50.6","0.2","0.5","4.8","0.1","0.0","7.2"
"","high","4.6","68.0","0.4","0.9","7.3","0.1","0.0","9.2"
"","low","3.2","38.3","0.0","0.2","1.0","0.0","0.0","4.8"
"Robert Woods","LAR","4.2","54.2","0.1","0.7","4.4","0.0","0.0","6.8"
"","high","4.6","59.0","0.2","1.1","6.3","0.1","0.0","8.3"
"","low","3.8","48.8","0.0","0.4","2.9","0.0","0.1","5.5"
"Will Fuller","HOU","3.6","51.4","0.2","0.1","0.6","0.0","0.0","6.7"
"","high","4.8","57.5","0.4","0.4","2.0","0.0","0.0","8.2"
"","low","2.6","42.0","0.0","0.0","0.0","0.0","0.0","5.4"
"James Washington","PIT","4.0","55.6","0.2","0.1","0.5","0.0","0.1","6.6"
"","high","6.0","63.6","0.4","0.3","2.0","0.0","0.0","7.8"
