"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Mark Ingram","BAL","15.3","70.0","0.7","2.1","16.7","0.1","0.1","13.2"
"","high","17.0","75.4","1.0","3.2","22.6","0.2","0.1","15.0"
"","low","13.1","65.1","0.5","1.5","12.0","0.0","0.2","11.9"
"Melvin Gordon","LAC","15.4","65.5","0.6","3.1","23.9","0.1","0.1","12.7"
"","high","16.2","75.0","1.0","4.0","31.0","0.2","0.1","16.6"
"","low","13.7","58.3","0.4","2.0","16.0","0.0","0.2","11.0"
"Miles Sanders","PHI","13.4","63.4","0.4","3.2","32.8","0.1","0.1","12.4"
"","high","17.1","75.0","1.0","3.9","39.0","0.2","0.1","15.6"
"","low","7.8","54.9","0.1","2.7","21.0","0.0","0.2","11.8"
"Josh Jacobs","OAK","15.9","72.3","0.6","1.9","14.5","0.1","0.1","12.4"
"","high","18.3","81.9","1.0","2.7","18.3","0.1","0.1","15.3"
"","low","12.6","50.6","0.2","1.0","11.0","0.0","0.2","12.2"
"Devin Singletary","BUF","14.0","68.1","0.4","3.0","23.2","0.1","0.1","12.0"
"","high","16.5","76.0","1.0","3.4","26.5","0.2","0.0","15.2"
"","low","9.5","63.4","0.1","2.8","18.8","0.0","0.2","11.2"
"James Conner","PIT","14.6","60.9","0.5","3.2","22.5","0.1","0.1","11.7"
"","high","18.4","79.3","1.0","4.1","32.9","0.1","0.1","15.3"
"","low","11.2","47.6","0.2","2.8","18.0","0.0","0.2","10.5"
"Joe Mixon","CIN","16.8","68.9","0.4","2.5","19.5","0.1","0.1","11.7"
"","high","18.2","73.1","1.0","3.0","24.0","0.1","0.1","15.5"
"","low","15.3","63.4","0.3","2.2","16.9","0.0","0.2","10.4"
"Raheem Mostert","SF","11.9","60.3","0.5","1.7","13.8","0.1","0.1","11.2"
"","high","16.0","68.8","1.0","2.1","17.0","0.3","0.1","14.0"
"","low","9.7","50.0","0.3","1.1","11.0","0.0","0.2","8.2"
"Phillip Lindsay","DEN","13.8","68.9","0.4","2.6","18.4","0.0","0.1","11.0"
"","high","16.3","77.1","0.6","4.5","37.0","0.1","0.0","12.2"
"","low","13.0","62.0","0.0","1.0","9.0","0.0","0.2","7.2"
"Devonta Freeman","ATL","14.0","53.9","0.4","3.3","24.5","0.1","0.1","10.6"
"","high","16.0","63.0","1.0","4.0","33.0","0.2","0.1","13.9"
"","low","12.6","48.9","0.2","2.0","16.0","0.0","0.2","9.8"
"Le'Veon Bell","NYJ","15.3","58.9","0.2","4.3","32.9","0.1","0.1","10.3"
"","high","16.9","65.0","0.3","4.8","37.4","0.1","0.1","11.7"
"","low","13.5","50.0","0.0","4.0","29.9","0.0","0.2","9.7"
"Austin Ekeler","LAC","7.1","32.6","0.1","4.9","47.1","0.3","0.1","10.2"
"","high","8.0","35.7","0.2","6.0","57.0","0.4","0.1","11.8"
"","low","6.3","29.0","0.0","3.7","40.5","0.0","0.1","8.2"
"David Montgomery","CHI","15.1","58.4","0.4","1.7","13.6","0.1","0.2","9.4"
"","high","16.4","67.4","0.6","2.0","16.0","0.1","0.1","11.0"
"","low","13.0","51.3","0.0","1.4","12.3","0.0","0.2","6.8"
"Patrick Laird","MIA","11.4","44.0","0.2","3.9","34.3","0.1","0.1","9.4"
"","high","14.6","52.0","0.3","5.3","46.0","0.1","0.1","11.7"
"","low","7.5","33.0","0.0","2.9","23.0","0.0","0.1","8.6"
"Kareem Hunt","CLE","8.6","40.1","0.2","3.7","31.2","0.2","0.1","9.3"
"","high","9.9","53.4","0.4","5.0","45.0","0.3","0.0","11.2"
"","low","7.4","34.0","0.0","2.9","22.7","0.0","0.1","6.8"
"Kenyan Drake","ARI","11.1","48.0","0.2","3.4","27.1","0.1","0.1","9.2"
"","high","14.0","54.0","0.3","3.9","30.2","0.2","0.1","10.6"
"","low","8.9","44.4","0.0","3.0","25.6","0.0","0.1","8.0"
"James White","NE","6.2","25.4","0.1","4.9","44.4","0.2","0.1","8.8"
"","high","8.0","31.0","0.2","6.3","57.0","0.3","0.0","9.6"
"","low","4.6","18.5","0.0","4.2","36.4","0.0","0.1","7.3"
"Marlon Mack","IND","14.2","60.7","0.3","1.1","7.0","0.0","0.1","8.5"
"","high","15.6","68.1","0.5","1.8","10.5","0.1","0.1","10.3"
"","low","12.5","54.0","0.0","0.5","3.0","0.0","0.2","6.1"
"Adrian Peterson","WAS","16.2","63.7","0.2","1.4","10.2","0.0","0.2","8.5"
"","high","18.3","72.0","0.4","2.0","13.0","0.0","0.1","9.7"
"","low","13.5","50.0","0.0","0.8","7.0","0.0","0.2","7.1"
"Sony Michel","NE","14.6","58.3","0.3","0.7","5.1","0.0","0.1","8.0"
"","high","19.8","74.0","0.4","1.5","8.0","0.0","0.1","9.8"
"","low","11.0","44.0","0.0","0.0","3.0","0.0","0.1","4.7"
"Ronald Jones II","TB","10.8","41.4","0.2","2.4","21.7","0.0","0.1","7.7"
"","high","12.6","51.0","0.4","3.0","31.0","0.1","0.1","9.9"
"","low","9.3","37.0","0.0","2.0","16.0","0.0","0.1","5.5"
"Carlos Hyde","HOU","14.2","58.9","0.2","1.1","6.0","0.0","0.1","7.4"
"","high","15.1","60.2","0.3","2.7","10.0","0.0","0.1","8.2"
"","low","13.0","57.0","0.0","0.0","2.0","0.0","0.2","6.0"
"LeSean McCoy","KC","10.6","43.0","0.2","2.3","15.9","0.1","0.1","7.1"
"","high","14.6","55.0","0.3","3.2","21.0","0.1","0.1","7.5"
"","low","9.0","36.0","0.0","1.6","11.0","0.0","0.1","5.7"
"Bo Scarbrough","DET","13.9","52.3","0.2","1.0","5.9","0.0","0.2","7.0"
"","high","18.2","69.0","0.5","2.7","15.0","0.0","0.1","9.6"
"","low","8.1","34.8","0.0","0.0","0.0","0.0","0.3","5.2"
"Jamaal Williams","GB","9.0","34.8","0.1","3.0","21.1","0.1","0.1","6.7"
"","high","10.8","40.3","0.2","4.0","30.0","0.2","0.0","7.5"
"","low","7.0","29.0","0.0","2.4","15.2","0.0","0.1","6.0"
"Duke Johnson","HOU","5.2","23.2","0.1","3.7","34.2","0.1","0.1","6.7"
"","high","6.6","30.4","0.1","4.0","38.9","0.2","0.0","7.8"
"","low","3.5","14.0","0.0","3.1","29.4","0.0","0.1","6.2"
"Latavius Murray","NO","9.3","38.0","0.2","1.9","11.7","0.1","0.1","6.5"
"","high","13.6","51.1","0.5","2.6","16.0","0.1","0.0","8.6"
"","low","6.9","30.0","0.0","1.0","7.0","0.0","0.1","4.0"
"Royce Freeman","DEN","7.7","34.2","0.1","2.9","18.7","0.1","0.1","6.2"
"","high","10.4","45.5","0.2","4.3","35.0","0.1","0.1","8.0"
"","low","4.0","19.0","0.0","2.0","13.8","0.0","0.1","3.3"
"Peyton Barber","TB","11.0","40.2","0.2","1.1","7.5","0.0","0.1","6.2"
"","high","13.3","47.6","0.4","2.2","16.0","0.1","0.1","7.4"
"","low","8.0","31.0","0.0","0.0","4.0","0.0","0.1","3.5"
"Matt Breida","SF","8.1","39.6","0.1","1.6","11.1","0.1","0.1","6.1"
"","high","10.0","50.1","0.3","2.3","14.8","0.1","0.0","7.8"
"","low","4.0","18.0","0.0","1.0","6.0","0.0","0.1","2.4"
"Tarik Cohen","CHI","5.4","20.9","0.1","4.2","30.7","0.1","0.1","6.1"
"","high","7.1","28.0","0.1","4.7","36.0","0.2","0.1","6.7"
"","low","3.4","14.0","0.0","3.5","25.9","0.0","0.1","5.4"
"Boston Scott","PHI","8.1","33.1","0.2","2.4","16.5","0.0","0.1","6.0"
"","high","12.2","46.5","0.3","4.0","25.0","0.1","0.0","8.0"
"","low","6.0","24.0","0.0","0.7","6.0","0.0","0.2","4.4"
"Chris Thompson","WAS","4.3","18.3","0.0","3.8","33.5","0.1","0.1","5.7"
"","high","5.7","22.9","0.1","4.0","36.0","0.2","0.1","6.9"
"","low","2.5","10.0","0.0","3.2","29.5","0.0","0.1","5.2"
"DeAndre Washington","OAK","6.5","26.6","0.2","1.9","14.3","0.0","0.1","5.3"
"","high","7.7","36.8","0.3","2.8","20.3","0.1","0.1","6.4"
"","low","4.5","18.5","0.0","1.1","7.6","0.0","0.1","3.7"
"Rex Burkhead","NE","6.3","24.7","0.1","1.8","16.0","0.0","0.1","4.8"
"","high","8.1","31.0","0.3","2.4","22.0","0.1","0.1","6.6"
"","low","2.0","8.0","0.0","1.0","7.0","0.0","0.1","1.5"
"Nyheim Hines","IND","4.3","15.9","0.1","3.8","27.5","0.0","0.1","4.8"
"","high","5.4","19.6","0.1","5.3","38.0","0.1","0.0","6.1"
"","low","3.6","14.0","0.0","2.4","18.1","0.0","0.1","3.9"
"Damien Williams","KC","5.6","20.3","0.2","2.1","13.7","0.1","0.1","4.7"
"","high","6.4","23.3","0.4","2.2","17.8","0.1","0.0","6.9"
"","low","4.4","18.1","0.0","2.0","8.2","0.0","0.1","4.9"
"Tevin Coleman","SF","6.8","27.1","0.2","1.4","8.9","0.0","0.0","4.7"
"","high","10.4","35.7","0.3","2.6","15.2","0.1","0.0","5.9"
"","low","5.3","22.0","0.0","0.6","4.0","0.0","0.1","3.6"
"David Johnson","ARI","4.9","18.2","0.1","2.1","19.1","0.1","0.1","4.6"
"","high","10.6","35.7","0.1","3.1","25.1","0.2","0.0","5.0"
"","low","2.8","11.3","0.0","1.6","15.0","0.0","0.1","3.1"
"J.D. McKissic","DET","3.9","17.0","0.0","2.7","20.8","0.1","0.1","4.3"
"","high","6.2","24.8","0.1","3.7","26.0","0.1","0.0","6.5"
"","low","2.0","7.0","0.0","1.9","12.6","0.0","0.1","2.2"
"Gus Edwards","BAL","7.9","36.0","0.1","0.4","1.6","0.0","0.0","4.3"
"","high","10.7","56.4","0.2","1.2","3.0","0.0","0.0","5.1"
"","low","6.0","25.0","0.0","0.0","0.0","0.0","0.1","2.5"
"Jalen Richard","OAK","3.6","16.4","0.1","2.7","22.2","0.0","0.1","4.2"
"","high","5.1","24.2","0.1","3.3","25.4","0.1","0.0","5.4"
"","low","2.3","9.0","0.0","2.3","19.2","0.0","0.2","3.6"
"Darwin Thompson","KC","6.9","26.5","0.1","1.5","9.5","0.0","0.1","4.1"
"","high","12.2","45.8","0.3","2.8","14.1","0.0","0.1","4.7"
"","low","3.4","13.4","0.0","0.4","3.1","0.0","0.1","2.2"
"Brian Hill","ATL","5.8","25.2","0.1","1.2","8.8","0.0","0.1","3.9"
"","high","7.3","37.1","0.2","2.0","14.0","0.1","0.0","4.5"
"","low","5.0","20.5","0.0","0.6","5.0","0.0","0.1","3.1"
"Jaylen Samuels","PIT","4.7","15.8","0.1","2.8","17.4","0.1","0.1","3.9"
"","high","7.2","21.8","0.1","3.6","22.5","0.1","0.1","5.0"
"","low","2.0","8.2","0.0","1.1","7.4","0.0","0.1","2.0"
"Frank Gore","BUF","7.9","29.0","0.1","0.8","5.8","0.0","0.0","3.8"
"","high","10.5","33.7","0.2","1.5","8.0","0.0","0.0","5.1"
"","low","5.8","24.0","0.0","0.4","4.0","0.0","0.1","3.1"
"Ty Johnson","DET","5.4","19.6","0.1","1.9","11.8","0.0","0.0","3.6"
"","high","8.4","33.4","0.2","2.5","18.0","0.1","0.0","6.7"
"","low","3.0","11.0","0.0","0.9","3.6","0.0","0.1","2.3"
"Myles Gaskin","MIA","5.6","20.8","0.1","1.4","10.2","0.0","0.1","3.6"
"","high","7.8","29.9","0.2","2.1","18.2","0.1","0.1","5.8"
"","low","4.0","14.0","0.0","0.0","3.0","0.0","0.1","1.7"
"Giovani Bernard","CIN","4.4","16.2","0.0","2.1","17.1","0.0","0.0","3.6"
"","high","6.6","24.6","0.1","2.5","21.1","0.1","0.0","4.3"
"","low","2.5","10.4","0.0","2.0","14.1","0.0","0.1","2.9"
"Dion Lewis","TEN","5.0","20.9","0.0","2.0","12.4","0.0","0.1","3.5"
"","high","6.8","28.0","0.1","2.6","17.0","0.1","0.1","5.2"
"","low","3.3","13.8","0.0","1.0","4.0","0.0","0.1","2.7"
"Benny Snell Jr.","PIT","6.6","26.9","0.1","0.8","5.3","0.0","0.1","3.5"
"","high","11.1","43.8","0.2","2.6","13.8","0.0","0.0","5.5"
"","low","1.3","6.0","0.0","0.0","1.0","0.0","0.1","0.9"
"Ty Montgomery","NYJ","4.2","15.7","0.0","1.6","11.8","0.0","0.0","2.9"
"","high","5.5","18.5","0.1","2.4","15.0","0.0","0.0","3.8"
"","low","2.6","10.0","0.0","0.9","8.0","0.0","0.1","2.1"
"C.J. Prosise","SEA","4.7","18.0","0.1","1.2","8.4","0.0","0.3","2.9"
"","high","6.4","23.0","0.4","1.9","9.9","0.1","0.0","5.4"
"","low","3.0","11.0","0.0","0.8","6.0","0.0","0.7","2.0"
"Dare Ogunbowale","TB","1.8","6.6","0.0","2.3","17.8","0.0","0.1","2.7"
"","high","5.4","20.0","0.2","3.2","28.0","0.1","0.0","3.5"
"","low","0.7","3.0","0.0","1.8","9.0","0.0","0.3","1.3"
"Ryquell Armstead","JAC","3.3","11.3","0.0","1.4","10.0","0.1","0.0","2.7"
"","high","6.6","20.5","0.1","2.0","17.0","0.1","0.0","3.5"
"","low","1.3","5.3","0.0","0.8","6.3","0.0","0.1","1.8"
"Malcolm Brown","LAR","4.7","19.7","0.1","0.2","1.2","0.0","0.0","2.5"
"","high","5.1","21.1","0.1","0.3","2.0","0.0","0.0","3.0"
"","low","4.0","17.0","0.0","0.0","0.0","0.0","0.0","1.7"
"Spencer Ware","KC","4.1","16.5","0.0","0.9","5.8","0.0","0.1","2.5"
"","high","6.6","28.0","0.1","1.7","10.0","0.1","0.0","4.9"
"","low","1.0","3.8","0.0","0.1","0.9","0.0","0.1","0.5"
"Chase Edmonds","ARI","2.7","12.0","0.1","1.2","7.8","0.0","0.0","2.5"
"","high","5.2","21.8","0.2","2.0","8.9","0.1","0.0","4.0"
"","low","1.0","6.0","0.0","0.9","7.0","0.0","0.0","1.3"
"Tony Pollard","DAL","3.7","14.5","0.1","1.0","5.8","0.0","0.0","2.4"
"","high","5.2","20.9","0.1","1.3","7.4","0.1","0.0","4.0"
"","low","2.0","9.0","0.0","0.8","4.1","0.0","0.1","1.4"
"Javorius Allen","NYG","3.2","11.9","0.1","1.0","5.5","0.0","0.0","2.2"
"","high","4.3","17.0","0.1","1.2","7.3","0.1","0.0","2.9"
"","low","2.2","6.6","0.0","0.6","4.2","0.0","0.0","2.9"
"Jordan Wilkins","IND","3.5","17.8","0.0","0.7","3.4","0.0","0.0","2.2"
"","high","4.2","24.2","0.1","1.3","4.7","0.0","0.0","2.7"
"","low","2.5","11.0","0.0","0.3","1.8","0.0","0.1","1.8"
"Ameer Abdullah","MIN","3.8","14.0","0.1","0.9","5.9","0.0","0.2","2.2"
"","high","5.2","18.4","0.1","1.3","7.2","0.1","0.0","3.6"
"","low","0.7","3.0","0.0","0.7","5.0","0.0","0.4","1.0"
"Brandon Bolden","NE","1.8","8.9","0.1","0.8","5.1","0.0","0.0","1.8"
"","high","3.1","16.0","0.2","2.4","11.2","0.0","0.0","2.5"
"","low","1.2","5.0","0.0","0.1","1.0","0.0","0.0","0.8"
"Mike Boone","MIN","2.9","10.8","0.0","0.9","5.1","0.0","0.0","1.7"
"","high","6.0","24.0","0.1","2.0","14.0","0.0","0.0","3.8"
"","low","0.4","1.0","0.0","0.1","1.0","0.0","0.0","0.3"
"Justice Hill","BAL","3.4","13.3","0.0","0.4","2.0","0.0","0.0","1.6"
"","high","5.4","23.0","0.1","1.2","4.2","0.0","0.0","2.3"
"","low","1.7","7.0","0.0","0.0","0.0","0.0","0.1","0.9"
"Kyle Juszczyk","SF","0.4","1.3","0.0","1.7","14.5","0.0","0.1","1.6"
"","high","1.1","3.7","0.0","2.4","25.5","0.1","0.0","2.7"
"","low","0.0","0.0","0.0","0.7","7.2","0.0","0.2","1.0"
"Jay Ajayi","PHI","3.4","13.0","0.0","0.6","2.6","0.0","0.0","1.5"
"","high","7.2","25.9","0.0","1.6","4.7","0.0","0.0","1.1"
"","low","1.2","5.2","0.0","0.1","1.0","0.0","0.1","0.9"
"CJ Ham","MIN","0.7","2.5","0.0","1.0","8.4","0.1","0.0","1.4"
"","high","1.1","4.6","0.0","1.4","11.0","0.1","0.0","1.6"
"","low","0.4","0.7","0.0","0.5","4.0","0.0","0.1","0.9"
"Justin Jackson","LAC","1.9","6.8","0.0","0.5","3.1","0.0","0.0","1.3"
"","high","2.5","11.0","0.1","0.6","4.0","0.0","0.0","2.0"
"","low","1.0","4.1","0.0","0.4","2.4","0.0","0.0","0.9"
"Kerrith Whyte","PIT","2.5","9.8","0.0","0.4","1.4","0.0","0.0","1.2"
"","high","4.6","15.3","0.1","1.5","4.8","0.0","0.0","1.8"
"","low","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"Wendell Smallwood","WAS","2.3","8.0","0.0","0.5","2.8","0.0","0.0","1.2"
"","high","2.8","11.2","0.1","0.9","5.1","0.0","0.0","2.1"
"","low","1.6","6.0","0.0","0.1","1.0","0.0","0.0","0.8"
"Reggie Bonnafon","CAR","1.8","7.2","0.0","0.4","2.1","0.0","0.0","1.0"
"","high","3.2","14.7","0.1","0.9","2.8","0.0","0.0","2.3"
"","low","0.8","3.3","0.0","0.0","1.0","0.0","0.1","0.5"
"Darrell Henderson","LAR","2.2","8.0","0.0","0.4","1.5","0.0","0.0","1.0"
"","high","3.6","11.5","0.0","1.3","3.6","0.0","0.0","1.1"
"","low","1.1","4.4","0.0","0.1","0.0","0.0","0.0","0.8"
"Wayne Gallman","NYG","1.5","5.5","0.0","0.7","2.6","0.0","0.0","1.0"
"","high","2.8","8.6","0.1","1.6","4.1","0.0","0.0","1.5"
"","low","0.4","1.6","0.0","0.2","1.4","0.0","0.1","0.4"
"Jonathan Williams","IND","2.7","8.2","0.0","0.8","2.3","0.0","0.0","1.0"
"","high","5.5","17.0","0.0","1.8","5.0","0.0","0.0","2.2"
"","low","0.2","0.8","0.0","0.1","0.4","0.0","0.1","0.2"
"Qadree Ollison","ATL","2.0","6.1","0.0","0.4","1.7","0.0","0.0","0.9"
"","high","4.5","12.9","0.1","1.3","4.0","0.0","0.0","1.2"
"","low","0.6","2.4","0.0","0.1","0.7","0.0","0.0","0.5"
"Josh Adams","NYJ","2.5","7.7","0.0","0.6","1.6","0.0","0.0","0.9"
"","high","4.9","13.0","0.0","1.4","3.4","0.0","0.0","0.9"
"","low","0.8","3.1","0.0","0.0","0.0","0.0","0.1","0.8"
"Jeff Wilson","SF","1.1","3.9","0.1","0.2","0.8","0.0","0.0","0.8"
"","high","2.1","8.1","0.2","0.4","1.0","0.0","0.0","2.1"
"","low","0.1","0.4","0.0","0.1","0.5","0.0","0.0","0.1"
"Alec Ingold","OAK","1.4","4.2","0.0","0.6","3.0","0.0","0.0","0.8"
"","high","3.0","8.3","0.0","0.9","4.6","0.0","0.0","1.0"
"","low","0.6","2.0","0.0","0.3","2.0","0.0","0.0","0.5"
"Zach Line","NO","0.6","2.3","0.0","0.5","2.7","0.0","0.0","0.7"
"","high","0.7","2.9","0.0","0.8","4.4","0.1","0.0","1.3"
"","low","0.5","2.0","0.0","0.3","0.9","0.0","0.0","0.7"
"Ryan Nall","CHI","1.1","3.8","0.0","0.3","1.7","0.0","0.0","0.7"
"","high","1.8","7.0","0.1","0.6","2.1","0.0","0.0","1.5"
"","low","0.0","0.0","0.0","0.1","1.0","0.0","0.0","0.1"
"Alex Armah","CAR","0.7","3.1","0.0","0.5","2.1","0.0","0.0","0.7"
"","high","1.2","8.3","0.1","1.0","4.2","0.0","0.0","0.9"
"","low","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.4"
"Travis Homer","SEA","1.1","4.9","0.0","0.2","0.9","0.0","0.0","0.7"
"","high","2.1","13.1","0.1","0.7","2.1","0.0","0.0","2.1"
"","low","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"Rod Smith","OAK","1.0","3.6","0.0","0.2","1.1","0.0","0.0","0.7"
"","high","1.8","7.4","0.1","0.4","1.6","0.0","0.0","1.5"
"","low","0.1","0.5","0.0","0.1","0.5","0.0","0.0","0.2"
"D'Ernest Johnson","CLE","0.5","2.6","0.0","0.2","2.0","0.0","0.0","0.7"
"","high","1.6","7.7","0.1","0.5","4.9","0.0","0.0","1.9"
"","low","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.1"
"Dontrell Hilliard","CLE","0.8","2.4","0.0","0.4","2.8","0.0","0.0","0.7"
"","high","1.2","4.2","0.1","0.8","5.5","0.0","0.0","1.6"
"","low","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"Derek Watt","LAC","1.0","2.9","0.0","0.4","1.8","0.0","0.0","0.7"
"","high","1.5","5.0","0.1","1.0","2.6","0.0","0.0","1.0"
"","low","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.4"
"Devontae Booker","DEN","0.7","2.5","0.0","0.5","3.5","0.0","0.0","0.6"
"","high","1.4","5.0","0.0","0.8","5.2","0.0","0.0","0.8"
"","low","0.2","1.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Dan Vitale","GB","0.7","2.2","0.0","0.6","3.7","0.0","0.0","0.6"
"","high","1.2","3.4","0.0","0.8","4.0","0.0","0.0","0.8"
"","low","0.0","0.1","0.0","0.4","3.5","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.3","1.1","0.0","0.5","2.7","0.0","0.0","0.5"
"","high","1.1","3.0","0.0","0.7","3.9","0.1","0.0","1.0"
"","low","0.0","0.0","0.0","0.3","1.3","0.0","0.0","0.4"
"De'Lance Turner","MIA","0.7","2.5","0.0","0.2","1.0","0.0","0.0","0.5"
"","high","1.5","5.6","0.1","0.4","1.9","0.0","0.0","1.3"
"","low","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Elijhaa Penny","NYG","1.1","3.5","0.0","0.3","1.5","0.0","0.0","0.5"
"","high","2.2","6.6","0.0","0.7","2.0","0.0","0.0","0.6"
"","low","0.2","0.8","0.0","0.1","0.4","0.0","0.0","0.2"
"Kenjon Barner","ATL","1.0","3.9","0.0","0.5","1.7","0.0","0.0","0.5"
"","high","2.5","9.3","0.0","1.1","2.6","0.0","0.0","0.4"
"","low","0.1","0.2","0.0","0.1","0.4","0.0","0.0","0.1"
"Jamize Olawale","DAL","0.7","2.1","0.0","0.6","2.7","0.0","0.0","0.5"
"","high","1.3","4.0","0.0","1.6","4.7","0.0","0.0","0.7"
"","low","0.1","0.2","0.0","0.1","0.8","0.0","0.0","0.2"
"Mike Davis","CAR","0.7","2.6","0.0","0.1","0.6","0.0","0.0","0.5"
"","high","1.8","7.9","0.1","0.3","1.3","0.0","0.0","1.5"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keith Smith","ATL","0.9","2.9","0.0","0.3","1.7","0.0","0.0","0.4"
"","high","1.6","4.5","0.0","0.6","3.0","0.0","0.0","0.7"
"","low","0.1","0.3","0.0","0.1","0.6","0.0","0.0","0.1"
"Trey Edmunds","PIT","1.2","3.4","0.0","0.2","0.9","0.0","0.0","0.4"
"","high","2.6","7.1","0.0","0.8","2.2","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Anthony Sherman","KC","0.6","1.8","0.0","0.3","2.0","0.0","0.0","0.4"
"","high","1.6","4.2","0.0","0.5","4.3","0.0","0.0","0.6"
"","low","0.1","0.5","0.0","0.1","1.0","0.0","0.0","0.3"
"Patrick DiMarco","BUF","0.8","2.5","0.0","0.4","1.3","0.0","0.0","0.4"
"","high","2.0","6.0","0.0","0.8","1.9","0.0","0.0","0.3"
"","low","0.2","0.7","0.0","0.1","1.0","0.0","0.0","0.2"
"Chandler Cox","MIA","0.7","2.0","0.0","0.2","1.0","0.0","0.0","0.3"
"","high","0.7","2.0","0.0","0.2","1.0","0.0","0.0","0.5"
"","low","0.7","2.0","0.0","0.2","1.0","0.0","0.0","0.5"
"Josh Ferguson","WAS","0.4","1.2","0.0","0.3","1.2","0.0","0.0","0.2"
"","high","0.4","1.2","0.0","0.3","1.2","0.0","0.0","0.0"
"","low","0.4","1.2","0.0","0.3","1.2","0.0","0.0","0.0"
"Khari Blasingame","TEN","0.5","1.3","0.0","0.2","0.8","0.0","0.0","0.2"
"","high","1.4","4.0","0.0","0.6","1.7","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Michael Burton","WAS","0.3","0.8","0.0","0.1","0.6","0.0","0.0","0.2"
"","high","0.4","1.0","0.0","0.2","1.3","0.0","0.0","0.2"
"","low","0.1","0.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Nick Bellore","SEA","0.2","0.5","0.0","0.1","1.3","0.0","0.0","0.2"
"","high","0.4","1.0","0.0","0.2","3.0","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.1"
"Devine Ozigbo","JAC","0.4","1.3","0.0","0.1","0.3","0.0","0.0","0.2"
