"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Royce Freeman","DEN","10.7","45.8","0.2","2.9","16.6","0.0","0.1","7.6"
"Chris Thompson","WAS","5.1","21.7","0.1","4.9","45.1","0.1","0.1","7.3"
"James White","NE","3.8","15.8","0.1","4.9","40.8","0.2","0.1","7.1"
"Ronald Jones II","TB","12.0","47.7","0.2","1.5","10.5","0.0","0.1","6.8"
"Tarik Cohen","CHI","5.2","20.1","0.1","3.9","32.8","0.2","0.1","6.6"
"Duke Johnson","HOU","6.0","27.9","0.1","3.1","28.0","0.1","0.1","6.4"
"Peyton Barber","TB","11.6","42.7","0.2","1.5","8.6","0.0","0.1","6.0"
"Jaylen Samuels","PIT","6.6","24.7","0.1","3.1","21.5","0.1","0.0","5.8"
"Raheem Mostert","SF","8.7","42.0","0.1","1.6","10.1","0.0","0.2","5.6"
"Devin Singletary","BUF","6.6","29.5","0.1","2.5","18.8","0.0","0.1","5.4"
"Adrian Peterson","WAS","11.3","40.3","0.1","1.1","7.0","0.0","0.1","5.2"
"Rashaad Penny","SEA","8.1","38.0","0.1","1.0","5.0","0.0","0.0","5.0"
"Giovani Bernard","CIN","5.5","21.8","0.1","2.4","19.1","0.0","0.1","4.7"
"Tevin Coleman","SF","6.4","26.1","0.1","1.2","9.3","0.1","0.1","4.5"
"Ito Smith","ATL","6.3","24.2","0.1","1.8","12.6","0.0","0.1","4.3"
"Nyheim Hines","IND","4.1","16.2","0.0","2.9","20.8","0.0","0.0","4.1"
"Darrel Williams","KC","5.7","22.5","0.1","1.7","12.3","0.0","0.1","4.0"
"Gus Edwards","BAL","7.6","34.3","0.1","0.4","2.4","0.0","0.1","4.0"
"Alexander Mattison","MIN","7.1","28.0","0.1","0.8","4.7","0.0","0.1","3.8"
"T.J. Yeldon","BUF","4.2","15.3","0.0","2.3","17.8","0.0","0.1","3.6"
"Jeff Wilson","SF","6.1","22.2","0.2","0.9","4.8","0.0","0.1","3.5"
"Latavius Murray","NO","6.0","20.9","0.1","1.0","6.0","0.0","0.0","3.5"
"Dion Lewis","TEN","4.7","18.2","0.0","2.0","11.5","0.0","0.1","3.4"
"Jordan Wilkins","IND","4.9","28.7","0.1","0.7","4.1","0.0","0.2","3.3"
"Tony Pollard","DAL","5.4","21.2","0.1","1.0","6.5","0.0","0.1","3.2"
"Malcolm Brown","LAR","5.7","23.6","0.1","0.4","2.6","0.0","0.0","3.1"
"Jonathan Hilliman","NYG","4.9","19.4","0.1","1.1","5.5","0.0","0.1","2.9"
"Ty Montgomery","NYJ","4.2","15.5","0.1","1.3","9.3","0.0","0.1","2.8"
"Jalen Richard","OAK","3.3","12.6","0.0","2.1","13.5","0.0","0.1","2.7"
"Dexter Williams","GB","4.2","16.2","0.1","1.1","7.8","0.0","0.1","2.6"
"Darren Sproles","PHI","2.4","9.1","0.0","1.8","13.2","0.0","0.0","2.5"
"Chase Edmonds","ARI","3.6","14.8","0.1","1.3","7.5","0.0","0.0","2.5"
"Dontrell Hilliard","CLE","3.4","12.8","0.0","1.4","10.4","0.0","0.0","2.5"
"Dare Ogunbowale","TB","1.4","4.9","0.0","2.4","16.9","0.0","0.0","2.4"
"Ryquell Armstead","JAC","3.8","15.2","0.0","0.9","5.3","0.0","0.0","2.3"
"DeAndre Washington","OAK","4.8","16.4","0.0","1.2","5.6","0.0","0.1","2.3"
"Justice Hill","BAL","3.2","12.5","0.1","1.0","6.4","0.0","0.0","2.3"
"C.J. Prosise","SEA","3.3","9.6","0.0","1.6","10.7","0.0","0.0","2.2"
"Brandon Bolden","NE","1.9","7.9","0.1","0.9","4.2","0.0","0.1","1.9"
"Kerrith Whyte","CHI","1.9","7.0","0.1","0.2","2.3","0.0","0.0","1.5"
"Kyle Juszczyk","SF","0.6","2.1","0.0","1.4","11.9","0.0","0.1","1.4"
"Trayveon Williams","CIN","1.4","6.5","0.1","0.1","0.9","0.0","0.0","1.3"
"Mike Davis","CHI","2.7","9.0","0.0","0.4","1.6","0.0","0.0","1.3"
"Corey Clement","PHI","1.9","7.0","0.1","0.3","1.9","0.0","0.0","1.3"
"Darwin Thompson","KC","1.7","6.6","0.0","0.5","3.3","0.0","0.0","1.2"
"Alex Armah","CAR","1.1","4.6","0.1","0.4","1.7","0.0","0.0","1.2"
"Wendell Smallwood","WAS","1.9","6.1","0.0","0.7","4.2","0.0","0.0","1.1"
"Ameer Abdullah","MIN","1.6","5.3","0.0","0.6","3.7","0.0","0.0","1.0"
"Benny Snell Jr.","PIT","2.0","6.8","0.0","0.4","1.3","0.0","0.0","1.0"
"Reggie Bonnafon","CAR","1.7","6.4","0.0","0.3","1.1","0.0","0.0","0.9"
"Elijhaa Penny","NYG","2.0","7.3","0.0","0.3","1.5","0.0","0.0","0.9"
"Darrell Henderson","LAR","1.5","5.9","0.0","0.3","1.4","0.0","0.0","0.9"
"CJ Ham","MIN","0.5","1.5","0.0","1.1","6.6","0.0","0.0","0.9"
"Dan Vitale","GB","0.5","1.6","0.0","1.0","7.0","0.0","0.0","0.9"
"D'Ernest Johnson","CLE","0.9","3.6","0.0","0.5","3.4","0.0","0.0","0.8"
"Jordan Scarlett","CAR","1.4","5.2","0.0","0.3","1.1","0.0","0.0","0.8"
"Patrick DiMarco","BUF","1.0","3.3","0.0","0.8","4.6","0.0","0.0","0.8"
"Derek Watt","LAC","1.2","4.3","0.0","0.6","3.0","0.0","0.0","0.8"
"Andy Janovich","DEN","0.3","1.2","0.0","0.5","3.9","0.0","0.0","0.8"
"Travis Homer","SEA","1.1","4.5","0.0","0.2","1.0","0.0","0.0","0.7"
"Justin Jackson","LAC","2.9","5.0","0.0","0.6","2.4","0.0","0.0","0.7"
"Troymaine Pope","LAC","1.5","4.5","0.0","0.6","2.7","0.0","0.0","0.7"
"Zach Line","NO","0.6","2.2","0.0","0.5","2.0","0.0","0.0","0.6"
"Aaron Stecker","ATL","1.5","4.4","0.0","0.6","1.9","0.0","0.0","0.6"
"Mike Boone","MIN","1.1","3.6","0.0","0.4","1.6","0.0","0.0","0.5"
"T.J. Logan","TB","0.8","2.7","0.0","0.4","2.4","0.0","0.0","0.5"
"Anthony Sherman","KC","0.5","1.7","0.0","0.4","3.2","0.0","0.0","0.5"
"Qadree Ollison","ATL","1.3","4.3","0.0","0.3","0.9","0.0","0.0","0.5"
"Shaun Wilson","WAS","0.2","1.0","0.0","0.4","2.7","0.0","0.0","0.5"
"John Kelly","LAR","1.4","3.8","0.0","0.5","1.2","0.0","0.0","0.5"
"Buddy Howell","HOU","0.9","3.7","0.0","0.1","1.0","0.0","0.0","0.5"
"Damien Harris","NE","1.0","3.8","0.0","0.3","1.0","0.0","0.0","0.5"
"Brian Hill","ATL","1.0","3.9","0.0","0.2","0.7","0.0","0.0","0.4"
"Jakob Johnson","NE","0.7","3.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.3","1.2","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.4","1.2","0.0","0.6","2.3","0.0","0.0","0.3"
"Alec Ingold","OAK","0.8","2.7","0.0","0.3","0.8","0.0","0.0","0.3"
"Tyler Ervin","JAC","0.7","1.9","0.0","0.3","1.6","0.0","0.0","0.3"
"Devontae Booker","DEN","0.5","2.1","0.0","0.3","1.4","0.0","0.0","0.3"
"Dwayne Washington","NO","0.7","2.9","0.0","0.0","0.2","0.0","0.0","0.3"
"Taiwan Jones","HOU","0.5","2.2","0.0","0.1","0.7","0.0","0.0","0.3"
"Jonathan Williams","IND","0.5","2.4","0.0","0.0","0.3","0.0","0.0","0.3"
"Nick Bellore","SEA","0.2","1.1","0.0","0.1","0.9","0.0","0.0","0.3"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"Trenton Cannon","NYJ","0.4","1.2","0.0","0.2","0.9","0.0","0.0","0.2"
"Samaje Perine","CIN","0.3","1.2","0.0","0.1","0.6","0.0","0.0","0.2"
"Keith Smith","ATL","0.2","1.1","0.0","0.1","0.6","0.0","0.0","0.2"
"D.J. Foster","ARI","0.2","0.8","0.0","0.1","0.6","0.0","0.0","0.1"
"Bilal Powell","NYJ","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
"Tavon Austin","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
