Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nfl.p.31157,Ray-Ray,McCloud,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.6," ",No
nfl.t.14,Los Angeles,Rams,DEF,LAR,CAR,LAR@CAR,1:00PM EDT,18,0.0," ",No
nfl.t.29,Carolina,Panthers,DEF,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.30959,Brandon,Zylstra,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.6," ",No
nfl.p.26664,Robert,Woods,WR,LAR,CAR,LAR@CAR,1:00PM EDT,24,13.1," ",No
nfl.p.27531,Blake,Bortles,QB,LAR,CAR,LAR@CAR,1:00PM EDT,20,14.2," ",No
nfl.p.27548,Brandin,Cooks,WR,LAR,CAR,LAR@CAR,1:00PM EDT,25,13.5," ",No
nfl.p.28398,Todd,Gurley II,RB,LAR,CAR,LAR@CAR,1:00PM EDT,28,21.9," ",No
nfl.p.28990,Malcolm,Brown,RB,LAR,CAR,LAR@CAR,1:00PM EDT,10,3.4," ",No
nfl.p.29235,Jared,Goff,QB,LAR,CAR,LAR@CAR,1:00PM EDT,31,18.7," ",No
nfl.p.29344,Tyler,Higbee,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,4.2," ",No
nfl.p.29435,Brandon,Allen,QB,DEN,CAR,LAR@CAR,1:00PM EDT,20,0.0," ",No
nfl.p.29440,Mike,Thomas,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.30157,Gerald,Everett,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,4.2," ",No
nfl.p.30182,Cooper,Kupp,WR,LAR,CAR,LAR@CAR,1:00PM EDT,18,14.4," ",No
nfl.p.30230,Josh,Reynolds,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,7.4," ",No
nfl.p.30370,Justin,Davis,RB,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.6," ",No
nfl.p.30373,Johnny,Mundt,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.5," ",No
nfl.p.30531,JoJo,Natson,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31145,John,Kelly,RB,LAR,CAR,LAR@CAR,1:00PM EDT,10,2.8," ",No
nfl.p.31225,Austin,Proehl,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31803,John,Wolford,QB,LAR,CAR,LAR@CAR,1:00PM EDT,20,0.0," ",No
nfl.p.31902,Darrell,Henderson Jr.,RB,LAR,CAR,LAR@CAR,1:00PM EDT,12,0.0," ",No
nfl.p.32124,Alex,Bachman,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0,IR,No
nfl.p.32125,Kendall,Blanton,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32127,Romello,Brooker,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32128,Keenen,Brown,TE,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32129,Matt,Colburn,RB,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32137,Nsimba,Webster,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32176,Jonathan,Lloyd,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32604,Jalen,Greene,WR,LAR,CAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.8285,Greg,Olsen,TE,CAR,LAR,LAR@CAR,1:00PM EDT,15,7.4," ",No
nfl.p.24788,Cam,Newton,QB,CAR,LAR,LAR@CAR,1:00PM EDT,32,21.1," ",No
nfl.p.24845,Torrey,Smith,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,5.2," ",No
nfl.p.24965,Aldrick,Robinson,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,4.4," ",No
nfl.p.25178,Chris,Hogan,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,5.5," ",No
nfl.p.25828,Jarius,Wright,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,4.8," ",No
nfl.p.27305,Rashad,Ross,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.28365,Chris,Manhertz,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,4.1," ",No
nfl.p.28562,Cameron,Artis-Payne,RB,CAR,LAR,LAR@CAR,1:00PM EDT,10,4.0," ",No
nfl.p.28800,DeAndrew,White,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.28839,Taylor,Heinicke,QB,CAR,LAR,LAR@CAR,1:00PM EDT,20,3.4," ",No
nfl.p.29411,Temarrick,Hemingway,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.29806,Jason,Vander Laan,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.30121,Christian,McCaffrey,RB,CAR,LAR,LAR@CAR,1:00PM EDT,37,20.7," ",No
nfl.p.30153,Curtis,Samuel,WR,CAR,LAR,LAR@CAR,1:00PM EDT,16,9.0," ",No
nfl.p.30305,Alex,Armah,RB,CAR,LAR,LAR@CAR,1:00PM EDT,10,1.6," ",No
nfl.p.30994,DJ,Moore,WR,CAR,LAR,LAR@CAR,1:00PM EDT,16,8.1," ",No
nfl.p.31071,Ian,Thomas,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,6.3," ",No
nfl.p.31244,Andre,Levrone,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31301,Kyle,Allen,QB,CAR,LAR,LAR@CAR,1:00PM EDT,20,13.3," ",No
nfl.p.31302,Reggie,Bonnafon,RB,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31478,Marcus,Baugh,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0,IR,No
nfl.p.31680,Cole,Hunt,TE,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31932,Will,Grier,QB,CAR,LAR,LAR@CAR,1:00PM EDT,20,0.0," ",No
nfl.p.31986,Jordan,Scarlett,RB,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32069,Terry,Godwin,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32148,Elijah,Holyfield,RB,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32150,Damion,Jeanpiere Jr.,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.29978,Jaydon,Mickens,WR,CAR,LAR,LAR@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.26016,Beau,Brinkley,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.27790,David,Fluellen,RB,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.3," ",No
nfl.p.27174,Demetrius,Harris,TE,CLE,TEN,TEN@CLE,1:00PM EDT,10,2.9," ",No
nfl.p.27540,Odell,Beckham Jr.,WR,CLE,TEN,TEN@CLE,1:00PM EDT,30,16.0," ",No
nfl.p.27591,Jarvis,Landry,WR,CLE,TEN,TEN@CLE,1:00PM EDT,16,10.4," ",No
nfl.p.27742,Garrett,Gilbert,QB,CLE,TEN,TEN@CLE,1:00PM EDT,20,1.6," ",No
nfl.t.10,Tennessee,Titans,DEF,TEN,CLE,TEN@CLE,1:00PM EDT,15,0.0," ",No
nfl.t.5,Cleveland,Browns,DEF,CLE,TEN,TEN@CLE,1:00PM EDT,12,0.0," ",No
nfl.p.7924,Delanie,Walker,TE,TEN,CLE,TEN@CLE,1:00PM EDT,16,7.2," ",No
nfl.p.24936,Dion,Lewis,RB,TEN,CLE,TEN@CLE,1:00PM EDT,15,8.2," ",No
nfl.p.25718,Ryan,Tannehill,QB,TEN,CLE,TEN@CLE,1:00PM EDT,20,13.8," ",No
nfl.p.28390,Marcus,Mariota,QB,TEN,CLE,TEN@CLE,1:00PM EDT,22,13.1," ",No
nfl.p.28531,MyCole,Pruitt,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,3.0," ",No
nfl.p.29038,Darius,Jennings,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,1.6," ",No
nfl.p.29070,Adam,Humphries,WR,TEN,CLE,TEN@CLE,1:00PM EDT,14,9.4," ",No
nfl.p.29279,Derrick,Henry,RB,TEN,CLE,TEN@CLE,1:00PM EDT,25,12.1," ",No
nfl.p.29374,Tajae,Sharpe,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,4.2," ",No
nfl.p.29631,Kalif,Raymond,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.29783,Cole,Wick,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.30118,Corey,Davis,WR,TEN,CLE,TEN@CLE,1:00PM EDT,14,9.4," ",No
nfl.p.30185,Taywan,Taylor,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,5.3," ",No
nfl.p.30213,Jonnu,Smith,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,4.9," ",No
nfl.p.30275,Jeremy,McNichols,RB,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.4," ",No
nfl.p.30571,Anthony,Firkser,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,4.2," ",No
nfl.p.30660,Cody,Hollister,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.31219,Logan,Woodside,QB,TEN,CLE,TEN@CLE,1:00PM EDT,20,0.0," ",No
nfl.p.31620,Dalyn,Dawkins,RB,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.31623,Cameron,Batson,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,1.5,IR,No
nfl.p.8297,Drew,Stanton,QB,CLE,TEN,TEN@CLE,1:00PM EDT,20,0.0," ",No
nfl.p.25826,Orson,Charles,TE,DEN,CLE,TEN@CLE,1:00PM EDT,10,0.4," ",No
nfl.p.28458,Jaelen,Strong,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.29406,Rashard,Higgins,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,7.6," ",No
nfl.p.30142,David,Njoku,TE,CLE,TEN,TEN@CLE,1:00PM EDT,10,7.7," ",No
nfl.p.30199,Kareem,Hunt,RB,CLE,TEN,TEN@CLE,1:00PM EDT,10,19.7,SUSP,No
nfl.p.30627,Pharaoh,Brown,TE,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.30971,Baker,Mayfield,QB,CLE,TEN,TEN@CLE,1:00PM EDT,32,18.2," ",No
nfl.p.31005,Nick,Chubb,RB,CLE,TEN,TEN@CLE,1:00PM EDT,23,11.5," ",No
nfl.p.31075,Antonio,Callaway,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,6.9,SUSP,No
nfl.p.31457,Dontrell,Hilliard,RB,CLE,TEN,TEN@CLE,1:00PM EDT,10,1.4," ",No
nfl.p.31462,Derrick,Willies,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,7.6," ",No
nfl.p.28021,Ryan,Hewitt,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,1.3," ",No
nfl.p.31883,A.J.,Brown,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32419,Alex,Barnes,RB,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32426,Anthony,Ratliff-Williams,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.31148,Damion,Ratley,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,4.2," ",No
nfl.p.31821,Damon,Sheehy-Guiseppi,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.31832,Ishmael,Hyman,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32271,Dorian,Baker,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32272,David,Blough,QB,DET,CLE,TEN@CLE,1:00PM EDT,20,0.0," ",No
nfl.p.32273,Stephen,Carlson,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32283,D.J.,Montgomery,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0,IR,No
nfl.p.32376,Trayone,Gray,RB,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32608,D'Ernest,Johnson,RB,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.31769,KhaDarel,Hodge,WR,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.4," ",No
nfl.p.32597,A.J.,Ouellette,RB,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.29825,Tanner,McEvoy,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32103,Papi,White,WR,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32588,Parker,Hesse,TE,TEN,CLE,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.32337,Mik'Quan,Deane,TE,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.0," ",No
nfl.p.29451,Rico,Gathers,TE,CLE,TEN,TEN@CLE,1:00PM EDT,10,0.9,SUSP,No
nfl.p.29353,Tyler,Ervin,RB,JAX,KC,KC@JAX,1:00PM EDT,10,0.6," ",No
nfl.t.12,Kansas City,Chiefs,DEF,KC,JAX,KC@JAX,1:00PM EDT,17,0.0," ",No
nfl.t.30,Jacksonville,Jaguars,DEF,JAX,KC,KC@JAX,1:00PM EDT,11,0.0," ",No
nfl.p.29372,Seth,DeValve,TE,JAX,KC,KC@JAX,1:00PM EDT,10,2.3," ",No
nfl.p.8834,Chad,Henne,QB,KC,JAX,KC@JAX,1:00PM EDT,20,1.5,IR,No
nfl.p.24923,Anthony,Sherman,RB,KC,JAX,KC@JAX,1:00PM EDT,10,3.4," ",No
nfl.p.26686,Travis,Kelce,TE,KC,JAX,KC@JAX,1:00PM EDT,27,14.8," ",No
nfl.p.27494,James,Winchester,TE,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.27532,Sammy,Watkins,WR,KC,JAX,KC@JAX,1:00PM EDT,13,9.6," ",No
nfl.p.27585,Carlos,Hyde,RB,HOU,JAX,KC@JAX,1:00PM EDT,11,6.7," ",No
nfl.p.28115,Damien,Williams,RB,KC,JAX,KC@JAX,1:00PM EDT,27,9.4," ",No
nfl.p.28505,Blake,Bell,TE,KC,JAX,KC@JAX,1:00PM EDT,10,1.3," ",No
nfl.p.29360,Demarcus,Robinson,WR,KC,JAX,KC@JAX,1:00PM EDT,10,4.5," ",No
nfl.p.29399,Tyreek,Hill,WR,KC,JAX,KC@JAX,1:00PM EDT,24,17.0," ",No
nfl.p.30123,Patrick,Mahomes,QB,KC,JAX,KC@JAX,1:00PM EDT,39,25.4," ",No
nfl.p.30679,Gehrig,Dieter,WR,KC,JAX,KC@JAX,1:00PM EDT,10,1.1,IR,No
nfl.p.30682,Marcus,Kemp,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.2,IR,No
nfl.p.30940,Rashard,Davis,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.31283,David,Wells,TE,KC,JAX,KC@JAX,1:00PM EDT,10,0.0,IR,No
nfl.p.31427,Nick,Keizer,TE,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.31490,Chase,Litton,QB,KC,JAX,KC@JAX,1:00PM EDT,20,0.0," ",No
nfl.p.31496,Byron,Pringle,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.31500,Darrel,Williams,RB,KC,JAX,KC@JAX,1:00PM EDT,10,3.6," ",No
nfl.p.31519,Deon,Yelder,TE,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.31739,Davon,Grayson,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0,IR,No
nfl.p.31888,Mecole,Hardman,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.32046,Darwin,Thompson,RB,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.32355,Jamal,Custis,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0," ",No
nfl.p.32356,Felton,Davis,WR,KC,JAX,KC@JAX,1:00PM EDT,10,0.0,IR,No
nfl.p.32364,John,Lovett,TE,KC,JAX,KC@JAX,1:00PM EDT,10,0.0,IR,No
nfl.p.32366,Kyle,Shurmur,QB,KC,JAX,KC@JAX,1:00PM EDT,20,0.0," ",No
