"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"Indianapolis Colts","","3.1","1.2","0.7","1.2","0.2","0.1","17.1","308.4","9.0"
"","high","3.5","1.4","0.9","1.2","0.3","0.1","19.3","272.0","11.1"
"","low","2.4","0.8","0.6","1.2","0.1","0.0","15.8","344.8","7.6"
"New Orleans Saints","","3.0","0.9","0.8","1.4","0.2","0.0","18.7","352.4","8.3"
"","high","3.4","1.1","1.1","1.5","0.3","0.1","19.2","346.0","9.0"
"","low","2.5","0.7","0.6","1.3","0.1","0.0","17.9","358.7","6.8"
"Buffalo Bills","","2.7","1.1","0.7","1.1","0.2","0.0","19.6","331.2","8.2"
"","high","2.9","1.4","0.9","1.2","0.3","0.0","21.5","320.0","9.2"
"","low","2.5","0.9","0.6","1.1","0.1","0.0","15.6","342.5","6.8"
"Cleveland Browns","","2.8","1.0","0.7","1.3","0.1","0.0","19.2","320.1","8.1"
"","high","3.0","1.3","1.0","1.4","0.2","0.1","22.1","320.0","8.5"
"","low","2.7","0.8","0.5","1.2","0.1","0.0","17.2","320.2","7.1"
"New York Giants","","3.0","1.3","0.6","1.1","0.2","0.1","20.5","304.7","8.1"
"","high","3.5","2.1","0.7","1.1","0.3","0.1","22.0","287.0","10.6"
"","low","2.7","0.9","0.6","1.0","0.1","0.0","18.2","322.5","7.6"
"Baltimore Ravens","","2.8","1.0","0.6","1.0","0.2","0.0","17.2","303.2","8.1"
"","high","3.3","1.3","0.8","1.1","0.3","0.1","17.3","281.0","9.6"
"","low","1.9","0.5","0.5","0.9","0.1","0.0","17.0","325.4","7.3"
"San Francisco 49ers","","3.5","0.7","0.7","1.2","0.1","0.0","19.0","343.2","8.1"
"","high","3.9","1.0","0.9","1.3","0.2","0.1","20.5","320.0","9.0"
"","low","3.0","0.5","0.5","1.1","0.1","0.0","17.2","366.4","6.5"
"Arizona Cardinals","","3.2","1.1","0.7","1.2","0.2","0.0","26.0","374.8","8.0"
"","high","3.7","1.6","0.9","1.3","0.2","0.1","28.3","368.6","10.3"
"","low","2.7","0.9","0.6","1.2","0.1","0.0","22.1","381.0","5.5"
"Chicago Bears","","2.9","0.8","0.6","1.0","0.2","0.0","18.3","317.9","7.9"
"","high","3.8","1.2","0.9","1.2","0.2","0.1","19.5","291.0","9.8"
"","low","2.3","0.6","0.5","0.7","0.1","0.0","16.3","344.8","7.0"
"Green Bay Packers","","3.4","1.0","0.7","1.2","0.1","0.0","21.0","355.0","7.8"
"","high","3.8","1.7","1.0","1.4","0.2","0.1","22.3","350.0","11.4"
"","low","2.9","0.5","0.4","0.9","0.0","0.0","20.0","360.0","6.7"
"Kansas City Chiefs","","3.5","0.9","0.6","0.9","0.2","0.1","20.7","316.2","7.6"
"","high","4.5","1.2","0.7","1.0","0.2","0.1","21.5","310.0","9.6"
"","low","3.0","0.7","0.6","0.8","0.1","0.0","19.2","322.5","6.5"
"Los Angeles Rams","","2.0","0.9","0.6","1.0","0.2","0.0","19.8","316.1","7.1"
"","high","3.4","1.1","0.8","1.1","0.2","0.1","20.3","298.0","7.6"
"","low","1.2","0.6","0.5","0.9","0.1","0.0","18.9","334.2","5.4"
"Tampa Bay Buccaneers","","3.1","0.8","0.7","1.0","0.2","0.0","23.5","326.2","7.0"
"","high","3.6","1.1","0.7","1.1","0.2","0.0","23.8","297.0","9.5"
"","low","2.7","0.5","0.6","0.9","0.1","0.0","23.1","355.4","6.0"
"New York Jets","","2.8","0.9","0.7","1.1","0.1","0.0","22.0","339.2","6.8"
"","high","3.4","1.0","1.1","1.5","0.2","0.0","23.8","324.0","7.9"
"","low","2.0","0.8","0.5","0.7","0.0","0.0","19.7","354.4","6.9"
"Detroit Lions","","2.4","0.9","0.7","1.2","0.2","0.0","21.3","329.5","6.7"
"","high","3.0","1.0","0.9","1.2","0.2","0.1","22.0","321.9","7.6"
"","low","2.0","0.6","0.6","1.2","0.1","0.0","20.5","337.0","5.8"
"Pittsburgh Steelers","","2.6","0.8","0.7","1.1","0.1","0.1","22.5","367.8","6.4"
"","high","3.3","1.0","1.1","1.5","0.2","0.1","23.8","362.0","7.7"
"","low","2.1","0.7","0.5","0.8","0.0","0.0","19.2","373.5","5.5"
"Minnesota Vikings","","2.8","0.7","0.6","0.8","0.1","0.0","22.8","357.1","6.1"
"","high","3.3","0.9","0.7","1.0","0.2","0.0","25.5","353.2","7.0"
"","low","2.6","0.6","0.5","0.5","0.0","0.0","17.0","361.0","5.4"
"Seattle Seahawks","","2.3","0.8","0.6","1.2","0.1","0.0","25.1","377.4","6.0"
"","high","2.9","1.4","1.2","1.6","0.3","0.0","27.0","374.7","8.8"
"","low","1.8","0.5","0.4","0.8","0.0","0.0","19.8","380.0","4.9"
"Carolina Panthers","","2.9","0.6","0.6","1.1","0.1","0.0","25.4","348.7","6.0"
"","high","3.4","1.1","0.9","1.3","0.2","0.0","27.0","334.0","7.2"
"","low","2.6","0.4","0.3","0.9","0.0","0.0","22.4","363.3","4.8"
"Dallas Cowboys","","2.5","0.6","0.7","1.3","0.1","0.1","20.5","352.1","6.0"
"","high","3.4","0.7","1.2","1.6","0.2","0.1","22.5","351.0","6.7"
"","low","2.1","0.4","0.5","1.0","0.0","0.0","16.9","353.1","5.7"
"Oakland Raiders","","1.9","0.8","0.6","0.9","0.1","0.0","23.6","379.8","5.5"
"","high","2.6","1.0","0.7","1.0","0.2","0.0","25.0","377.7","6.2"
"","low","0.9","0.7","0.4","0.8","0.0","0.0","21.6","382.0","4.9"
"Los Angeles Chargers","","2.2","0.6","0.6","0.9","0.1","0.0","21.1","371.9","5.3"
"","high","3.2","0.9","0.9","1.2","0.2","0.0","23.5","362.8","6.0"
"","low","1.7","0.3","0.5","0.5","0.0","0.0","17.2","381.0","5.3"
"Tennessee Titans","","2.2","0.6","0.6","0.8","0.1","0.0","24.7","379.8","5.3"
"","high","3.5","0.8","0.8","1.1","0.2","0.0","27.0","363.0","5.4"
"","low","1.9","0.5","0.4","0.6","0.1","0.0","20.5","396.6","4.6"
"Cincinnati Bengals","","2.1","0.7","0.5","0.7","0.1","0.0","26.2","406.2","5.1"
"","high","2.8","0.8","0.7","0.9","0.2","0.0","30.6","380.5","5.5"
"","low","1.3","0.5","0.3","0.4","0.0","0.0","19.3","432.0","4.1"
"Miami Dolphins","","1.9","0.7","0.5","0.7","0.1","0.1","27.2","369.4","5.0"
"","high","2.9","1.0","0.6","0.8","0.1","0.1","30.0","354.8","4.8"
"","low","1.4","0.5","0.4","0.7","0.1","0.0","22.7","384.0","4.0"
"Atlanta Falcons","","1.7","0.7","0.5","0.8","0.1","0.0","30.1","408.5","4.7"
"","high","2.9","0.9","0.6","0.9","0.1","0.0","34.7","395.0","4.1"
"","low","0.8","0.4","0.4","0.6","0.1","0.0","20.8","422.0","3.2"
""
""
