"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" ","","",""
"Derrick Henry","TEN","25.5","128.2","0.8","1.7","16.8","0.1","0.3","19.4"
"","high","28.0","156.0","1.0","2.0","19.0","0.1","0.2","22.4"
"","low","23.5","107.0","0.5","1.2","13.8","0.0","0.3","15.8"
"Damien Williams","KC","15.0","63.0","0.7","4.0","31.4","0.2","0.2","14.2"
"","high","15.2","66.0","1.0","5.0","41.0","0.3","0.1","15.6"
"","low","14.9","59.0","0.3","3.1","23.4","0.0","0.2","13.0"
"Aaron Jones","GB","16.2","74.0","0.4","3.5","30.4","0.1","0.2","13.0"
"","high","17.4","82.9","0.7","4.0","35.0","0.2","0.1","15.3"
"","low","14.0","66.0","0.0","2.9","24.2","0.0","0.2","10.1"
"Tevin Coleman","SF","11.0","46.2","0.6","1.7","12.9","0.1","0.1","9.5"
"","high","13.0","55.0","1.0","3.0","19.0","0.1","0.1","13.4"
"","low","10.0","39.0","0.4","0.7","7.5","0.0","0.1","7.8"
"Raheem Mostert","SF","11.4","52.7","0.3","1.1","10.0","0.1","0.2","8.4"
"","high","12.0","64.0","0.5","1.4","12.5","0.1","0.1","11.3"
"","low","11.0","46.0","0.0","0.9","8.0","0.0","0.2","5.4"
"Matt Breida","SF","4.4","21.6","0.1","0.9","6.4","0.0","0.1","3.4"
"","high","6.2","29.1","0.2","1.2","9.7","0.1","0.0","5.1"
"","low","2.7","13.0","0.0","0.6","4.0","0.0","0.1","2.2"
"Kyle Juszczyk","SF","0.2","0.8","0.0","1.7","17.4","0.1","0.0","2.4"
"","high","0.4","1.4","0.0","1.9","23.7","0.1","0.0","3.1"
"","low","0.0","0.0","0.0","1.4","14.0","0.1","0.0","1.9"
"Jamaal Williams","GB","3.0","11.4","0.0","1.4","9.9","0.0","0.1","2.3"
"","high","4.0","15.5","0.0","1.9","16.6","0.1","0.0","3.4"
"","low","1.1","4.0","0.0","0.8","6.0","0.0","0.1","1.2"
"Dion Lewis","TEN","1.8","7.8","0.0","1.0","8.1","0.0","0.0","1.7"
"","high","2.1","9.0","0.0","1.9","15.0","0.1","0.0","2.7"
"","low","1.4","5.9","0.0","0.0","1.9","0.0","0.0","1.0"
"Jeff Wilson","SF","1.1","4.4","0.1","0.1","0.5","0.0","0.0","1.1"
"","high","2.1","8.5","0.2","0.1","0.7","0.0","0.0","2.1"
"","low","0.1","0.2","0.0","0.0","0.3","0.0","0.0","0.1"
"Darwin Thompson","KC","1.6","6.4","0.0","0.2","1.0","0.0","0.0","0.9"
"","high","2.0","9.0","0.1","0.5","3.0","0.0","0.0","1.3"
"","low","0.9","3.5","0.0","0.0","0.0","0.0","0.0","0.6"
"Tyler Ervin","GB","1.0","3.0","0.0","0.7","5.1","0.0","0.0","0.8"
"","high","2.2","6.0","0.0","0.8","6.4","0.0","0.0","1.4"
"","low","0.2","1.1","0.0","0.5","2.8","0.0","0.0","0.4"
"LeSean McCoy","KC","1.0","4.0","0.0","0.1","0.8","0.0","0.0","0.7"
"","high","1.7","7.1","0.1","0.2","1.0","0.0","0.0","1.4"
"","low","0.2","1.1","0.0","0.0","0.0","0.0","0.0","0.3"
"Anthony Sherman","KC","0.5","1.6","0.0","0.3","3.2","0.0","0.0","0.5"
"","high","0.7","1.9","0.0","0.4","4.4","0.0","0.0","0.7"
"","low","0.2","1.0","0.0","0.2","2.0","0.0","0.0","0.3"
"Dan Vitale","GB","0.1","0.1","0.0","0.3","3.4","0.0","0.0","0.4"
"","high","0.1","0.2","0.0","0.5","5.6","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.1","1.2","0.0","0.0","0.1"
"Khari Blasingame","TEN","0.2","0.5","0.0","0.2","2.0","0.0","0.0","0.2"
"","high","0.3","1.0","0.0","0.3","3.0","0.0","0.0","0.5"
"","low","0.0","0.0","0.0","0.1","0.9","0.0","0.0","0.1"
"Dexter Williams","GB","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.1"
"","high","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.1"
"","low","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.1"
""
""
