"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Tyreek Hill","KC","5.5","86.0","0.8","0.8","4.1","0.0","0.1","13.4"
"","high","6.0","93.0","1.0","1.0","5.1","0.0","0.1","15.3"
"","low","5.1","82.7","0.6","0.7","3.0","0.0","0.1","12.3"
"Davante Adams","GB","7.3","87.9","0.7","0.0","0.3","0.0","0.1","12.6"
"","high","7.9","97.9","1.0","0.1","1.0","0.0","0.1","14.6"
"","low","6.8","83.0","0.5","0.0","0.0","0.0","0.1","11.3"
"A.J. Brown","TEN","4.3","67.9","0.5","0.3","3.0","0.0","0.0","10.3"
"","high","6.0","84.0","1.0","0.4","4.1","0.0","0.0","14.4"
"","low","3.2","48.0","0.4","0.2","1.9","0.0","0.0","7.4"
"Deebo Samuel","SF","4.3","54.5","0.5","0.7","6.3","0.1","0.1","9.4"
"","high","6.0","65.0","1.0","0.9","10.3","0.1","0.0","12.5"
"","low","3.6","38.0","0.3","0.5","3.0","0.0","0.1","6.7"
"Sammy Watkins","KC","3.7","48.6","0.3","0.2","1.3","0.0","0.1","6.6"
"","high","4.2","53.0","0.4","0.4","2.7","0.0","0.0","7.7"
"","low","3.0","42.0","0.0","0.0","0.0","0.0","0.1","4.2"
"Emmanuel Sanders","SF","3.8","45.8","0.3","0.1","0.9","0.0","0.0","6.2"
"","high","4.0","55.0","0.4","0.3","2.0","0.0","0.0","7.4"
"","low","3.6","34.0","0.0","0.0","0.0","0.0","0.0","4.7"
"Mecole Hardman","KC","1.7","30.5","0.2","0.5","3.0","0.0","0.1","4.6"
"","high","2.0","42.1","0.5","0.7","4.0","0.0","0.0","7.3"
"","low","1.3","20.0","0.0","0.3","1.3","0.0","0.1","3.5"
"Corey Davis","TEN","2.7","35.5","0.2","0.1","0.5","0.0","0.0","4.6"
"","high","3.0","36.3","0.3","0.1","1.0","0.0","0.0","5.5"
"","low","2.6","35.0","0.0","0.0","0.0","0.0","0.0","3.5"
"Kendrick Bourne","SF","2.0","23.3","0.3","0.0","0.0","0.0","0.0","4.0"
"","high","2.1","26.0","0.3","0.0","0.0","0.0","0.0","4.4"
"","low","1.9","18.0","0.2","0.0","0.0","0.0","0.0","3.5"
"Allen Lazard","GB","2.1","30.6","0.1","0.0","0.6","0.0","0.0","3.8"
"","high","3.0","40.0","0.3","0.1","1.5","0.0","0.0","5.6"
"","low","1.6","20.1","0.0","0.0","0.0","0.0","0.0","2.8"
"Demarcus Robinson","KC","1.6","22.3","0.2","0.0","0.0","0.0","0.0","3.2"
"","high","2.0","28.3","0.3","0.0","0.0","0.0","0.0","4.6"
"","low","1.0","15.0","0.0","0.0","0.0","0.0","0.0","1.5"
"Tajae Sharpe","TEN","1.6","19.0","0.1","0.0","0.1","0.0","0.0","2.7"
"","high","2.0","22.0","0.2","0.0","0.2","0.0","0.0","3.6"
"","low","1.3","16.1","0.0","0.0","0.0","0.0","0.0","1.9"
"Adam Humphries","TEN","1.9","18.7","0.1","0.1","0.2","0.0","0.0","2.5"
"","high","2.5","25.6","0.1","0.1","0.3","0.0","0.0","3.2"
"","low","1.2","11.7","0.1","0.0","0.0","0.0","0.0","1.8"
"Geronimo Allison","GB","1.6","18.0","0.1","0.1","0.4","0.0","0.0","2.3"
"","high","2.1","27.5","0.1","0.1","1.0","0.0","0.0","3.3"
"","low","1.0","13.6","0.0","0.0","0.0","0.0","0.0","1.5"
"Marquez Valdes-Scantling","GB","1.3","19.1","0.0","0.0","0.3","0.0","0.0","2.2"
"","high","2.0","25.0","0.1","0.1","0.8","0.0","0.0","2.7"
"","low","0.6","11.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Kalif Raymond","TEN","0.9","12.5","0.1","0.0","-0.1","0.0","0.1","1.7"
"","high","1.2","15.0","0.1","0.1","0.2","0.0","0.0","2.0"
"","low","0.7","8.0","0.1","0.0","-0.6","0.0","0.1","1.2"
"Jake Kumerow","GB","0.7","11.6","0.1","0.0","0.0","0.0","0.0","1.6"
"","high","1.3","18.2","0.1","0.0","0.0","0.0","0.0","2.2"
"","low","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Gehrig Dieter","KC","0.5","7.2","0.0","0.0","0.1","0.0","0.0","0.7"
"","high","0.5","7.2","0.0","0.0","0.1","0.0","0.0","0.7"
"","low","0.5","7.2","0.0","0.0","0.1","0.0","0.0","0.7"
"Byron Pringle","KC","0.3","4.1","0.0","0.0","0.0","0.0","0.0","0.6"
"","high","0.7","10.5","0.1","0.0","0.0","0.0","0.0","1.7"
"","low","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Dante Pettis","SF","0.2","3.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","high","0.6","8.5","0.1","0.0","0.0","0.0","0.0","1.5"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Darius Jennings","TEN","0.4","4.2","0.0","0.0","0.1","0.0","0.0","0.5"
"","high","0.5","5.0","0.0","0.0","0.2","0.0","0.0","0.6"
"","low","0.3","3.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Darrius Shepherd","GB","0.6","6.3","0.0","0.0","0.2","0.0","0.1","0.5"
"","high","0.6","6.3","0.0","0.0","0.2","0.0","0.1","0.7"
"","low","0.6","6.3","0.0","0.0","0.2","0.0","0.1","0.7"
"Cody Hollister","TEN","0.3","3.2","0.0","0.0","0.2","0.0","0.0","0.3"
"","high","0.5","5.9","0.0","0.0","0.3","0.0","0.0","0.6"
"","low","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.1"
"Richie James","SF","0.2","3.7","0.0","0.1","0.0","0.0","0.1","0.3"
"","high","0.3","5.9","0.0","0.2","0.0","0.0","0.0","0.6"
"","low","0.2","2.0","0.0","0.0","-0.1","0.0","0.1","0.3"
"Jordan Matthews","SF","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"","low","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.1"
"Ryan Grant","GB","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
