"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Travis Kelce","KC","6.7","86.2","0.7","0.1","12.7"
"","high","8.2","104.0","1.0","0.1","14.9"
"","low","6.0","78.0","0.4","0.1","10.3"
"George Kittle","SF","5.9","72.0","0.6","0.1","10.7"
"","high","6.8","90.5","1.0","0.1","12.6"
"","low","5.0","57.0","0.4","0.1","8.7"
"Jonnu Smith","TEN","3.1","32.8","0.2","0.0","4.2"
"","high","4.0","41.0","0.2","0.0","4.7"
"","low","2.4","27.7","0.0","0.0","4.0"
"Jimmy Graham","GB","2.3","26.8","0.1","0.0","3.5"
"","high","2.5","31.0","0.2","0.0","4.2"
"","low","2.0","22.0","0.0","0.0","2.2"
"Anthony Firkser","TEN","1.5","17.6","0.1","0.0","2.4"
"","high","1.7","19.0","0.1","0.0","2.6"
"","low","1.4","15.9","0.1","0.0","2.2"
"Blake Bell","KC","0.7","7.5","0.1","0.0","1.1"
"","high","0.8","8.6","0.1","0.0","1.3"
"","low","0.6","6.8","0.0","0.0","0.9"
"Marcedes Lewis","GB","0.5","4.9","0.1","0.0","0.9"
"","high","0.8","8.0","0.1","0.0","1.2"
"","low","0.1","0.8","0.0","0.0","0.1"
"Deon Yelder","KC","0.5","5.5","0.1","0.0","0.9"
"","high","0.8","9.8","0.1","0.0","1.6"
"","low","0.1","1.0","0.0","0.0","0.2"
"MyCole Pruitt","TEN","0.6","5.7","0.0","0.0","0.8"
"","high","0.7","6.0","0.1","0.0","1.1"
"","low","0.5","5.3","0.0","0.0","0.8"
"Robert Tonyan","GB","0.4","4.2","0.0","0.0","0.6"
"","high","0.8","9.0","0.1","0.0","1.1"
"","low","0.0","0.5","0.0","0.0","0.1"
"Ross Dwelley","SF","0.3","2.8","0.0","0.0","0.5"
"","high","0.6","5.9","0.1","0.0","1.2"
"","low","0.1","0.6","0.0","0.0","0.1"
"Levine Toilolo","SF","0.2","2.9","0.0","0.0","0.5"
"","high","0.6","7.2","0.1","0.0","1.3"
"","low","0.0","0.5","0.0","0.0","0.1"
"Jace Sternberger","GB","0.4","4.0","0.0","0.0","0.5"
"","high","0.6","5.2","0.0","0.0","0.6"
"","low","0.2","2.0","0.0","0.0","0.3"
""
""
