"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"79","Blake Bell","KC","te","12","HST","1.5","10","0","0","0","0","0","0","0","0","0","1.0717","0.7617","7.1896","0.0619","0.003","0.0015","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Mike Boone","MIN","rb","12","@SF","0.2","10","0","0","0","0","0","0","0.2728","1.1806","0.0056","0","0","0","0","0.0009","0.0005","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","De'Anthony Thomas","BLT","wr","8","TEN","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0529","0.0264","0","49.8924","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Kalif Raymond","TEN","wr","11","@BLT","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0426","0.0213","0","61.056","0.0195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Richie James Jr.","SF","wr","4","MIN","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0436","0.0218","0","51.1349","0.0309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Robert Tonyan","GB","te","11","SEA","1.4","10","0","0","0","0","0","0","0","0","0","0.8639","0.6001","7.149","0.063","0.0024","0.0012","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Kirk Cousins","MIN","qb","12","@SF","15.6","27","23.3729","35.244","239.6589","1.4968","0.9003","2.5187","2.532","8.5207","0.0799","0","0","0","0","0.5225","0.2613","0.0608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","MyCole Pruitt","TEN","te","11","@BLT","1.3","10","0","0","0","0","0","0","0","0","0","0.9206","0.6466","7.0645","0.0371","0.0026","0.0013","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Tyler Ervin","GB","rb","11","SEA","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0297","0.0149","0","28.7013","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Adam Humphries","TEN","wr","11","@BLT","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0104","0.0052","0","6.3736","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Luke Willson","SEA","te","11","@GB","0.9","10","0","0","0","0","0","0","0","0","0","0.6531","0.4723","3.9311","0.0391","0.0018","0.0009","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Ross Dwelley","SF","te","4","MIN","0.3","10","0","0","0","0","0","0","0","0","0","0.2122","0.1535","1.4429","0.0127","0.0006","0.0003","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Chiefs DST","KC","dst","12","HST","9.3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5044","0.0419","0.9602","1.1154","0.5577","0.2785","65.8914","0.0355","0.0168","0.0468","0.1411","0.2456","0.2671","0.1815","0.1012","0","0","0","0","0","0","0","0","0","0"
"92","Ravens DST","BLT","dst","8","TEN","9","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2106","0.041","0.961","0.8719","0.4359","0.2796","62.5644","0.0324","0.0202","0.0533","0.1531","0.2534","0.2621","0.1693","0.0885","0","0","0","0","0","0","0","0","0","0"
"93","Packers DST","GB","dst","11","SEA","8.6","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4132","0.041","0.7374","0.9873","0.4937","0.3203","63.5505","0.0282","0.013","0.039","0.1254","0.2335","0.2716","0.1974","0.12","0","0","0","0","0","0","0","0","0","0"
"94","49ers DST","SF","dst","4","MIN","8.1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5187","0.0394","0.9003","0.9726","0.4863","0.3215","51.1349","0.0309","0.0148","0.0428","0.1332","0.2398","0.2697","0.1895","0.1103","0","0","0","0","0","0","0","0","0","0"
"95","Vikings DST","MIN","dst","12","@SF","7.5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5571","0.0467","0.9079","0.6698","0.3349","0.2521","71.8481","0.0276","0.0071","0.0229","0.0823","0.1797","0.2554","0.2366","0.216","0","0","0","0","0","0","0","0","0","0"
"96","Seahawks DST","SEA","dst","11","@GB","4.7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8496","0.0468","0.3865","0.5899","0.295","0.1814","72.6702","0.0268","0.0036","0.0135","0.0562","0.1428","0.2366","0.2554","0.292","0","0","0","0","0","0","0","0","0","0"
"97","Texans DST","HST","dst","10","@KC","4.5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4289","0.048","0.6642","0.827","0.4135","0.3245","67.1672","0.0198","0.002","0.0085","0.0397","0.1143","0.214","0.261","0.3605","0","0","0","0","0","0","0","0","0","0"
"98","Titans DST","TEN","dst","11","@BLT","4.1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8232","0.0484","0.6883","1.1386","0.5693","0.0915","71.1809","0.0304","0.0029","0.0114","0.0495","0.1319","0.2288","0.2586","0.317","0","0","0","0","0","0","0","0","0","0"
