"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Michael Thomas","NO","9.2","100.6","0.7","0.0","-0.1","0.0","0.1","14.1"
"","high","10.1","119.5","1.0","0.1","0.1","0.0","0.1","17.0"
"","low","7.0","77.0","0.4","0.0","-0.4","0.0","0.1","12.6"
"Chris Godwin","TB","6.1","91.1","0.7","0.1","0.4","0.0","0.1","12.9"
"","high","8.0","104.0","1.0","0.1","1.0","0.0","0.0","16.4"
"","low","4.9","72.4","0.5","0.0","0.1","0.0","0.1","12.9"
"Tyreek Hill","KC","5.2","82.1","0.6","1.1","6.3","0.0","0.1","12.5"
"","high","5.5","93.9","1.0","1.2","9.4","0.1","0.0","15.3"
"","low","5.0","75.0","0.3","0.9","3.8","0.0","0.1","11.4"
"DeAndre Hopkins","HOU","7.1","83.9","0.6","0.1","0.8","0.0","0.1","12.2"
"","high","8.1","88.0","1.0","0.3","2.2","0.0","0.0","14.5"
"","low","6.5","78.0","0.4","0.0","0.0","0.0","0.1","11.0"
"Julian Edelman","NE","6.8","79.6","0.5","0.8","4.9","0.0","0.1","11.6"
"","high","8.5","98.0","1.0","1.0","6.4","0.1","0.1","15.1"
"","low","5.4","59.3","0.1","0.6","3.5","0.0","0.1","9.6"
"Kenny Golladay","DET","4.6","77.4","0.6","0.0","0.4","0.0","0.0","11.4"
"","high","5.4","96.2","1.0","0.1","1.0","0.0","0.0","13.9"
"","low","4.0","68.0","0.3","0.0","0.0","0.0","0.1","10.0"
"Julio Jones","ATL","6.0","84.9","0.4","0.1","0.6","0.0","0.1","11.0"
"","high","6.6","94.7","1.0","0.1","1.0","0.0","0.0","14.6"
"","low","4.9","74.6","0.1","0.1","0.3","0.0","0.1","10.2"
"Davante Adams","GB","6.0","73.2","0.6","0.0","0.3","0.0","0.1","10.6"
"","high","7.0","82.0","1.0","0.1","1.0","0.0","0.0","14.2"
"","low","5.2","63.2","0.4","0.0","0.0","0.0","0.1","9.4"
"Jarvis Landry","CLE","5.7","75.4","0.5","0.1","1.1","0.0","0.1","10.5"
"","high","6.0","87.0","1.0","0.3","2.2","0.0","0.1","14.7"
"","low","5.1","63.2","0.1","0.0","0.0","0.0","0.1","9.3"
"Amari Cooper","DAL","5.3","73.2","0.5","0.0","0.1","0.0","0.0","10.5"
"","high","6.0","82.8","1.0","0.1","0.3","0.0","0.0","13.4"
