"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"80","Mike Boone","MIN","rb","12","@NO","0.6","13","0","0","0","0","0","0","1.106","4.5669","0.0203","0","0","0","0","0.0038","0.0019","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Deonte Harris","NO","wr","9","MIN","0.6","10","0","0","0","0","0","0","0.2909","1.9569","0.0099","0.1518","0.1127","1.3464","0.0081","0.0466","0.0233","0.0003","50.7569","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Andre Roberts","BUF","wr","6","@HST","0.5","10","0","0","0","0","0","0","0","0","0","0.3491","0.2154","2.2633","0.0129","0.0569","0.0285","0.0004","63.0612","0.0271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Brandon Bolden","NE","rb","10","TEN","0.4","10","0","0","0","0","0","0","0.104","0.4474","0.0083","0.2167","0.1665","1.1523","0.0076","0.0271","0.0135","0.0002","41.4078","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Kalif Raymond","TEN","wr","11","@NE","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0392","0.0196","0","56.5395","0.0158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Taysom Hill","NO","qb","9","MIN","1.9","20","0.502","0.5502","5.5821","0.036","0.0335","0.074","2.0855","9.2057","0.1138","0","0","0","0","0.0709","0.0354","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Tyler Kroft","BUF","te","6","@HST","1.4","10","0","0","0","0","0","0","0","0","0","0.9648","0.6898","7.4568","0.047","0.0025","0.0012","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Tyler Conklin","MIN","te","12","@NO","1.4","10","0","0","0","0","0","0","0","0","0","0.9446","0.6797","7.9465","0.0447","0.0028","0.0014","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Senorise Perry","BUF","rb","6","@HST","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0033","0.0016","0","4.9955","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Adam Humphries","TEN","wr","11","@NE","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0089","0.0045","0","5.481","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","MyCole Pruitt","TEN","te","11","@NE","1.1","10","0","0","0","0","0","0","0","0","0","0.7835","0.5459","5.9242","0.0309","0.0022","0.0011","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Luke Willson","SEA","te","11","@PHI","0.3","10","0","0","0","0","0","0","0","0","0","0.2565","0.1848","1.5187","0.0152","0.0007","0.0004","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Jason Vander Laan","NO","te","9","MIN","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.0015","0","4.6988","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Patriots DST","NE","dst","10","TEN","9.4","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1817","0.0396","0.9578","0.8603","0.4302","0.2786","63.8633","0.033","0.0287","0.0681","0.1775","0.2656","0.2483","0.145","0.0668","0","0","0","0","0","0","0","0","0","0"
"94","Bills DST","BUF","dst","6","@HST","8.3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3703","0.0469","0.8324","1.1546","0.5773","0.2973","73.4762","0.0301","0.0105","0.0306","0.1009","0.2008","0.2605","0.2201","0.1766","0","0","0","0","0","0","0","0","0","0"
"95","Eagles DST","PHI","dst","10","SEA","8.2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4346","0.0403","0.7129","0.9854","0.4927","0.3215","62.394","0.0329","0.0082","0.0277","0.0997","0.2089","0.2733","0.2234","0.1587","0","0","0","0","0","0","0","0","0","0"
"96","Texans DST","HST","dst","10","BUF","7.9","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5992","0.0385","0.7601","1.1055","0.5528","0.2528","68.2717","0.024","0.0168","0.0468","0.1411","0.2456","0.2671","0.1815","0.1012","0","0","0","0","0","0","0","0","0","0"
"97","Saints DST","NO","dst","9","MIN","7.9","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5743","0.0413","0.819","0.9398","0.4699","0.3257","55.4557","0.0271","0.013","0.039","0.1254","0.2335","0.2716","0.1974","0.12","0","0","0","0","0","0","0","0","0","0"
"98","Seahawks DST","SEA","dst","11","@PHI","6.3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.213","0.045","0.8489","1.1534","0.5767","0.2319","62.7362","0.0313","0.0058","0.0196","0.0738","0.1687","0.251","0.2435","0.2375","0","0","0","0","0","0","0","0","0","0"
"99","Titans DST","TEN","dst","11","@NE","4.1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6266","0.0494","0.5657","0.6412","0.3206","0.1786","65.2464","0.0241","0.0051","0.0177","0.0685","0.1613","0.2475","0.2475","0.2525","0","0","0","0","0","0","0","0","0","0"
"100","Vikings DST","MIN","dst","12","@NO","3.8","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3957","0.0469","0.7728","0.5917","0.2958","0.1675","54.0977","0.0223","0.0031","0.012","0.0517","0.1355","0.2315","0.2576","0.3085","0","0","0","0","0","0","0","0","0","0"
