ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nfl.p.27567,Marqise,Lee,WR,JAX,CAR,JAX@CAR,1:00PM EDT,10,1.0," ",No
nfl.p.28464,Chris,Conley,WR,JAX,CAR,JAX@CAR,1:00PM EDT,13,8.6," ",No
nfl.p.28561,James,O'Shaughnessy,TE,JAX,CAR,JAX@CAR,1:00PM EDT,10,6.8," ",No
nfl.p.28634,Geoff,Swaim,TE,JAX,CAR,JAX@CAR,1:00PM EDT,10,2.8," ",No
nfl.p.29353,Tyler,Ervin,RB,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.29372,Seth,DeValve,TE,JAX,CAR,JAX@CAR,1:00PM EDT,10,2.3," ",No
nfl.p.30117,Leonard,Fournette,RB,JAX,CAR,JAX@CAR,1:00PM EDT,23,14.5," ",No
nfl.p.30223,Dede,Westbrook,WR,JAX,CAR,JAX@CAR,1:00PM EDT,14,7.3," ",No
nfl.p.30248,Josh,Dobbs,QB,JAX,CAR,JAX@CAR,1:00PM EDT,20,0.4," ",No
nfl.p.30396,Keelan,Cole,WR,JAX,CAR,JAX@CAR,1:00PM EDT,10,2.4," ",No
nfl.p.30513,C.J.,Board,WR,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31031,DJ,Chark Jr.,WR,JAX,CAR,JAX@CAR,1:00PM EDT,16,14.9," ",No
nfl.p.31901,Josh,Oliver,TE,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0,O,No
nfl.p.31972,Ryquell,Armstead,RB,JAX,CAR,JAX@CAR,1:00PM EDT,11,6.0," ",No
nfl.p.32010,Gardner,Minshew II,QB,JAX,CAR,JAX@CAR,1:00PM EDT,25,17.4," ",No
nfl.p.32306,Matt,Orzech,TE,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.32390,Devine,Ozigbo,RB,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.25798,Nick,Foles,QB,JAX,CAR,JAX@CAR,1:00PM EDT,20,7.0,IR,No
nfl.p.27709,Alfred,Blue,RB,JAX,CAR,JAX@CAR,1:00PM EDT,10,5.3,IR,No
nfl.p.30351,Devante,Mays,RB,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0,IR,No
nfl.p.32624,Marcus,Simms,WR,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0,IR,No
nfl.p.32615,Taj,McGowan,RB,JAX,CAR,JAX@CAR,1:00PM EDT,10,0.0,IR,No
nfl.p.8285,Greg,Olsen,TE,CAR,JAX,JAX@CAR,1:00PM EDT,20,10.9," ",No
nfl.p.24788,Cam,Newton,QB,CAR,JAX,JAX@CAR,1:00PM EDT,26,8.8,O,No
nfl.p.25178,Chris,Hogan,WR,CAR,JAX,JAX@CAR,1:00PM EDT,10,1.0,IR,No
nfl.p.25828,Jarius,Wright,WR,CAR,JAX,JAX@CAR,1:00PM EDT,10,4.4," ",No
nfl.p.28365,Chris,Manhertz,TE,CAR,JAX,JAX@CAR,1:00PM EDT,10,4.1,O,No
nfl.p.30121,Christian,McCaffrey,RB,CAR,JAX,JAX@CAR,1:00PM EDT,38,24.8," ",No
nfl.p.30153,Curtis,Samuel,WR,CAR,JAX,JAX@CAR,1:00PM EDT,15,8.8," ",No
nfl.p.30305,Alex,Armah,RB,CAR,JAX,JAX@CAR,1:00PM EDT,10,3.6," ",No
nfl.p.30959,Brandon,Zylstra,WR,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.6," ",No
nfl.p.30994,DJ,Moore,WR,CAR,JAX,JAX@CAR,1:00PM EDT,17,10.3," ",No
nfl.p.31071,Ian,Thomas,TE,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31157,Ray-Ray,McCloud,WR,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31301,Kyle,Allen,QB,CAR,JAX,JAX@CAR,1:00PM EDT,27,13.8," ",No
nfl.p.31302,Reggie,Bonnafon,RB,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.5," ",No
nfl.p.31932,Will,Grier,QB,CAR,JAX,JAX@CAR,1:00PM EDT,20,0.0," ",No
nfl.p.31986,Jordan,Scarlett,RB,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.0," ",No
nfl.p.31478,Marcus,Baugh,TE,CAR,JAX,JAX@CAR,1:00PM EDT,10,0.0,IR,No
nfl.t.30,Jacksonville,Jaguars,DEF,JAX,CAR,JAX@CAR,1:00PM EDT,14,5.2," ",No
nfl.t.29,Carolina,Panthers,DEF,CAR,JAX,JAX@CAR,1:00PM EDT,16,9.2," ",No
nfl.p.6762,Larry,Fitzgerald,WR,ARI,CIN,ARI@CIN,1:00PM EDT,24,13.4," ",No
nfl.p.24961,Charles,Clay,TE,ARI,CIN,ARI@CIN,1:00PM EDT,10,1.1," ",No
nfl.p.28443,Maxx,Williams,TE,ARI,CIN,ARI@CIN,1:00PM EDT,10,2.4," ",No
nfl.p.28474,David,Johnson,RB,ARI,CIN,ARI@CIN,1:00PM EDT,30,16.0," ",No
