"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Travis Kelce","KC","5.8","74.2","0.5","0.1","10.4"
"","high","6.4","87.9","1.0","0.0","12.1"
"","low","5.0","61.0","0.3","0.1","8.8"
"George Kittle","SF","5.9","71.5","0.5","0.1","10.0"
"","high","7.6","79.3","1.0","0.0","12.9"
"","low","4.8","66.7","0.3","0.1","8.5"
"Darren Waller","OAK","6.6","71.7","0.4","0.1","9.7"
"","high","7.2","76.0","1.0","0.0","13.6"
"","low","6.1","68.0","0.1","0.1","9.0"
"Zach Ertz","PHI","5.7","62.8","0.6","0.1","9.5"
"","high","6.3","72.9","1.0","0.0","13.1"
"","low","5.2","56.0","0.4","0.1","7.7"
"Hunter Henry","LAC","4.7","58.3","0.5","0.0","8.9"
"","high","5.5","67.9","1.0","0.0","11.5"
"","low","4.0","55.0","0.4","0.1","7.9"
"Mark Andrews","BAL","4.3","54.5","0.5","0.0","8.5"
"","high","5.0","66.8","1.0","0.0","11.6"
"","low","3.4","41.5","0.4","0.1","6.6"
"Jack Doyle","IND","5.5","51.6","0.5","0.1","7.8"
"","high","7.0","65.0","1.0","0.1","12.5"
"","low","4.6","42.8","0.3","0.1","6.2"
"Jared Cook","NO","4.1","49.2","0.4","0.0","7.1"
"","high","5.2","63.0","1.0","0.0","12.3"
"","low","3.3","35.0","0.0","0.0","5.4"
"Austin Hooper","ATL","5.2","53.2","0.3","0.1","6.8"
"","high","5.7","60.0","0.5","0.0","8.5"
"","low","5.0","47.1","0.0","0.1","5.1"
"Mike Gesicki","MIA","4.0","45.4","0.3","0.0","6.5"
"","high","4.4","48.6","1.0","0.0","10.8"
"","low","3.6","38.2","0.0","0.1","5.3"
"Ryan Griffin","NYJ","3.5","36.7","0.4","0.0","6.2"
"","high","4.9","51.4","1.0","0.0","10.2"
"","low","2.7","29.0","0.0","0.0","4.7"
"Tyler Higbee","LAR","4.7","46.6","0.2","0.0","5.8"
"","high","5.9","53.0","0.4","0.0","7.2"
"","low","3.7","38.3","0.0","0.1","5.3"
"Kyle Rudolph","MIN","3.9","40.6","0.3","0.0","5.8"
"","high","5.0","49.0","0.6","0.0","7.2"
"","low","2.8","29.3","0.0","0.0","4.9"
