"Player","Team","REC","YDS","TDS","FL","FPTS"
"Dallas Goedert","PHI","3.9","41.1","0.2","0.1","5.4"
"","high","5.2","58.1","0.5","0.0","6.8"
"","low","3.0","30.3","0.0","0.2","4.1"
"Noah Fant","DEN","3.7","43.9","0.1","0.0","5.1"
"","high","4.2","47.0","0.2","0.0","5.7"
"","low","3.1","38.7","0.0","0.1","4.4"
"Jacob Hollister","SEA","3.8","39.4","0.2","0.0","5.1"
"","high","4.3","46.5","0.3","0.0","6.2"
"","low","3.1","28.7","0.0","0.0","4.3"
"Jason Witten","DAL","3.9","38.3","0.1","0.0","4.5"
"","high","4.2","43.0","0.2","0.0","5.4"
"","low","3.5","30.9","0.0","0.1","4.2"
"Vance McDonald","PIT","3.4","32.8","0.2","0.0","4.2"
"","high","4.5","52.2","0.3","0.0","5.1"
"","low","2.9","25.0","0.0","0.0","2.5"
"Darren Fells","HOU","2.7","29.0","0.2","0.0","4.2"
"","high","3.7","41.4","0.5","0.0","5.5"
"","low","2.2","24.5","0.0","0.0","2.9"
"O.J. Howard","TB","2.7","33.8","0.1","0.0","4.1"
"","high","3.8","42.5","0.2","0.0","4.9"
"","low","2.0","25.0","0.0","0.1","3.3"
"Jonnu Smith","TEN","2.9","32.0","0.1","0.0","4.0"
"","high","3.6","40.3","0.3","0.0","4.9"
"","low","2.0","23.0","0.0","0.0","2.3"
"Jimmy Graham","GB","2.5","29.5","0.2","0.0","3.8"
"","high","3.6","42.6","0.3","0.0","4.8"
"","low","1.9","21.9","0.0","0.0","2.8"
"Irv Smith Jr.","MIN","2.8","30.3","0.1","0.0","3.8"
"","high","3.4","38.0","0.2","0.0","4.6"
"","low","2.0","21.0","0.0","0.0","2.1"
"David Njoku","CLE","2.4","27.4","0.2","0.0","3.7"
"","high","3.0","33.9","0.4","0.0","5.8"
"","low","2.0","22.5","0.0","0.0","2.9"
"Ian Thomas","CAR","2.9","30.8","0.1","0.0","3.6"
"","high","4.0","46.0","0.2","0.0","4.6"
"","low","2.3","22.0","0.0","0.0","2.9"
"Dawson Knox","BUF","2.6","29.9","0.1","0.0","3.4"
"","high","3.4","41.3","0.2","0.0","4.0"
"","low","1.9","22.0","0.0","0.0","2.9"
"Tyler Eifert","CIN","2.3","24.5","0.1","0.0","3.1"
"","high","3.1","35.7","0.2","0.0","3.4"
"","low","2.0","19.0","0.0","0.0","2.3"
"Cameron Brate","TB","2.2","22.5","0.1","0.0","3.0"
"","high","2.9","31.2","0.3","0.0","4.5"
"","low","1.0","11.0","0.0","0.0","1.1"
"Jeremy Sprinkle","WAS","2.3","24.0","0.1","0.0","2.9"
"","high","3.8","36.5","0.1","0.0","3.1"
"","low","1.5","15.3","0.0","0.0","2.1"
"Anthony Firkser","TEN","1.7","21.1","0.1","0.0","2.8"
"","high","2.0","23.7","0.2","0.0","3.3"
"","low","1.6","18.0","0.0","0.0","2.7"
"Benjamin Watson","NE","2.1","22.7","0.1","0.0","2.8"
"","high","3.5","36.1","0.2","0.0","3.5"
"","low","1.1","13.6","0.0","0.0","2.0"
"Jordan Akins","HOU","1.9","22.7","0.1","0.0","2.8"
"","high","2.8","33.9","0.2","0.0","3.1"
"","low","1.0","15.0","0.0","0.0","1.5"
"Blake Jarwin","DAL","1.9","21.1","0.1","0.0","2.7"
"","high","2.4","26.8","0.1","0.0","3.4"
"","low","1.4","15.1","0.1","0.0","2.1"
"Foster Moreau","OAK","1.9","18.3","0.1","0.0","2.4"
"","high","2.0","23.0","0.2","0.0","2.9"
"","low","1.5","12.0","0.0","0.0","1.9"
"Hayden Hurst","BAL","2.0","19.4","0.1","0.0","2.4"
"","high","2.3","23.7","0.2","0.0","3.1"
"","low","1.6","14.0","0.0","0.0","1.9"
"Nick O'Leary","JAC","1.9","20.3","0.1","0.0","2.3"
"","high","2.7","32.9","0.1","0.0","3.0"
"","low","0.7","7.9","0.0","0.1","0.8"
"Kaden Smith","NYG","1.9","20.8","0.1","0.0","2.3"
"","high","4.0","46.0","0.2","0.0","4.6"
"","low","0.3","3.3","0.0","0.1","0.4"
"Jeff Heuerman","DEN","1.7","18.1","0.1","0.0","2.3"
"","high","1.9","20.3","0.1","0.0","2.7"
"","low","1.5","16.6","0.0","0.0","2.1"
"Nick Boyle","BAL","1.8","18.0","0.1","0.0","2.3"
"","high","2.2","22.9","0.2","0.0","2.9"
"","low","1.0","8.0","0.0","0.0","0.8"
"Logan Thomas","DET","1.9","18.8","0.1","0.0","2.2"
"","high","2.2","24.6","0.1","0.0","2.4"
"","low","1.6","14.3","0.0","0.0","2.0"
"C.J. Uzomah","CIN","1.8","17.3","0.1","0.0","2.1"
"","high","2.4","23.2","0.1","0.0","2.5"
"","low","1.0","8.0","0.0","0.0","0.8"
"Demetrius Harris","CLE","1.3","15.0","0.1","0.0","2.1"
"","high","1.8","19.1","0.2","0.0","3.1"
"","low","0.8","9.0","0.0","0.0","1.4"
"Jaeden Graham","ATL","1.5","16.8","0.1","0.0","2.1"
"","high","2.2","24.8","0.1","0.0","3.1"
"","low","0.3","3.0","0.0","0.0","0.4"
"Ross Travis","IND","1.6","16.6","0.1","0.0","2.0"
"","high","2.1","20.0","0.1","0.0","2.6"
"","low","1.2","12.5","0.0","0.0","1.8"
"Jesse James","DET","1.8","18.2","0.0","0.0","2.0"
"","high","2.0","24.0","0.1","0.0","2.4"
"","low","1.5","14.1","0.0","0.0","2.0"
"Jesper Horsted","CHI","1.5","14.1","0.1","0.0","1.9"
"","high","2.3","22.5","0.2","0.0","3.1"
"","low","1.0","8.8","0.0","0.0","1.5"
"Marcedes Lewis","GB","1.2","13.2","0.1","0.0","1.9"
"","high","1.6","18.3","0.2","0.0","3.0"
"","low","0.8","8.0","0.0","0.0","1.2"
"Matt LaCosse","NE","1.3","14.1","0.1","0.0","1.8"
"","high","1.9","19.6","0.1","0.0","2.3"
"","low","0.7","7.8","0.0","0.0","1.2"
"Charles Clay","ARI","1.4","14.6","0.1","0.0","1.8"
"","high","1.6","19.9","0.1","0.0","2.6"
"","low","1.0","7.0","0.0","0.0","0.7"
"Ricky Seals-Jones","CLE","0.9","12.4","0.1","0.0","1.7"
"","high","1.0","13.1","0.1","0.0","1.9"
"","low","0.7","11.1","0.0","0.0","1.7"
"Josh Hill","NO","1.4","12.2","0.1","0.0","1.5"
"","high","1.8","15.0","0.1","0.0","2.1"
"","low","1.0","8.0","0.0","0.0","0.8"
"Maxx Williams","ARI","1.1","10.9","0.1","0.0","1.4"
"","high","1.8","19.7","0.1","0.0","2.0"
"","low","0.1","0.5","0.0","0.0","0.1"
"J.P. Holtz","CHI","1.0","10.1","0.1","0.0","1.3"
"","high","1.6","17.5","0.1","0.0","1.4"
"","low","0.5","4.7","0.0","0.0","0.7"
"Nick Vannett","PIT","1.0","10.5","0.0","0.0","1.3"
"","high","1.5","16.9","0.1","0.0","1.4"
"","low","0.7","6.9","0.0","0.0","0.7"
"Mo Alie-Cox","IND","0.8","10.5","0.0","0.0","1.3"
"","high","1.2","17.4","0.1","0.0","1.7"
"","low","0.5","4.8","0.0","0.0","0.7"
"Daniel Brown","NYJ","0.6","6.7","0.1","0.0","1.2"
"","high","1.0","9.1","0.3","0.0","2.7"
"","low","0.3","3.0","0.0","0.0","0.4"
"Luke Willson","SEA","1.1","12.1","0.0","0.0","1.2"
"","high","1.1","12.1","0.0","0.0","0.0"
"","low","1.1","12.1","0.0","0.0","0.0"
"Clive Walford","MIA","0.9","10.0","0.0","0.0","1.2"
"","high","1.3","14.0","0.1","0.0","2.0"
"","low","0.6","6.0","0.0","0.0","0.8"
"Tyler Kroft","BUF","0.9","10.4","0.0","0.0","1.2"
"","high","1.3","14.0","0.1","0.0","1.8"
"","low","0.4","4.1","0.0","0.0","0.6"
"Chris Manhertz","CAR","0.7","8.7","0.0","0.0","1.1"
"","high","1.1","12.1","0.1","0.0","1.7"
"","low","0.5","6.0","0.0","0.0","0.8"
"Andrew Beck","DEN","0.9","9.7","0.0","0.0","1.1"
"","high","1.4","15.0","0.1","0.0","1.2"
"","low","0.5","5.0","0.0","0.0","0.7"
"Durham Smythe","MIA","0.9","9.5","0.0","0.0","1.0"
"","high","1.2","12.8","0.1","0.0","1.5"
"","low","0.5","5.6","0.0","0.0","0.6"
"Robert Tonyan","GB","0.8","8.8","0.0","0.0","0.9"
"","high","1.2","13.1","0.0","0.0","1.1"
"","low","0.5","5.6","0.0","0.0","0.8"
"Derek Carrier","OAK","0.7","7.5","0.0","0.0","0.9"
"","high","1.2","13.4","0.1","0.0","1.2"
"","low","0.3","3.1","0.0","0.0","0.5"
"Ryan Izzo","NE","0.6","7.0","0.0","0.0","0.9"
"","high","1.4","17.9","0.1","0.0","2.4"
"","low","0.0","0.3","0.0","0.0","0.0"
"Stephen Carlson","CLE","0.5","5.8","0.0","0.0","0.9"
"","high","0.7","8.3","0.1","0.0","1.4"
"","low","0.4","4.0","0.0","0.0","0.6"
"Johnny Mundt","LAR","0.7","7.1","0.0","0.0","0.8"
"","high","0.9","10.2","0.1","0.0","1.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Tanner Hudson","TB","0.6","6.7","0.0","0.0","0.8"
"","high","1.0","10.7","0.1","0.0","1.5"
"","low","0.2","1.5","0.0","0.0","0.2"
"Luke Stocker","ATL","0.6","5.4","0.0","0.0","0.8"
"","high","0.8","8.2","0.1","0.0","1.3"
"","low","0.2","1.3","0.0","0.0","0.2"
"Garrett Celek","SF","0.3","4.5","0.1","0.0","0.7"
"","high","0.7","9.8","0.2","0.0","2.2"
"","low","0.0","0.0","0.0","0.0","0.0"
"Ben Braunecker","CHI","0.7","7.4","0.0","0.0","0.7"
"","high","0.7","7.4","0.0","0.0","0.0"
"","low","0.7","7.4","0.0","0.0","0.0"
"Hale Hentges","WAS","0.7","7.1","0.0","0.0","0.7"
"","high","1.2","13.6","0.0","0.0","1.0"
"","low","0.2","2.6","0.0","0.0","0.4"
"Deon Yelder","KC","0.5","5.3","0.0","0.0","0.7"
"","high","0.8","8.9","0.1","0.0","1.5"
"","low","0.1","0.6","0.0","0.0","0.1"
"Zach Gentry","PIT","0.7","7.2","0.0","0.0","0.7"
"","high","0.7","7.2","0.0","0.0","0.7"
"","low","0.7","7.2","0.0","0.0","0.7"
"Tyler Conklin","MIN","0.6","6.4","0.0","0.0","0.7"
"","high","0.7","7.9","0.1","0.0","1.0"
"","low","0.4","5.3","0.0","0.0","0.8"
"Jace Sternberger","GB","0.5","5.1","0.0","0.0","0.7"
"","high","0.8","7.8","0.1","0.0","1.4"
"","low","0.0","0.0","0.0","0.0","0.1"
"Virgil Green","LAC","0.6","6.6","0.0","0.0","0.7"
"","high","1.1","12.3","0.0","0.0","0.8"
"","low","0.1","1.0","0.0","0.0","0.1"
"Ross Dwelley","SF","0.6","5.5","0.0","0.0","0.7"
"","high","1.0","10.6","0.1","0.0","1.2"
"","low","0.1","1.0","0.0","0.0","0.1"
"Troy Fumagalli","DEN","0.5","5.0","0.0","0.0","0.7"
"","high","0.7","8.0","0.1","0.0","1.1"
"","low","0.1","0.6","0.0","0.0","0.1"
"Blake Bell","KC","0.5","5.7","0.0","0.0","0.6"
"","high","0.8","8.3","0.0","0.0","0.8"
"","low","0.4","4.0","0.0","0.0","0.4"
"Ben Koyack","JAC","0.6","6.0","0.0","0.0","0.6"
"","high","1.1","11.9","0.0","0.0","0.6"
"","low","0.1","1.2","0.0","0.0","0.2"
"Jordan Thomas","HOU","0.4","4.6","0.0","0.0","0.6"
"","high","0.8","8.2","0.1","0.0","1.3"
"","low","0.0","0.2","0.0","0.0","0.0"
"Jordan Leggett","TB","0.3","3.4","0.0","0.0","0.6"
"","high","0.5","5.0","0.1","0.0","1.1"
"","low","0.3","2.5","0.0","0.0","0.4"
"Trevon Wesco","NYJ","0.4","4.1","0.0","0.0","0.6"
"","high","0.6","7.4","0.1","0.0","1.3"
"","low","0.1","0.5","0.0","0.0","0.1"
"Scott Simonson","NYG","0.4","4.3","0.0","0.0","0.6"
"","high","0.8","8.8","0.1","0.0","1.3"
"","low","0.0","0.3","0.0","0.0","0.0"
"MyCole Pruitt","TEN","0.5","5.4","0.0","0.0","0.6"
"","high","0.8","7.8","0.0","0.0","0.9"
"","low","0.1","0.9","0.0","0.0","0.1"
"Lee Smith","BUF","0.4","4.1","0.0","0.0","0.5"
"","high","1.0","10.5","0.1","0.0","0.8"
"","low","0.1","0.4","0.0","0.0","0.1"
"Darnell Dinkins","NO","0.5","5.4","0.0","0.0","0.5"
"","high","0.5","5.4","0.0","0.0","0.0"
"","low","0.5","5.4","0.0","0.0","0.0"
"Rhett Ellison","NYG","0.4","4.7","0.0","0.0","0.5"
"","high","0.6","6.6","0.0","0.0","0.4"
"","low","0.3","2.9","0.0","0.0","0.4"
"Tommy Sweeney","BUF","0.5","5.0","0.0","0.0","0.5"
"","high","0.7","7.6","0.0","0.0","0.6"
"","low","0.1","1.3","0.0","0.0","0.2"
"Joshua Perkins","PHI","0.3","3.6","0.0","0.0","0.5"
"","high","0.7","9.1","0.1","0.0","1.5"
"","low","0.0","0.2","0.0","0.0","0.0"
"Jason Vander Laan","NO","0.4","4.7","0.0","0.0","0.5"
"","high","0.5","5.5","0.0","0.0","0.5"
"","low","0.4","4.0","0.0","0.0","0.5"
"Pharaoh Brown","CLE","0.4","4.5","0.0","0.0","0.5"
"","high","0.7","8.2","0.0","0.0","0.8"
"","low","0.0","0.5","0.0","0.0","0.1"
"Lance Kendricks","LAC","0.3","4.0","0.0","0.0","0.4"
"","high","0.7","10.0","0.0","0.0","1.0"
"","low","0.0","0.0","0.0","0.0","0.1"
"Dan Arnold","ARI","0.4","4.1","0.0","0.0","0.4"
"","high","0.6","7.0","0.0","0.0","0.7"
"","low","0.0","0.3","0.0","0.0","0.0"
"Seth DeValve","JAC","0.4","4.0","0.0","0.0","0.4"
"","high","0.7","7.5","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.1"
"Dalton Schultz","DAL","0.4","3.9","0.0","0.0","0.4"
"","high","0.7","7.3","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Levine Toilolo","SF","0.4","3.9","0.0","0.0","0.4"
"","high","0.6","6.6","0.0","0.0","0.7"
"","low","0.1","0.6","0.0","0.0","0.1"
"Tyrone Swoopes","SEA","0.4","3.6","0.0","0.0","0.4"
"","high","0.6","6.0","0.0","0.0","0.9"
"","low","0.1","0.8","0.0","0.0","0.1"
"Isaac Nauta","DET","0.3","3.4","0.0","0.0","0.3"
"","high","0.4","4.9","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Charles Jones","JAC","0.3","3.0","0.0","0.0","0.3"
"","high","0.3","3.0","0.0","0.0","0.3"
"","low","0.3","3.0","0.0","0.0","0.3"
"Darrell Daniels","ARI","0.2","2.1","0.0","0.0","0.2"
"","high","0.4","4.7","0.0","0.0","0.2"
"","low","0.1","0.8","0.0","0.0","0.1"
"Kendall Blanton","LAR","0.2","2.0","0.0","0.0","0.2"
"","high","0.2","2.0","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Carson Meier","ATL","0.2","1.8","0.0","0.0","0.2"
"","high","0.3","3.6","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
"Mason Schreck","CIN","0.1","1.0","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Geoff Swaim","JAC","0.1","0.6","0.0","0.0","0.1"
"","high","0.1","0.6","0.0","0.0","0.1"
"","low","0.1","0.6","0.0","0.0","0.1"
"Cethan Carter","CIN","0.1","0.5","0.0","0.0","0.0"
"","high","0.1","0.5","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.1"
""
""
