"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Michael Thomas","NO","9.0","96.9","0.6","0.0","-0.1","0.0","0.1","13.3"
"","high","10.1","119.7","1.0","0.1","0.1","0.0","0.1","17.1"
"","low","6.5","75.0","0.3","0.0","-0.4","0.0","0.1","12.1"
"Julio Jones","ATL","6.6","96.6","0.6","0.1","0.5","0.0","0.1","13.2"
"","high","7.3","111.0","1.0","0.2","1.0","0.0","0.0","15.5"
"","low","5.6","83.2","0.2","0.1","0.3","0.0","0.1","13.4"
"DeAndre Hopkins","HOU","7.4","89.3","0.7","0.1","0.6","0.0","0.1","12.9"
"","high","9.0","108.0","1.0","0.2","1.5","0.0","0.0","16.8"
"","low","6.2","80.6","0.5","0.0","0.0","0.0","0.1","11.9"
"Tyreek Hill","KC","5.4","82.0","0.6","1.0","5.9","0.0","0.1","12.6"
"","high","6.0","92.3","1.0","1.2","8.1","0.1","0.0","16.2"
"","low","4.7","67.8","0.2","0.9","3.7","0.0","0.1","11.9"
"Devante Parker","MIA","5.1","77.2","0.6","0.0","0.0","0.0","0.1","11.0"
"","high","6.0","91.0","1.0","0.0","0.0","0.0","0.0","14.5"
"","low","4.4","61.5","0.3","0.0","0.0","0.0","0.1","8.5"
"Tyler Lockett","SEA","5.1","70.1","0.6","0.3","1.6","0.0","0.0","10.9"
"","high","6.0","77.7","1.0","0.7","4.0","0.0","0.0","13.7"
"","low","4.3","59.2","0.3","0.0","0.2","0.0","0.1","10.3"
"Davante Adams","GB","6.2","76.0","0.5","0.0","0.3","0.0","0.1","10.7"
"","high","7.1","91.3","1.0","0.1","1.0","0.0","0.0","14.6"
"","low","4.8","58.7","0.4","0.0","0.0","0.0","0.1","9.4"
"Courtland Sutton","DEN","4.9","74.0","0.5","0.1","0.8","0.0","0.0","10.7"
"","high","6.0","83.0","1.0","0.2","1.0","0.0","0.0","14.3"
"","low","4.3","63.0","0.1","0.1","0.5","0.0","0.0","9.5"
"A.J. Brown","TEN","4.5","72.1","0.5","0.2","1.2","0.0","0.0","10.6"
"","high","6.0","83.0","1.0","0.3","2.0","0.0","0.0","14.3"
"","low","3.4","64.0","0.3","0.1","0.7","0.0","0.0","9.7"
"Keenan Allen","LAC","5.9","73.8","0.5","0.2","1.3","0.0","0.0","10.6"
"","high","7.0","92.0","1.0","0.2","2.0","0.0","0.0","14.4"
"","low","4.9","62.0","0.1","0.0","0.2","0.0","0.1","9.3"
