"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"Buffalo Bills","","3.1","1.4","0.7","1.1","0.2","0.0","16.0","297.3","9.5"
"","high","3.4","1.6","0.8","1.1","0.3","0.1","17.0","244.0","10.7"
"","low","2.9","1.1","0.5","1.1","0.2","0.0","14.8","350.6","9.7"
"San Francisco 49ers","","3.9","1.0","0.7","1.2","0.2","0.0","17.1","307.3","9.4"
"","high","4.5","1.0","0.8","1.3","0.2","0.1","17.5","265.0","11.1"
"","low","3.0","0.8","0.6","1.1","0.1","0.0","16.7","349.5","9.3"
"New Orleans Saints","","3.5","1.4","0.8","1.4","0.2","0.0","20.6","363.6","9.2"
"","high","3.7","1.8","1.1","1.6","0.3","0.0","22.5","357.0","11.3"
"","low","3.3","1.1","0.7","1.2","0.1","0.0","18.2","370.2","9.2"
"Dallas Cowboys","","3.3","1.1","0.7","1.3","0.2","0.0","18.7","304.4","9.0"
"","high","4.1","1.8","0.9","1.3","0.2","0.0","20.3","299.8","12.2"
"","low","2.3","0.8","0.4","1.2","0.0","0.0","15.5","309.0","6.9"
"Pittsburgh Steelers","","3.3","1.1","0.7","1.2","0.2","0.0","20.0","344.9","9.0"
"","high","3.8","1.3","1.0","1.4","0.3","0.1","22.3","323.0","9.9"
"","low","2.8","0.8","0.6","1.0","0.0","0.0","17.5","366.7","7.4"
"Minnesota Vikings","","3.2","1.2","0.6","0.9","0.2","0.0","14.5","311.0","8.9"
"","high","3.7","1.5","0.7","1.0","0.3","0.1","15.4","296.0","11.5"
"","low","2.6","0.9","0.5","0.8","0.1","0.0","12.5","326.0","8.1"
"Los Angeles Rams","","3.2","0.9","0.7","1.2","0.2","0.1","16.6","282.6","8.7"
"","high","3.8","1.1","0.9","1.3","0.2","0.1","17.3","264.0","9.8"
"","low","2.9","0.7","0.6","1.1","0.1","0.0","15.7","301.2","7.9"
"Washington Redskins","","3.2","1.0","0.7","1.3","0.1","0.1","18.1","279.8","8.5"
"","high","3.7","1.3","0.9","1.5","0.2","0.1","20.5","260.0","9.0"
"","low","2.7","0.8","0.5","1.1","0.0","0.0","15.9","299.6","8.4"
"Oakland Raiders","","2.5","1.1","0.7","1.2","0.2","0.0","19.2","317.3","8.0"
"","high","2.9","1.5","0.9","1.4","0.2","0.1","20.7","311.7","8.6"
"","low","2.3","0.6","0.5","1.0","0.1","0.0","18.5","323.0","7.1"
"New York Jets","","2.8","1.1","0.6","1.0","0.1","0.0","19.4","271.7","7.9"
"","high","3.6","1.2","0.7","1.1","0.2","0.0","20.5","250.0","8.8"
"","low","1.9","0.9","0.5","1.0","0.0","0.0","17.8","293.4","7.2"
"New England Patriots","","2.5","0.9","0.8","1.4","0.1","0.1","18.5","331.6","7.8"
"","high","2.9","1.3","1.2","1.6","0.2","0.1","20.8","324.0","8.0"
"","low","2.2","0.6","0.6","1.1","0.1","0.0","16.0","339.2","6.9"
"Carolina Panthers","","2.9","0.9","0.8","1.3","0.2","0.0","22.0","365.3","7.4"
"","high","3.1","1.3","1.1","1.5","0.2","0.1","22.8","356.0","8.3"
"","low","2.5","0.8","0.6","1.1","0.1","0.0","21.1","374.6","7.0"
"Cleveland Browns","","1.8","1.0","0.7","1.3","0.2","0.0","19.7","329.3","7.3"
"","high","2.7","1.2","0.9","1.3","0.2","0.1","22.3","322.0","7.7"
"","low","1.4","0.9","0.5","1.2","0.1","0.0","18.0","336.5","6.0"
"Atlanta Falcons","","2.9","0.9","0.6","0.9","0.1","0.1","26.0","362.5","7.0"
"","high","3.4","1.4","0.7","1.0","0.2","0.1","30.8","346.0","9.6"
"","low","2.0","0.7","0.5","0.9","0.1","0.0","20.1","379.0","5.4"
"Kansas City Chiefs","","2.5","1.0","0.6","1.0","0.2","0.0","23.3","362.2","6.9"
"","high","3.0","1.1","0.8","1.1","0.2","0.0","24.3","361.0","7.8"
"","low","2.1","0.9","0.5","0.9","0.1","0.0","21.7","363.4","6.2"
"Baltimore Ravens","","2.7","0.9","0.7","0.9","0.1","0.0","21.7","362.9","6.6"
"","high","3.0","1.1","0.7","1.0","0.2","0.0","23.8","345.0","7.4"
"","low","2.4","0.6","0.6","0.8","0.1","0.0","19.1","380.8","7.0"
"Miami Dolphins","","2.4","1.0","0.5","0.7","0.2","0.0","22.6","338.7","6.5"
"","high","2.9","1.2","0.7","0.7","0.2","0.1","23.5","326.5","7.7"
"","low","1.9","0.8","0.4","0.7","0.1","0.0","21.6","351.0","6.3"
"Arizona Cardinals","","2.5","0.8","0.7","1.2","0.1","0.0","26.5","373.3","6.4"
"","high","3.0","1.1","1.0","1.3","0.2","0.1","27.5","369.7","8.0"
"","low","1.6","0.6","0.6","1.0","0.1","0.0","23.6","377.0","4.9"
"Indianapolis Colts","","2.4","0.8","0.7","1.4","0.1","0.0","20.3","337.4","6.3"
"","high","3.1","1.1","1.1","1.6","0.2","0.1","21.3","326.9","7.8"
"","low","1.6","0.4","0.5","1.2","0.1","0.0","18.7","348.0","6.3"
"Chicago Bears","","2.4","0.8","0.6","0.9","0.1","0.1","21.6","355.4","6.1"
"","high","3.7","0.8","0.9","1.2","0.2","0.1","23.3","331.0","6.9"
"","low","1.6","0.8","0.5","0.7","0.1","0.0","18.3","379.9","5.6"
"Houston Texans","","2.2","0.8","0.7","1.1","0.1","0.0","26.1","373.8","5.8"
"","high","2.9","1.0","1.1","1.5","0.2","0.0","28.0","371.0","7.2"
"","low","1.7","0.7","0.4","0.6","0.0","0.0","22.5","376.7","5.1"
"Jacksonville Jaguars","","2.3","0.7","0.5","0.8","0.1","0.1","21.7","322.0","5.8"
"","high","3.4","0.8","0.7","0.9","0.2","0.2","23.0","320.0","6.5"
"","low","1.6","0.6","0.4","0.6","0.1","0.0","19.6","324.0","5.5"
"Detroit Lions","","2.0","0.8","0.6","1.0","0.1","0.0","25.1","418.1","5.7"
"","high","3.0","0.9","0.9","1.3","0.2","0.1","26.8","412.2","6.7"
"","low","1.2","0.6","0.4","0.7","0.0","0.0","23.0","424.0","3.9"
"Denver Broncos","","2.3","0.6","0.6","1.0","0.1","0.0","24.0","359.5","5.5"
"","high","3.5","0.8","0.8","1.1","0.1","0.1","25.5","338.0","5.3"
"","low","1.8","0.3","0.5","0.9","0.1","0.0","20.3","381.1","4.8"
"Philadelphia Eagles","","2.0","0.7","0.5","0.8","0.1","0.0","23.2","365.2","5.2"
"","high","2.9","0.9","0.6","0.8","0.2","0.0","24.3","361.0","5.6"
"","low","1.6","0.5","0.4","0.8","0.1","0.0","21.8","369.5","4.5"
"Tampa Bay Buccaneers","","1.9","0.6","0.6","1.0","0.1","0.0","27.4","381.7","5.1"
"","high","2.8","0.8","0.8","1.1","0.2","0.0","30.5","368.0","5.0"
"","low","1.4","0.4","0.6","0.9","0.1","0.0","24.7","395.4","4.7"
"Los Angeles Chargers","","2.1","0.5","0.5","0.7","0.1","0.0","25.5","426.3","4.8"
"","high","2.6","0.7","0.8","1.0","0.2","0.0","28.3","406.0","5.6"
"","low","1.4","0.4","0.3","0.4","0.0","0.0","19.9","446.6","3.9"
"Cincinnati Bengals","","1.8","0.6","0.5","0.7","0.1","0.0","27.4","390.4","4.5"
"","high","2.8","0.8","0.7","1.0","0.1","0.0","30.0","371.7","4.6"
"","low","1.3","0.3","0.3","0.4","0.0","0.0","20.9","409.0","3.5"
""
""
