"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Sterling Shepard","NYG","4.9","60.9","0.4","0.3","3.2","0.0","0.0","8.8"
"","high","5.9","73.0","1.0","0.6","6.8","0.0","0.0","13.3"
"","low","3.9","45.4","0.1","0.2","1.0","0.0","0.1","7.4"
"A.J. Brown","TEN","3.8","59.2","0.4","0.2","0.5","0.0","0.0","8.6"
"","high","5.0","65.0","1.0","0.4","2.0","0.0","0.0","12.5"
"","low","2.7","50.4","0.1","0.0","-0.1","0.0","0.0","7.6"
"Marquise Brown","BAL","3.8","53.0","0.5","0.5","3.6","0.0","0.0","8.5"
"","high","4.1","63.0","1.0","1.1","9.3","0.0","0.0","11.9"
"","low","3.3","42.9","0.1","0.0","0.0","0.0","0.1","7.1"
"Keenan Allen","LAC","5.7","67.6","0.3","0.2","1.8","0.0","0.1","8.3"
"","high","6.2","72.7","0.4","0.3","2.0","0.0","0.0","9.9"
"","low","4.9","60.8","0.0","0.2","1.4","0.0","0.1","6.8"
"Dede Westbrook","JAC","5.0","53.4","0.4","0.3","2.4","0.0","0.1","7.8"
"","high","6.0","72.0","1.0","0.4","3.5","0.0","0.1","13.2"
"","low","4.4","40.8","0.1","0.3","1.9","0.0","0.1","6.1"
"Will Fuller","HOU","4.5","63.9","0.2","0.1","0.6","0.0","0.0","7.8"
"","high","5.0","75.0","0.4","0.3","2.0","0.0","0.0","9.6"
"","low","3.7","52.7","0.0","0.0","0.0","0.0","0.0","7.2"
"Deebo Samuel","SF","4.5","52.8","0.4","0.3","2.3","0.0","0.1","7.8"
"","high","6.0","65.0","1.0","0.4","3.3","0.1","0.1","12.5"
"","low","3.6","48.1","0.1","0.1","0.4","0.0","0.1","6.3"
"Brandin Cooks","LAR","3.9","58.3","0.2","0.5","3.3","0.0","0.0","7.5"
"","high","4.8","75.0","0.5","0.7","4.7","0.0","0.0","10.5"
"","low","3.0","41.0","0.0","0.4","2.0","0.0","0.0","4.1"
"Curtis Samuel","CAR","3.7","47.5","0.3","1.0","8.5","0.1","0.0","7.4"
"","high","4.0","58.0","0.5","1.3","12.5","0.1","0.0","9.2"
"","low","3.4","40.3","0.0","0.6","4.2","0.0","0.0","5.1"
"Sammy Watkins","KC","4.1","56.6","0.3","0.2","1.4","0.0","0.0","7.4"
"","high","5.0","67.9","0.5","0.5","3.1","0.0","0.0","9.3"
"","low","3.2","40.0","0.0","0.0","0.0","0.0","0.1","6.0"
"Darius Slayton","NYG","4.0","56.9","0.2","0.2","1.3","0.0","0.0","7.3"
"","high","4.2","68.6","0.5","0.6","4.2","0.0","0.0","9.9"
"","low","3.5","42.9","0.0","0.0","0.0","0.0","0.1","5.7"
"Kenny Golladay","DET","3.9","60.1","0.2","0.0","0.4","0.0","0.0","7.1"
"","high","4.0","63.0","0.4","0.1","1.0","0.0","0.0","8.5"
"","low","3.6","56.5","0.0","0.0","0.0","0.0","0.1","6.3"
"Mike Williams","LAC","3.5","58.1","0.1","0.1","0.7","0.0","0.0","6.7"
"","high","5.0","75.0","0.2","0.2","1.0","0.0","0.0","7.5"
"","low","2.8","50.9","0.0","0.1","0.4","0.0","0.0","6.4"
"Larry Fitzgerald","ARI","5.0","54.6","0.2","0.1","0.5","0.0","0.1","6.5"
"","high","6.9","74.0","0.4","0.3","2.0","0.0","0.1","10.0"
"","low","4.2","44.8","0.0","0.0","0.0","0.0","0.1","5.2"
"Marvin Jones","DET","4.0","51.2","0.2","0.1","0.5","0.0","0.0","6.5"
"","high","4.5","53.0","0.4","0.3","1.6","0.0","0.0","7.5"
"","low","3.6","48.5","0.0","0.0","0.0","0.0","0.0","5.1"
"Robby Anderson","NYJ","3.1","49.2","0.2","0.1","0.4","0.0","0.0","6.4"
"","high","3.4","56.8","0.4","0.1","1.0","0.0","0.0","8.1"
"","low","2.5","38.0","0.0","0.0","0.0","0.0","0.1","4.5"
"Chris Conley","JAC","3.9","53.2","0.2","0.0","0.0","0.0","0.0","6.3"
"","high","5.0","68.0","0.3","0.0","0.0","0.0","0.0","8.4"
"","low","2.9","42.0","0.0","0.0","0.0","0.0","0.1","5.7"
"James Washington","PIT","3.9","53.7","0.1","0.0","0.3","0.0","0.1","6.2"
"","high","6.0","68.0","0.3","0.1","1.0","0.0","0.0","7.1"
"","low","3.0","44.9","0.0","0.0","0.0","0.0","0.1","5.9"
"Randall Cobb","DAL","4.0","47.4","0.2","0.4","1.6","0.0","0.0","6.1"
"","high","4.1","52.0","0.4","0.6","4.0","0.0","0.0","7.8"
"","low","3.9","42.9","0.0","0.0","0.0","0.0","0.1","4.4"
"Russell Gage","ATL","4.6","49.0","0.2","0.1","0.2","0.0","0.1","5.9"
"","high","5.2","59.0","0.3","0.2","1.0","0.0","0.1","7.9"
"","low","3.6","34.8","0.0","0.0","-0.1","0.0","0.2","4.7"
"Corey Davis","TEN","3.8","48.8","0.2","0.1","0.7","0.0","0.0","5.9"
"","high","5.0","59.0","0.4","0.1","1.2","0.0","0.0","7.2"
"","low","3.4","43.0","0.0","0.0","0.0","0.0","0.0","5.6"
"Zach Pascal","IND","3.4","44.9","0.2","0.1","0.9","0.0","0.0","5.7"
"","high","4.1","55.0","0.3","0.2","1.8","0.0","0.0","6.9"
"","low","2.6","37.5","0.0","0.0","0.0","0.0","0.0","5.5"
"Cole Beasley","BUF","4.6","46.3","0.2","0.0","0.0","0.0","0.0","5.7"
"","high","5.0","52.0","0.3","0.0","0.1","0.0","0.0","6.4"
"","low","4.2","44.0","0.0","0.0","0.0","0.0","0.0","5.2"
"Emmanuel Sanders","SF","3.9","47.2","0.2","0.1","0.6","0.0","0.0","5.7"
"","high","4.2","54.0","0.3","0.2","1.0","0.0","0.0","6.2"
"","low","3.7","38.0","0.0","0.0","0.0","0.0","0.0","5.4"
"Anthony Miller","CHI","3.5","45.3","0.2","0.3","1.8","0.0","0.1","5.6"
"","high","4.0","57.0","0.3","0.6","4.0","0.0","0.0","6.2"
"","low","3.0","41.6","0.0","0.2","0.3","0.0","0.1","5.0"
"Diontae Johnson","PIT","3.7","43.5","0.2","0.2","1.0","0.0","0.1","5.2"
"","high","4.3","47.0","0.3","0.3","2.0","0.0","0.0","6.1"
"","low","3.0","40.5","0.0","0.1","0.5","0.0","0.1","4.7"
"Auden Tate","CIN","3.3","44.3","0.2","0.0","0.0","0.0","0.1","5.2"
"","high","4.0","50.0","0.3","0.0","0.0","0.0","0.0","6.9"
"","low","2.0","29.0","0.0","0.0","0.0","0.0","0.1","2.9"
"Demaryius Thomas","NYJ","3.6","44.0","0.1","0.0","0.0","0.0","0.0","5.2"
"","high","4.0","52.4","0.3","0.0","0.0","0.0","0.0","6.4"
"","low","3.1","38.0","0.0","0.0","0.0","0.0","0.1","4.3"
"John Ross","CIN","1.5","27.6","0.4","0.1","0.6","0.0","0.1","5.0"
"","high","1.5","27.6","0.4","0.1","0.6","0.0","0.1","5.2"
"","low","1.5","27.6","0.4","0.1","0.6","0.0","0.1","5.2"
"Mohamed Sanu","NE","3.6","37.6","0.2","0.2","1.1","0.0","0.0","5.0"
"","high","4.9","47.0","0.3","0.4","1.9","0.0","0.0","6.6"
"","low","2.5","27.3","0.0","0.0","0.0","0.0","0.0","5.0"
"Alex Erickson","CIN","3.2","41.2","0.1","0.3","1.7","0.0","0.1","4.9"
"","high","3.7","49.0","0.2","0.5","2.1","0.0","0.0","6.4"
"","low","2.9","35.1","0.0","0.2","1.1","0.0","0.1","4.1"
"Allen Hurns","MIA","3.1","41.3","0.1","0.0","0.0","0.0","0.0","4.9"
"","high","4.0","48.0","0.2","0.0","0.0","0.0","0.0","5.6"
"","low","2.4","32.9","0.0","0.0","0.0","0.0","0.1","4.5"
"Ted Ginn","NO","2.6","37.9","0.1","0.4","2.3","0.0","0.0","4.8"
"","high","3.0","43.8","0.3","0.4","3.0","0.0","0.0","5.8"
"","low","2.0","31.0","0.0","0.3","2.0","0.0","0.0","3.1"
"Mecole Hardman","KC","2.1","37.2","0.2","0.2","0.9","0.0","0.0","4.8"
"","high","3.1","53.7","0.5","0.3","1.1","0.0","0.0","8.5"
"","low","1.5","22.0","0.0","0.1","0.6","0.0","0.1","3.3"
"Nelson Agholor","PHI","3.0","36.9","0.2","0.1","0.8","0.0","0.0","4.7"
"","high","4.0","50.0","0.3","0.2","1.4","0.0","0.0","7.0"
"","low","2.1","23.0","0.0","0.0","0.0","0.0","0.1","3.7"
"Kenny Stills","HOU","2.6","36.2","0.1","0.0","0.0","0.0","0.0","4.2"
"","high","3.0","45.5","0.2","0.0","0.0","0.0","0.0","5.2"
"","low","2.2","25.0","0.0","0.0","0.0","0.0","0.0","3.3"
"Danny Amendola","DET","3.8","37.5","0.1","0.0","0.1","0.0","0.0","4.2"
"","high","4.1","44.0","0.2","0.1","0.3","0.0","0.0","5.1"
"","low","3.2","30.8","0.0","0.0","0.0","0.0","0.0","3.5"
"Albert Wilson","MIA","2.7","30.1","0.1","0.4","1.9","0.0","0.0","4.1"
"","high","4.7","46.0","0.3","0.6","3.5","0.0","0.0","6.5"
"","low","1.0","16.0","0.0","0.3","0.8","0.0","0.0","1.6"
"Adam Humphries","TEN","3.1","33.4","0.1","0.1","0.4","0.0","0.0","4.1"
"","high","3.5","41.0","0.2","0.2","1.0","0.0","0.0","4.6"
"","low","2.2","21.0","0.0","0.0","0.0","0.0","0.0","3.1"
"Josh Gordon","SEA","2.2","32.7","0.1","0.0","0.1","0.0","0.0","4.1"
"","high","2.5","42.0","0.3","0.1","0.1","0.0","0.0","5.1"
"","low","1.8","25.0","0.0","0.0","0.0","0.0","0.0","2.5"
"Christian Blake","ATL","2.8","33.6","0.1","0.0","0.2","0.0","0.0","4.0"
"","high","3.9","46.0","0.2","0.1","0.6","0.0","0.0","5.9"
"","low","2.0","24.0","0.0","0.0","0.0","0.0","0.0","3.7"
"Demarcus Robinson","KC","2.1","28.9","0.2","0.0","0.0","0.0","0.0","4.0"
"","high","2.5","36.1","0.3","0.0","0.0","0.0","0.0","5.4"
"","low","1.6","22.0","0.0","0.0","0.0","0.0","0.0","3.2"
"Allen Lazard","GB","2.3","31.0","0.1","0.3","2.1","0.0","0.0","3.9"
"","high","2.9","37.0","0.2","0.5","3.5","0.0","0.0","4.2"
"","low","2.0","24.0","0.0","0.0","0.0","0.0","0.0","3.5"
"Phillip Dorsett","NE","2.4","30.2","0.1","0.1","0.9","0.0","0.0","3.9"
"","high","3.0","38.7","0.3","0.3","2.0","0.0","0.0","5.5"
"","low","1.7","21.0","0.0","0.0","0.0","0.0","0.0","3.0"
"Kelvin Harmon","WAS","2.5","31.2","0.1","0.2","1.3","0.0","0.0","3.8"
"","high","3.7","46.0","0.2","0.4","2.9","0.0","0.0","5.6"
"","low","1.4","18.3","0.0","0.0","0.0","0.0","0.0","2.1"
"Zay Jones","OAK","2.9","30.3","0.1","0.1","0.5","0.0","0.0","3.6"
"","high","3.8","37.0","0.2","0.2","1.0","0.0","0.0","4.9"
"","low","2.0","20.7","0.0","0.0","0.1","0.0","0.0","2.9"
"Marquez Valdes-Scantling","GB","1.7","28.6","0.1","0.2","1.1","0.0","0.0","3.6"
"","high","2.2","39.5","0.2","0.3","2.0","0.0","0.0","5.3"
"","low","1.0","18.0","0.0","0.0","0.1","0.0","0.0","1.8"
"N'Keal Harry","NE","2.3","29.2","0.1","0.0","0.3","0.0","0.0","3.5"
"","high","3.0","38.1","0.2","0.1","0.5","0.0","0.0","4.2"
"","low","1.3","14.0","0.0","0.0","0.0","0.0","0.1","2.0"
"Tre'Quan Smith","NO","1.7","24.3","0.2","0.0","0.1","0.0","0.0","3.4"
"","high","2.4","36.0","0.5","0.0","0.2","0.0","0.0","6.1"
"","low","1.0","18.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Cody Latimer","NYG","2.2","27.6","0.1","0.0","0.0","0.0","0.0","3.3"
"","high","3.0","35.6","0.2","0.0","0.1","0.0","0.0","4.8"
"","low","0.9","12.3","0.0","0.0","0.0","0.0","0.0","2.9"
"Tim Patrick","DEN","2.2","28.7","0.1","0.1","0.9","0.0","0.0","3.3"
"","high","2.6","36.5","0.1","0.3","1.5","0.0","0.0","3.7"
"","low","1.8","24.0","0.0","0.0","0.0","0.0","0.1","2.8"
"Geronimo Allison","GB","2.3","25.8","0.1","0.1","0.7","0.0","0.1","3.2"
"","high","2.7","33.0","0.2","0.3","2.0","0.0","0.0","3.9"
"","low","2.0","19.0","0.0","0.0","0.0","0.0","0.1","2.5"
"Breshad Perriman","TB","1.8","26.2","0.1","0.1","0.6","0.0","0.0","3.2"
"","high","2.1","36.0","0.2","0.1","1.0","0.0","0.0","4.8"
"","low","1.4","18.7","0.0","0.0","0.0","0.0","0.0","2.2"
"Justin Hardy","ATL","2.3","24.7","0.1","0.0","0.3","0.0","0.0","3.1"
"","high","3.0","35.0","0.2","0.1","1.0","0.0","0.0","4.7"
"","low","1.8","17.5","0.0","0.0","0.0","0.0","0.0","2.3"
"Chester Rogers","IND","2.3","25.3","0.1","0.1","0.7","0.0","0.0","3.1"
"","high","2.6","31.0","0.2","0.2","1.2","0.0","0.0","3.9"
"","low","2.0","21.4","0.0","0.0","0.0","0.0","0.1","2.9"
"Isaiah McKenzie","BUF","2.0","21.7","0.1","0.5","2.6","0.0","0.0","3.0"
"","high","2.4","25.4","0.2","0.9","4.6","0.1","0.0","3.8"
"","low","1.0","17.0","0.0","0.0","0.0","0.0","0.1","1.7"
"Trey Quinn","WAS","2.6","25.7","0.1","0.1","0.3","0.0","0.0","3.0"
"","high","2.9","32.2","0.2","0.2","1.0","0.0","0.0","4.3"
"","low","2.0","19.6","0.0","0.0","0.0","0.0","0.1","2.4"
"Marcus Johnson","IND","1.9","21.9","0.1","0.1","1.0","0.0","0.0","2.9"
"","high","2.3","26.0","0.2","0.3","2.0","0.0","0.0","3.8"
"","low","1.6","19.7","0.0","0.0","0.0","0.0","0.0","2.5"
"Willie Snead","BAL","1.9","22.3","0.1","0.1","0.4","0.0","0.0","2.9"
"","high","2.5","30.5","0.2","0.2","1.0","0.0","0.0","3.4"
"","low","1.0","17.0","0.0","0.0","0.0","0.0","0.0","1.7"
"Javon Wims","CHI","1.8","22.3","0.1","0.1","1.0","0.0","0.0","2.9"
"","high","2.8","32.1","0.1","0.3","2.0","0.0","0.0","3.9"
"","low","1.3","15.0","0.0","0.0","0.0","0.0","0.0","2.3"
"Keelan Cole","JAC","1.7","22.4","0.1","0.0","0.3","0.0","0.1","2.8"
"","high","2.4","33.6","0.3","0.1","1.0","0.0","0.0","5.2"
"","low","0.4","4.0","0.0","0.0","0.0","0.0","0.1","0.7"
"David Moore","SEA","1.4","21.6","0.1","0.0","0.2","0.0","0.0","2.8"
"","high","1.8","24.2","0.2","0.1","0.3","0.0","0.0","3.7"
"","low","1.1","20.0","0.0","0.0","0.0","0.0","0.0","2.7"
"Kendrick Bourne","SF","2.2","23.8","0.1","0.0","0.0","0.0","0.0","2.8"
"","high","3.0","30.6","0.1","0.0","0.0","0.0","0.0","2.9"
"","low","1.6","14.0","0.0","0.0","0.0","0.0","0.0","2.2"
"Jakobi Meyers","NE","1.7","21.9","0.1","0.1","0.8","0.0","0.0","2.7"
"","high","2.7","37.4","0.1","0.4","3.0","0.0","0.0","4.4"
"","low","0.6","8.0","0.0","0.0","0.0","0.0","0.0","1.1"
"KeeSean Johnson","ARI","1.7","20.6","0.1","0.1","0.6","0.0","0.0","2.5"
"","high","2.1","23.6","0.2","0.3","1.9","0.0","0.0","3.2"
"","low","1.0","17.0","0.0","0.0","0.0","0.0","0.0","1.7"
"Scott Miller","TB","2.1","25.1","0.0","0.1","0.6","0.0","0.0","2.5"
"","high","2.1","25.1","0.0","0.1","0.6","0.0","0.0","0.0"
"","low","2.1","25.1","0.0","0.1","0.6","0.0","0.0","0.0"
"Andy Isabella","ARI","1.4","20.3","0.1","0.2","1.0","0.0","0.0","2.5"
"","high","2.2","30.2","0.1","0.3","2.0","0.0","0.0","3.2"
"","low","1.0","14.0","0.0","0.1","0.4","0.0","0.0","1.5"
"Olabisi Johnson","MIN","1.8","20.3","0.1","0.0","0.1","0.0","0.0","2.5"
"","high","2.7","28.5","0.2","0.1","0.4","0.0","0.0","3.9"
"","low","0.5","5.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Parris Campbell","IND","1.4","15.8","0.1","0.2","1.0","0.0","0.1","2.3"
"","high","2.2","24.2","0.2","0.4","2.6","0.0","0.0","3.7"
"","low","0.1","0.7","0.0","0.0","0.0","0.0","0.1","3.4"
"Jake Kumerow","GB","1.2","18.2","0.1","0.0","0.0","0.0","0.0","2.2"
"","high","1.6","27.2","0.1","0.0","0.0","0.0","0.0","3.3"
"","low","1.0","13.0","0.0","0.0","0.0","0.0","0.0","1.7"
"Jarius Wright","CAR","1.7","18.2","0.1","0.1","0.6","0.0","0.0","2.2"
"","high","2.0","20.6","0.1","0.2","1.0","0.0","0.0","2.7"
"","low","1.4","15.0","0.0","0.1","0.1","0.0","0.0","1.9"
"Rashard Higgins","CLE","1.4","18.7","0.1","0.0","0.0","0.0","0.0","2.1"
"","high","2.1","27.3","0.1","0.0","0.1","0.0","0.0","2.1"
"","low","1.0","15.0","0.0","0.0","0.0","0.0","0.1","1.6"
"Pharoh Cooper","ARI","1.5","16.0","0.1","0.0","0.2","0.0","0.0","2.1"
"","high","2.0","19.0","0.1","0.1","0.3","0.0","0.0","2.5"
"","low","1.2","14.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Miles Boykin","BAL","1.3","16.6","0.0","0.1","0.6","0.0","0.0","2.0"
"","high","2.0","26.0","0.1","0.3","1.9","0.0","0.0","2.6"
"","low","0.7","10.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Tevin Jones","PIT","1.6","17.1","0.0","0.0","0.2","0.0","0.0","2.0"
"","high","2.6","24.0","0.1","0.1","0.5","0.0","0.0","3.2"
"","low","0.7","8.4","0.0","0.0","0.0","0.0","0.0","1.0"
"Tavon Austin","DAL","1.0","10.0","0.1","0.7","4.6","0.0","0.0","1.9"
"","high","1.6","13.7","0.1","1.4","10.2","0.1","0.0","3.6"
"","low","0.7","5.8","0.0","0.2","1.1","0.0","0.1","1.0"
"Tajae Sharpe","TEN","1.1","14.5","0.1","0.0","0.2","0.0","0.0","1.9"
"","high","1.7","21.5","0.2","0.0","0.3","0.0","0.0","2.9"
"","low","0.4","5.7","0.0","0.0","0.0","0.0","0.0","0.7"
"Josh Reynolds","LAR","1.1","14.9","0.1","0.2","1.0","0.0","0.0","1.9"
"","high","1.7","25.3","0.2","0.5","3.3","0.0","0.0","3.7"
"","low","0.6","8.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Seth Roberts","BAL","1.3","15.0","0.1","0.0","0.0","0.0","0.0","1.9"
"","high","1.7","19.1","0.1","0.0","0.0","0.0","0.0","2.2"
"","low","0.9","11.0","0.0","0.0","0.0","0.0","0.0","1.6"
"J.J. Arcega-Whiteside","PHI","1.6","16.9","0.0","0.1","0.6","0.0","0.0","1.9"
"","high","2.4","28.9","0.1","0.2","1.0","0.0","0.0","2.9"
"","low","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Trevor Davis","OAK","1.1","13.4","0.0","0.2","2.0","0.0","0.1","1.8"
"","high","1.3","16.5","0.1","0.2","5.7","0.1","0.0","3.4"
"","low","0.7","6.0","0.0","0.0","0.0","0.0","0.2","1.0"
"Jakeem Grant","MIA","1.0","18.0","0.0","0.0","0.0","0.0","0.0","1.8"
"","high","1.0","18.0","0.0","0.0","0.0","0.0","0.0","1.8"
"","low","1.0","18.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Robert Foster","BUF","0.7","12.7","0.0","0.3","2.3","0.0","0.0","1.8"
"","high","0.9","20.0","0.1","0.6","4.0","0.0","0.0","2.8"
"","low","0.5","7.7","0.0","0.2","1.0","0.0","0.0","1.2"
"Cordarrelle Patterson","CHI","1.1","9.1","0.0","0.9","5.2","0.0","0.0","1.8"
"","high","1.4","13.4","0.1","1.4","8.8","0.0","0.0","2.8"
"","low","0.5","4.2","0.0","0.4","2.5","0.0","0.0","0.9"
"DaeSean Hamilton","DEN","1.4","14.7","0.0","0.0","0.0","0.0","0.0","1.7"
"","high","2.0","17.3","0.1","0.0","0.0","0.0","0.0","1.8"
"","low","1.0","13.5","0.0","0.0","0.0","0.0","0.0","1.4"
"Malik Turner","SEA","1.0","12.7","0.1","0.1","0.4","0.0","0.0","1.7"
