"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Drew Brees","NO","35.2","26.1","271.6","2.0","0.5","0.9","1.8","0.0","0.1","18.2"
"","high","37.2","27.7","294.9","2.1","0.0","2.0","5.0","0.1","0.0","22.7"
"","low","32.0","24.0","222.0","1.9","0.7","0.0","0.0","0.0","0.1","16.1"
"Deshaun Watson","HOU","32.6","21.7","243.0","1.6","0.9","5.3","29.0","0.2","0.2","18.0"
"","high","34.0","23.0","258.2","2.0","0.7","6.1","33.0","0.3","0.2","23.8"
"","low","30.7","20.2","215.0","1.2","1.1","3.5","23.0","0.0","0.3","16.0"
"Russell Wilson","SEA","30.2","19.9","242.9","1.8","0.5","4.1","21.3","0.0","0.2","18.0"
"","high","32.5","21.5","259.0","2.0","0.0","5.0","24.0","0.1","0.1","22.9"
"","low","28.0","18.0","228.0","1.6","0.7","2.2","12.0","0.0","0.3","16.0"
"Josh Allen","BUF","30.9","18.6","226.9","1.2","0.8","6.3","33.5","0.3","0.2","17.0"
"","high","32.6","20.1","257.0","1.3","0.7","7.5","40.3","0.6","0.2","18.6"
"","low","29.0","16.8","203.9","1.0","1.0","4.7","27.0","0.0","0.2","17.6"
"Tom Brady","NE","36.3","23.4","258.2","1.7","0.5","1.2","2.5","0.1","0.1","16.4"
"","high","40.0","28.0","293.0","2.0","0.0","2.3","5.0","0.1","0.1","20.7"
"","low","32.0","21.0","238.5","1.4","0.7","0.0","1.0","0.0","0.1","15.0"
"Carson Wentz","PHI","36.5","23.7","250.3","1.7","0.8","3.4","14.1","0.1","0.3","16.3"
"","high","37.7","24.4","266.8","2.0","0.6","4.0","16.4","0.1","0.2","22.8"
"","low","35.0","22.9","227.0","1.5","1.0","2.8","11.5","0.0","0.4","14.6"
"Kirk Cousins","MIN","33.3","23.0","258.1","1.6","0.7","1.3","3.7","0.1","0.2","15.7"
"","high","35.0","26.0","271.0","2.0","0.4","2.6","5.7","0.1","0.2","21.0"
"","low","32.2","21.5","247.2","1.5","1.0","0.0","1.0","0.0","0.3","15.7"
"Ryan Tannehill","TEN","29.9","19.7","232.2","1.4","0.8","3.7","15.8","0.0","0.3","14.6"
"","high","34.0","21.7","265.6","2.0","0.6","6.0","23.0","0.1","0.2","21.8"
"","low","26.7","17.3","215.6","1.1","1.0","2.7","10.5","0.0","0.3","13.1"
"Taysom Hill","NO","2.5","1.2","13.2","0.0","0.1","2.0","8.6","0.1","0.0","1.7"
"","high","11.2","6.5","59.6","0.1","0.0","2.6","12.0","0.1","0.0","4.7"
"","low","0.0","0.0","0.0","0.0","0.4","0.8","0.8","0.0","0.1","2.3"
"Josh McCown","PHI","1.5","1.0","10.2","0.1","0.0","0.3","1.2","0.0","0.0","0.9"
"","high","1.5","1.0","10.2","0.1","0.0","0.3","1.2","0.0","0.0","0.9"
"","low","1.5","1.0","10.2","0.1","0.0","0.3","1.2","0.0","0.0","0.9"
"Marcus Mariota","TEN","4.6","2.6","24.7","0.1","0.2","0.6","1.6","0.0","0.1","0.9"
"","high","8.1","4.5","40.6","0.1","0.0","0.9","1.8","0.0","0.0","0.9"
"","low","1.1","0.7","8.8","0.0","0.4","0.3","1.3","0.0","0.1","0.9"
"Teddy Bridgewater","NO","1.4","1.1","10.4","0.1","0.0","0.1","0.4","0.0","0.0","0.9"
"","high","1.4","1.1","10.4","0.1","0.0","0.1","0.4","0.0","0.0","0.9"
"","low","1.4","1.1","10.4","0.1","0.0","0.1","0.4","0.0","0.0","0.9"
"Matt Barkley","BUF","1.3","0.8","9.4","0.1","0.0","0.3","0.3","0.0","0.0","0.8"
"","high","1.3","0.8","9.4","0.1","0.0","0.3","0.3","0.0","0.0","0.8"
"","low","1.3","0.8","9.4","0.1","0.0","0.3","0.3","0.0","0.0","0.8"
"Sean Mannion","MIN","1.3","0.8","8.9","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"","high","1.3","0.8","8.9","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"","low","1.3","0.8","8.9","0.0","0.0","0.3","0.2","0.0","0.0","0.4"
"AJ McCarron","HOU","1.3","0.8","8.6","0.0","0.0","0.1","0.3","0.0","0.0","0.4"
"","high","1.3","0.8","8.6","0.0","0.0","0.1","0.3","0.0","0.0","0.4"
"","low","1.3","0.8","8.6","0.0","0.0","0.1","0.3","0.0","0.0","0.4"
"Jarrett Stidham","NE","1.2","0.7","7.4","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","high","1.2","0.7","7.4","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","low","1.2","0.7","7.4","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
""
""
