"Player","Team","REC","YDS","TDS","FL","FPTS"
"Noah Fant","DEN","3.4","40.2","0.1","0.1","4.6"
"","high","4.4","54.6","0.3","0.0","5.8"
"","low","2.4","32.0","0.0","0.2","3.5"
"Jimmy Graham","GB","2.8","32.4","0.2","0.0","4.1"
"","high","3.8","44.8","0.3","0.0","5.0"
"","low","2.2","24.0","0.0","0.0","3.5"
"Kyle Rudolph","MIN","3.1","29.0","0.2","0.0","4.0"
"","high","4.6","45.0","0.4","0.0","5.3"
"","low","2.0","21.0","0.0","0.0","2.1"
"Jonnu Smith","TEN","3.0","33.7","0.1","0.0","4.0"
"","high","3.8","43.2","0.2","0.0","5.2"
"","low","2.0","23.8","0.0","0.0","3.0"
"Vance McDonald","PIT","3.5","31.9","0.1","0.0","4.0"
"","high","4.0","46.7","0.3","0.0","4.1"
"","low","2.7","26.1","0.0","0.0","3.3"
"Jaeden Graham","ATL","2.7","32.3","0.1","0.0","3.8"
"","high","3.5","39.1","0.3","0.0","5.2"
"","low","2.0","26.0","0.0","0.0","2.6"
"Tyler Eifert","CIN","2.8","28.5","0.1","0.0","3.7"
"","high","3.4","39.3","0.3","0.0","4.4"
"","low","2.4","21.6","0.0","0.0","2.9"
"Cameron Brate","TB","2.8","29.0","0.1","0.0","3.7"
"","high","4.0","37.0","0.3","0.0","4.6"
"","low","2.1","21.5","0.0","0.0","3.3"
"Dawson Knox","BUF","2.7","30.3","0.1","0.0","3.5"
"","high","3.3","43.0","0.2","0.0","4.0"
"","low","2.0","24.0","0.0","0.0","2.8"
"O.J. Howard","TB","1.9","28.3","0.1","0.1","3.4"
"","high","2.2","35.1","0.2","0.0","4.6"
"","low","1.0","15.0","0.0","0.1","1.5"
"Irv Smith Jr.","MIN","2.6","26.1","0.1","0.0","3.2"
"","high","2.9","32.5","0.2","0.0","3.8"
"","low","2.0","20.0","0.0","0.0","2.4"
"Kaden Smith","NYG","2.6","26.1","0.1","0.0","3.2"
"","high","3.4","32.0","0.2","0.0","4.4"
"","low","2.0","23.0","0.0","0.1","2.3"
"T.J. Hockenson","DET","2.5","27.3","0.1","0.0","3.1"
"","high","3.1","41.7","0.1","0.0","3.4"
"","low","2.0","17.0","0.0","0.0","1.7"
"Blake Jarwin","DAL","1.8","20.7","0.1","0.0","3.0"
"","high","2.4","27.1","0.2","0.0","3.3"
"","low","1.4","15.2","0.1","0.0","2.6"
"Benjamin Watson","NE","2.1","24.4","0.1","0.0","2.9"
"","high","3.1","32.3","0.2","0.0","3.4"
"","low","1.3","16.1","0.0","0.0","2.2"
"Nick O'Leary","JAC","2.0","20.7","0.1","0.0","2.7"
"","high","3.1","29.0","0.2","0.0","3.9"
"","low","1.2","13.5","0.0","0.0","2.0"
"Jordan Akins","HOU","1.9","23.1","0.1","0.0","2.7"
"","high","2.7","32.7","0.1","0.0","3.5"
"","low","1.0","16.7","0.0","0.0","1.7"
"David Njoku","CLE","1.6","18.2","0.1","0.0","2.5"
"","high","2.1","23.8","0.2","0.0","2.7"
"","low","1.3","14.9","0.0","0.0","2.2"
"Nick Boyle","BAL","2.1","20.2","0.1","0.0","2.5"
"","high","3.3","29.7","0.2","0.0","3.3"
"","low","1.0","8.0","0.0","0.0","0.8"
"C.J. Uzomah","CIN","1.7","18.0","0.1","0.0","2.4"
"","high","2.2","22.2","0.2","0.0","3.2"
"","low","1.3","13.0","0.0","0.0","1.7"
"Foster Moreau","OAK","1.8","17.8","0.1","0.0","2.3"
"","high","2.2","24.0","0.2","0.0","2.9"
"","low","1.0","11.0","0.0","0.0","1.7"
"Jeremy Sprinkle","WAS","1.9","17.6","0.1","0.0","2.2"
"","high","3.6","32.3","0.1","0.0","2.0"
"","low","1.2","11.9","0.0","0.0","1.5"
"Mo Alie-Cox","IND","1.5","16.3","0.1","0.0","2.2"
"","high","2.2","24.1","0.1","0.0","2.2"
"","low","0.9","10.9","0.0","0.0","1.7"
"Hayden Hurst","BAL","1.6","17.5","0.1","0.0","2.1"
"","high","2.4","26.1","0.1","0.0","2.4"
"","low","1.0","13.6","0.0","0.0","1.6"
"Jesper Horsted","CHI","1.6","16.7","0.1","0.0","2.1"
"","high","2.0","23.0","0.1","0.0","2.9"
"","low","1.1","12.2","0.0","0.0","2.2"
"Anthony Firkser","TEN","1.4","16.5","0.1","0.0","2.1"
"","high","2.1","23.6","0.1","0.0","2.5"
"","low","0.7","8.3","0.0","0.0","1.2"
"Charles Clay","ARI","1.5","15.8","0.1","0.0","1.9"
"","high","2.2","23.1","0.1","0.0","2.7"
"","low","0.9","7.0","0.0","0.0","0.7"
"Josh Hill","NO","1.5","14.2","0.1","0.0","1.8"
"","high","2.0","20.5","0.1","0.0","2.7"
"","low","0.9","8.0","0.0","0.0","0.8"
"Ricky Seals-Jones","CLE","1.1","13.2","0.1","0.0","1.8"
"","high","1.4","15.5","0.1","0.0","2.0"
"","low","0.7","9.7","0.0","0.0","1.6"
"Matt LaCosse","NE","1.2","13.2","0.1","0.0","1.7"
"","high","1.7","18.7","0.1","0.0","2.4"
"","low","0.6","6.2","0.0","0.0","0.9"
"Maxx Williams","ARI","1.5","13.8","0.1","0.0","1.7"
"","high","3.0","25.3","0.1","0.0","2.1"
"","low","0.3","2.7","0.0","0.0","0.4"
"Tyler Kroft","BUF","1.3","14.5","0.0","0.0","1.7"
"","high","1.7","17.4","0.1","0.0","2.3"
"","low","1.0","10.6","0.0","0.0","1.4"
"Demetrius Harris","CLE","1.4","13.4","0.1","0.0","1.6"
"","high","3.0","23.0","0.1","0.0","2.3"
"","low","0.7","7.9","0.0","0.0","1.1"
"Scott Simonson","NYG","1.2","12.9","0.1","0.0","1.6"
"","high","1.9","18.0","0.1","0.0","2.3"
"","low","0.5","5.0","0.0","0.0","0.7"
"Ben Koyack","JAC","1.3","13.2","0.0","0.0","1.6"
"","high","2.0","19.0","0.1","0.0","2.5"
"","low","0.6","4.4","0.0","0.0","0.7"
"J.P. Holtz","CHI","1.2","13.1","0.0","0.0","1.6"
"","high","1.9","21.2","0.1","0.0","2.6"
"","low","0.5","4.4","0.0","0.0","0.7"
"Marcedes Lewis","GB","1.0","11.2","0.1","0.0","1.4"
"","high","1.6","20.3","0.1","0.0","2.6"
"","low","0.0","0.5","0.0","0.0","0.1"
"Logan Thomas","DET","1.2","11.6","0.0","0.0","1.4"
"","high","1.8","20.1","0.1","0.0","1.6"
"","low","0.9","8.0","0.0","0.0","1.0"
"Clive Walford","MIA","1.0","10.6","0.0","0.0","1.3"
"","high","1.2","13.9","0.1","0.0","1.9"
"","low","0.7","7.3","0.0","0.0","1.9"
"Jesse James","DET","1.2","11.0","0.0","0.0","1.3"
"","high","1.4","15.8","0.1","0.0","1.7"
"","low","0.9","8.2","0.0","0.0","1.1"
"Johnny Mundt","LAR","0.9","9.9","0.0","0.0","1.3"
"","high","1.2","13.8","0.1","0.0","1.5"
"","low","0.5","5.0","0.0","0.0","0.7"
"Hale Hentges","WAS","1.0","11.3","0.0","0.0","1.2"
"","high","1.7","19.0","0.0","0.0","1.4"
"","low","0.3","2.9","0.0","0.0","0.4"
"Geoff Swaim","JAC","1.1","7.9","0.1","0.0","1.2"
"","high","1.1","7.9","0.1","0.0","1.2"
"","low","1.1","7.9","0.1","0.0","1.2"
"Jeff Heuerman","DEN","1.0","10.2","0.0","0.0","1.2"
"","high","1.6","16.9","0.1","0.0","2.3"
"","low","0.4","3.9","0.0","0.0","0.5"
"Ross Dwelley","SF","1.1","10.3","0.0","0.0","1.2"
"","high","2.0","17.6","0.1","0.0","2.3"
"","low","0.4","3.7","0.0","0.0","0.6"
"Durham Smythe","MIA","0.9","10.1","0.0","0.0","1.2"
"","high","1.4","15.5","0.1","0.0","2.1"
"","low","0.3","4.6","0.0","0.0","0.5"
"Ian Thomas","CAR","0.8","8.4","0.1","0.0","1.1"
"","high","1.3","13.8","0.1","0.0","2.0"
"","low","0.0","0.0","0.0","0.0","0.1"
"Nick Vannett","PIT","1.0","9.3","0.0","0.0","1.1"
"","high","1.7","19.1","0.1","0.0","1.4"
"","low","0.2","2.0","0.0","0.0","0.3"
"Jace Sternberger","GB","0.7","7.6","0.1","0.0","1.1"
"","high","0.7","7.8","0.1","0.0","1.4"
"","low","0.7","7.4","0.0","0.0","1.4"
"Deon Yelder","KC","0.7","8.0","0.0","0.0","1.1"
"","high","1.0","11.8","0.1","0.0","1.8"
"","low","0.1","1.0","0.0","0.0","0.1"
"MyCole Pruitt","TEN","0.8","9.2","0.0","0.0","1.0"
"","high","1.3","13.8","0.1","0.0","2.0"
"","low","0.5","6.0","0.0","0.0","0.6"
"Luke Willson","SEA","0.8","8.0","0.0","0.0","1.0"
"","high","1.4","15.8","0.1","0.0","1.4"
"","low","0.1","0.7","0.0","0.0","0.1"
"Joshua Perkins","PHI","0.5","5.9","0.1","0.0","1.0"
"","high","0.7","8.9","0.1","0.0","1.5"
"","low","0.3","2.9","0.0","0.0","0.5"
"Derek Carrier","OAK","0.9","8.8","0.0","0.0","0.9"
"","high","1.3","14.2","0.1","0.0","1.1"
"","low","0.7","6.0","0.0","0.0","0.7"
"Carson Meier","ATL","0.9","9.5","0.0","0.0","0.9"
"","high","0.9","9.5","0.0","0.0","0.0"
"","low","0.9","9.5","0.0","0.0","0.0"
"Robert Tonyan","GB","0.7","8.5","0.0","0.0","0.9"
"","high","1.1","11.7","0.0","0.0","1.1"
"","low","0.5","5.5","0.0","0.0","0.8"
"Tyrone Swoopes","SEA","0.6","6.6","0.0","0.0","0.9"
"","high","0.9","10.3","0.1","0.0","1.2"
"","low","0.1","0.6","0.0","0.0","0.1"
"Ben Braunecker","CHI","0.8","8.7","0.0","0.0","0.9"
"","high","0.8","8.7","0.0","0.0","0.0"
"","low","0.8","8.7","0.0","0.0","0.0"
"Daniel Brown","NYJ","0.4","5.2","0.1","0.0","0.8"
"","high","0.8","9.5","0.2","0.0","2.2"
"","low","0.0","0.5","0.0","0.0","0.1"
"Andrew Beck","DEN","0.7","7.6","0.0","0.0","0.8"
"","high","1.4","15.6","0.0","0.0","0.6"
"","low","0.3","3.0","0.0","0.0","0.4"
"Stephen Carlson","CLE","0.5","5.0","0.0","0.0","0.8"
"","high","0.7","6.7","0.1","0.0","1.3"
"","low","0.4","4.0","0.0","0.0","0.5"
"Tanner Hudson","TB","0.5","6.1","0.0","0.0","0.8"
"","high","0.7","8.6","0.1","0.0","1.5"
"","low","0.0","0.3","0.0","0.0","0.1"
"Virgil Green","LAC","0.7","7.3","0.0","0.0","0.8"
"","high","1.5","16.8","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.0","0.1"
"Tommy Sweeney","BUF","0.7","7.6","0.0","0.0","0.8"
"","high","0.7","7.6","0.0","0.0","0.0"
"","low","0.7","7.6","0.0","0.0","0.0"
"Troy Fumagalli","DEN","0.6","5.9","0.0","0.0","0.7"
"","high","1.0","10.8","0.1","0.0","1.2"
"","low","0.2","2.0","0.0","0.0","0.3"
"Lee Smith","BUF","0.6","5.8","0.0","0.0","0.7"
"","high","1.4","15.4","0.1","0.0","0.8"
"","low","0.1","0.4","0.0","0.0","0.1"
"Garrett Celek","SF","0.4","4.8","0.0","0.0","0.6"
"","high","0.8","9.6","0.1","0.0","1.6"
"","low","0.0","0.0","0.0","0.0","0.0"
"Tyler Conklin","MIN","0.5","5.7","0.0","0.0","0.6"
"","high","0.7","8.7","0.0","0.0","0.9"
"","low","0.4","4.0","0.0","0.0","0.6"
"Jordan Thomas","HOU","0.4","4.6","0.0","0.0","0.6"
"","high","0.8","9.1","0.1","0.0","1.2"
"","low","0.1","1.0","0.0","0.0","0.2"
"Zach Gentry","PIT","0.7","6.1","0.0","0.0","0.6"
"","high","0.7","6.1","0.0","0.0","0.6"
"","low","0.7","6.1","0.0","0.0","0.6"
"Darrell Daniels","ARI","0.5","4.9","0.0","0.0","0.6"
"","high","0.7","7.7","0.1","0.0","1.1"
"","low","0.1","1.0","0.0","0.0","0.2"
"Jordan Leggett","TB","0.3","2.6","0.1","0.0","0.6"
"","high","0.5","5.0","0.1","0.0","1.1"
"","low","0.0","0.3","0.0","0.0","0.0"
"Blake Bell","KC","0.5","5.2","0.0","0.0","0.5"
"","high","1.0","10.9","0.0","0.0","0.6"
"","low","0.1","0.6","0.0","0.0","0.1"
"Lance Kendricks","LAC","0.4","4.9","0.0","0.0","0.5"
"","high","0.7","9.2","0.0","0.0","0.9"
"","low","0.1","1.0","0.0","0.0","0.1"
"Jason Vander Laan","NO","0.6","5.1","0.0","0.0","0.5"
"","high","0.6","6.3","0.0","0.0","0.6"
"","low","0.6","4.0","0.0","0.0","0.6"
"Ross Travis","IND","0.4","4.6","0.0","0.0","0.5"
"","high","0.7","7.5","0.0","0.0","0.6"
"","low","0.2","2.4","0.0","0.0","0.4"
"Pharaoh Brown","CLE","0.5","5.0","0.0","0.0","0.5"
"","high","0.7","7.2","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Trevon Wesco","NYJ","0.4","4.8","0.0","0.0","0.5"
"","high","0.8","8.9","0.0","0.0","0.8"
"","low","0.0","0.5","0.0","0.0","0.2"
"Charles Jones","JAC","0.4","4.1","0.0","0.0","0.4"
"","high","0.6","6.3","0.0","0.0","0.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Dalton Schultz","DAL","0.4","3.8","0.0","0.0","0.4"
"","high","0.7","7.0","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Levine Toilolo","SF","0.3","3.3","0.0","0.0","0.3"
"","high","0.6","6.5","0.0","0.0","0.7"
"","low","0.0","0.0","0.0","0.0","0.0"
"Isaac Nauta","DET","0.3","3.2","0.0","0.0","0.3"
"","high","0.5","5.4","0.0","0.0","0.1"
"","low","0.1","1.0","0.0","0.0","0.1"
"Matt Lengel","IND","0.3","2.8","0.0","0.0","0.3"
"","high","0.5","5.3","0.0","0.0","0.1"
"","low","0.0","0.3","0.0","0.0","0.1"
"Chris Manhertz","CAR","0.2","2.7","0.0","0.0","0.3"
"","high","0.7","7.8","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0"
"Dan Arnold","NO","0.2","2.7","0.0","0.0","0.3"
"","high","0.5","5.1","0.0","0.0","0.0"
"","low","0.0","0.3","0.0","0.0","0.0"
""
""
