"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Travis Kelce","KC","6.1","81.0","0.7","0.1","11.9"
"","high","6.6","89.8","1.0","0.1","13.7"
"","low","5.7","67.0","0.5","0.1","10.4"
"Zach Ertz","PHI","6.4","69.3","0.6","0.1","10.1"
"","high","7.0","75.4","1.0","0.1","13.4"
"","low","5.5","54.2","0.4","0.1","8.5"
"George Kittle","SF","5.8","72.2","0.5","0.1","9.9"
"","high","7.4","90.1","1.0","0.0","12.6"
"","low","5.0","65.4","0.2","0.1","7.7"
"Hunter Henry","LAC","5.0","61.8","0.5","0.0","9.3"
"","high","5.8","67.3","1.0","0.0","12.2"
"","low","4.5","57.5","0.4","0.1","8.0"
"Mark Andrews","BAL","4.3","55.1","0.5","0.0","8.6"
"","high","5.0","67.7","1.0","0.0","11.8"
"","low","3.5","41.2","0.4","0.1","6.5"
"Jared Cook","NO","4.3","52.0","0.4","0.0","7.8"
"","high","5.0","61.1","1.0","0.0","11.7"
"","low","3.9","37.0","0.1","0.1","5.9"
"Darren Waller","OAK","6.1","64.6","0.2","0.1","7.6"
"","high","7.1","73.0","0.3","0.0","8.2"
"","low","5.2","57.0","0.0","0.1","7.1"
"Jack Doyle","IND","5.6","51.2","0.4","0.1","7.5"
"","high","7.0","64.0","1.0","0.0","12.4"
"","low","4.7","42.1","0.0","0.1","6.2"
"Greg Olsen","CAR","4.2","49.9","0.4","0.0","7.3"
"","high","5.0","60.3","1.0","0.0","11.5"
"","low","3.3","38.5","0.1","0.0","5.3"
"Ryan Griffin","NYJ","3.6","38.8","0.4","0.0","6.3"
"","high","5.5","58.4","1.0","0.0","10.2"
"","low","2.6","30.0","0.1","0.0","4.7"
"Jason Witten","DAL","3.7","36.2","0.3","0.1","5.5"
"","high","4.5","41.6","1.0","0.0","9.9"
"","low","3.0","31.5","0.0","0.1","4.4"
"Dallas Goedert","PHI","3.8","38.9","0.3","0.1","5.2"
"","high","6.0","58.1","0.5","0.0","6.5"
"","low","2.8","27.4","0.0","0.2","4.1"
"Darren Fells","HOU","2.7","30.3","0.3","0.0","5.1"
"","high","3.4","40.2","1.0","0.0","9.6"
"","low","2.1","22.1","0.1","0.0","3.5"
"Jacob Hollister","SEA","3.8","37.6","0.2","0.0","5.0"
"","high","5.6","50.8","0.4","0.0","5.6"
"","low","2.7","23.9","0.0","0.0","4.4"
"Mike Gesicki","MIA","4.1","44.2","0.1","0.1","5.0"
"","high","5.2","51.4","0.2","0.0","5.6"
"","low","3.5","38.8","0.0","0.2","4.5"
"Tyler Higbee","LAR","3.9","39.5","0.2","0.0","4.9"
"","high","4.7","47.0","0.3","0.0","6.3"
"","low","3.0","27.0","0.0","0.0","3.9"
