"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"","high","41.0","27.0","337.0","2.0","0.6","3.8","24.0","0.5","0.1","22.9"
"","low","30.0","20.1","227.0","1.1","1.1","3.0","16.0","0.0","0.2","15.3"
"Aaron Rodgers","GB","33.9","22.2","258.6","1.6","0.5","2.6","13.3","0.1","0.2","17.2"
"","high","36.3","23.4","282.7","2.0","0.3","3.4","18.1","0.1","0.2","22.4"
"","low","31.0","21.0","235.0","1.3","1.0","1.9","8.0","0.0","0.3","15.7"
"Josh Allen","BUF","31.8","19.0","221.1","1.1","0.9","7.3","37.2","0.4","0.2","17.2"
"","high","33.0","21.0","247.0","1.3","0.8","7.5","42.8","0.7","0.2","19.1"
"","low","30.6","17.6","202.0","1.0","1.0","6.9","29.6","0.0","0.3","17.3"
"Carson Wentz","PHI","34.4","21.9","246.4","1.8","0.7","3.4","13.8","0.1","0.3","16.8"
"","high","35.9","23.0","259.0","2.0","0.6","4.0","18.0","0.1","0.2","22.8"
"","low","31.0","20.0","236.7","1.4","1.0","2.3","10.0","0.0","0.3","16.8"
"Tom Brady","NE","38.0","25.1","265.1","1.7","0.5","1.0","1.5","0.1","0.1","16.6"
"","high","43.0","30.0","278.0","2.0","0.0","1.8","2.8","0.2","0.1","21.6"
"","low","35.0","23.0","251.5","1.4","0.7","0.0","0.0","0.0","0.2","14.7"
"Jeff Driskel","DET","31.7","19.0","214.4","1.5","0.8","5.4","30.2","0.2","0.2","16.6"
"","high","34.2","20.3","248.0","2.0","0.3","7.9","51.0","0.4","0.1","23.5"
"","low","26.3","16.4","174.3","1.2","1.0","3.6","17.4","0.0","0.3","14.7"
"Derek Carr","OAK","34.5","23.8","254.4","1.8","0.5","1.4","4.0","0.1","0.3","16.5"
"","high","40.0","25.0","277.0","2.0","0.0","2.6","10.1","0.1","0.2","21.9"
"","low","32.0","23.1","223.0","1.6","0.7","0.0","0.0","0.0","0.3","15.7"
"Jimmy Garoppolo","SF","32.5","21.3","253.7","1.8","1.0","2.0","4.7","0.1","0.3","15.6"
"","high","34.0","22.1","268.0","2.0","0.7","2.8","8.2","0.2","0.3","21.7"
"","low","30.0","20.0","206.0","1.6","1.6","1.0","3.0","0.0","0.3","14.9"
"Sam Darnold","NYJ","34.4","21.8","245.7","1.7","1.1","2.1","7.0","0.1","0.2","15.2"
"","high","40.0","25.0","271.0","2.0","0.9","2.8","11.2","0.2","0.1","22.2"
"","low","32.0","20.0","236.6","1.4","1.3","1.0","3.0","0.0","0.2","13.9"
"Jacoby Brissett","IND","33.0","21.2","233.7","1.3","0.7","3.5","13.5","0.2","0.3","14.9"
"","high","36.0","25.0","259.0","1.4","0.4","4.4","17.1","0.3","0.2","17.8"
"","low","30.2","18.7","210.9","1.0","1.0","2.9","11.5","0.0","0.3","14.7"
"Ryan Fitzpatrick","MIA","36.6","22.8","262.9","1.3","1.1","3.0","13.4","0.1","0.2","14.8"
"","high","45.0","28.0","331.0","1.4","1.0","4.0","18.0","0.2","0.1","17.8"
"","low","32.3","19.4","227.0","1.0","1.3","2.0","9.0","0.0","0.4","14.3"
"Ryan Tannehill","TEN","30.5","19.9","228.4","1.4","0.9","3.8","17.0","0.1","0.2","14.4"
"","high","37.0","23.0","248.0","1.6","0.7","6.0","24.0","0.2","0.2","18.8"
"","low","26.5","16.6","196.0","1.0","1.0","2.8","12.3","0.0","0.3","13.2"
"Nick Foles","JAC","35.6","23.3","250.6","1.4","0.8","1.0","2.3","0.0","0.2","14.3"
"","high","38.0","26.3","267.0","2.0","0.5","1.4","4.9","0.2","0.2","21.4"
"","low","32.8","21.3","241.7","1.0","1.0","0.0","0.0","0.0","0.2","12.3"
"Mitch Trubisky","CHI","32.0","20.4","218.4","1.3","0.8","2.7","13.0","0.1","0.2","14.0"
"","high","34.0","23.0","242.0","1.7","0.6","3.8","19.1","0.2","0.2","16.3"
"","low","29.7","18.0","192.7","1.0","1.0","1.9","8.0","0.0","0.2","14.5"
"Daniel Jones","NYG","35.3","22.7","248.7","1.1","1.0","3.6","18.0","0.1","0.4","14.0"
"","high","40.0","26.0","281.0","1.2","0.8","5.0","25.0","0.2","0.2","19.7"
"","low","31.6","19.1","223.5","1.0","1.1","2.9","13.4","0.0","0.7","14.0"
"Jared Goff","LAR","35.2","21.7","262.4","1.3","0.9","1.6","3.8","0.1","0.3","13.9"
"","high","37.3","23.0","282.3","1.4","0.7","2.3","6.2","0.1","0.2","18.0"
"","low","33.7","20.2","249.0","1.0","1.0","1.0","2.0","0.0","0.4","13.6"
"Mason Rudolph","PIT","32.9","21.2","243.1","1.3","0.9","1.6","5.4","0.0","0.1","13.6"
"","high","34.9","22.8","265.0","1.5","0.7","2.3","9.8","0.1","0.1","16.2"
"","low","29.0","19.0","218.4","1.0","1.2","0.8","3.0","0.0","0.2","14.0"
"Kyle Allen","CAR","37.4","22.7","259.2","1.3","1.2","1.5","4.1","0.0","0.4","12.7"
"","high","43.0","26.0","294.0","1.5","0.8","2.1","8.3","0.1","0.3","18.0"
"","low","34.2","20.3","221.0","1.0","1.7","0.9","1.6","0.0","0.6","11.4"
"Dwayne Haskins","WAS","31.0","19.2","212.1","1.2","1.1","2.5","9.1","0.1","0.2","11.8"
"","high","35.2","21.8","242.2","1.3","0.9","3.0","11.0","0.1","0.1","16.6"
"","low","27.8","17.4","180.0","1.0","1.4","1.5","5.8","0.0","0.2","10.3"
"Ryan Finley","CIN","33.2","18.8","209.2","1.0","1.0","2.8","13.4","0.0","0.3","11.4"
"","high","37.0","20.9","227.6","1.0","0.8","4.0","20.0","0.1","0.2","15.4"
"","low","26.0","15.0","188.0","1.0","1.2","1.8","6.7","0.0","0.4","10.7"
"Brandon Allen","DEN","30.7","18.7","208.7","0.9","1.0","2.9","12.5","0.0","0.2","11.3"
"","high","36.0","20.0","226.0","1.0","0.5","4.5","21.2","0.1","0.2","15.2"
"","low","27.0","17.0","186.0","0.9","1.6","2.0","7.4","0.0","0.2","9.9"
"Chase Daniel","CHI","17.1","11.1","124.6","0.6","0.4","1.2","2.4","0.0","0.1","6.9"
"","high","32.9","21.3","239.6","1.2","0.0","2.2","4.1","0.0","0.0","0.9"
"","low","1.3","0.9","9.7","0.1","0.7","0.2","0.8","0.0","0.2","0.9"
"Devlin Hodges","PIT","16.3","10.4","114.8","0.5","0.4","1.1","2.3","0.0","0.1","5.8"
"","high","31.0","19.8","218.1","0.9","0.1","2.1","3.7","0.0","0.0","0.8"
"","low","1.5","1.0","11.4","0.1","0.7","0.2","0.9","0.0","0.2","0.8"
"Andy Dalton","CIN","15.6","9.6","105.3","0.4","0.4","1.7","5.1","0.0","0.1","5.4"
"","high","29.7","18.4","201.9","0.8","0.1","3.3","9.5","0.1","0.0","0.2"
"","low","1.4","0.8","8.7","0.0","0.7","0.2","0.8","0.0","0.2","0.2"
"Taysom Hill","NO","7.3","4.5","52.7","0.3","0.1","1.8","7.3","0.1","0.1","3.8"
"","high","32.9","21.3","239.8","1.2","0.0","2.2","10.9","0.1","0.0","3.3"
"","low","0.0","0.0","0.0","0.0","0.7","1.6","4.1","0.0","0.2","1.3"
"Case Keenum","WAS","8.6","5.0","47.7","0.0","0.3","0.9","2.2","0.0","0.1","1.5"
"","high","16.1","9.2","87.1","0.0","0.1","1.8","3.9","0.0","0.0","0.2"
"","low","1.1","0.7","8.3","0.0","0.5","0.1","0.5","0.0","0.1","0.2"
"Robert Griffin","BAL","5.0","2.8","28.3","0.1","0.3","0.8","2.9","0.0","0.1","1.1"
"","high","8.8","4.8","48.0","0.1","0.0","1.3","4.2","0.0","0.0","0.9"
"","low","1.2","0.8","8.7","0.0","0.5","0.4","1.6","0.0","0.1","0.9"
"Brian Hoyer","IND","5.3","2.9","27.2","0.1","0.2","0.6","1.2","0.0","0.1","1.0"
"","high","9.1","5.0","45.5","0.1","0.0","1.0","1.9","0.0","0.0","0.8"
"","low","1.4","0.8","8.8","0.0","0.4","0.3","0.4","0.0","0.1","0.8"
"Blake Bortles","LAR","4.8","2.7","25.4","0.1","0.2","0.6","1.4","0.0","0.1","0.9"
"","high","8.2","4.5","40.7","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.4","0.8","10.1","0.0","0.4","0.3","1.0","0.0","0.1","0.9"
"Matt Schaub","ATL","1.6","1.1","12.8","0.1","0.0","0.2","0.1","0.0","0.0","0.9"
"","high","1.6","1.1","12.8","0.1","0.0","0.2","0.1","0.0","0.0","0.9"
"","low","1.6","1.1","12.8","0.1","0.0","0.2","0.1","0.0","0.0","0.9"
"Josh McCown","PHI","4.5","2.6","23.7","0.1","0.2","0.6","1.4","0.0","0.1","0.8"
"","high","7.6","4.2","37.7","0.1","0.0","0.8","1.6","0.0","0.0","0.9"
"","low","1.4","0.9","9.7","0.0","0.4","0.3","1.2","0.0","0.1","0.9"
"Marcus Mariota","TEN","4.5","2.5","23.5","0.1","0.2","0.5","1.4","0.0","0.1","0.8"
"","high","7.9","4.3","38.9","0.1","0.0","0.9","1.6","0.0","0.0","0.8"
"","low","1.1","0.7","8.0","0.0","0.4","0.2","1.2","0.0","0.1","0.8"
"Josh Rosen","MIA","5.1","2.9","27.4","0.1","0.2","0.4","0.6","0.0","0.1","0.8"
"","high","8.9","5.1","45.7","0.1","0.1","0.6","0.8","0.0","0.0","0.7"
"","low","1.3","0.8","9.2","0.0","0.4","0.2","0.5","0.0","0.1","0.7"
"Geno Smith","SEA","8.2","4.6","41.7","0.0","0.4","0.6","0.4","0.0","0.1","0.8"
"","high","8.2","4.6","41.7","0.0","0.4","0.6","0.4","0.0","0.1","0.0"
"","low","8.2","4.6","41.7","0.0","0.4","0.6","0.4","0.0","0.1","0.0"
"Teddy Bridgewater","NO","4.4","2.6","23.7","0.1","0.2","0.4","1.0","0.0","0.1","0.8"
"","high","7.4","4.0","36.1","0.1","0.0","0.8","1.5","0.0","0.0","0.9"
"","low","1.4","1.1","11.2","0.0","0.4","0.1","0.4","0.0","0.1","0.9"
"Ryan Griffin","TB","4.7","2.7","25.4","0.1","0.2","0.5","1.0","0.0","0.1","0.8"
"","high","8.2","4.5","40.7","0.1","0.1","0.9","1.7","0.0","0.0","0.6"
"","low","1.2","0.8","10.0","0.0","0.4","0.1","0.2","0.0","0.1","0.6"
"Mike Glennon","OAK","5.7","3.1","28.0","0.1","0.2","0.6","0.8","0.0","0.1","0.7"
"","high","10.2","5.4","45.3","0.1","0.0","1.0","1.4","0.0","0.1","0.9"
"","low","1.3","0.9","10.7","0.0","0.5","0.2","0.2","0.0","0.1","0.9"
"Gardner Minshew","JAC","3.2","1.9","17.5","0.0","0.1","0.7","2.4","0.0","0.0","0.7"
"","high","5.1","2.9","25.1","0.0","0.0","1.1","3.8","0.0","0.0","0.5"
"","low","1.4","0.9","9.9","0.0","0.2","0.3","1.0","0.0","0.1","0.5"
"Matt Barkley","BUF","5.3","2.9","24.6","0.1","0.2","0.5","0.7","0.0","0.1","0.7"
"","high","9.3","4.9","41.1","0.1","0.0","1.0","1.3","0.0","0.0","0.8"
"","low","1.3","0.8","8.2","0.0","0.5","0.1","0.2","0.0","0.1","0.8"
"Garrett Gilbert","CLE","3.9","2.2","21.4","0.1","0.2","0.3","0.3","0.0","0.1","0.7"
"","high","6.8","3.8","34.1","0.1","0.0","0.4","0.3","0.0","0.0","0.8"
"","low","1.0","0.6","8.7","0.0","0.4","0.1","0.3","0.0","0.1","0.8"
"David Fales","NYJ","5.2","2.8","24.8","0.1","0.3","0.6","1.0","0.0","0.1","0.6"
"","high","9.1","4.8","40.0","0.1","0.1","0.9","1.2","0.0","0.0","0.7"
"","low","1.3","0.8","9.7","0.0","0.5","0.2","0.7","0.0","0.1","0.7"
"David Blough","DET","7.0","3.9","34.4","0.0","0.4","0.8","1.4","0.0","0.1","0.6"
"","high","7.0","3.9","34.4","0.0","0.4","0.8","1.4","0.0","0.1","0.0"
"","low","7.0","3.9","34.4","0.0","0.4","0.8","1.4","0.0","0.1","0.0"
"AJ McCarron","HOU","4.4","2.6","24.0","0.0","0.2","0.3","0.2","0.0","0.1","0.5"
"","high","7.5","4.3","38.2","0.0","0.0","0.5","0.4","0.0","0.0","0.4"
"","low","1.3","0.9","9.9","0.0","0.4","0.1","0.1","0.0","0.1","0.4"
"Nick Mullens","SF","2.2","1.3","12.7","0.1","0.1","0.5","1.4","0.0","0.0","0.5"
"","high","3.0","1.7","14.5","0.1","0.1","0.7","2.4","0.0","0.0","0.7"
"","low","1.3","0.8","10.8","0.0","0.2","0.3","0.3","0.0","0.1","0.7"
"Eli Manning","NYG","4.8","2.7","24.8","0.0","0.2","0.5","1.2","0.0","0.1","0.5"
"","high","8.1","4.5","40.0","0.0","0.1","0.9","1.7","0.0","0.1","0.3"
"","low","1.5","0.9","9.6","0.0","0.4","0.2","0.8","0.0","0.1","0.3"
"Jarrett Stidham","NE","5.2","2.8","24.0","0.0","0.2","0.6","0.7","0.0","0.1","0.5"
"","high","9.2","4.8","40.2","0.0","0.0","0.9","1.2","0.0","0.0","0.3"
"","low","1.2","0.8","7.8","0.0","0.5","0.2","0.2","0.0","0.1","0.3"
"Will Grier","CAR","4.2","2.4","21.5","0.0","0.2","0.4","0.8","0.0","0.1","0.4"
"","high","7.5","4.1","36.7","0.0","0.1","0.8","1.5","0.0","0.0","0.1"
"","low","1.0","0.6","6.4","0.0","0.4","0.0","0.0","0.0","0.1","0.1"
"Cooper Rush","DAL","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"","high","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"","low","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"Tim Boyle","GB","1.0","0.6","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","high","1.0","0.6","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","low","1.0","0.6","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"Brett Rypien","DEN","1.0","0.6","6.2","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","high","1.0","0.6","6.2","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","low","1.0","0.6","6.2","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"Colt McCoy","WAS","1.1","0.7","8.3","0.0","0.1","0.2","0.7","0.0","0.0","0.2"
"","high","1.1","0.7","8.3","0.0","0.1","0.2","0.7","0.0","0.0","0.2"
"","low","1.1","0.7","8.3","0.0","0.1","0.2","0.7","0.0","0.0","0.2"
""
""
