"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"George Kittle","SF","5.9","74.0","0.6","0.1","10.9"
"","high","8.3","78.4","1.0","0.0","12.7"
"","low","5.0","67.0","0.4","0.1","10.2"
"Travis Kelce","KC","5.8","74.7","0.6","0.1","10.8"
"","high","6.3","82.5","1.0","0.1","13.2"
"","low","5.0","63.0","0.4","0.1","9.7"
"Zach Ertz","PHI","6.6","71.0","0.6","0.1","10.2"
"","high","7.0","75.0","1.0","0.1","13.5"
"","low","6.3","64.5","0.4","0.1","8.9"
"Darren Waller","OAK","6.0","69.5","0.5","0.1","9.8"
"","high","6.3","78.9","1.0","0.1","13.4"
"","low","5.9","61.0","0.1","0.1","9.1"
"Hunter Henry","LAC","4.5","54.6","0.5","0.0","8.3"
"","high","5.5","61.4","1.0","0.0","11.9"
"","low","3.6","43.0","0.3","0.1","6.2"
"Tyler Higbee","LAR","5.3","56.1","0.5","0.1","8.2"
"","high","6.6","64.0","1.0","0.0","12.4"
"","low","3.9","43.3","0.3","0.1","6.1"
"Austin Hooper","ATL","5.1","53.1","0.4","0.0","7.9"
"","high","6.0","64.0","1.0","0.0","12.4"
"","low","3.9","43.0","0.1","0.0","6.0"
"Jared Cook","NO","4.1","50.0","0.4","0.0","7.6"
"","high","5.0","61.2","1.0","0.0","11.8"
"","low","2.9","38.0","0.0","0.1","6.5"
"Mark Andrews","BAL","3.4","45.3","0.4","0.0","7.1"
"","high","5.0","61.0","1.0","0.0","12.1"
"","low","2.2","32.4","0.1","0.0","4.6"
"Jack Doyle","IND","5.1","48.2","0.4","0.0","7.0"
"","high","6.5","59.9","1.0","0.0","11.8"
"","low","3.7","37.2","0.0","0.1","5.5"
"Mike Gesicki","MIA","4.4","48.5","0.3","0.1","6.7"
"","high","5.0","55.0","1.0","0.0","11.5"
"","low","4.0","42.2","0.0","0.2","5.8"
"Dallas Goedert","PHI","4.3","44.7","0.4","0.1","6.7"
"","high","6.1","60.8","1.0","0.0","11.3"
"","low","3.4","33.8","0.0","0.2","5.2"
"Jacob Hollister","SEA","4.0","39.2","0.4","0.0","6.4"
"","high","5.8","50.7","1.0","0.0","10.4"
"","low","3.2","30.9","0.0","0.0","5.5"
"Noah Fant","DEN","3.6","45.0","0.3","0.1","6.4"
"","high","5.0","55.0","1.0","0.0","11.5"
"","low","2.9","34.0","0.0","0.1","4.5"
"Darren Fells","HOU","2.9","32.8","0.4","0.0","5.6"
"","high","4.0","47.0","1.0","0.0","10.7"
"","low","2.0","21.8","0.1","0.0","3.5"
"Ian Thomas","CAR","4.4","42.1","0.2","0.0","5.4"
"","high","5.8","53.0","0.4","0.0","5.5"
"","low","3.4","31.2","0.0","0.0","5.2"
"O.J. Howard","TB","3.1","45.0","0.1","0.1","5.1"
"","high","4.0","57.1","0.3","0.0","5.7"
"","low","2.4","38.8","0.0","0.1","4.3"
"Jonnu Smith","TEN","3.4","37.5","0.2","0.0","5.1"
"","high","4.3","47.4","0.3","0.0","5.3"
"","low","3.1","32.6","0.0","0.0","5.1"
"Kaden Smith","NYG","3.6","36.8","0.2","0.0","4.6"
"","high","4.4","40.0","0.3","0.0","5.8"
"","low","2.9","33.9","0.0","0.1","3.6"
"Kyle Rudolph","MIN","3.5","33.0","0.2","0.0","4.5"
"","high","4.5","43.6","0.4","0.0","5.4"
"","low","2.4","23.6","0.0","0.0","3.8"
"Jason Witten","DAL","3.9","38.5","0.1","0.1","4.5"
"","high","4.9","44.6","0.2","0.0","5.3"
"","low","3.0","32.8","0.0","0.1","3.9"
"David Njoku","CLE","2.8","31.7","0.2","0.0","4.1"
"","high","4.4","49.9","0.4","0.0","5.3"
"","low","1.4","16.0","0.0","0.0","2.4"
"Jimmy Graham","GB","2.5","30.0","0.1","0.0","3.7"
"","high","3.3","38.8","0.2","0.0","4.4"
"","low","2.0","26.0","0.0","0.0","2.6"
"Nick O'Leary","JAC","2.5","28.7","0.1","0.0","3.5"
"","high","3.6","37.0","0.2","0.0","4.5"
"","low","1.8","21.6","0.0","0.1","2.7"
"Cameron Brate","TB","2.3","26.1","0.1","0.0","3.4"
"","high","3.5","39.3","0.3","0.0","5.0"
"","low","1.0","11.0","0.0","0.0","1.1"
"Hayden Hurst","BAL","2.3","25.6","0.1","0.0","3.4"
"","high","3.1","35.7","0.2","0.0","4.2"
"","low","1.9","20.0","0.0","0.0","2.3"
"Dawson Knox","BUF","2.4","28.7","0.1","0.0","3.3"
"","high","3.0","36.6","0.1","0.0","3.5"
"","low","1.9","24.4","0.0","0.0","3.0"
"Jordan Akins","HOU","2.2","26.8","0.1","0.0","3.3"
"","high","3.0","39.0","0.2","0.0","5.1"
"","low","1.0","14.0","0.0","0.0","1.4"
"Irv Smith Jr.","MIN","2.8","26.0","0.1","0.0","3.2"
"","high","3.6","33.4","0.2","0.0","3.9"
"","low","2.0","19.0","0.0","0.0","1.9"
"Logan Thomas","DET","2.6","25.4","0.1","0.0","3.1"
"","high","3.8","33.1","0.2","0.0","3.5"
"","low","1.9","18.5","0.0","0.0","2.5"
"Tyler Eifert","CIN","2.4","24.9","0.1","0.0","3.0"
"","high","2.8","32.1","0.2","0.0","3.6"
"","low","2.0","21.2","0.0","0.0","2.3"
"Daniel Brown","NYJ","2.1","22.5","0.1","0.0","2.9"
"","high","2.9","27.0","0.3","0.0","3.8"
"","low","1.7","17.0","0.0","0.0","2.1"
"Nick Boyle","BAL","2.3","20.8","0.1","0.0","2.9"
"","high","3.2","28.3","0.3","0.0","4.1"
"","low","1.0","6.0","0.0","0.0","0.6"
"Blake Jarwin","DAL","2.0","23.3","0.1","0.0","2.8"
"","high","2.5","28.0","0.2","0.0","3.6"
"","low","1.5","16.1","0.0","0.0","2.2"
"Jesper Horsted","CHI","2.1","21.2","0.1","0.0","2.7"
"","high","2.5","27.7","0.2","0.0","3.2"
"","low","1.5","15.5","0.0","0.0","2.2"
"Jesse James","DET","2.0","21.8","0.1","0.0","2.7"
"","high","2.3","24.0","0.2","0.0","3.3"
"","low","1.9","19.9","0.0","0.0","2.4"
"Anthony Firkser","TEN","1.6","19.7","0.1","0.0","2.6"
"","high","1.9","24.1","0.2","0.0","3.2"
"","low","1.1","13.0","0.0","0.0","2.0"
"Jeremy Sprinkle","WAS","2.0","19.7","0.1","0.0","2.5"
"","high","2.8","26.6","0.1","0.0","2.8"
"","low","1.5","15.8","0.0","0.0","2.2"
"Benjamin Watson","NE","1.8","19.4","0.1","0.0","2.4"
"","high","2.7","28.5","0.1","0.0","2.9"
"","low","1.1","14.7","0.0","0.0","1.8"
"Matt LaCosse","NE","1.8","18.5","0.1","0.0","2.3"
"","high","2.5","25.9","0.1","0.0","2.5"
"","low","1.1","11.5","0.0","0.0","1.9"
"Nick Vannett","PIT","1.9","18.1","0.1","0.0","2.1"
"","high","2.9","27.8","0.2","0.0","2.7"
"","low","0.9","7.0","0.0","0.0","0.9"
"Josh Hill","NO","1.7","14.9","0.1","0.0","2.0"
"","high","2.7","23.9","0.2","0.0","3.6"
"","low","1.0","8.0","0.0","0.1","0.8"
"Jeff Heuerman","DEN","1.5","14.5","0.1","0.0","1.9"
"","high","1.8","19.2","0.1","0.0","2.0"
"","low","1.3","11.0","0.1","0.0","1.6"
"Charles Clay","ARI","1.5","15.1","0.1","0.0","1.9"
"","high","1.9","19.8","0.1","0.0","2.6"
"","low","1.0","7.0","0.0","0.0","0.7"
"Derek Carrier","OAK","1.4","13.2","0.1","0.0","1.8"
"","high","2.5","21.7","0.1","0.0","2.1"
"","low","0.7","7.3","0.0","0.0","1.3"
"C.J. Uzomah","CIN","1.6","15.0","0.0","0.0","1.8"
"","high","2.2","21.7","0.1","0.0","2.4"
"","low","1.0","8.0","0.0","0.0","0.8"
"Joshua Perkins","PHI","1.2","12.7","0.1","0.0","1.7"
"","high","1.8","16.2","0.1","0.0","2.2"
"","low","0.7","7.6","0.0","0.0","1.2"
"Marcedes Lewis","GB","1.2","12.6","0.1","0.0","1.7"
"","high","1.5","15.3","0.1","0.0","2.1"
"","low","0.8","8.0","0.0","0.0","1.1"
"Maxx Williams","ARI","1.4","12.7","0.1","0.0","1.6"
"","high","2.4","20.9","0.1","0.0","2.1"
