"Player","Team","REC","YDS","TDS","FL","FPTS"
"","low","0.6","5.5","0.0","0.0","0.8"
"J.P. Holtz","CHI","1.2","13.6","0.0","0.0","1.6"
"","high","2.1","23.4","0.1","0.0","2.5"
"","low","0.5","4.7","0.0","0.0","0.6"
"Ricky Seals-Jones","CLE","0.8","11.2","0.1","0.0","1.6"
"","high","1.1","14.6","0.1","0.0","1.6"
"","low","0.7","9.1","0.0","0.0","1.4"
"Tyler Kroft","BUF","1.1","11.5","0.0","0.0","1.3"
"","high","1.6","16.2","0.1","0.0","1.7"
"","low","0.9","8.0","0.0","0.0","1.0"
"Ross Travis","IND","1.1","10.5","0.0","0.0","1.3"
"","high","1.4","13.5","0.1","0.0","1.6"
"","low","0.6","6.0","0.0","0.0","0.8"
"Demetrius Harris","CLE","0.8","9.2","0.1","0.0","1.3"
"","high","1.6","17.4","0.2","0.0","2.9"
"","low","0.0","0.4","0.0","0.0","0.1"
"Ryan Izzo","NE","0.9","11.1","0.0","0.0","1.3"
"","high","1.5","20.2","0.1","0.0","2.6"
"","low","0.0","0.2","0.0","0.0","0.0"
"Jaeden Graham","ATL","0.9","10.1","0.0","0.0","1.2"
"","high","1.8","20.9","0.1","0.0","2.7"
"","low","0.2","2.0","0.0","0.0","0.3"
"Stephen Carlson","CLE","0.6","6.9","0.1","0.0","1.2"
"","high","0.7","8.0","0.1","0.0","1.3"
"","low","0.5","5.3","0.1","0.0","0.9"
"Robert Tonyan","GB","0.7","9.5","0.0","0.0","1.1"
"","high","1.2","17.5","0.1","0.0","1.5"
"","low","0.4","5.4","0.0","0.0","0.7"
"Andrew Beck","DEN","0.9","9.1","0.0","0.0","1.1"
"","high","1.2","13.7","0.1","0.0","1.3"
"","low","0.3","3.5","0.0","0.0","0.5"
"Durham Smythe","MIA","1.0","9.9","0.0","0.0","1.1"
"","high","1.2","12.0","0.1","0.0","1.8"
"","low","0.6","5.6","0.0","0.0","0.6"
"Chris Manhertz","CAR","0.8","8.7","0.0","0.0","1.1"
"","high","1.1","12.4","0.1","0.0","1.4"
"","low","0.5","4.0","0.0","0.0","0.6"
"Mo Alie-Cox","IND","0.8","9.8","0.0","0.0","1.0"
"","high","1.2","18.0","0.0","0.0","1.0"
"","low","0.5","5.2","0.0","0.0","0.7"
"MyCole Pruitt","TEN","0.6","8.2","0.0","0.0","1.0"
"","high","1.2","13.9","0.1","0.0","1.1"
"","low","0.1","1.2","0.0","0.0","0.2"
"Ben Koyack","JAC","0.8","7.6","0.0","0.0","1.0"
"","high","1.3","11.3","0.1","0.0","1.5"
"","low","0.1","0.5","0.0","0.0","0.1"
"Eric Tomlinson","OAK","0.6","6.5","0.1","0.0","0.9"
"","high","0.7","7.1","0.1","0.0","1.3"
"","low","0.5","5.9","0.0","0.0","1.3"
"Isaac Nauta","DET","0.7","7.5","0.0","0.0","0.9"
"","high","1.1","11.6","0.1","0.0","1.8"
"","low","0.3","3.0","0.0","0.0","0.3"
"Clive Walford","MIA","0.7","7.3","0.0","0.0","0.9"
"","high","1.0","10.4","0.1","0.0","1.4"
"","low","0.1","1.4","0.0","0.0","0.2"
"Troy Fumagalli","DEN","0.7","6.8","0.0","0.0","0.9"
"","high","0.9","9.1","0.1","0.0","1.3"
"","low","0.6","4.9","0.0","0.0","0.7"
"Virgil Green","LAC","0.6","6.8","0.0","0.0","0.9"
"","high","1.0","11.0","0.1","0.0","1.3"
"","low","0.2","2.0","0.0","0.0","0.3"
"Luke Willson","SEA","0.6","6.2","0.0","0.0","0.9"
"","high","0.9","9.7","0.1","0.0","1.2"
"","low","0.3","3.2","0.0","0.0","0.5"
"Trevon Wesco","NYJ","0.8","8.2","0.0","0.0","0.9"
"","high","1.1","12.2","0.1","0.0","1.2"
"","low","0.5","5.6","0.0","0.0","0.6"
"Luke Stocker","ATL","0.9","7.1","0.0","0.0","0.8"
"","high","1.3","10.5","0.1","0.0","1.1"
"","low","0.5","5.0","0.0","0.0","0.6"
"Tanner Hudson","TB","0.5","6.1","0.0","0.0","0.8"
"","high","1.2","12.9","0.1","0.0","1.6"
"","low","0.1","0.6","0.0","0.0","0.1"
"Scott Simonson","NYG","0.6","5.8","0.0","0.0","0.7"
"","high","0.8","8.4","0.1","0.0","1.3"
"","low","0.1","0.6","0.0","0.0","0.1"
"Jace Sternberger","GB","0.6","6.6","0.0","0.0","0.7"
"","high","1.1","11.9","0.0","0.0","0.6"
"","low","0.4","4.0","0.0","0.0","0.6"
"Deon Yelder","KC","0.4","4.8","0.0","0.0","0.7"
"","high","0.8","9.6","0.1","0.0","1.6"
"","low","0.1","0.6","0.0","0.0","0.1"
"Ross Dwelley","SF","0.4","5.0","0.0","0.0","0.7"
"","high","0.9","10.3","0.1","0.0","1.3"
"","low","0.0","0.0","0.0","0.0","0.0"
"Tyler Conklin","MIN","0.6","5.9","0.0","0.0","0.6"
"","high","0.7","6.1","0.0","0.0","0.8"
"","low","0.5","5.6","0.0","0.0","0.6"
"Hale Hentges","WAS","0.6","6.3","0.0","0.0","0.6"
"","high","1.1","12.6","0.0","0.0","0.8"
"","low","0.2","2.0","0.0","0.0","0.3"
"Jordan Thomas","HOU","0.5","4.7","0.0","0.0","0.6"
"","high","0.7","7.2","0.1","0.0","1.3"
"","low","0.1","0.5","0.0","0.0","0.1"
"Zach Gentry","PIT","0.6","5.9","0.0","0.0","0.6"
"","high","1.1","12.4","0.0","0.0","0.5"
"","low","0.0","0.4","0.0","0.0","0.1"
"Daniel Helm","SF","0.5","5.7","0.0","0.0","0.6"
"","high","0.5","5.7","0.0","0.0","0.0"
"","low","0.5","5.7","0.0","0.0","0.0"
"Seth DeValve","JAC","0.5","5.5","0.0","0.0","0.5"
"","high","0.7","8.2","0.0","0.0","0.8"
"","low","0.1","0.7","0.0","0.0","0.1"
"Lance Kendricks","LAC","0.4","5.0","0.0","0.0","0.5"
"","high","0.7","9.5","0.0","0.0","1.0"
"","low","0.2","2.0","0.0","0.0","0.3"
"Jordan Leggett","TB","0.3","3.3","0.0","0.0","0.5"
"","high","0.5","5.7","0.1","0.0","1.2"
"","low","0.0","0.3","0.0","0.0","0.0"
"Levine Toilolo","SF","0.3","3.5","0.0","0.0","0.5"
"","high","0.7","8.1","0.1","0.0","1.4"
"","low","0.0","0.0","0.0","0.0","0.0"
"Dan Arnold","ARI","0.4","4.7","0.0","0.0","0.5"
"","high","0.6","7.4","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Pharaoh Brown","CLE","0.4","4.6","0.0","0.0","0.5"
"","high","0.7","7.5","0.0","0.0","0.8"
"","low","0.1","0.5","0.0","0.0","0.1"
"Johnny Mundt","LAR","0.4","4.3","0.0","0.0","0.4"
"","high","0.7","8.1","0.0","0.0","0.5"
"","low","0.1","0.8","0.0","0.0","0.1"
"Lee Smith","BUF","0.4","2.9","0.0","0.0","0.4"
"","high","1.1","7.8","0.1","0.0","0.8"
"","low","0.1","0.4","0.0","0.0","0.1"
"Tommy Sweeney","BUF","0.4","4.0","0.0","0.0","0.4"
"","high","0.6","6.1","0.0","0.0","0.6"
"","low","0.1","1.3","0.0","0.0","0.2"
"Blake Bell","KC","0.4","4.0","0.0","0.0","0.4"
"","high","0.8","8.6","0.0","0.0","0.5"
"","low","0.1","0.7","0.0","0.0","0.1"
"Caleb Wilson","WAS","0.4","4.1","0.0","0.0","0.4"
"","high","0.4","4.1","0.0","0.0","0.0"
"","low","0.4","4.1","0.0","0.0","0.0"
"Tyrone Swoopes","SEA","0.3","3.6","0.0","0.0","0.4"
"","high","0.5","5.9","0.0","0.0","0.6"
"","low","0.1","0.8","0.0","0.0","0.1"
"Dalton Schultz","DAL","0.3","3.2","0.0","0.0","0.3"
"","high","0.7","6.9","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Charles Jones","JAC","0.3","3.0","0.0","0.0","0.3"
"","high","0.3","3.0","0.0","0.0","0.4"
"","low","0.3","3.0","0.0","0.0","0.4"
"Darrell Daniels","ARI","0.2","2.0","0.0","0.0","0.2"
"","high","0.4","4.5","0.0","0.0","0.2"
"","low","0.1","0.5","0.0","0.0","0.1"
"Cethan Carter","CIN","0.1","0.7","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.0","0.5","0.0","0.0","0.1"
"Geoff Swaim","JAC","0.1","0.6","0.0","0.0","0.1"
"","high","0.1","0.6","0.0","0.0","0.1"
"","low","0.1","0.6","0.0","0.0","0.1"
"Kendall Blanton","LAR","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.0","0.0"
""
""
