"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Travis Kelce","KC","6.5","82.9","0.7","0.1","12.1"
"","high","7.2","94.3","1.0","0.1","13.7"
"","low","6.0","74.0","0.4","0.1","10.5"
"George Kittle","SF","6.1","71.6","0.5","0.1","10.2"
"","high","7.0","89.5","1.0","0.0","12.8"
"","low","5.7","53.0","0.3","0.1","7.6"
"Mark Andrews","BAL","4.4","58.8","0.6","0.0","9.7"
"","high","5.1","75.7","1.0","0.0","11.5"
"","low","3.3","43.8","0.5","0.0","7.4"
"Darren Fells","HOU","3.0","32.2","0.4","0.0","5.6"
"","high","3.8","38.0","1.0","0.0","9.7"
"","low","2.3","23.6","0.1","0.0","3.9"
"Jacob Hollister","SEA","4.1","40.1","0.2","0.0","5.0"
"","high","6.3","55.4","0.3","0.0","5.6"
"","low","3.0","35.0","0.0","0.0","3.5"
"Jonnu Smith","TEN","3.2","34.9","0.1","0.0","4.1"
"","high","4.0","46.0","0.2","0.0","5.5"
"","low","2.4","26.0","0.0","0.0","3.3"
"Kyle Rudolph","MIN","3.1","29.4","0.2","0.0","3.9"
"","high","3.7","36.3","0.3","0.0","4.2"
"","low","2.7","24.3","0.0","0.0","3.1"
"Jimmy Graham","GB","2.4","26.8","0.1","0.0","3.4"
"","high","3.2","37.5","0.2","0.0","3.9"
"","low","2.0","21.0","0.0","0.0","2.3"
"Hayden Hurst","BAL","1.9","21.8","0.1","0.0","2.7"
"","high","2.3","26.9","0.2","0.0","3.5"
"","low","1.6","18.4","0.0","0.0","2.1"
"Anthony Firkser","TEN","1.5","18.4","0.1","0.0","2.2"
"","high","1.8","21.2","0.1","0.0","2.6"
"","low","1.3","13.8","0.0","0.0","1.8"
"Nick Boyle","BAL","1.7","16.6","0.1","0.0","2.1"
"","high","2.1","20.0","0.2","0.0","2.9"
"","low","1.0","11.0","0.0","0.0","1.1"
"Irv Smith Jr.","MIN","1.9","15.8","0.0","0.0","1.9"
"","high","3.0","26.3","0.1","0.0","2.2"
"","low","0.7","6.8","0.0","0.0","0.9"
"Jordan Akins","HOU","1.0","12.5","0.0","0.0","1.5"
"","high","1.5","17.6","0.1","0.0","2.3"
"","low","0.3","2.9","0.0","0.0","0.4"
"Marcedes Lewis","GB","1.0","10.6","0.1","0.0","1.4"
"","high","1.5","15.5","0.1","0.0","2.2"
"","low","0.5","5.9","0.0","0.0","0.8"
"Jordan Thomas","HOU","0.7","6.9","0.0","0.0","0.9"
"","high","1.4","13.0","0.1","0.0","1.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Luke Willson","SEA","0.7","7.0","0.0","0.0","0.9"
"","high","1.0","10.5","0.1","0.0","1.7"
"","low","0.1","0.8","0.0","0.0","0.1"
"Deon Yelder","KC","0.4","5.3","0.1","0.0","0.9"
"","high","0.8","10.1","0.1","0.0","1.6"
"","low","0.1","0.6","0.0","0.0","0.1"
"Robert Tonyan","GB","0.7","6.6","0.0","0.0","0.8"
"","high","1.2","13.3","0.1","0.0","1.4"
"","low","0.1","0.5","0.0","0.0","0.1"
"MyCole Pruitt","TEN","0.7","7.1","0.0","0.0","0.8"
"","high","0.8","8.9","0.0","0.0","1.0"
"","low","0.5","5.1","0.0","0.0","0.5"
"Blake Bell","KC","0.5","5.1","0.0","0.0","0.7"
"","high","0.8","8.7","0.1","0.0","1.3"
"","low","0.1","0.7","0.0","0.0","0.1"
"Tyler Conklin","MIN","0.6","5.3","0.0","0.0","0.6"
"","high","0.6","6.2","0.0","0.0","0.9"
"","low","0.6","4.8","0.0","0.0","0.5"
"Levine Toilolo","SF","0.4","3.9","0.0","0.0","0.5"
"","high","0.7","7.3","0.1","0.0","1.3"
"","low","0.0","0.5","0.0","0.0","0.1"
"Jace Sternberger","GB","0.3","3.6","0.0","0.0","0.5"
"","high","0.6","6.6","0.1","0.0","1.3"
"","low","0.0","0.3","0.0","0.0","0.0"
"Ross Dwelley","SF","0.4","3.4","0.0","0.0","0.5"
"","high","0.6","6.7","0.1","0.0","1.2"
"","low","0.0","0.4","0.0","0.0","0.1"
"Tyrone Swoopes","SEA","0.1","0.9","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","0.9","0.0","0.0","0.1"
""
""
