"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"303","Cody Latimer","NYG","wr","11","@WAS","1.8","10","0","0","0","0","0","0","0","0","0","1.2021","0.7618","10.782","0.0562","0.019","0.0095","0.0017","22.8766","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","Damion Ratley","CLV","wr","7","BLT","1.8","10","0","0","0","0","0","0","0","0","0","1.4271","0.8814","10.9054","0.0519","0.0037","0.0018","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","Blake Bell","KC","te","12","@CHI","0.8","10","0","0","0","0","0","0","0","0","0","0.5858","0.4114","4.0596","0.0304","0.0014","0.0007","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","Justin Hardy","ATL","wr","9","JAX","1.7","10","0","0","0","0","0","0","0","0","0","1.064","0.8065","8.335","0.0846","0.0056","0.0028","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Deon Cain","PIT","wr","7","@NYJ","1.7","10","0","0","0","0","0","0","0","0","0","1.2761","0.7416","9.4524","0.0597","0.0032","0.0016","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Javon Wims","CHI","wr","6","KC","1.7","10","0","0","0","0","0","0","0","0","0","1.2979","0.7663","9.6975","0.0517","0.0033","0.0016","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","MyCole Pruitt","TEN","te","11","NO","0.7","10","0","0","0","0","0","0","0","0","0","0.4836","0.348","3.6786","0.0261","0.0012","0.0006","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Durham Smythe","MIA","te","5","CIN","0.7","10","0","0","0","0","0","0","0","0","0","0.4514","0.3147","3.6274","0.0222","0.0098","0.0049","0.0008","13.7275","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Danny Vitale","GB","rb","11","@MIN","0.6","10","0","0","0","0","0","0","0","0","0","0.525","0.4244","2.76","0.0112","0.0018","0.0009","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Alec Ingold","OAK","rb","6","@LAC","0.6","10","0","0","0","0","0","0","0.3531","1.3924","0.012","0.3183","0.2505","1.6854","0.0096","0.0024","0.0012","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Brandon Bolden","NE","rb","10","BUF","0.5","10","0","0","0","0","0","0","0.222","1.0345","0.0113","0.2184","0.1693","1.1845","0.0064","0.0322","0.0161","0.0002","48.2692","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Roosevelt Nix","PIT","rb","7","@NYJ","0.5","10","0","0","0","0","0","0","0","0","0","0.5143","0.3853","2.5163","0.0132","0.0017","0.0008","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Andy Isabella","ARZ","wr","12","@SEA","1.6","10","0","0","0","0","0","0","0","0","0","1.3606","0.7855","9.204","0.041","0.0034","0.0017","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Joshua Perkins","PHI","te","10","DAL","0.6","10","0","0","0","0","0","0","0","0","0","0.4436","0.2971","3.4376","0.0242","0.001","0.0005","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Hale Hentges","WAS","te","10","NYG","0.6","10","0","0","0","0","0","0","0","0","0","0.3803","0.2744","2.9204","0.0237","0.001","0.0005","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Devontae Booker","DEN","rb","10","DET","0.4","10","0","0","0","0","0","0","0","0","0","0.36","0.2899","2.0361","0.0094","0.0013","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Wes Hills","DET","rb","5","@DEN","0.4","14","0","0","0","0","0","0","0.9047","3.1772","0.0174","0","0","0","0","0.0033","0.0016","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Darrell Henderson","LA","rb","9","@SF","0.4","10","0","0","0","0","0","0","0.3087","1.3948","0.0072","0.1328","0.1048","0.7363","0.0028","0.0243","0.0121","0.0002","36.1977","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Andre Patton","LAC","wr","12","OAK","1.5","10","0","0","0","0","0","0","0","0","0","0.9283","0.6237","7.9859","0.0578","0.0027","0.0013","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","Marquez Valdes-Scantling","GB","wr","11","@MIN","1.5","11","0","0","0","0","0","0","0.2306","1.5531","0.0046","0.9446","0.593","8.0035","0.0329","0.0036","0.0018","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Cody Hollister","TEN","wr","11","NO","1.4","10","0","0","0","0","0","0","0","0","0","1.0191","0.6393","7.9759","0.0526","0.0028","0.0014","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","Deonte Harris","NO","wr","9","@TEN","1.4","10","0","0","0","0","0","0","0.2715","1.7515","0.0058","0.7318","0.4727","5.9692","0.0324","0.0565","0.0282","0.0008","58.745","0.0295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","Lee Smith","BUF","te","6","@NE","0.4","10","0","0","0","0","0","0","0","0","0","0.2537","0.1876","1.7863","0.0139","0.0006","0.0003","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Jerome Cunningham","WAS","te","10","NYG","0.4","10","0","0","0","0","0","0","0","0","0","0.2911","0.2057","2.1807","0.0168","0.0007","0.0004","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Eric Tomlinson","OAK","te","6","@LAC","0.4","10","0","0","0","0","0","0","0","0","0","0.2896","0.2083","2.1803","0.0168","0.0007","0.0003","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Ross Travis","IND","te","6","CAR","0.4","10","0","0","0","0","0","0","0","0","0","0.2818","0.1899","2.0233","0.0106","0.0016","0.0008","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","Johnny Mundt","LA","te","9","@SF","0.4","10","0","0","0","0","0","0","0","0","0","0.2935","0.2074","2.309","0.0121","0.0007","0.0004","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Ross Dwelley","SF","te","4","LA","0.4","10","0","0","0","0","0","0","0","0","0","0.2845","0.2016","2.1743","0.0185","0.0007","0.0004","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Trevon Wesco","NYJ","te","4","PIT","0.4","10","0","0","0","0","0","0","0","0","0","0.3137","0.2217","2.3616","0.0164","0.0008","0.0004","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","Patrick DiMarco","BUF","rb","6","@NE","0.3","10","0","0","0","0","0","0","0","0","0","0.3916","0.2859","1.6394","0.0067","0.0012","0.0006","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Derek Watt","LAC","rb","12","OAK","0.3","10","0","0","0","0","0","0","0.2036","0.7467","0.0043","0.1338","0.1099","0.8697","0.0048","0.0012","0.0006","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","Josh Adams","NYJ","rb","4","PIT","0.3","10","0","0","0","0","0","0","0.4953","1.9851","0.0087","0","0","0","0","0.0023","0.0012","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Qadree Ollison","ATL","rb","9","JAX","0.3","10","0","0","0","0","0","0","0.4576","1.9553","0.0184","0","0","0","0","0.0017","0.0008","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Jamize Olawale","DAL","rb","8","@PHI","0.2","10","0","0","0","0","0","0","0.0985","0.3666","0.0065","0.1212","0.0918","0.6011","0.0034","0.0009","0.0005","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","KhaDarel Hodge","CLV","wr","7","BLT","1.3","10","0","0","0","0","0","0","0","0","0","1.0089","0.6267","7.7347","0.0382","0.0027","0.0013","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Tommy Sweeney","BUF","te","6","@NE","0.3","10","0","0","0","0","0","0","0","0","0","0.2047","0.136","1.4486","0.0077","0.0005","0.0002","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Tyler Ervin","GB","rb","11","@MIN","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0299","0.015","0","30.5579","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","Dwayne Washington","NO","rb","9","@TEN","0.1","10","0","0","0","0","0","0","0.2697","0.9487","0.005","0","0","0","0","0.0009","0.0005","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Troymaine Pope","LAC","rb","12","OAK","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0294","0.0147","0","39.0708","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Alex Armah","CAR","rb","7","@IND","0.1","10","0","0","0","0","0","0","0.1466","0.5127","0.0112","0","0","0","0","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Dontrell Hilliard","CLV","rb","7","BLT","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.052","0.026","0","57.1096","0.0282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Senorise Perry","BUF","rb","6","@NE","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0041","0.002","0","6.2671","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","T.J. Logan","TB","rb","7","HST","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0105","0.0053","0","0","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Diontae Spencer","DEN","wr","10","DET","1.1","10","0","0","0","0","0","0","0.2263","1.4354","0.0097","0.4855","0.2957","3.6514","0.0245","0.0647","0.0323","0.0008","73.0694","0.0495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","DeAndre Carter","HST","wr","10","@TB","1","10","0","0","0","0","0","0","0","0","0","0.6028","0.4554","4.8062","0.0225","0.0608","0.0304","0.0008","57.8448","0.0325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Jason Vander Laan","NO","te","9","@TEN","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0037","0.0019","0","5.915","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Travis Fulgham","DET","wr","5","@DEN","0.8","10","0","0","0","0","0","0","0","0","0","0.6408","0.3667","4.5992","0.027","0.0016","0.0008","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Andre Roberts","BUF","wr","6","@NE","0.7","10","0","0","0","0","0","0","0","0","0","0.5124","0.2808","3.0637","0.0141","0.0671","0.0336","0.0006","72.1153","0.0348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Robert Davis","PHI","wr","10","DAL","0.7","10","0","0","0","0","0","0","0","0","0","0.4981","0.3162","3.759","0.0228","0.0014","0.0007","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Laquon Treadwell","MIN","wr","12","GB","0.6","10","0","0","0","0","0","0","0","0","0","0.4515","0.326","2.9442","0.0192","0.0023","0.0011","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Johnny Holton","PIT","wr","7","@NYJ","0.6","10","0","0","0","0","0","0","0","0","0","0.3686","0.1918","3.1448","0.024","0.0016","0.0008","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Richie James Jr.","SF","wr","4","LA","0.6","10","0","0","0","0","0","0","0","0","0","0.3314","0.2194","2.5639","0.0197","0.0381","0.0191","0.0005","46.0356","0.0338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Robert Foster","BUF","wr","6","@NE","0.6","10","0","0","0","0","0","0","0","0","0","0.5628","0.3067","3.845","0.0175","0.0012","0.0006","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Rashard Higgins","CLV","wr","7","BLT","0.5","10","0","0","0","0","0","0","0","0","0","0.3644","0.2316","2.964","0.015","0.0023","0.0011","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","C.J. Board","JAX","wr","10","@ATL","0.5","10","0","0","0","0","0","0","0","0","0","0.3354","0.2202","2.7899","0.0153","0.0009","0.0005","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Marcell Ateman","OAK","wr","6","@LAC","0.5","10","0","0","0","0","0","0","0","0","0","0.3324","0.1983","2.4992","0.0196","0.0008","0.0004","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Cam Sims","WAS","wr","10","NYG","0.5","10","0","0","0","0","0","0","0","0","0","0.3399","0.2219","2.4888","0.0172","0.001","0.0005","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Stanley Morgan Jr.","CIN","wr","9","@MIA","0.5","10","0","0","0","0","0","0","0","0","0","0.3555","0.23","2.8331","0.0158","0.001","0.0005","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Fred Brown","DEN","wr","10","DET","0.4","10","0","0","0","0","0","0","0","0","0","0.3269","0.1994","2.506","0.0161","0.0009","0.0004","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Mack Hollins","MIA","wr","5","CIN","0.3","10","0","0","0","0","0","0","0","0","0","0.17","0.1196","1.6695","0.0118","0.0005","0.0002","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","De'Anthony Thomas","BLT","wr","8","@CLV","0.2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0475","0.0237","0","45.0132","0.0351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Cody Core","NYG","wr","11","@WAS","0.2","10","0","0","0","0","0","0","0","0","0","0.17","0.0924","1.1309","0.0061","0.0004","0.0002","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Chris Godwin","TB","wr","7","HST","0.2","35","0","0","0","0","0","0","0.2399","1.5459","0.0081","0","0","0","0","0.0015","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Byron Pringle","KC","wr","12","@CHI","0.2","10","0","0","0","0","0","0","0","0","0","0.1681","0.0998","1.2984","0.0089","0.0004","0.0002","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Ashton Dulin","IND","wr","6","CAR","0.2","10","0","0","0","0","0","0","0","0","0","0.1669","0.1052","1.3214","0.0075","0.0005","0.0002","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Trevor Davis","MIA","wr","5","CIN","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0229","0.0114","0","31.601","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Da'Mari Scott","NYG","wr","11","@WAS","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0201","0.0101","0","14.7132","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Greg Dortch","CAR","wr","7","@IND","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0308","0.0154","0","37.2318","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Cedrick Wilson","DAL","wr","8","@PHI","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0285","0.0143","0","41.5637","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Michael Walker","JAX","wr","10","@ATL","0.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0448","0.0224","0","61.6534","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Adam Humphries","TEN","wr","11","NO","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0072","0.0036","0","4.3379","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","JoJo Natson","LA","wr","9","@SF","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0129","0.0065","0","13.3401","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Nsimba Webster","LA","wr","9","@SF","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0161","0.0081","0","10.4332","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Taysom Hill","NO","qb","9","@TEN","1.2","20","0.5186","0.6121","5.6784","0.0317","0.045","0.0504","1.6085","5.7507","0.0685","0","0","0","0","0.0573","0.0286","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Patriots DST","NE","dst","10","BUF","9.7","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8015","0.0386","1.1631","0.6193","0.3096","0.2075","75.3729","0.0393","0.0606","0.1105","0.2302","0.2724","0.2013","0.0929","0.0322","0","0","0","0","0","0","0","0","0","0"
"378","Seahawks DST","SEA","dst","11","ARZ","9.1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2382","0.0449","1.1963","0.6402","0.3201","0.1921","73.4262","0.0551","0.0256","0.0629","0.1693","0.2621","0.2534","0.1531","0.0735","0","0","0","0","0","0","0","0","0","0"
"379","Broncos DST","DEN","dst","10","DET","9","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2284","0.0388","1.042","0.4268","0.2134","0.1784","73.0694","0.0495","0.034","0.0763","0.1895","0.2697","0.2398","0.1332","0.0576","0","0","0","0","0","0","0","0","0","0"
"380","Steelers DST","PIT","dst","7","@NYJ","8.7","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5128","0.0455","1.0721","0.4415","0.2207","0.2813","80.2528","0.0432","0.0352","0.0727","0.176","0.2541","0.239","0.1465","0.0766","0","0","0","0","0","0","0","0","0","0"
"381","Colts DST","IND","dst","6","CAR","8.5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8761","0.0383","1.0105","0.518","0.259","0.175","53.4889","0.0288","0.0379","0.082","0.1974","0.2716","0.2335","0.1254","0.0521","0","0","0","0","0","0","0","0","0","0"
"382","Buccaneers DST","TB","dst","7","HST","8.5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6411","0.0398","0.9672","0.8098","0.4049","0.2289","54.382","0.0347","0.0122","0.0372","0.1216","0.2302","0.2724","0.2013","0.1251","0","0","0","0","0","0","0","0","0","0"
"383","Saints DST","NO","dst","9","@TEN","8.4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1794","0.0463","0.7906","0.5641","0.282","0.3976","64.66","0.0314","0.0161","0.042","0.1248","0.2231","0.26","0.1974","0.1367","0","0","0","0","0","0","0","0","0","0"
"384","Rams DST","LA","dst","9","@SF","8.4","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3191","0.0488","0.8753","0.4487","0.2244","0.2445","59.971","0.0261","0.0098","0.0292","0.0977","0.1974","0.26","0.2231","0.1828","0","0","0","0","0","0","0","0","0","0"
"385","Redskins DST","WAS","dst","10","NYG","7.8","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0125","0.0379","0.9719","0.4518","0.2259","0.1982","58.8533","0.0362","0.019","0.0511","0.1491","0.2509","0.2639","0.1734","0.0926","0","0","0","0","0","0","0","0","0","0"
