"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","5.0","20.8","0.0","1.9","16.0","0.0","0.1","4.3"
"Duke Johnson","HOU","4.7","20.0","0.1","3.1","27.5","0.1","0.1","5.3"
"","high","6.5","30.6","0.1","3.3","31.0","0.1","0.1","6.7"
"","low","3.9","16.0","0.0","2.9","24.5","0.0","0.1","4.3"
"Jordan Howard","PHI","7.1","28.0","0.1","1.2","7.4","0.1","0.1","4.5"
"","high","14.8","53.3","0.3","2.1","13.0","0.1","0.1","6.7"
"","low","0.5","2.2","0.0","0.2","1.8","0.0","0.1","0.6"
"Frank Gore","BUF","7.3","26.5","0.1","0.7","5.0","0.0","0.1","3.5"
"","high","10.8","35.4","0.2","1.6","8.4","0.0","0.0","5.3"
"","low","5.0","19.0","0.0","0.0","0.0","0.0","0.1","1.9"
"Dion Lewis","TEN","3.9","16.0","0.0","1.9","11.7","0.0","0.0","3.1"
"","high","6.2","26.0","0.1","2.1","17.0","0.1","0.0","5.0"
"","low","2.9","9.2","0.0","1.2","5.3","0.0","0.1","2.5"
"Alexander Mattison","MIN","4.9","19.6","0.0","1.1","5.8","0.0","0.0","2.8"
"","high","6.4","27.6","0.1","2.0","10.0","0.0","0.0","4.4"
"","low","3.1","13.2","0.0","0.2","1.8","0.0","0.1","1.5"
"Mike Boone","MIN","2.6","14.0","0.1","0.5","0.7","0.0","0.0","1.8"
"","high","5.8","33.7","0.2","1.7","1.8","0.0","0.0","3.1"
"","low","0.4","1.0","0.0","0.1","0.0","0.0","0.0","0.2"
"Robert Turbin","SEA","2.2","7.6","0.0","1.1","5.4","0.0","0.0","1.4"
"","high","5.9","21.3","0.1","3.2","13.1","0.0","0.0","1.4"
"","low","0.1","0.3","0.0","0.0","0.4","0.0","0.0","0.1"
"Brandon Bolden","NE","1.3","5.6","0.1","0.6","3.1","0.0","0.0","1.2"
"","high","2.2","9.3","0.2","1.8","6.5","0.0","0.0","2.2"
"","low","0.4","1.8","0.0","0.0","0.0","0.0","0.0","0.6"
"CJ Ham","MIN","0.6","1.4","0.0","0.8","6.0","0.0","0.0","0.9"
"","high","0.9","2.2","0.0","1.2","9.5","0.1","0.0","1.7"
"","low","0.3","1.0","0.0","0.3","2.3","0.0","0.0","0.5"
"Ameer Abdullah","MIN","1.2","4.1","0.0","0.7","3.5","0.0","0.0","0.7"
"","high","2.4","7.9","0.0","0.9","5.0","0.0","0.0","1.1"
"","low","0.1","0.5","0.0","0.4","2.8","0.0","0.1","0.4"
"Zach Line","NO","0.4","1.6","0.0","0.5","3.8","0.0","0.0","0.7"
"","high","0.4","1.6","0.0","0.5","3.8","0.0","0.0","0.7"
"","low","0.4","1.6","0.0","0.5","3.8","0.0","0.0","0.7"
"T.J. Yeldon","BUF","1.2","4.5","0.0","0.5","2.5","0.0","0.0","0.7"
"","high","2.1","9.0","0.0","0.9","4.1","0.0","0.0","1.3"
"","low","0.1","0.2","0.0","0.1","0.4","0.0","0.0","0.1"
"Khari Blasingame","TEN","1.2","4.3","0.0","0.4","2.3","0.0","0.0","0.6"
"","high","2.8","8.3","0.0","1.0","3.5","0.0","0.0","1.1"
"","low","0.1","0.2","0.0","0.1","0.4","0.0","0.0","0.1"
"Dalyn Dawkins","TEN","1.6","4.7","0.0","0.7","1.5","0.0","0.0","0.6"
"","high","1.6","4.7","0.0","0.7","1.5","0.0","0.0","0.0"
"","low","1.6","4.7","0.0","0.7","1.5","0.0","0.0","0.0"
"Patrick DiMarco","BUF","0.4","1.3","0.0","0.4","3.5","0.0","0.0","0.5"
"","high","0.8","2.1","0.0","0.8","7.4","0.0","0.0","0.8"
"","low","0.3","0.9","0.0","0.2","0.7","0.0","0.0","0.4"
"Nick Bellore","SEA","0.0","0.1","0.0","0.2","1.4","0.0","0.0","0.3"
"","high","0.1","0.3","0.0","0.3","2.7","0.1","0.0","0.9"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.1"
"Damien Harris","NE","0.5","1.9","0.0","0.1","0.4","0.0","0.0","0.2"
"","high","1.0","3.7","0.0","0.1","0.6","0.0","0.0","0.4"
"","low","0.0","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"Buddy Howell","HOU","0.7","1.9","0.0","0.2","0.4","0.0","0.0","0.2"
"","high","1.7","4.9","0.0","0.7","1.5","0.0","0.0","0.1"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Taiwan Jones","HOU","1.0","1.8","0.0","0.5","1.1","0.0","0.0","0.2"
"","high","2.9","3.9","0.0","1.9","3.5","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0"
"Senorise Perry","BUF","0.5","1.8","0.0","0.0","0.1","0.0","0.0","0.2"
"","high","1.0","4.0","0.0","0.0","0.2","0.0","0.0","0.5"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Cullen Gillaspia","HOU","0.2","0.9","0.0","0.1","0.2","0.0","0.0","0.1"
"","high","0.3","1.0","0.0","0.1","0.3","0.0","0.0","0.1"
"","low","0.1","0.7","0.0","0.0","0.0","0.0","0.0","0.1"
"Dwayne Washington","NO","0.0","0.1","0.0","0.0","0.1","0.0","0.0","0.0"
"","high","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ricky Ortiz","NO","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
"","low","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0"
""
""
