"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Keenan Allen","LAC","8.0","105.5","0.8","0.6","4.1","0.0","0.1","15.4"
"Julio Jones","ATL","6.4","97.7","0.7","0.1","0.5","0.0","0.1","13.6"
"DeAndre Hopkins","HOU","7.4","92.0","0.7","0.0","0.0","0.0","0.1","13.5"
"Davante Adams","GB","6.9","88.1","0.7","0.0","0.0","0.0","0.1","13.0"
"Tyler Lockett","SEA","6.0","83.4","0.7","0.5","3.6","0.0","0.1","12.7"
"Amari Cooper","DAL","6.1","86.4","0.7","0.2","1.3","0.0","0.1","12.7"
"Odell Beckham Jr.","CLE","6.0","90.1","0.6","0.2","1.1","0.0","0.1","12.6"
"Cooper Kupp","LAR","6.6","81.5","0.7","0.3","2.0","0.0","0.1","12.5"
"Brandin Cooks","LAR","5.7","86.3","0.6","0.7","4.0","0.0","0.0","12.4"
"Sammy Watkins","KC","5.2","81.3","0.7","0.1","0.8","0.0","0.0","12.2"
"Mike Evans","TB","5.1","85.4","0.6","0.1","0.5","0.0","0.0","11.9"
"Kenny Golladay","DET","5.4","83.6","0.6","0.1","0.6","0.0","0.0","11.8"
"JuJu Smith-Schuster","PIT","6.1","82.4","0.6","0.1","0.5","0.0","0.1","11.6"
"Michael Thomas","NO","7.5","79.0","0.6","0.0","0.0","0.0","0.1","11.3"
"Chris Godwin","TB","5.6","77.6","0.5","0.1","0.5","0.0","0.0","11.1"
"Marquise Brown","BAL","4.6","71.8","0.6","0.3","2.0","0.0","0.0","10.7"
"Terry McLaurin","WAS","5.6","70.0","0.6","0.2","0.9","0.0","0.1","10.5"
"Sterling Shepard","NYG","5.7","68.6","0.6","0.4","2.9","0.0","0.1","10.5"
"Tyler Boyd","CIN","6.6","74.6","0.5","0.2","1.5","0.0","0.1","10.4"
"Julian Edelman","NE","6.1","69.8","0.5","0.6","4.4","0.0","0.1","10.3"
"Adam Thielen","MIN","5.7","71.0","0.5","0.3","1.9","0.0","0.1","10.2"
"Larry Fitzgerald","ARI","6.4","69.7","0.6","0.0","0.3","0.0","0.1","10.2"
"Christian Kirk","ARI","6.1","70.2","0.5","0.3","2.7","0.0","0.1","9.9"
"D.J. Moore","CAR","6.1","69.8","0.4","0.6","7.3","0.0","0.2","9.7"
"Marvin Jones","DET","4.2","65.4","0.5","0.1","0.5","0.0","0.0","9.5"
"Allen Robinson","CHI","5.6","68.2","0.5","0.0","0.3","0.0","0.1","9.4"
"Robert Woods","LAR","4.7","67.2","0.3","1.2","8.9","0.0","0.1","9.3"
"Will Fuller","HOU","4.2","64.1","0.5","0.2","1.1","0.0","0.0","9.3"
"John Brown","BUF","4.0","62.9","0.4","0.2","1.1","0.0","0.0","9.0"
"Mecole Hardman","KC","3.2","58.5","0.5","0.3","1.9","0.0","0.0","8.9"
"D.K. Metcalf","SEA","3.5","58.5","0.5","0.0","0.2","0.0","0.0","8.8"
"Courtland Sutton","DEN","4.3","61.8","0.4","0.0","0.0","0.0","0.0","8.5"
"Alshon Jeffery","PHI","4.1","56.8","0.4","0.1","0.3","0.0","0.0","8.4"
"T.Y. Hilton","IND","4.3","58.1","0.4","0.0","0.0","0.0","0.0","8.3"
"D.J. Chark","JAC","4.4","57.1","0.4","0.1","0.5","0.0","0.0","8.2"
"Tyrell Williams","OAK","5.2","62.9","0.3","0.1","0.4","0.0","0.0","8.0"
"Marquez Valdes-Scantling","GB","4.1","63.7","0.3","0.2","1.5","0.0","0.0","8.0"
"Josh Gordon","NE","3.9","59.9","0.3","0.1","0.6","0.0","0.0","7.7"
"Curtis Samuel","CAR","4.4","56.2","0.2","0.6","5.2","0.1","0.1","7.6"
"John Ross","CIN","4.5","56.4","0.3","0.2","1.0","0.0","0.1","7.6"
"Demarcus Robinson","KC","3.2","52.6","0.4","0.0","0.0","0.0","0.0","7.4"
"Calvin Ridley","ATL","3.8","54.3","0.3","0.2","0.8","0.0","0.0","7.3"
"Emmanuel Sanders","DEN","4.8","56.7","0.2","0.3","1.8","0.0","0.0","7.1"
"Jarvis Landry","CLE","3.9","59.0","0.2","0.4","2.5","0.0","0.0","7.1"
"Paul Richardson","WAS","4.4","52.1","0.3","0.1","0.6","0.0","0.0","6.8"
"Nelson Agholor","PHI","3.7","50.8","0.2","0.2","1.7","0.0","0.1","6.6"
"Stefon Diggs","MIN","4.5","51.0","0.2","0.4","1.9","0.0","0.0","6.5"
"Corey Davis","TEN","3.7","50.0","0.2","0.2","2.0","0.0","0.0","6.2"
"Preston Williams","MIA","3.8","50.9","0.2","0.1","0.4","0.0","0.0","6.1"
"Mohamed Sanu","ATL","4.0","48.3","0.2","0.3","1.7","0.0","0.0","6.0"
"Cole Beasley","BUF","4.4","51.3","0.1","0.0","0.0","0.0","0.0","5.9"
"Phillip Dorsett","NE","3.3","42.5","0.2","0.3","2.1","0.0","0.0","5.9"
"Randall Cobb","DAL","3.5","44.6","0.2","0.5","2.6","0.0","0.0","5.7"
"Kenny Stills","HOU","2.9","44.3","0.2","0.0","0.0","0.0","0.0","5.7"
"Dede Westbrook","JAC","4.1","44.9","0.1","0.7","5.5","0.0","0.1","5.6"
"James Washington","PIT","3.2","49.3","0.1","0.1","0.5","0.0","0.0","5.6"
"Devin Smith","DAL","2.7","47.7","0.1","0.0","0.2","0.0","0.0","5.6"
"Diontae Johnson","PIT","2.9","43.4","0.2","0.3","1.9","0.0","0.0","5.5"
"Devante Parker","MIA","2.9","46.9","0.1","0.0","0.0","0.0","0.0","5.1"
"Chris Conley","JAC","3.3","42.8","0.1","0.0","0.3","0.0","0.1","5.1"
"Trey Quinn","WAS","3.8","41.2","0.2","0.2","1.0","0.0","0.1","5.0"
"Danny Amendola","DET","3.3","41.1","0.1","0.1","0.2","0.0","0.0","4.9"
"Ted Ginn","NO","3.0","41.1","0.1","0.2","1.5","0.0","0.0","4.8"
"Adam Humphries","TEN","3.4","38.6","0.1","0.3","1.6","0.0","0.0","4.7"
"Cody Latimer","NYG","2.4","36.2","0.2","0.0","0.1","0.0","0.0","4.5"
"Geronimo Allison","GB","2.5","37.0","0.2","0.0","0.3","0.0","0.1","4.4"
"Jaron Brown","SEA","2.4","31.5","0.2","0.1","0.3","0.0","0.0","4.4"
"Auden Tate","CIN","3.3","35.5","0.1","0.0","0.1","0.0","0.1","4.3"
"A.J. Brown","TEN","2.6","37.6","0.1","0.1","0.9","0.0","0.0","4.2"
"Willie Snead","BAL","2.6","34.2","0.1","0.1","0.4","0.0","0.0","4.2"
"Albert Wilson","MIA","3.0","31.2","0.1","0.3","0.7","0.0","0.0","4.1"
"Mack Hollins","PHI","2.4","34.6","0.1","0.1","0.5","0.0","0.0","4.0"
"Jakeem Grant","MIA","2.5","32.3","0.1","0.4","2.6","0.0","0.0","3.9"
"J.J. Nelson","OAK","2.5","32.7","0.1","0.1","0.7","0.0","0.0","3.9"
"Damion Ratley","CLE","2.1","33.2","0.1","0.0","0.0","0.0","0.0","3.9"
"David Moore","SEA","1.9","29.6","0.1","0.1","0.2","0.0","0.0","3.8"
"Hunter Renfrow","OAK","3.0","32.8","0.1","0.0","0.2","0.0","0.0","3.8"
"Dontrelle Inman","LAC","1.8","29.3","0.1","0.0","0.0","0.0","0.0","3.7"
"Parris Campbell","IND","2.1","29.5","0.1","0.2","0.9","0.0","0.0","3.7"
"Bennie Fowler","NYG","2.6","30.8","0.1","0.0","0.3","0.0","0.0","3.6"
"Zay Jones","BUF","2.1","30.1","0.1","0.0","0.0","0.0","0.0","3.6"
"Breshad Perriman","TB","1.8","28.8","0.1","0.3","1.7","0.0","0.0","3.5"
"KeeSean Johnson","ARI","2.2","29.5","0.1","0.1","0.4","0.0","0.0","3.3"
"Rashard Higgins","CLE","1.7","28.5","0.1","0.0","0.1","0.0","0.1","3.3"
"Cordarrelle Patterson","CHI","1.0","13.0","0.1","2.1","12.8","0.1","0.0","3.3"
"Darius Slayton","NYG","2.0","25.8","0.1","0.1","0.3","0.0","0.0","3.2"
"Travis Benjamin","LAC","1.2","25.0","0.1","0.6","3.3","0.0","0.0","3.1"
"Deon Cain","IND","1.5","25.9","0.1","0.1","0.4","0.0","0.0","3.0"
"Jarius Wright","CAR","2.1","24.0","0.1","0.1","1.0","0.0","0.0","3.0"
"Anthony Miller","CHI","1.3","20.5","0.1","0.3","1.4","0.0","0.0","3.0"
"Tajae Sharpe","TEN","1.5","24.1","0.1","0.1","0.7","0.0","0.0","3.0"
"DaeSean Hamilton","DEN","1.7","24.7","0.1","0.0","0.0","0.0","0.0","2.8"
"Ryan Switzer","PIT","2.2","21.2","0.1","0.4","1.7","0.0","0.0","2.7"
"Zach Pascal","IND","1.2","19.8","0.1","0.1","0.7","0.0","0.0","2.5"
"J.J. Arcega-Whiteside","PHI","1.2","21.8","0.1","0.1","0.3","0.0","0.0","2.5"
"Isaiah McKenzie","BUF","0.9","13.0","0.0","1.0","5.6","0.1","0.1","2.3"
"Keke Coutee","HOU","1.3","19.1","0.1","0.1","0.1","0.0","0.0","2.3"
"Miles Boykin","BAL","1.0","18.6","0.1","0.0","0.2","0.0","0.0","2.2"
"Chester Rogers","IND","1.2","18.8","0.1","0.0","0.0","0.0","0.0","2.2"
"Josh Reynolds","LAR","0.9","16.8","0.1","0.1","0.5","0.0","0.0","2.0"
"Seth Roberts","BAL","1.2","17.2","0.0","0.1","0.3","0.0","0.0","2.0"
"Jakobi Meyers","NE","1.1","15.1","0.1","0.0","0.2","0.0","0.0","2.0"
"Jake Kumerow","GB","0.0","19.8","0.0","0.0","0.1","0.0","0.0","2.0"
"TJ Jones","NYG","1.0","15.3","0.1","0.0","0.3","0.0","0.0","1.9"
"Tyler Ervin","JAC","0.0","18.4","0.0","0.1","0.3","0.0","0.0","1.9"
"Donte Moncrief","PIT","0.8","16.5","0.0","0.0","0.0","0.0","0.0","1.8"
"Chris Hogan","CAR","1.2","16.0","0.0","0.0","0.1","0.0","0.0","1.8"
"Damion Willis","CIN","1.2","17.3","0.0","0.0","0.0","0.0","0.0","1.8"
"Justin Hardy","ATL","0.9","13.5","0.1","0.0","0.0","0.0","0.0","1.8"
"Alex Erickson","CIN","1.0","16.3","0.0","0.1","0.5","0.0","0.1","1.7"
"Marqise Lee","JAC","0.9","13.9","0.0","0.1","0.6","0.0","0.0","1.7"
"De'Anthony Thomas","KC","0.6","9.4","0.1","0.2","0.8","0.0","0.0","1.5"
"Malik Turner","SEA","0.6","12.3","0.0","0.0","0.0","0.0","0.0","1.4"
"Robert Foster","BUF","0.2","13.5","0.0","0.0","0.0","0.0","0.0","1.3"
"Keelan Doss","OAK","0.3","12.1","0.0","0.1","0.7","0.0","0.0","1.3"
"Steven Sims","WAS","0.5","8.1","0.0","0.5","3.3","0.0","0.0","1.3"
"Austin Carr","NO","0.5","10.4","0.0","0.0","0.0","0.0","0.0","1.3"
"Javon Wims","CHI","0.7","10.1","0.0","0.0","0.0","0.0","0.0","1.2"
"Chad Beebe","MIN","0.0","12.1","0.0","0.0","0.0","0.0","0.0","1.2"
"Laquon Treadwell","MIN","1.2","9.5","0.0","0.0","0.0","0.0","0.0","1.2"
"Johnny Holton","PIT","0.3","9.1","0.0","0.2","0.9","0.0","0.0","1.1"
"Cody Core","NYG","0.8","8.4","0.0","0.0","0.0","0.0","0.0","1.0"
"John Ursua","SEA","0.0","10.1","0.0","0.0","0.2","0.0","0.0","1.0"
"Taywan Taylor","CLE","0.3","9.7","0.0","0.0","0.2","0.0","0.0","1.0"
"Russell Gage","ATL","0.3","8.4","0.0","0.1","0.7","0.0","0.0","1.0"
"Kelvin Harmon","WAS","0.4","9.3","0.0","0.0","0.0","0.0","0.0","1.0"
"Olabisi Johnson","MIN","0.9","6.3","0.1","0.0","0.0","0.0","0.0","0.9"
"Tavon Austin","DAL","0.3","6.0","0.0","0.4","2.4","0.0","0.0","0.9"
"Cedrick Wilson","DAL","0.3","8.8","0.0","0.0","0.1","0.0","0.0","0.9"
"Darius Jennings","TEN","0.3","7.4","0.0","0.1","0.3","0.0","0.0","0.8"
"Andy Isabella","ARI","0.1","6.8","0.0","0.0","0.1","0.0","0.0","0.7"
"Trent Sherfield","ARI","0.3","6.5","0.0","0.0","0.0","0.0","0.0","0.7"
"Keelan Cole","JAC","0.3","6.9","0.0","0.0","0.0","0.0","0.0","0.7"
"Deonte Harris","NO","0.2","6.9","0.0","0.0","0.1","0.0","0.0","0.7"
"Byron Pringle","KC","0.2","5.7","0.0","0.0","0.1","0.0","0.0","0.6"
"Marvin Hall","DET","0.4","4.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Chris Moore","BAL","0.3","5.1","0.0","0.1","0.4","0.0","0.0","0.6"
"Darrius Shepherd","GB","0.1","5.2","0.0","0.0","0.1","0.0","0.0","0.5"
"Justin Watson","TB","0.1","4.7","0.0","0.0","0.0","0.0","0.0","0.5"
"Gunner Olszewski","NE","0.1","4.7","0.0","0.0","0.1","0.0","0.0","0.5"
"Geremy Davis","LAC","0.3","3.0","0.0","0.0","0.0","0.0","0.0","0.4"
"Keith Kirkwood","NO","0.0","4.1","0.0","0.0","0.0","0.0","0.0","0.4"
"Bobo Wilson","TB","0.3","3.3","0.0","0.0","0.1","0.0","0.0","0.4"
"DeAndre Carter","HOU","0.2","2.7","0.0","0.1","1.0","0.0","0.0","0.4"
"Andre Roberts","BUF","0.2","2.8","0.0","0.1","0.4","0.0","0.0","0.4"
"Trevor Davis","OAK","0.4","3.0","0.0","0.0","0.0","0.0","0.0","0.4"
"JoJo Natson","LAR","0.1","1.5","0.0","0.1","0.9","0.0","0.0","0.3"
"Lil'Jordan Humphrey","NO","0.4","3.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Juwann Winfree","DEN","0.5","2.5","0.0","0.0","0.0","0.0","0.0","0.3"
"Riley Ridley","CHI","0.1","1.9","0.0","0.0","0.0","0.0","0.0","0.2"
"Brandon Zylstra","CAR","0.1","1.6","0.0","0.0","0.0","0.0","0.0","0.2"
"Allen Lazard","GB","0.1","1.8","0.0","0.0","0.0","0.0","0.0","0.2"
"Mike Thomas","LAR","0.1","1.3","0.0","0.0","0.0","0.0","0.0","0.2"
"Diontae Spencer","DEN","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Ray-Ray McCloud","CAR","0.1","1.3","0.0","0.0","0.0","0.0","0.0","0.1"
"Robert Davis","WAS","0.2","1.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Greg Ward","PHI","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Scott Miller","TB","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Khadarel Hodge","CLE","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Matt Slater","NE","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
