"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"78","Jamison Crowder","NYJ","wr","4","@BLT","9.5","13","0","0","0","0","0","0","0.0977","0.5854","0.002","7.2708","5.1509","55.9204","0.2148","0.0318","0.0159","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Michael Gallup","DAL","wr","8","LA","9.5","21","0","0","0","0","0","0","0","0","0","6.7021","3.8668","56.2336","0.3222","0.0137","0.0068","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Boston Scott","PHI","rb","10","@WAS","8.3","10","0","0","0","0","0","0","8.0019","34.2911","0.2751","2.7535","2.1587","15.4314","0.0837","0.0644","0.0322","0.0056","16.8313","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Golden Tate","NYG","wr","11","MIA","9.4","21","0","0","0","0","0","0","0.2654","1.5541","0.0071","6.4517","4.8575","50.0707","0.2973","0.0532","0.0266","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Deebo Samuel","SF","wr","4","ATL","9.3","18","0","0","0","0","0","0","0.9837","6.4654","0.0441","6.0309","3.9522","41.207","0.3748","0.023","0.0115","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Dallas Goedert","PHI","te","10","@WAS","8.3","16","0","0","0","0","0","0","0","0","0","5.3079","3.8075","41.9101","0.3624","0.0121","0.006","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","LeSean McCoy","KC","rb","12","DEN","8.1","14","0","0","0","0","0","0","9.8069","38.808","0.1876","2.4656","1.9899","15.5809","0.0932","0.0709","0.0355","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Latavius Murray","NO","rb","9","IND","8.1","14","0","0","0","0","0","0","9.5637","40.0813","0.3706","1.4884","1.2939","9.4443","0.0535","0.0325","0.0163","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Ronald Jones","TB","rb","7","@DET","8.1","17","0","0","0","0","0","0","9.559","33.9381","0.2782","2.6298","2.1024","15.0754","0.0903","0.0427","0.0214","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Darius Slayton","NYG","wr","11","MIA","9.2","16","0","0","0","0","0","0","0","0","0","6.8844","4.0884","53.541","0.2965","0.0338","0.0169","0.0057","25.7199","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","D.K. Metcalf","SEA","wr","11","@CAR","9.2","17","0","0","0","0","0","0","0","0","0","6.405","3.8982","50.3845","0.3756","0.0168","0.0084","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Dak Prescott","DAL","qb","8","LA","19.1","33","21.8146","33.2002","244.2386","1.4582","0.718","2.9775","5.221","23.6065","0.372","0","0","0","0","0.5221","0.261","0.0643","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Curtis Samuel","CAR","wr","7","SEA","9.1","16","0","0","0","0","0","0","1.1006","8.4363","0.0413","5.7537","3.5554","44.3905","0.2991","0.0188","0.0094","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","John Brown","BUF","wr","6","@PIT","9","22","0","0","0","0","0","0","0","0","0","7.5383","3.7086","53.2602","0.2967","0.0115","0.0057","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","O.J. Howard","TB","te","7","@DET","8","11","0","0","0","0","0","0","0","0","0","4.1229","2.9394","42.9199","0.3802","0.0246","0.0123","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Allen Hurns","MIA","wr","5","@NYG","8.8","14","0","0","0","0","0","0","0","0","0","5.2347","3.443","47.2008","0.3963","0.0228","0.0114","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Tyrell Williams","OAK","wr","6","JAX","8.8","14","0","0","0","0","0","0","0","0","0","5.2331","3.527","49.688","0.3542","0.0456","0.0228","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Diontae Johnson","PIT","wr","7","BUF","8.8","13","0","0","0","0","0","0","0.5587","3.6721","0.0196","7.1062","4.1293","47.2324","0.2477","0.0212","0.0106","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Jack Doyle","IND","te","6","@NO","7.8","19","0","0","0","0","0","0","0","0","0","5.7165","4.413","41.8856","0.2473","0.0454","0.0227","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Jacob Hollister","SEA","te","11","@CAR","7.7","16","0","0","0","0","0","0","0","0","0","5.2857","3.6183","40.9286","0.3041","0.0123","0.0062","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Carlos Hyde","HST","rb","10","@TEN","7.6","16","0","0","0","0","0","0","14.7373","54.3568","0.2552","0.7582","0.5794","3.4218","0.0175","0.1306","0.0653","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Marquise Brown","BLT","wr","8","NYJ","8.7","17","0","0","0","0","0","0","0","0","0","6.048","3.9112","46.0479","0.3512","0.0169","0.0084","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Danny Amendola","DET","wr","5","TB","8.6","16","0","0","0","0","0","0","0","0","0","6.1642","4.5019","49.1619","0.2381","0.0241","0.0121","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Tom Brady","NE","qb","10","@CIN","18.5","30","25.7572","37.7004","271.8025","1.9399","0.4832","1.7843","1.3751","2.009","0.0689","0","0","0","0","0.3366","0.1683","0.0517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Sammy Watkins","KC","wr","12","DEN","8.4","13","0","0","0","0","0","0","0.2027","1.3221","0.0078","5.0929","3.3629","42.5328","0.3774","0.0243","0.0122","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","DeVante Parker","MIA","wr","5","@NYG","8.4","24","0","0","0","0","0","0","0","0","0","6.4726","4.2415","46.293","0.2736","0.0291","0.0145","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Anthony Miller","CHI","wr","6","@GB","8.4","15","0","0","0","0","0","0","0.1046","0.6608","0.0026","6.3922","3.678","43.4446","0.355","0.0155","0.0077","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","A.J. Brown","TEN","wr","11","HST","8.4","15","0","0","0","0","0","0","0.0585","0.3842","0.0022","6.1922","3.8539","46.0601","0.2936","0.017","0.0085","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Royce Freeman","DEN","rb","10","@KC","7.3","16","0","0","0","0","0","0","6.3863","26.0589","0.1795","3.9251","2.8552","18.3256","0.072","0.0424","0.0212","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Jared Goff","LA","qb","9","@DAL","18.3","24","23.9365","36.8241","292.9057","1.7132","0.8154","2.9732","1.7713","6.287","0.061","0","0","0","0","0.5645","0.2822","0.0425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Kaden Smith","NYG","te","11","MIA","7.2","11","0","0","0","0","0","0","0","0","0","4.8437","3.4084","39.3532","0.2541","0.0119","0.006","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Ryan Fitzpatrick","MIA","qb","5","@NYG","18.1","25","22.2163","34.1857","235.2956","1.6645","1.0702","1.8584","7.034","18.205","0.2673","0","0","0","0","0.3802","0.1901","0.052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Matt Breida","SF","rb","4","ATL","7","15","0","0","0","0","0","0","7.5417","34.0997","0.2449","1.6833","1.3525","10.6302","0.0709","0.0348","0.0174","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Will Fuller V","HST","wr","10","@TEN","8.1","17","0","0","0","0","0","0","0","0","0","5.2301","3.2408","47.1563","0.29","0.0114","0.0057","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Nyheim Hines","IND","rb","6","@NO","6.9","10","0","0","0","0","0","0","3.2629","12.2247","0.1093","4.7816","3.795","25.1824","0.1072","0.0329","0.0164","0.0039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Adam Thielen","MIN","wr","12","@LAC","8","22","0","0","0","0","0","0","0","0","0","5.524","3.6526","45.2318","0.2729","0.0387","0.0194","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Chris Conley","JAX","wr","10","@OAK","8","15","0","0","0","0","0","0","0","0","0","5.4918","3.7652","45.0328","0.2686","0.0375","0.0187","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Jason Witten","DAL","te","8","LA","7","14","0","0","0","0","0","0","0","0","0","4.5705","3.4447","37.8993","0.2419","0.0103","0.0051","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Jared Cook","NO","te","9","IND","7","18","0","0","0","0","0","0","0","0","0","4.3881","3.1337","41.273","0.2249","0.0169","0.0085","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Jimmy Garoppolo","SF","qb","4","ATL","17.9","31","22.1403","32.6378","235.6771","1.8725","0.7177","3.923","3.1281","9.2394","0.1405","0","0","0","0","0.217","0.1085","0.0563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Kyle Rudolph","MIN","te","12","@LAC","6.9","16","0","0","0","0","0","0","0","0","0","4.1922","3.0663","30.7094","0.3871","0.0074","0.0037","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Carson Wentz","PHI","qb","10","@WAS","17.6","28","23.079","35.6688","247.0106","1.7113","0.8624","2.3742","5.4865","19.353","0.0795","0","0","0","0","0.7566","0.3783","0.0428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Greg Ward","PHI","wr","10","@WAS","7.6","10","0","0","0","0","0","0","0","0","0","5.3491","3.3983","42.52","0.2731","0.0147","0.0073","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Zach Pascal","IND","wr","6","@NO","7.6","15","0","0","0","0","0","0","0.159","1.0081","0.0039","5.712","3.679","43.1419","0.2067","0.0496","0.0248","0.0069","53.2297","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Ian Thomas","CAR","te","7","SEA","6.6","12","0","0","0","0","0","0","0","0","0","4.898","3.4862","36.4722","0.1973","0.011","0.0055","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Kirk Cousins","MIN","qb","12","@LAC","17.5","29","23.8085","36.2179","240.7037","1.8558","1.0571","2.7295","3.099","10.9908","0.1422","0","0","0","0","0.5479","0.274","0.0739","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Russell Gage","ATL","wr","9","@SF","7.5","10","0","0","0","0","0","0","0.2104","1.3714","0.0042","5.4643","3.4832","43.3277","0.2127","0.016","0.008","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Derek Carr","OAK","qb","6","JAX","17.4","26","22.8858","34.7214","241.8859","2.0178","0.5768","1.9681","2.435","3.3376","0.0638","0","0","0","0","0.6009","0.3004","0.0548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Gardner Minshew","JAX","qb","10","@OAK","17.4","25","22.8051","34.9212","243.3442","1.3413","0.9366","2.7792","5.4781","14.9653","0.311","0","0","0","0","0.3034","0.1517","0.0718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Breshad Perriman","TB","wr","7","@DET","7.4","12","0","0","0","0","0","0","0.1003","0.6079","0.003","4.9245","2.8875","40.041","0.3053","0.0118","0.0059","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","James Washington","PIT","wr","7","BUF","7.4","13","0","0","0","0","0","0","0","0","0","6.5962","3.4815","42.336","0.2357","0.0139","0.0069","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Steven Sims","WAS","wr","10","PHI","7.4","10","0","0","0","0","0","0","0.5577","3.6655","0.0194","6.1458","3.7105","36.5247","0.223","0.0479","0.024","0.0091","45.489","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Noah Fant","DEN","te","10","@KC","6.4","16","0","0","0","0","0","0","0","0","0","5.006","3.3296","36.5488","0.1737","0.0116","0.0058","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Mike Gesicki","MIA","te","5","@NYG","6.4","12","0","0","0","0","0","0","0","0","0","4.525","3.1794","33.2125","0.2492","0.0199","0.0099","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Chris Thompson","WAS","rb","10","PHI","6.3","11","0","0","0","0","0","0","3.9376","19.4796","0.1084","3.3472","2.6339","19.3308","0.0827","0.0386","0.0193","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Duke Johnson Jr.","HST","rb","10","@TEN","6.3","13","0","0","0","0","0","0","4.8024","18.9506","0.0587","3.5449","2.8181","21.4879","0.0857","0.0352","0.0176","0.0127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","David Njoku","CLV","te","7","@ARZ","6.2","13","0","0","0","0","0","0","0","0","0","3.8053","2.7718","33.429","0.2357","0.0072","0.0036","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Rex Burkhead","NE","rb","10","@CIN","6","13","0","0","0","0","0","0","5.4391","21.2148","0.2443","1.9913","1.6074","11.9561","0.0797","0.0426","0.0213","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Aaron Rodgers","GB","qb","11","CHI","17","31","20.9154","33.7197","216.1446","1.5667","0.451","3.1878","5.282","16.7326","0.1657","0","0","0","0","0.2815","0.1408","0.0551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Drew Brees","NO","qb","9","IND","16.9","32","23.5076","34.2833","258.7559","1.6457","0.5747","1.1352","1.7016","1.0506","0.1164","0","0","0","0","0.2818","0.1409","0.0241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Brandin Cooks","LA","wr","9","@DAL","6.9","11","0","0","0","0","0","0","0.6439","3.8947","0.0169","4.0176","2.6579","38.1738","0.2161","0.0252","0.0126","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Irv Smith Jr.","MIN","te","12","@LAC","5.9","10","0","0","0","0","0","0","0","0","0","4.0541","2.8051","31.0416","0.2349","0.0098","0.0049","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","David Blough","DET","qb","5","TB","16.8","26","22.5079","34.9317","249.524","1.3504","0.9297","3.012","3.0831","15.945","0.1347","0","0","0","0","0.2043","0.1022","0.0505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Kelvin Harmon","WAS","wr","10","PHI","6.7","10","0","0","0","0","0","0","0","0","0","5.4731","3.1636","38.6063","0.2133","0.0136","0.0068","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Nick O'Leary","JAX","te","10","@OAK","5.7","10","0","0","0","0","0","0","0","0","0","3.7457","2.6564","31.5196","0.197","0.0086","0.0043","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Philip Rivers","LAC","qb","12","MIN","16.6","26","24.203","36.5425","275.3769","1.5721","0.8406","2.3032","1.1783","1.1213","0.0262","0","0","0","0","0.2574","0.1287","0.0491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","DeAndre Washington","OAK","rb","6","JAX","5.5","16","0","0","0","0","0","0","6.1425","22.1785","0.1087","2.3624","1.8205","12.0604","0.0859","0.0512","0.0256","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Peyton Barber","TB","rb","7","@DET","5.5","16","0","0","0","0","0","0","8.601","30.6306","0.209","1.1844","0.9469","5.5637","0.0389","0.0667","0.0334","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Jaylen Samuels","PIT","rb","7","BUF","5.5","13","0","0","0","0","0","0","3.3301","13.7246","0.0892","3.3642","2.558","18.4894","0.0794","0.0218","0.0109","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Cole Beasley","BUF","wr","6","@PIT","6.6","16","0","0","0","0","0","0","0","0","0","5.6119","3.7631","37.5141","0.1657","0.0114","0.0057","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","John Ross","CIN","wr","9","NE","6.6","13","0","0","0","0","0","0","0","0","0","5.6814","3.093","33.8132","0.2748","0.012","0.006","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Cameron Brate","TB","te","7","@DET","5.6","11","0","0","0","0","0","0","0","0","0","3.1882","2.2391","27.2546","0.2984","0.0134","0.0067","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","J.D. McKissic","DET","rb","5","TB","5.4","10","0","0","0","0","0","0","2.3633","9.4357","0.048","3.9624","3.1167","20.7295","0.0991","0.0214","0.0107","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Alex Erickson","CIN","wr","9","NE","6.5","10","0","0","0","0","0","0","0.3584","2.2798","0.0095","4.6657","3.3885","36.8571","0.1305","0.0935","0.0468","0.0079","84.7467","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Kenny Stills","HST","wr","10","@TEN","6.3","13","0","0","0","0","0","0","0","0","0","4.0524","2.4624","37.196","0.2304","0.0432","0.0216","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Jakobi Meyers","NE","wr","10","@CIN","6.3","10","0","0","0","0","0","0","0","0","0","4.4273","2.932","33.7106","0.2385","0.0126","0.0063","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Keelan Cole","JAX","wr","10","@OAK","6.3","10","0","0","0","0","0","0","0","0","0","4.3537","2.7303","38.9068","0.1767","0.0276","0.0138","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Jonnu Smith","TEN","te","11","HST","5.3","11","0","0","0","0","0","0","0","0","0","3.7156","2.6111","26.409","0.2336","0.0162","0.0081","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Hayden Hurst","BLT","te","8","NYJ","5.3","10","0","0","0","0","0","0","0","0","0","3.3502","2.3714","25.5637","0.26","0.008","0.004","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Eli Manning","NYG","qb","11","MIA","16.2","26","24.2422","36.7691","270.0152","1.5226","0.6876","1.343","1.8715","1.355","0.0688","0","0","0","0","0.6045","0.3023","0.0393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Matt Ryan","ATL","qb","9","@SF","16.2","26","23.9548","36.4314","265.9279","1.3172","0.7266","2.1143","3.2695","8.3773","0.0788","0","0","0","0","0.4024","0.2012","0.0553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
