"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
" ","","",""
"Amari Cooper","DAL","6.0","87.9","0.6","0.2","0.9","0.0","0.1","15.5"
"","high","8.0","106.0","1.0","0.4","3.0","0.0","0.1","19.6"
"","low","5.0","70.9","0.4","0.0","0.0","0.0","0.1","14.0"
"DeAndre Hopkins","HOU","7.0","84.0","0.6","0.0","0.0","0.0","0.1","15.4"
"","high","7.5","88.8","1.0","0.0","0.0","0.0","0.0","18.1"
"","low","6.3","79.0","0.4","0.0","-0.1","0.0","0.1","14.3"
"Chris Godwin","TB","5.8","84.2","0.6","0.0","0.3","0.0","0.1","14.8"
"","high","8.0","106.0","1.0","0.1","1.0","0.0","0.0","19.5"
"","low","4.6","67.7","0.4","0.0","0.0","0.0","0.1","13.6"
"Mike Evans","TB","5.3","86.4","0.6","0.0","0.3","0.0","0.1","14.6"
"","high","6.0","94.0","1.0","0.1","1.0","0.0","0.0","18.0"
"","low","4.8","75.0","0.2","0.0","0.0","0.0","0.1","13.8"
"Tyler Lockett","SEA","5.4","75.1","0.7","0.6","2.9","0.0","0.1","14.6"
"","high","6.0","81.6","1.0","0.7","4.6","0.0","0.0","17.5"
"","low","4.3","62.9","0.5","0.4","1.0","0.0","0.1","14.2"
"Kenny Golladay","DET","5.2","82.7","0.6","0.0","0.4","0.0","0.0","14.3"
"","high","7.0","104.0","1.0","0.1","1.0","0.0","0.0","19.0"
"","low","4.4","72.4","0.3","0.0","0.0","0.0","0.1","12.7"
"Julian Edelman","NE","6.3","72.6","0.5","0.5","3.5","0.0","0.1","13.7"
"","high","8.0","93.0","1.0","0.7","4.0","0.0","0.1","19.0"
"","low","5.0","64.1","0.1","0.3","2.0","0.0","0.1","12.1"
"Tyreek Hill","KC","5.0","74.6","0.5","0.7","4.9","0.0","0.1","13.7"
"","high","5.5","84.0","1.0","1.1","8.5","0.1","0.0","16.8"
"","low","4.5","65.1","0.2","0.3","2.0","0.0","0.1","12.6"
"Stefon Diggs","MIN","5.3","75.1","0.5","0.4","2.1","0.0","0.1","13.4"
"","high","5.8","88.0","1.0","0.5","3.0","0.0","0.0","15.6"
"","low","5.0","63.3","0.2","0.2","1.3","0.0","0.2","12.6"
"Keenan Allen","LAC","5.7","74.5","0.5","0.2","1.4","0.0","0.1","13.2"
"","high","6.4","88.2","1.0","0.4","3.0","0.0","0.0","16.1"
"","low","4.9","61.6","0.1","0.0","0.1","0.0","0.1","13.2"
"Odell Beckham Jr.","CLE","5.4","72.7","0.5","0.3","1.9","0.0","0.1","12.7"
"","high","7.0","84.0","1.0","0.5","3.0","0.0","0.0","17.1"
"","low","4.5","62.8","0.1","0.1","0.6","0.0","0.1","11.9"
"D.J. Chark","JAC","4.6","67.4","0.6","0.3","1.8","0.0","0.0","12.7"
"","high","6.0","79.0","1.0","0.4","2.0","0.0","0.0","16.2"
"","low","4.0","62.6","0.4","0.2","1.5","0.0","0.1","11.4"
"Allen Robinson","CHI","5.6","71.7","0.5","0.0","0.1","0.0","0.1","12.6"
"","high","6.6","85.0","1.0","0.0","0.2","0.0","0.0","17.3"
"","low","4.5","63.4","0.3","0.0","0.0","0.0","0.1","11.1"
"Adam Thielen","MIN","5.1","67.1","0.5","0.3","1.7","0.0","0.1","12.5"
"","high","8.0","106.0","1.0","0.5","3.0","0.1","0.0","19.2"
"","low","2.5","32.0","0.2","0.2","0.7","0.0","0.1","7.2"
"Courtland Sutton","DEN","4.7","70.7","0.5","0.0","0.0","0.0","0.0","12.2"
"","high","5.2","78.0","1.0","0.0","0.0","0.0","0.0","16.1"
"","low","3.8","63.3","0.1","0.0","0.0","0.0","0.0","11.6"
"JuJu Smith-Schuster","PIT","5.0","67.5","0.5","0.1","0.9","0.0","0.1","12.1"
"","high","6.0","84.0","1.0","0.5","3.0","0.0","0.0","16.9"
"","low","4.0","55.9","0.3","0.0","0.0","0.0","0.1","10.6"
"Tyrell Williams","OAK","4.5","62.7","0.6","0.0","0.1","0.0","0.0","11.9"
"","high","7.0","84.0","1.0","0.0","0.3","0.0","0.0","16.7"
"","low","3.4","53.0","0.3","0.0","0.0","0.0","0.0","10.0"
"John Brown","BUF","4.3","64.7","0.5","0.2","0.7","0.0","0.0","11.8"
"","high","5.1","77.0","1.0","0.3","1.0","0.0","0.0","15.7"
"","low","3.5","51.7","0.4","0.1","0.5","0.0","0.1","9.6"
"Michael Gallup","DAL","4.5","67.8","0.5","0.0","0.0","0.0","0.0","11.7"
"","high","5.4","80.6","1.0","0.0","0.0","0.0","0.0","14.9"
"","low","3.6","55.9","0.3","0.0","0.0","0.0","0.1","9.9"
"Marvin Jones","DET","4.4","62.3","0.5","0.1","0.2","0.0","0.0","11.6"
"","high","5.0","68.0","1.0","0.1","0.6","0.0","0.0","15.0"
"","low","3.9","58.6","0.2","0.0","0.0","0.0","0.0","10.9"
"Robby Anderson","NYJ","4.4","62.3","0.5","0.2","0.7","0.0","0.0","11.2"
"","high","7.0","84.0","1.0","0.4","2.0","0.0","0.0","16.6"
"","low","3.3","44.6","0.2","0.0","0.0","0.0","0.1","8.6"
"D.K. Metcalf","SEA","3.8","57.0","0.6","0.2","1.6","0.0","0.1","11.2"
"","high","4.2","63.0","1.0","0.7","5.2","0.0","0.0","14.2"
"","low","3.2","49.8","0.2","0.0","0.0","0.0","0.1","10.3"
"Davante Adams","GB","4.7","62.2","0.4","0.0","0.2","0.0","0.0","11.1"
"","high","7.0","86.0","1.0","0.1","0.9","0.0","0.0","17.0"
"","low","3.3","44.0","0.1","0.0","0.0","0.0","0.1","8.5"
"Golden Tate","NYG","5.1","58.4","0.4","0.4","2.9","0.0","0.1","10.7"
"","high","6.0","81.0","1.0","1.1","9.0","0.0","0.0","16.7"
"","low","4.8","51.0","0.0","0.0","0.0","0.0","0.1","9.2"
"Alshon Jeffery","PHI","4.7","54.5","0.4","0.1","0.6","0.0","0.0","10.7"
"","high","7.0","74.0","1.0","0.3","2.0","0.1","0.0","15.7"
"","low","3.8","43.0","0.2","0.0","0.0","0.0","0.0","8.8"
"Terry McLaurin","WAS","4.4","56.1","0.4","0.2","1.3","0.0","0.1","10.3"
"","high","5.0","65.0","1.0","0.7","5.0","0.0","0.0","14.7"
"","low","4.0","48.6","0.2","0.0","0.0","0.0","0.1","8.9"
"Jamison Crowder","NYJ","4.8","53.9","0.4","0.2","1.4","0.0","0.1","10.2"
"","high","6.1","60.0","1.0","0.5","3.0","0.0","0.1","13.8"
"","low","4.1","49.0","0.1","0.0","0.1","0.0","0.1","9.2"
"Preston Williams","MIA","4.1","57.4","0.4","0.3","1.9","0.0","0.1","10.2"
"","high","5.0","70.3","1.0","0.6","4.4","0.0","0.0","14.7"
"","low","3.0","40.7","0.1","0.0","0.0","0.0","0.1","7.3"
"D.J. Moore","CAR","4.9","61.0","0.2","0.5","5.5","0.0","0.2","10.1"
"","high","6.0","66.0","0.4","0.6","8.8","0.0","0.1","11.2"
"","low","4.3","57.0","0.0","0.5","3.3","0.0","0.2","9.1"
"Christian Kirk","ARI","4.7","55.8","0.2","0.5","4.3","0.0","0.1","9.2"
"","high","5.4","67.3","0.3","0.7","6.7","0.0","0.0","11.2"
"","low","4.0","49.8","0.0","0.2","1.3","0.0","0.1","7.9"
"Jarvis Landry","CLE","4.5","58.8","0.2","0.3","2.1","0.0","0.1","9.2"
"","high","5.0","67.0","0.4","0.8","5.0","0.0","0.1","11.8"
"","low","4.0","51.7","0.0","0.0","0.1","0.0","0.1","7.8"
"Corey Davis","TEN","3.8","50.4","0.4","0.2","1.4","0.0","0.0","9.2"
"","high","5.0","68.0","1.0","0.4","3.0","0.0","0.0","14.7"
"","low","3.0","38.9","0.1","0.0","0.0","0.0","0.0","6.9"
"Curtis Samuel","CAR","3.9","47.9","0.2","0.8","6.4","0.1","0.0","9.1"
"","high","4.5","55.5","0.4","1.1","9.0","0.1","0.0","10.2"
