"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","21.0","82.0","1.0","4.7","34.8","0.2","0.1","17.0"
"","low","12.6","52.8","0.3","3.0","26.0","0.0","0.2","11.7"
"Le'Veon Bell","NYJ","16.9","68.5","0.5","4.8","34.4","0.1","0.2","13.3"
"","high","19.0","79.1","1.0","5.3","35.5","0.1","0.1","15.9"
"","low","15.0","57.1","0.3","4.0","33.5","0.0","0.2","11.9"
"Tevin Coleman","SF","14.4","65.8","0.6","2.7","20.5","0.1","0.1","13.0"
"","high","17.0","74.0","1.0","5.0","28.0","0.4","0.1","16.2"
"","low","11.1","58.5","0.4","1.1","9.9","0.0","0.1","11.4"
"Damien Williams","KC","12.6","54.3","0.6","2.9","24.8","0.2","0.1","12.4"
"","high","14.8","65.0","1.0","3.1","29.4","0.4","0.1","14.9"
"","low","8.5","38.5","0.5","2.6","22.0","0.0","0.1","11.1"
"Devin Singletary","BUF","11.9","56.0","0.5","3.2","28.5","0.1","0.1","12.1"
"","high","15.0","64.0","1.0","4.3","42.2","0.3","0.1","15.0"
"","low","8.1","41.0","0.3","2.8","24.0","0.0","0.2","10.4"
"Mark Ingram","BAL","13.3","62.8","0.7","2.1","17.2","0.0","0.1","11.8"
"","high","15.0","67.7","1.0","3.2","22.9","0.1","0.1","14.2"
"","low","12.1","60.3","0.5","1.5","14.4","0.0","0.2","10.9"
"Todd Gurley","LAR","15.3","61.0","0.6","2.5","19.4","0.1","0.1","11.8"
"","high","17.0","67.7","1.0","3.4","23.6","0.1","0.1","14.9"
"","low","13.4","47.7","0.4","1.9","15.3","0.0","0.2","9.9"
"Joe Mixon","CIN","16.1","64.5","0.4","2.6","20.2","0.1","0.1","11.4"
"","high","20.0","82.0","1.0","3.0","22.0","0.3","0.1","16.4"
"","low","13.3","48.5","0.1","2.1","18.0","0.0","0.2","8.5"
"Marlon Mack","IND","17.0","75.7","0.4","1.7","12.1","0.0","0.1","11.3"
"","high","19.0","81.9","0.7","2.0","14.4","0.1","0.1","13.1"
"","low","15.6","69.0","0.0","1.1","7.9","0.0","0.2","9.0"
"Brian Hill","ATL","12.4","59.9","0.3","2.8","21.7","0.2","0.1","11.2"
"","high","17.1","68.0","0.5","4.0","32.6","0.5","0.1","13.1"
"","low","7.7","53.0","0.0","1.1","14.1","0.0","0.1","7.5"
"Phillip Lindsay","DEN","11.3","55.6","0.5","2.8","19.1","0.0","0.1","10.2"
"","high","13.3","66.4","1.0","3.8","30.0","0.1","0.0","13.0"
"","low","8.8","43.0","0.3","2.0","15.5","0.0","0.2","8.9"
"Sony Michel","NE","16.0","63.1","0.5","0.7","5.4","0.0","0.1","9.7"
"","high","17.3","71.8","1.0","1.5","7.4","0.0","0.1","12.7"
"","low","13.7","56.9","0.3","0.0","4.0","0.0","0.2","8.9"
"Kenyan Drake","ARI","10.2","43.7","0.4","3.1","25.0","0.1","0.1","9.4"
"","high","13.0","52.3","1.0","3.4","26.5","0.2","0.1","13.6"
"","low","7.9","35.1","0.2","2.9","22.0","0.0","0.2","7.1"
"David Montgomery","CHI","15.2","61.2","0.3","2.2","15.9","0.0","0.1","9.4"
"","high","17.0","71.0","0.5","3.0","22.0","0.1","0.1","9.9"
"","low","13.5","52.8","0.0","1.2","8.4","0.0","0.2","8.3"
"Carlos Hyde","HOU","14.5","61.4","0.4","1.1","5.8","0.0","0.1","9.1"
"","high","15.4","66.0","1.0","2.9","11.2","0.1","0.1","12.2"
"","low","13.0","59.0","0.2","0.0","0.0","0.0","0.2","8.0"
"Austin Ekeler","LAC","5.9","28.3","0.1","4.1","40.2","0.3","0.1","9.0"
"","high","6.9","36.0","0.2","5.5","55.0","0.5","0.1","11.8"
"","low","4.5","19.0","0.0","3.0","27.0","0.0","0.2","5.4"
"Jordan Howard","PHI","12.8","54.0","0.4","1.2","7.7","0.0","0.1","8.7"
"","high","16.5","69.4","1.0","2.2","11.2","0.1","0.1","13.0"
"","low","7.7","32.1","0.2","0.5","4.3","0.0","0.1","5.0"
"Miles Sanders","PHI","9.8","44.6","0.2","3.1","28.3","0.1","0.1","8.5"
"","high","11.8","55.6","0.2","5.0","37.0","0.2","0.1","10.4"
"","low","5.0","24.0","0.0","2.2","17.1","0.0","0.2","6.1"
"Adrian Peterson","WAS","13.0","50.8","0.4","1.3","9.2","0.0","0.1","8.0"
"","high","18.6","71.8","1.0","2.0","11.6","0.0","0.1","14.2"
"","low","9.4","32.3","0.2","0.8","7.0","0.0","0.2","5.2"
"Kalen Ballage","MIA","13.1","54.2","0.2","1.6","14.9","0.0","0.1","8.0"
"","high","15.4","73.9","0.4","3.0","25.0","0.1","0.1","9.6"
"","low","11.3","31.6","0.0","0.7","3.5","0.0","0.1","5.5"
"Ronald Jones II","TB","11.2","43.8","0.2","2.2","19.7","0.0","0.1","7.7"
"","high","13.1","53.0","0.5","3.0","25.1","0.1","0.1","8.8"
"","low","8.3","33.0","0.0","1.9","15.0","0.0","0.1","5.9"
"James White","NE","4.2","17.1","0.1","4.7","42.3","0.2","0.1","7.6"
"","high","5.6","23.3","0.2","6.0","51.0","0.3","0.0","9.1"
"","low","2.9","12.0","0.0","3.8","34.5","0.0","0.1","6.1"
"J.D. McKissic","DET","7.7","36.3","0.2","2.7","21.5","0.1","0.1","7.3"
"","high","10.0","42.3","0.3","3.5","28.4","0.3","0.0","7.6"
"","low","2.8","26.9","0.0","2.1","13.7","0.0","0.1","6.8"
"Raheem Mostert","SF","10.9","53.0","0.2","1.4","9.3","0.1","0.2","7.2"
"","high","15.0","58.0","0.5","2.9","13.1","0.1","0.1","9.1"
"","low","7.3","42.9","0.0","0.6","5.0","0.0","0.3","6.3"
"Royce Freeman","DEN","9.4","40.9","0.2","2.9","18.7","0.0","0.1","7.2"
"","high","11.3","48.1","0.5","3.7","29.0","0.1","0.1","7.6"
"","low","8.0","36.0","0.0","2.0","13.6","0.0","0.1","5.6"
"Latavius Murray","NO","10.3","40.9","0.3","2.0","13.6","0.0","0.1","7.1"
"","high","14.1","52.1","0.6","2.4","19.0","0.1","0.0","8.7"
"","low","8.9","32.5","0.0","1.5","9.0","0.0","0.1","6.2"
"Derrius Guice","WAS","10.6","43.2","0.2","2.0","13.3","0.0","0.1","6.7"
"","high","13.8","57.9","0.5","3.0","17.0","0.1","0.1","10.4"
"","low","9.0","35.0","0.0","1.2","7.0","0.0","0.2","5.2"
"Kareem Hunt","CLE","6.3","29.7","0.1","3.0","24.7","0.1","0.1","6.6"
"","high","9.0","50.9","0.3","4.0","32.9","0.2","0.0","7.8"
"","low","3.8","17.0","0.0","1.8","15.5","0.0","0.1","5.1"
"David Johnson","ARI","8.2","30.5","0.1","3.1","25.8","0.1","0.1","6.6"
"","high","11.8","40.0","0.2","5.0","34.0","0.1","0.1","8.0"
"","low","6.9","22.1","0.0","1.7","17.2","0.0","0.1","5.1"
"Duke Johnson","HOU","5.2","22.6","0.1","3.2","30.7","0.1","0.1","6.0"
"","high","6.3","27.7","0.1","4.0","37.6","0.2","0.0","6.5"
"","low","3.3","13.0","0.0","2.4","23.6","0.0","0.1","5.4"
"Frank Gore","BUF","10.4","43.3","0.1","1.1","8.4","0.0","0.1","5.5"
"","high","14.2","56.3","0.2","2.0","13.2","0.0","0.1","6.2"
"","low","8.0","35.0","0.0","0.6","4.7","0.0","0.1","4.4"
"Jaylen Samuels","PIT","6.7","23.1","0.1","3.6","24.2","0.1","0.1","5.5"
"","high","9.3","27.2","0.2","4.7","27.9","0.2","0.1","6.9"
"","low","3.1","12.0","0.0","2.1","14.8","0.0","0.1","4.1"
"Tarik Cohen","CHI","4.9","18.2","0.0","4.0","30.0","0.1","0.1","5.4"
"","high","7.4","24.6","0.1","5.3","41.0","0.1","0.1","6.3"
"","low","3.0","12.0","0.0","3.0","21.0","0.0","0.1","3.3"
"Ty Johnson","DET","7.8","29.8","0.2","1.6","9.3","0.0","0.1","4.8"
"","high","12.8","48.0","0.5","2.6","17.0","0.0","0.0","9.5"
"","low","3.8","12.1","0.0","0.8","5.0","0.0","0.1","1.7"
"Rex Burkhead","NE","5.2","21.0","0.1","2.1","19.3","0.1","0.1","4.8"
"","high","9.1","36.3","0.2","2.8","25.1","0.1","0.0","5.6"
"","low","3.0","14.0","0.0","1.7","15.9","0.0","0.1","3.3"
"Peyton Barber","TB","9.1","32.6","0.1","1.3","7.0","0.0","0.1","4.6"
"","high","15.2","53.6","0.3","2.5","10.0","0.0","0.1","5.3"
"","low","5.0","19.0","0.0","0.7","3.7","0.0","0.1","2.7"
"Nyheim Hines","IND","3.3","12.7","0.0","3.5","27.3","0.0","0.1","4.2"
"","high","5.8","22.1","0.1","4.2","35.2","0.1","0.0","5.6"
"","low","2.0","9.0","0.0","2.5","20.1","0.0","0.1","3.0"
"Darrell Henderson","LAR","6.5","26.9","0.1","1.2","8.4","0.0","0.1","4.0"
"","high","10.2","43.8","0.2","2.6","15.0","0.0","0.0","4.3"
"","low","4.8","18.8","0.0","0.3","2.0","0.0","0.1","2.4"
"Gus Edwards","BAL","7.2","32.1","0.1","0.4","2.0","0.0","0.0","3.9"
"","high","11.5","57.4","0.2","1.2","5.0","0.0","0.0","4.4"
"","low","4.9","23.0","0.0","0.0","0.0","0.0","0.1","2.5"
"Jalen Richard","OAK","2.9","14.2","0.0","2.5","21.0","0.0","0.1","3.9"
"","high","5.0","28.3","0.1","3.5","29.5","0.1","0.0","4.7"
"","low","2.0","8.0","0.0","1.8","13.0","0.0","0.1","2.1"
"Alexander Mattison","MIN","7.2","32.7","0.1","0.5","2.8","0.0","0.1","3.9"
"","high","10.8","62.0","0.2","1.1","4.8","0.0","0.0","4.3"
"","low","5.4","22.0","0.0","0.0","2.0","0.0","0.1","2.4"
"Kenjon Barner","ATL","5.4","21.6","0.1","1.6","9.9","0.0","0.1","3.6"
"","high","9.0","32.8","0.2","2.8","13.8","0.1","0.0","3.9"
"","low","2.9","11.0","0.0","0.2","1.3","0.0","0.1","2.8"
"DeAndre Washington","OAK","5.3","21.3","0.1","1.5","10.5","0.0","0.1","3.6"
"","high","9.1","40.4","0.2","3.1","19.7","0.1","0.0","4.1"
"","low","3.6","13.0","0.0","1.0","6.0","0.0","0.1","1.9"
"Giovani Bernard","CIN","4.6","16.6","0.1","1.9","15.5","0.0","0.1","3.5"
"","high","7.4","27.8","0.2","2.8","23.2","0.0","0.1","4.8"
"","low","2.6","10.0","0.0","1.0","8.3","0.0","0.1","2.0"
"LeSean McCoy","KC","5.5","20.3","0.1","1.3","8.3","0.0","0.1","3.3"
"","high","10.6","30.5","0.1","2.3","10.6","0.1","0.0","4.5"
"","low","1.5","6.7","0.0","0.6","4.5","0.0","0.1","1.5"
"Paul Perkins","DET","6.0","20.7","0.1","0.9","6.9","0.0","0.0","3.1"
"","high","10.5","38.9","0.2","1.8","15.7","0.0","0.0","3.9"
"","low","2.7","10.0","0.0","0.3","2.0","0.0","0.1","1.5"
"Darrel Williams","KC","4.6","17.4","0.1","1.3","9.3","0.0","0.1","3.0"
"","high","12.2","44.1","0.2","2.8","13.7","0.1","0.0","3.2"
"","low","2.4","9.0","0.0","0.7","7.0","0.0","0.2","2.0"
"Tony Pollard","DAL","5.0","20.2","0.1","0.9","6.6","0.0","0.1","3.0"
"","high","11.4","40.3","0.1","2.7","12.5","0.0","0.0","3.4"
"","low","2.0","8.0","0.0","0.0","4.0","0.0","0.1","1.2"
"Ryquell Armstead","JAC","4.7","17.5","0.1","1.1","6.3","0.0","0.0","2.9"
"","high","8.0","25.6","0.1","2.0","11.8","0.1","0.0","3.6"
"","low","2.9","12.1","0.0","0.1","0.0","0.0","0.1","2.4"
"Patrick Laird","MIA","4.2","16.2","0.0","1.3","9.2","0.0","0.1","2.9"
"","high","7.6","28.9","0.1","2.1","12.6","0.1","0.0","3.9"
"","low","2.5","9.7","0.0","0.4","3.0","0.0","0.1","1.9"
"Matt Breida","SF","6.2","22.0","0.0","1.5","6.7","0.0","0.0","2.8"
"","high","6.2","22.0","0.0","1.5","6.7","0.0","0.0","0.0"
"","low","6.2","22.0","0.0","1.5","6.7","0.0","0.0","0.0"
"Malcolm Brown","LAR","5.3","20.8","0.1","0.3","3.2","0.0","0.0","2.8"
"","high","6.6","27.0","0.1","0.5","4.0","0.0","0.0","3.6"
"","low","4.0","14.0","0.0","0.0","2.6","0.0","0.0","1.8"
"Jeff Wilson","SF","5.1","18.5","0.1","0.8","4.2","0.0","0.1","2.7"
"","high","8.5","27.5","0.2","2.1","8.5","0.0","0.0","2.8"
"","low","3.4","13.5","0.0","0.2","1.0","0.0","0.1","2.3"
"Bilal Powell","NYJ","4.4","18.3","0.1","0.9","4.6","0.0","0.0","2.5"
"","high","5.8","22.6","0.1","2.9","10.5","0.0","0.0","3.4"
"","low","3.0","13.0","0.0","0.0","0.0","0.0","0.1","1.3"
"Dare Ogunbowale","TB","1.7","6.6","0.0","2.6","17.6","0.0","0.0","2.5"
"","high","5.5","20.9","0.0","3.3","22.0","0.1","0.0","2.7"
"","low","0.4","1.8","0.0","1.7","14.5","0.0","0.1","1.9"
"Jordan Wilkins","IND","3.6","20.8","0.0","0.5","2.9","0.0","0.1","2.5"
"","high","4.8","30.5","0.1","1.3","5.0","0.0","0.0","3.3"
"","low","2.6","10.9","0.0","0.0","0.0","0.0","0.1","1.3"
"Myles Gaskin","MIA","2.9","10.5","0.0","1.5","9.4","0.0","0.1","2.2"
"","high","7.1","24.4","0.1","2.3","13.1","0.1","0.0","3.7"
"","low","0.4","1.4","0.0","0.3","2.2","0.0","0.1","0.5"
"Justice Hill","BAL","3.7","14.5","0.1","0.8","4.7","0.0","0.1","2.2"
"","high","7.9","30.8","0.1","2.2","9.5","0.0","0.0","2.7"
"","low","2.0","7.0","0.0","0.0","0.0","0.0","0.1","0.7"
"Qadree Ollison","ATL","3.9","14.6","0.0","1.0","5.7","0.0","0.1","2.1"
"","high","6.6","22.5","0.1","2.2","9.5","0.0","0.0","2.4"
"","low","2.2","8.0","0.0","0.4","3.0","0.0","0.1","1.3"
"Kyle Juszczyk","SF","1.1","3.8","0.0","1.5","12.7","0.1","0.0","2.0"
"","high","3.7","11.4","0.0","2.3","23.3","0.1","0.0","3.1"
"","low","0.0","0.0","0.0","0.9","4.8","0.0","0.1","1.4"
"Brandon Bolden","NE","2.2","7.9","0.1","0.8","5.4","0.0","0.0","1.8"
"","high","5.0","16.2","0.2","1.8","6.8","0.1","0.0","3.1"
"","low","0.9","3.8","0.0","0.4","4.6","0.0","0.0","1.2"
"Boston Scott","PHI","3.0","10.6","0.1","0.7","3.5","0.0","0.0","1.8"
"","high","5.7","17.0","0.1","1.5","7.4","0.0","0.0","3.2"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.1"
"Reggie Bonnafon","CAR","2.9","11.6","0.1","0.5","3.2","0.0","0.1","1.7"
"","high","6.4","19.5","0.2","1.7","6.0","0.0","0.0","3.1"
"","low","1.0","6.0","0.0","0.0","1.0","0.0","0.1","0.8"
"Wendell Smallwood","WAS","2.8","9.8","0.0","1.0","6.0","0.0","0.0","1.6"
"","high","6.3","21.1","0.0","2.1","8.9","0.0","0.0","1.8"
"","low","1.4","5.4","0.0","0.2","1.9","0.0","0.1","0.8"
"CJ Ham","MIN","2.1","6.7","0.0","1.0","5.7","0.0","0.0","1.4"
"","high","6.7","20.7","0.0","1.8","8.0","0.1","0.0","1.4"
"","low","0.3","0.8","0.0","0.3","2.2","0.0","0.1","0.6"
"Darwin Thompson","KC","2.5","8.9","0.0","0.6","3.1","0.0","0.0","1.4"
"","high","6.2","22.4","0.1","1.8","6.9","0.0","0.0","1.3"
"","low","0.9","3.0","0.0","0.1","1.0","0.0","0.1","0.6"
"Trayveon Williams","CIN","2.2","8.2","0.0","0.7","4.4","0.0","0.0","1.4"
"","high","4.9","15.6","0.1","1.7","10.0","0.0","0.0","2.0"
"","low","0.4","2.0","0.0","0.1","0.0","0.0","0.0","0.2"
"Mike Davis","CAR","2.8","9.1","0.0","1.0","4.2","0.0","0.0","1.4"
"","high","4.6","14.5","0.0","1.6","6.1","0.0","0.0","0.9"
"","low","1.0","3.7","0.0","0.3","2.3","0.0","0.0","0.9"
"Trey Edmunds","PIT","3.1","10.6","0.0","0.6","2.9","0.0","0.0","1.3"
"","high","7.4","23.0","0.0","1.9","7.1","0.0","0.0","1.4"
"","low","0.8","3.2","0.0","0.1","0.5","0.0","0.1","0.6"
"Ty Montgomery","NYJ","1.8","6.8","0.0","0.9","5.8","0.0","0.0","1.3"
"","high","4.7","17.5","0.0","2.4","14.5","0.0","0.0","1.0"
"","low","0.3","1.1","0.0","0.2","1.5","0.0","0.1","0.3"
"Ryan Nall","CHI","2.8","8.5","0.0","1.1","3.6","0.0","0.0","1.1"
"","high","2.8","8.5","0.0","1.1","3.6","0.0","0.0","0.0"
"","low","2.8","8.5","0.0","1.1","3.6","0.0","0.0","0.0"
"Andy Janovich","DEN","1.3","4.2","0.0","1.0","6.9","0.0","0.0","1.1"
"","high","4.2","13.2","0.0","1.5","7.6","0.0","0.0","1.0"
"","low","0.2","0.4","0.0","0.7","5.6","0.0","0.0","0.8"
"Dontrell Hilliard","CLE","1.1","3.8","0.1","0.7","4.5","0.0","0.0","1.1"
"","high","2.2","6.8","0.2","1.4","7.0","0.0","0.0","2.3"
"","low","0.3","1.2","0.0","0.1","0.9","0.0","0.0","0.3"
"Zach Line","NO","1.4","4.6","0.0","0.8","4.5","0.0","0.0","1.1"
"","high","3.8","11.7","0.0","1.4","5.0","0.1","0.0","1.2"
"","low","0.5","2.0","0.0","0.5","4.0","0.0","0.0","0.8"
"Alex Armah","CAR","1.9","5.3","0.1","0.6","2.4","0.0","0.0","1.1"
"","high","5.3","15.6","0.2","1.4","4.8","0.0","0.0","1.5"
"","low","0.6","1.0","0.0","0.1","1.0","0.0","0.0","0.5"
"Devontae Booker","DEN","1.8","6.5","0.0","0.7","3.7","0.0","0.0","1.1"
"","high","4.0","12.3","0.0","1.4","6.6","0.0","0.0","1.2"
"","low","0.6","3.0","0.0","0.1","1.0","0.0","0.0","0.5"
"Ameer Abdullah","MIN","2.3","7.6","0.0","0.7","3.4","0.0","0.0","1.1"
"","high","6.1","20.1","0.0","2.0","8.5","0.0","0.0","0.9"
"","low","0.2","0.7","0.0","0.0","0.4","0.0","0.1","0.2"
"Patrick DiMarco","BUF","1.3","4.1","0.0","0.8","4.9","0.0","0.0","0.9"
"","high","3.7","11.8","0.0","1.3","8.1","0.0","0.0","0.9"
"","low","0.3","1.0","0.0","0.4","2.7","0.0","0.0","0.7"
"T.J. Yeldon","BUF","1.3","4.9","0.0","0.4","2.3","0.0","0.0","0.9"
"","high","1.9","9.2","0.1","0.7","4.5","0.0","0.0","2.0"
"","low","0.1","0.5","0.0","0.1","0.4","0.0","0.0","0.1"
"Justin Jackson","LAC","1.3","4.3","0.0","0.7","3.8","0.0","0.0","0.9"
"","high","1.8","5.4","0.0","1.2","5.6","0.0","0.0","0.7"
"","low","0.8","3.1","0.0","0.3","2.1","0.0","0.0","0.7"
"Kerrith Whyte","CHI","1.8","6.3","0.0","0.2","1.8","0.0","0.0","0.8"
"","high","1.8","6.3","0.0","0.2","1.8","0.0","0.0","0.8"
"","low","1.8","6.3","0.0","0.2","1.8","0.0","0.0","0.8"
"Derek Watt","LAC","1.5","5.0","0.0","0.5","3.0","0.0","0.0","0.8"
"","high","3.9","12.4","0.0","1.3","3.8","0.0","0.0","0.9"
"","low","0.4","1.2","0.0","0.2","1.9","0.0","0.0","0.4"
"Bo Scarbrough","DET","1.8","5.1","0.0","0.7","2.1","0.0","0.0","0.7"
"","high","1.8","5.1","0.0","0.7","2.1","0.0","0.0","0.0"
"","low","1.8","5.1","0.0","0.7","2.1","0.0","0.0","0.0"
"De'Lance Turner","MIA","1.4","4.5","0.0","0.4","2.1","0.0","0.0","0.7"
"","high","2.2","6.4","0.0","0.8","3.2","0.0","0.0","0.6"
"","low","0.5","1.9","0.0","0.1","1.0","0.0","0.0","0.6"
"Dwayne Washington","NO","1.4","5.5","0.0","0.3","1.4","0.0","0.0","0.7"
"","high","2.8","10.3","0.0","1.1","3.6","0.0","0.0","1.1"
"","low","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"Nick Bawden","DET","0.8","2.5","0.0","0.8","3.8","0.0","0.0","0.7"
"","high","2.1","6.2","0.0","0.9","5.0","0.0","0.0","0.8"
"","low","0.3","1.0","0.0","0.6","2.6","0.0","0.0","0.5"
"Keith Smith","ATL","0.8","2.8","0.0","0.5","3.0","0.0","0.0","0.6"
"","high","1.1","3.4","0.0","0.6","4.0","0.0","0.0","1.0"
"","low","0.5","2.0","0.0","0.4","0.9","0.0","0.0","0.7"
"Chandler Cox","MIA","0.8","3.0","0.0","0.4","3.0","0.0","0.0","0.6"
"","high","0.8","3.0","0.0","0.4","3.0","0.0","0.0","0.7"
"","low","0.8","3.0","0.0","0.4","3.0","0.0","0.0","0.7"
"Samaje Perine","CIN","1.5","4.4","0.0","0.6","1.9","0.0","0.0","0.6"
"","high","1.5","4.4","0.0","0.6","1.9","0.0","0.0","0.0"
"","low","1.5","4.4","0.0","0.6","1.9","0.0","0.0","0.0"
"Zach Zenner","ARI","0.9","3.1","0.0","0.2","1.1","0.0","0.0","0.6"
"","high","1.6","5.5","0.1","0.6","1.9","0.0","0.0","1.3"
"","low","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"Taquan Mizzell","NO","1.0","2.9","0.0","0.7","3.0","0.0","0.0","0.5"
"","high","1.0","2.9","0.0","0.7","3.0","0.0","0.0","0.0"
"","low","1.0","2.9","0.0","0.7","3.0","0.0","0.0","0.0"
"Patrick Ricard","BAL","0.1","0.5","0.0","0.4","2.4","0.0","0.0","0.5"
"","high","0.2","1.0","0.0","0.5","3.0","0.1","0.0","0.8"
"","low","0.0","0.0","0.0","0.3","2.0","0.0","0.0","0.4"
"T.J. Logan","TB","0.6","2.1","0.0","0.3","2.5","0.0","0.0","0.5"
"","high","1.3","4.5","0.0","0.6","4.2","0.0","0.0","0.8"
"","low","0.1","0.0","0.0","0.1","1.0","0.0","0.0","0.1"
"Alec Ingold","OAK","1.1","3.4","0.0","0.3","1.4","0.0","0.0","0.5"
"","high","2.7","7.3","0.0","0.8","2.3","0.0","0.0","0.6"
"","low","0.4","1.5","0.0","0.0","0.3","0.0","0.0","0.2"
"Anthony Sherman","KC","1.0","2.8","0.0","0.4","2.4","0.0","0.0","0.5"
"","high","3.1","8.5","0.0","0.9","5.0","0.0","0.0","0.7"
"","low","0.1","0.0","0.0","0.1","0.8","0.0","0.0","0.1"
"D'Ernest Johnson","CLE","0.6","2.7","0.0","0.2","1.9","0.0","0.0","0.5"
"","high","1.7","8.0","0.0","0.4","4.4","0.0","0.0","1.2"
"","low","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.1"
"Josh Adams","NYJ","1.3","3.5","0.0","0.4","1.2","0.0","0.0","0.4"
"","high","2.4","6.5","0.0","0.7","2.0","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.1","0.4","0.0","0.0","0.1"
"Damien Harris","NE","0.9","2.9","0.0","0.2","0.7","0.0","0.0","0.4"
"","high","1.4","4.1","0.0","0.6","1.2","0.0","0.0","0.5"
"","low","0.2","0.8","0.0","0.0","0.2","0.0","0.0","0.2"
"Jamize Olawale","DAL","0.6","2.0","0.0","0.3","1.7","0.0","0.0","0.4"
"","high","1.9","5.7","0.0","0.8","3.0","0.0","0.0","0.5"
"","low","0.1","0.2","0.0","0.0","0.3","0.0","0.0","0.1"
"Michael Burton","WAS","0.6","2.2","0.0","0.2","1.2","0.0","0.0","0.3"
"","high","1.0","4.0","0.0","0.4","2.0","0.0","0.0","0.8"
"","low","0.1","0.4","0.0","0.0","0.3","0.0","0.0","0.1"
"Tony Brooks-James","PIT","0.8","2.4","0.0","0.4","1.1","0.0","0.0","0.3"
"","high","2.3","6.8","0.0","0.9","2.1","0.0","0.0","0.2"
"","low","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.1"
"Jonathan Williams","IND","0.5","1.9","0.0","0.1","0.8","0.0","0.0","0.3"
"","high","1.0","3.5","0.0","0.3","2.0","0.0","0.0","0.4"
"","low","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.3"
"Jordan Scarlett","CAR","0.8","2.5","0.0","0.3","0.6","0.0","0.0","0.3"
"","high","1.8","5.3","0.0","0.7","1.6","0.0","0.0","0.2"
"","low","0.3","1.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Troymaine Pope","LAC","0.7","2.0","0.0","0.2","1.2","0.0","0.0","0.3"
"","high","1.4","3.7","0.0","0.4","2.0","0.0","0.0","0.4"
"","low","0.1","0.2","0.0","0.1","0.4","0.0","0.0","0.1"
"John Kelly","LAR","0.7","2.1","0.0","0.3","0.8","0.0","0.0","0.3"
"","high","1.3","3.7","0.0","0.5","1.1","0.0","0.0","0.1"
"","low","0.2","0.6","0.0","0.1","0.4","0.0","0.0","0.1"
"Mike Boone","MIN","0.6","1.9","0.0","0.2","0.7","0.0","0.0","0.3"
"","high","1.2","3.4","0.0","0.5","1.1","0.0","0.0","0.3"
"","low","0.1","0.3","0.0","0.0","0.2","0.0","0.0","0.1"
"Buddy Howell","HOU","0.4","1.8","0.0","0.1","0.7","0.0","0.0","0.2"
"","high","0.7","2.9","0.0","0.1","1.0","0.0","0.0","0.4"
"","low","0.1","0.4","0.0","0.1","0.4","0.0","0.0","0.1"
"Roosevelt Nix","PIT","0.1","0.5","0.0","0.2","1.2","0.0","0.0","0.2"
"","high","0.1","0.5","0.0","0.2","1.2","0.0","0.0","0.2"
