"Player","Team","REC","YDS","TDS","FL","FPTS"
" ","",""
"Dallas Goedert","PHI","5.0","51.7","0.6","0.1","8.3"
"","high","6.0","63.0","1.0","0.0","12.3"
"","low","4.1","42.8","0.4","0.2","7.2"
"Jared Cook","NO","4.1","52.2","0.5","0.0","8.0"
"","high","5.0","63.2","1.0","0.0","11.8"
"","low","3.2","32.0","0.1","0.1","5.5"
"Jacob Hollister","SEA","3.8","38.5","0.2","0.0","5.0"
"","high","5.5","48.4","0.3","0.0","5.9"
"","low","3.0","33.0","0.0","0.0","3.8"
"Jonnu Smith","TEN","3.6","39.3","0.1","0.0","4.6"
"","high","4.5","51.4","0.2","0.0","5.0"
"","low","2.8","30.9","0.0","0.0","4.1"
"Kyle Rudolph","MIN","3.2","30.4","0.2","0.0","4.0"
"","high","3.9","38.4","0.3","0.0","4.7"
"","low","2.9","27.0","0.0","0.0","2.7"
"Zach Ertz","PHI","2.9","29.9","0.1","0.0","3.8"
"","high","3.1","33.2","0.2","0.0","4.4"
"","low","2.4","25.3","0.0","0.0","3.7"
"Darren Fells","HOU","2.6","27.5","0.2","0.0","3.8"
"","high","3.0","34.4","0.3","0.0","4.2"
"","low","2.1","19.1","0.0","0.0","3.4"
"Dawson Knox","BUF","2.5","32.3","0.1","0.0","3.7"
"","high","3.0","36.1","0.2","0.0","4.2"
"","low","2.0","28.8","0.0","0.0","3.5"
"Irv Smith Jr.","MIN","3.0","27.0","0.1","0.0","3.3"
"","high","4.8","41.2","0.2","0.0","3.7"
"","low","2.0","17.0","0.0","0.0","1.7"
"Joshua Perkins","PHI","2.3","24.8","0.1","0.0","3.1"
"","high","3.0","34.0","0.2","0.0","3.4"
"","low","2.1","21.7","0.0","0.0","3.2"
"Jordan Akins","HOU","2.1","24.6","0.1","0.0","2.9"
"","high","2.9","33.8","0.2","0.0","3.7"
"","low","1.0","17.0","0.0","0.0","1.7"
"Benjamin Watson","NE","2.0","21.6","0.1","0.0","2.6"
"","high","2.7","27.6","0.2","0.0","3.3"
"","low","1.7","17.5","0.0","0.0","1.9"
"Anthony Firkser","TEN","1.4","16.5","0.1","0.0","2.0"
"","high","2.0","21.7","0.1","0.0","2.9"
"","low","0.5","7.3","0.0","0.0","0.7"
"Matt LaCosse","NE","1.5","14.6","0.1","0.0","1.8"
"","high","2.4","24.1","0.1","0.0","2.4"
"","low","0.2","2.2","0.0","0.0","0.4"
"Tyrone Swoopes","SEA","1.0","10.3","0.1","0.0","1.6"
"","high","1.0","10.3","0.1","0.0","1.6"
"","low","1.0","10.3","0.1","0.0","1.6"
"Josh Hill","NO","1.2","11.5","0.1","0.0","1.5"
"","high","1.9","18.8","0.1","0.0","2.2"
"","low","0.0","4.0","0.0","0.0","0.4"
"MyCole Pruitt","TEN","1.0","11.1","0.1","0.0","1.5"
"","high","1.4","14.1","0.1","0.0","1.9"
"","low","0.6","7.0","0.0","0.0","0.8"
"Tyler Kroft","BUF","0.9","9.8","0.0","0.0","1.2"
"","high","1.4","15.9","0.1","0.0","1.7"
"","low","0.4","4.0","0.0","0.0","0.6"
"Tyler Conklin","MIN","0.7","6.7","0.0","0.0","0.9"
"","high","1.5","13.6","0.1","0.0","2.0"
"","low","0.0","0.5","0.0","0.0","0.1"
"Luke Willson","SEA","0.6","5.6","0.0","0.0","0.8"
"","high","1.0","10.0","0.1","0.0","1.6"
"","low","0.1","0.9","0.0","0.0","0.1"
"Ryan Izzo","NE","0.4","4.8","0.1","0.0","0.8"
"","high","0.7","9.3","0.1","0.0","1.5"
"","low","0.0","0.3","0.0","0.0","0.0"
"Richard Rodgers","PHI","0.5","5.1","0.0","0.0","0.7"
"","high","0.7","9.0","0.1","0.0","1.5"
"","low","0.1","0.4","0.0","0.0","0.1"
"Tommy Sweeney","BUF","0.3","4.4","0.0","0.0","0.4"
"","high","0.6","8.3","0.0","0.0","0.8"
"","low","0.0","0.5","0.0","0.0","0.1"
"Lee Smith","BUF","0.2","2.3","0.0","0.0","0.4"
"","high","0.3","4.0","0.1","0.0","0.9"
"","low","0.0","0.3","0.0","0.0","0.0"
"Jordan Thomas","HOU","0.1","0.7","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.1"
""
""
