"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Jarvis Landry","CLE","4.1","57.3","0.3","0.2","1.4","0.0","0.0","7.9"
"Calvin Ridley","ATL","4.5","57.1","0.3","0.2","1.1","0.0","0.1","7.6"
"Devante Parker","MIA","3.7","54.9","0.3","0.0","0.0","0.0","0.0","7.6"
"A.J. Brown","TEN","3.6","47.0","0.4","0.3","2.0","0.0","0.0","7.3"
"Larry Fitzgerald","ARI","5.2","59.5","0.2","0.1","0.3","0.0","0.0","7.0"
"Corey Davis","TEN","3.9","52.7","0.3","0.2","1.1","0.0","0.0","6.9"
"Curtis Samuel","CAR","3.9","47.1","0.2","0.8","6.4","0.1","0.0","6.8"
"Tyrell Williams","OAK","4.0","54.9","0.2","0.0","0.1","0.0","0.0","6.7"
"Dede Westbrook","JAC","4.4","51.5","0.2","0.6","4.6","0.0","0.1","6.6"
"Diontae Johnson","PIT","3.6","44.5","0.3","0.6","3.9","0.0","0.1","6.3"
"Auden Tate","CIN","4.3","53.0","0.2","0.1","1.2","0.0","0.1","6.2"
"Preston Williams","MIA","3.8","51.6","0.1","0.3","1.6","0.0","0.0","6.1"
"Jamison Crowder","NYJ","4.7","51.7","0.1","0.2","1.2","0.0","0.0","6.0"
"Cole Beasley","BUF","4.4","47.8","0.2","0.1","0.5","0.0","0.0","5.8"
"Mike Williams","LAC","3.4","48.3","0.1","0.1","0.6","0.0","0.0","5.7"
"Olabisi Johnson","MIN","3.4","42.1","0.3","0.1","0.3","0.0","0.0","5.7"
"Alex Erickson","CIN","4.0","46.6","0.1","0.5","2.2","0.0","0.1","5.5"
"Geronimo Allison","GB","3.3","43.4","0.2","0.2","1.4","0.0","0.1","5.4"
"Sammy Watkins","KC","2.9","42.8","0.2","0.1","0.4","0.0","0.1","5.3"
"Phillip Dorsett","NE","3.1","37.6","0.2","0.2","1.4","0.0","0.0","5.3"
"Keke Coutee","HOU","3.1","37.1","0.2","0.5","2.7","0.1","0.0","5.3"
"Darius Slayton","NYG","3.0","41.6","0.2","0.3","2.0","0.0","0.0","5.2"
"Ted Ginn","NO","3.1","40.1","0.1","0.4","2.6","0.0","0.0","5.2"
"Emmanuel Sanders","SF","3.3","39.7","0.2","0.2","1.8","0.0","0.0","5.1"
"Danny Amendola","DET","3.4","40.9","0.2","0.0","0.1","0.0","0.0","5.0"
"Mohamed Sanu","NE","3.3","34.4","0.2","0.4","2.1","0.0","0.0","4.8"
"Nelson Agholor","PHI","3.0","37.2","0.1","0.2","1.2","0.0","0.0","4.5"
"Marquise Goodwin","SF","2.3","33.0","0.1","0.3","2.3","0.0","0.0","4.3"
"Chris Conley","JAC","2.5","36.1","0.1","0.0","0.3","0.0","0.0","4.2"
"Jaron Brown","SEA","2.2","29.2","0.2","0.1","0.3","0.0","0.0","4.2"
"Christian Kirk","ARI","2.8","35.5","0.1","0.3","2.2","0.0","0.1","4.2"
"DaeSean Hamilton","DEN","3.4","34.0","0.1","0.1","1.0","0.0","0.0","4.1"
"Adam Humphries","TEN","3.0","33.0","0.1","0.2","1.0","0.0","0.0","4.1"
"Anthony Miller","CHI","2.6","31.7","0.1","0.5","2.4","0.0","0.1","4.1"
"Davante Adams","GB","2.3","29.5","0.2","0.0","0.0","0.0","0.0","4.0"
"Dante Pettis","SF","2.5","31.2","0.1","0.1","0.7","0.0","0.0","3.9"
"Tre'Quan Smith","NO","1.6","21.8","0.3","0.0","0.3","0.0","0.0","3.9"
"Zach Pascal","IND","2.3","29.2","0.1","0.1","1.1","0.0","0.0","3.9"
"Demaryius Thomas","NYJ","2.9","33.5","0.1","0.0","0.0","0.0","0.0","3.9"
"Paul Richardson","WAS","2.9","30.8","0.1","0.2","1.0","0.0","0.0","3.9"
"Allen Lazard","GB","2.2","27.7","0.1","0.1","0.8","0.0","0.0","3.6"
"Demarcus Robinson","KC","2.1","29.2","0.1","0.0","0.0","0.0","0.0","3.6"
"Albert Wilson","MIA","2.3","27.9","0.1","0.3","1.6","0.0","0.0","3.6"
"Mecole Hardman","KC","1.9","27.7","0.1","0.2","0.9","0.0","0.0","3.6"
"Damiere Byrd","ARI","2.5","29.7","0.1","0.1","0.6","0.0","0.0","3.5"
"Taylor Gabriel","CHI","2.1","24.1","0.1","0.4","2.6","0.0","0.0","3.5"
"Trey Quinn","WAS","3.2","28.8","0.1","0.2","1.3","0.0","0.0","3.5"
"Hunter Renfrow","OAK","2.4","26.0","0.1","0.1","0.6","0.0","0.0","3.3"
"Jakobi Meyers","NE","2.3","27.3","0.1","0.2","1.2","0.0","0.0","3.3"
"David Moore","SEA","1.7","24.0","0.1","0.0","0.1","0.0","0.0","3.3"
"Russell Gage","ATL","2.1","24.7","0.1","0.2","1.2","0.0","0.0","3.1"
"James Washington","PIT","1.8","26.8","0.1","0.0","0.0","0.0","0.0","3.1"
"Kendrick Bourne","SF","1.8","22.1","0.1","0.0","0.0","0.0","0.0","2.9"
"Tajae Sharpe","TEN","1.6","21.0","0.1","0.1","0.8","0.0","0.0","2.8"
"Antonio Callaway","CLE","1.7","24.4","0.1","0.0","0.1","0.0","0.0","2.8"
"Cody Latimer","NYG","1.7","23.2","0.1","0.2","1.3","0.0","0.0","2.8"
"Breshad Perriman","TB","1.4","19.4","0.1","0.2","1.5","0.0","0.0","2.7"
"Deebo Samuel","SF","1.7","20.4","0.1","0.2","1.2","0.0","0.1","2.7"
"Cordarrelle Patterson","CHI","1.1","10.3","0.0","1.8","11.0","0.1","0.0","2.6"
"Pharoh Cooper","ARI","2.1","21.8","0.1","0.1","0.7","0.0","0.0","2.6"
"Keelan Doss","OAK","1.7","20.1","0.1","0.1","0.5","0.0","0.0","2.6"
"KeeSean Johnson","ARI","1.9","22.1","0.0","0.2","1.0","0.0","0.0","2.6"
"Jake Kumerow","GB","1.7","21.6","0.0","0.2","1.3","0.0","0.0","2.6"
"Isaiah McKenzie","BUF","1.4","17.1","0.1","0.6","3.1","0.1","0.1","2.6"
"Justin Hardy","ATL","2.1","20.4","0.1","0.0","0.3","0.0","0.0","2.5"
"Trent Sherfield","ARI","1.7","22.2","0.0","0.0","0.3","0.0","0.0","2.5"
"Jarius Wright","CAR","1.9","19.8","0.1","0.1","0.9","0.0","0.0","2.5"
"Marvin Hall","DET","0.9","20.3","0.1","0.0","0.0","0.0","0.0","2.4"
"Jakeem Grant","MIA","1.3","17.9","0.1","0.3","1.8","0.0","0.0","2.4"
"Zay Jones","OAK","1.6","18.0","0.1","0.0","0.0","0.0","0.0","2.4"
"Allen Hurns","MIA","1.3","18.9","0.1","0.0","0.0","0.0","0.0","2.3"
"Bennie Fowler","NYG","1.6","18.8","0.1","0.0","0.6","0.0","0.0","2.3"
"Mack Hollins","PHI","1.4","18.7","0.1","0.1","0.7","0.0","0.0","2.3"
"Chester Rogers","IND","1.8","18.9","0.1","0.1","0.4","0.0","0.0","2.2"
"Scott Miller","TB","1.2","15.7","0.1","0.1","0.6","0.0","0.0","2.0"
"Trevor Davis","OAK","1.4","15.1","0.1","0.2","1.4","0.0","0.0","2.0"
"Donte Moncrief","PIT","1.2","15.6","0.1","0.0","0.0","0.0","0.0","2.0"
"Steven Sims","WAS","1.4","15.2","0.0","0.4","2.6","0.0","0.0","2.0"
"Laquon Treadwell","MIN","1.5","14.9","0.1","0.0","0.0","0.0","0.0","1.9"
"Deon Cain","IND","1.2","14.0","0.1","0.1","0.9","0.0","0.0","1.8"
"Javon Wims","CHI","1.1","12.5","0.1","0.2","1.3","0.0","0.0","1.8"
"Ryan Switzer","PIT","1.4","12.6","0.1","0.2","0.9","0.0","0.0","1.8"
"Marcell Ateman","OAK","1.1","13.3","0.1","0.1","0.4","0.0","0.0","1.7"
"Johnny Holton","PIT","0.9","12.2","0.1","0.1","0.6","0.0","0.0","1.6"
"Diontae Spencer","DEN","1.1","12.7","0.0","0.2","1.5","0.0","0.0","1.6"
"Keelan Cole","JAC","0.9","13.3","0.0","0.0","0.0","0.0","0.0","1.5"
"Richie James","SF","1.0","12.0","0.0","0.1","0.5","0.0","0.0","1.4"
"Rashard Higgins","CLE","0.8","12.1","0.0","0.0","0.0","0.0","0.0","1.3"
"DeAndre Carter","HOU","0.7","8.5","0.0","0.2","1.6","0.0","0.0","1.3"
"Juwann Winfree","DEN","0.9","9.2","0.1","0.0","0.0","0.0","0.0","1.2"
"Austin Carr","NO","0.7","8.3","0.1","0.0","0.2","0.0","0.0","1.2"
"Geremy Davis","LAC","0.8","9.1","0.0","0.2","1.3","0.0","0.0","1.1"
"Malik Turner","SEA","0.7","7.7","0.0","0.0","0.3","0.0","0.0","1.1"
"Will Fuller","HOU","0.7","10.1","0.0","0.0","0.0","0.0","0.0","1.0"
"Byron Pringle","KC","0.7","9.2","0.0","0.0","0.1","0.0","0.0","1.0"
"Andre Roberts","BUF","0.6","6.7","0.0","0.3","1.8","0.0","0.0","1.0"
"Damion Ratley","CLE","0.6","8.3","0.0","0.0","0.1","0.0","0.0","1.0"
"Josh Reynolds","LAR","0.7","9.0","0.0","0.0","0.2","0.0","0.0","1.0"
"Andre Patton","LAC","0.5","6.0","0.0","0.1","0.4","0.0","0.0","0.9"
"A.J. Green","CIN","0.6","8.3","0.0","0.0","0.0","0.0","0.0","0.8"
"Stanley Morgan Jr.","CIN","0.6","7.2","0.0","0.0","0.0","0.0","0.0","0.8"
"Vyncint Smith","NYJ","0.5","6.0","0.0","0.1","0.9","0.0","0.0","0.8"
"Fred Brown","DEN","0.7","7.5","0.0","0.0","0.1","0.0","0.0","0.8"
"Olamide Zaccheaus","ATL","0.5","5.7","0.0","0.0","0.0","0.0","0.0","0.7"
"Marqise Lee","JAC","0.5","5.5","0.0","0.0","0.1","0.0","0.0","0.7"
"Kelvin Harmon","WAS","0.5","5.1","0.0","0.1","0.6","0.0","0.0","0.6"
"Gunner Olszewski","NE","0.5","5.3","0.0","0.0","0.1","0.0","0.0","0.6"
"Andy Isabella","ARI","0.4","4.6","0.0","0.1","0.7","0.0","0.0","0.5"
"J.J. Arcega-Whiteside","PHI","0.4","5.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Lil'Jordan Humphrey","NO","0.4","5.0","0.0","0.0","0.1","0.0","0.0","0.5"
"Parris Campbell","IND","0.3","3.8","0.0","0.0","0.2","0.0","0.0","0.5"
"Cody Core","NYG","0.2","3.3","0.0","0.1","0.7","0.0","0.0","0.4"
"Darius Jennings","TEN","0.4","3.8","0.0","0.0","0.1","0.0","0.0","0.4"
"Darrius Shepherd","GB","0.3","3.4","0.0","0.0","0.0","0.0","0.0","0.4"
"Damion Willis","CIN","0.3","3.5","0.0","0.0","0.3","0.0","0.0","0.4"
"Braxton Berrios","NYJ","0.3","3.5","0.0","0.0","0.0","0.0","0.0","0.4"
"Isaiah Ford","MIA","0.3","3.4","0.0","0.0","0.0","0.0","0.0","0.3"
"Jason Moore","LAC","0.3","2.7","0.0","0.0","0.0","0.0","0.0","0.3"
"Justin Watson","TB","0.2","2.6","0.0","0.0","0.1","0.0","0.0","0.3"
"Amara Darboh","TB","0.2","2.2","0.0","0.0","0.0","0.0","0.0","0.3"
"Josh Bellamy","NYJ","0.2","2.6","0.0","0.0","0.0","0.0","0.0","0.3"
"Jordan Matthews","SF","0.2","2.1","0.0","0.0","0.0","0.0","0.0","0.2"
"Robert Foster","BUF","0.1","1.4","0.0","0.0","0.0","0.0","0.0","0.2"
"Davion Davis","MIN","0.2","2.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Ryan Grant","GB","0.1","1.5","0.0","0.0","0.0","0.0","0.0","0.2"
"Brandon Zylstra","CAR","0.1","1.4","0.0","0.0","0.0","0.0","0.0","0.2"
"Christian Blake","ATL","0.1","1.4","0.0","0.0","0.0","0.0","0.0","0.1"
"Deonte Harris","NO","0.1","1.4","0.0","0.0","0.1","0.0","0.0","0.1"
"Dwayne Harris","OAK","0.1","1.2","0.0","0.0","0.1","0.0","0.0","0.1"
"Ashton Dulin","IND","0.1","1.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Taywan Taylor","CLE","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"JoJo Natson","LAR","0.0","0.3","0.0","0.1","0.3","0.0","0.0","0.1"
"Riley Ridley","CHI","0.1","0.9","0.0","0.0","0.0","0.0","0.0","0.1"
"Khadarel Hodge","CLE","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
"Mike Thomas","LAR","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Slater","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Ervin","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
