opponent,over_under_line,schedule_season,schedule_week,team,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite
TEN,43.5,1997,4,BAL,,71.0,13.0,-4.5,0
TEN,40,1998,14,BAL,,65.0,11.0,-6.0,0
TEN,38.5,1999,5,BAL,,71.0,8.0,-7.0,0
TEN,33,2000,11,BAL,,46.0,4.0,-4.0,0
TEN,35,2001,9,BAL,,50.0,8.0,1.5,1
TEN,36,2005,2,BAL,,68.0,3.0,3.5,1
TEN,38,2006,10,BAL,,45.0,9.0,7.5,1
TEN,39,2011,2,BAL,,79.0,1.0,6.0,1
TEN,41,2017,9,BAL,,75.0,10.0,-3.0,0
TEN,43.5,2018,6,BAL,,66.0,4.0,2.5,1
WAS,44.5,1997,9,BAL,,50.0,11.0,-6.5,0
WAS,34.5,2000,7,BAL,,64.0,7.0,-3.5,0
WAS,34,2004,5,BAL,,65.0,11.0,0.0,0
WAS,48,2012,14,BAL,,51.0,8.0,-1.5,0
IND,,1970,6,NE,,61.0,6.0,,0
BUF,,1970,11,NE,,40.0,11.0,,0
CIN,,1970,14,NE,,36.0,10.0,,0
KC,,1970,4,NE,,57.0,9.0,,0
MIA,,1970,12,NE,,69.0,8.0,,0
NYJ,,1970,10,NE,,50.0,15.0,,0
ARI,,1970,8,NE,,49.0,10.0,,0
ARI,37.5,1999,16,BUF,,57.0,4.0,3.0,1
ARI,44.5,2008,5,BUF,DOME,72.0,0.0,-2.5,0
ARI,44,2012,6,BUF,DOME,72.0,0.0,-5.0,0
ATL,,1973,12,BUF,,52.0,10.0,,0
ATL,43.5,1983,16,BUF,,43.0,12.0,-1.0,0
ATL,40,1989,9,BUF,,56.0,7.0,3.0,1
ATL,41,2001,15,BUF,DOME,72.0,0.0,-4.0,0
ATL,40,2009,16,BUF,DOME,72.0,0.0,-8.0,0
ATL,48.5,2017,4,BUF,DOME,72.0,0.0,-8.0,0
IND,,1970,9,BUF,,54.0,10.0,,0
IND,,1971,12,BUF,,33.0,9.0,,0
IND,,1972,12,BUF,,47.0,11.0,,0
IND,,1973,11,BUF,,61.0,14.0,,0
IND,,1974,5,BUF,,65.0,8.0,,0
IND,,1975,4,BUF,,59.0,13.0,,0
IND,,1976,14,BUF,,41.0,4.0,,0
IND,,1977,3,BUF,,72.0,14.0,,0
IND,,1978,16,BUF,,45.0,22.0,,0
IND,42,1979,5,BUF,,71.0,7.0,-2.0,0
IND,40,1980,13,BUF,,43.0,14.0,3.0,1
IND,43,1981,2,BUF,,78.0,7.0,2.0,1
IND,39.5,1983,7,BUF,,54.0,7.0,1.0,1
BAL,36.5,1999,8,BUF,,59.0,4.0,3.5,1
BAL,31,2004,7,BUF,,46.0,3.0,-4.5,0
BAL,37.5,2006,17,BUF,,41.0,6.0,-9.0,0
BAL,40,2010,7,BUF,,72.0,5.0,-12.5,0
BAL,44.5,2016,1,BUF,,82.0,7.0,-3.0,0
BAL,39,2018,1,BUF,Rain,61.0,12.0,-7.5,0
NE,,1966,14,BUF,,21.0,15.0,,0
NE,,1967,15,BUF,,41.0,16.0,,0
NE,,1968,7,BUF,,,,,0
NE,,1969,11,BUF,,,,,0
NE,,1970,7,BUF,,48.0,8.0,,0
CAR,38,1998,8,BUF,,55.0,2.0,-1.5,0
CAR,37,2009,7,BUF,,59.0,8.0,-7.0,0
CAR,42.5,2017,2,BUF,,81.0,4.0,-7.0,0
CHI,,1970,10,BUF,,43.0,22.0,,0
CHI,37,1988,5,BUF,,59.0,11.0,-4.0,0
CHI,38.5,1994,5,BUF,,56.0,16.0,2.0,1
CHI,37,1997,15,BUF,,31.0,11.0,1.5,1
CHI,34.5,2006,5,BUF,,57.0,9.0,-9.5,0
CHI,47,2014,1,BUF,,77.0,7.0,-7.0,0
CIN,,1968,3,BUF,,,,,0
CIN,,1975,9,BUF,,49.0,6.0,,0
CIN,36,1980,11,BUF,,34.0,11.0,2.0,1
CIN,39,1981,4,BUF,,73.0,13.0,4.0,1
CIN,36.5,1983,2,BUF,,77.0,13.0,-7.0,0
CIN,38.5,1984,16,BUF,,59.0,15.0,-13.5,0
CIN,44,1986,2,BUF,,65.0,4.0,-6.5,0
CIN,41,1988,13,BUF,,54.0,19.0,-3.5,0
CIN,43,1998,14,BUF,,66.0,14.0,4.5,1
CIN,41,2004,15,BUF,,29.0,21.0,3.0,1
CIN,44,2005,16,BUF,,44.0,12.0,-13.0,0
CIN,41,2010,11,BUF,,65.0,1.0,-4.0,0
CIN,43,2011,4,BUF,,59.0,1.0,3.0,1
CIN,48,2016,11,BUF,,37.0,7.0,-2.5,0
CIN,39,2017,5,BUF,Rain,66.0,5.0,-3.0,0
CLE,,1972,11,BUF,,35.0,14.0,,0
CLE,,1974,11,BUF,,52.0,18.0,,0
CLE,,1978,9,BUF,,42.0,9.0,,0
CLE,35,1985,11,BUF,,45.0,16.0,-8.0,0
CLE,45,1987,6,BUF,,48.0,7.0,-7.5,0
CLE,39,1990,9,BUF,,58.0,12.0,3.0,1
CLE,36.5,1995,5,BUF,,67.0,10.0,-7.0,0
CLE,37,2007,15,BUF,,31.0,19.0,-5.0,0
CLE,45,2012,3,BUF,,53.0,9.0,3.0,1
CLE,41,2013,5,BUF,Rain,75.0,8.0,-4.0,0
CLE,,2019,10,BUF,,,,,0
DAL,,1976,10,BUF,,35.0,2.0,,0
DAL,42,1981,10,BUF,,50.0,20.0,-3.5,0
DAL,44.5,1993,2,BUF,,85.0,16.0,-5.0,0
DAL,37,2003,10,BUF,,50.0,7.0,-4.0,0
DAL,49,2011,10,BUF,DOME,72.0,0.0,-4.5,0
DAL,,2019,13,BUF,DOME,72.0,0.0,,0
DEN,,1967,6,BUF,,,,,0
DEN,,1968,12,BUF,,,,,0
DEN,,1977,2,BUF,,66.0,11.0,,0
DEN,44,1995,1,BUF,,76.0,11.0,-6.0,0
DEN,47,2002,3,BUF,,52.0,13.0,-7.5,0
DEN,46.5,2008,16,BUF,,11.0,16.0,-6.5,0
DEN,47,2014,14,BUF,,55.0,3.0,-9.0,0
DET,,1976,12,BUF,DOME,72.0,0.0,,0
DET,38,1979,9,BUF,DOME,72.0,0.0,3.0,1
DET,39,1994,13,BUF,DOME,72.0,0.0,1.5,1
DET,40.5,2006,6,BUF,DOME,72.0,0.0,1.0,1
DET,43.5,2014,5,BUF,DOME,72.0,0.0,-4.5,0
GB,,1974,4,BUF,,48.0,15.0,,0
GB,38,1982,5,BUF,,42.0,12.0,-2.5,0
GB,37,1991,11,BUF,,32.0,8.0,7.0,1
GB,37.5,1997,17,BUF,,32.0,7.0,-7.0,0
GB,43.5,2002,16,BUF,,28.0,21.0,-6.5,0
GB,43,2010,2,BUF,,58.0,4.0,-13.0,0
GB,43.5,2018,4,BUF,,49.0,9.0,-8.5,0
TEN,,1966,12,BUF,,,,,0
TEN,,1967,9,BUF,,,,,0
TEN,,1968,14,BUF,DOME,72.0,0.0,,0
TEN,,1969,4,BUF,DOME,72.0,0.0,,0
TEN,,1978,7,BUF,DOME,72.0,0.0,,0
TEN,40,1986,16,BUF,DOME,72.0,0.0,-3.0,0
TEN,44,1989,3,BUF,DOME,72.0,0.0,-4.0,0
TEN,47,1990,12,BUF,DOME,72.0,0.0,-3.0,0
TEN,41,1992,17,BUF,DOME,72.0,0.0,2.5,1
TEN,44,1994,3,BUF,DOME,72.0,0.0,-2.5,0
HOU,44,2002,6,BUF,DOME,72.0,0.0,7.0,1
HOU,36.5,2006,11,BUF,DOME,72.0,0.0,-2.5,0
HOU,48,2012,9,BUF,DOME (Open Roof),79.0,6.0,-11.5,0
HOU,44,2014,4,BUF,DOME (Open Roof),86.0,4.0,-3.0,0
HOU,40.5,2018,6,BUF,DOME,72.0,0.0,-10.5,0
IND,43,1984,5,BUF,DOME,72.0,0.0,-2.5,0
IND,38.5,1985,5,BUF,DOME,72.0,0.0,-3.5,0
IND,38,1986,15,BUF,DOME,72.0,0.0,4.0,1
IND,44.5,1987,10,BUF,DOME,72.0,0.0,-3.5,0
IND,39,1988,16,BUF,DOME,72.0,0.0,3.0,1
IND,40,1989,5,BUF,DOME,72.0,0.0,0.0,0
IND,40,1990,14,BUF,DOME,72.0,0.0,5.5,1
IND,42.5,1991,16,BUF,DOME,72.0,0.0,13.0,1
IND,41,1992,13,BUF,DOME,72.0,0.0,16.5,1
IND,36,1993,18,BUF,DOME,72.0,0.0,11.0,1
IND,41,1994,17,BUF,DOME,72.0,0.0,-3.0,0
IND,37.5,1995,10,BUF,DOME,72.0,0.0,-4.0,0
IND,38,1996,14,BUF,DOME,72.0,0.0,3.0,1
IND,38.5,1997,8,BUF,DOME,72.0,0.0,2.5,1
IND,37,1998,6,BUF,DOME,72.0,0.0,3.0,1
IND,45.5,1999,1,BUF,DOME,72.0,0.0,3.0,1
IND,45,2000,15,BUF,DOME,72.0,0.0,-6.0,0
IND,44.5,2001,2,BUF,DOME,72.0,0.0,-10.0,0
IND,45,2006,10,BUF,DOME,72.0,0.0,-12.5,0
IND,51.5,2012,12,BUF,DOME,72.0,0.0,-3.0,0
IND,43.5,2018,7,BUF,DOME,72.0,0.0,-7.0,0
JAX,38.5,2001,6,BUF,,62.0,15.0,-9.0,0
JAX,42,2003,2,BUF,,80.0,7.0,3.0,1
JAX,37,2007,12,BUF,,60.0,12.0,-9.0,0
JAX,37,2008,2,BUF,,84.0,9.0,-4.0,0
JAX,41,2009,11,BUF,,72.0,8.0,-8.5,0
JAX,43.5,2013,15,BUF,,66.0,8.0,4.0,1
JAX,41.5,2015,7,BUF,,51.0,3.0,3.5,1
KC,,1966,5,BUF,,,,,0
KC,,1967,14,BUF,,,,,0
KC,,1969,13,BUF,,,,,0
KC,,1971,14,BUF,,44.0,12.0,,0
KC,,1978,14,BUF,,24.0,13.0,,0
KC,44,1983,14,BUF,,28.0,8.0,-1.0,0
KC,41.5,1986,13,BUF,,42.0,14.0,-6.5,0
KC,40,1991,6,BUF,,52.0,13.0,3.0,1
KC,37,1993,13,BUF,,29.0,11.0,-3.0,0
KC,40,1997,3,BUF,,72.0,6.0,-4.5,0
KC,42,2000,12,BUF,,36.0,16.0,-3.0,0
KC,52.5,2002,11,BUF,,39.0,12.0,-3.5,0
KC,43.5,2003,8,BUF,,42.0,9.0,-5.5,0
KC,43.5,2008,12,BUF,,39.0,12.0,3.0,1
KC,38,2009,14,BUF,,42.0,9.0,2.5,1
KC,46,2010,8,BUF,,51.0,1.0,-7.0,0
KC,40,2011,1,BUF,,80.0,0.0,-3.5,0
KC,41,2015,12,BUF,Rain,34.0,5.0,-4.5,0
KC,46,2017,12,BUF,,62.0,9.0,-10.0,0
LAC,41,2017,11,BUF,,71.0,3.0,-6.5,0
OAK,42,1987,9,BUF,,58.0,7.0,-3.5,0
OAK,41,1991,15,BUF,,54.0,8.0,-1.5,0
OAK,42,1992,6,BUF,,64.0,10.0,9.5,1
LAR,,1974,14,BUF,,60.0,8.0,,0
LAR,44,1983,13,BUF,,54.0,7.0,-3.5,0
LAR,41.5,2016,5,BUF,,87.0,5.0,2.5,1
MIA,,1966,10,BUF,,,,,0
MIA,,1967,13,BUF,,,,,0
MIA,,1968,6,BUF,,,,,0
MIA,,1969,7,BUF,,,,,0
MIA,,1970,14,BUF,,74.0,7.0,,0
MIA,,1971,8,BUF,,78.0,11.0,,0
MIA,,1972,6,BUF,,77.0,18.0,,0
MIA,,1973,6,BUF,,80.0,14.0,,0
MIA,,1974,10,BUF,,78.0,13.0,,0
MIA,,1975,12,BUF,,72.0,10.0,,0
MIA,,1976,13,BUF,,68.0,16.0,,0
MIA,,1977,14,BUF,,76.0,8.0,,0
MIA,,1978,3,BUF,,82.0,12.0,,0
MIA,40,1979,7,BUF,,74.0,12.0,-6.0,0
MIA,35,1980,7,BUF,,80.0,8.0,2.0,1
MIA,36,1981,16,BUF,,55.0,20.0,-3.0,0
MIA,36,1982,8,BUF,,76.0,16.0,-3.0,0
MIA,34.5,1983,6,BUF,,79.0,9.0,-6.0,0
MIA,45,1984,9,BUF,,80.0,16.0,-17.0,0
MIA,41,1985,16,BUF,,54.0,12.0,-17.5,0
MIA,49,1986,6,BUF,,83.0,10.0,-6.5,0
MIA,48.5,1987,3,BUF,,78.0,10.0,-9.5,0
MIA,41,1988,11,BUF,,76.0,16.0,1.0,1
MIA,39.5,1989,1,BUF,,82.0,11.0,4.0,1
MIA,42,1990,2,BUF,,82.0,7.0,2.0,1
MIA,46,1991,12,BUF,,75.0,10.0,4.0,1
MIA,46.5,1992,11,BUF,,70.0,14.0,1.0,1
MIA,36,1993,16,BUF,,71.0,7.0,-3.5,0
MIA,42,1994,14,BUF,,79.0,15.0,-4.0,0
MIA,43,1995,9,BUF,,80.0,9.0,-6.0,0
MIA,41.5,1996,16,BUF,,68.0,8.0,1.0,1
MIA,38.5,1997,12,BUF,,70.0,11.0,-6.0,0
MIA,38,1998,2,BUF,,82.0,12.0,-7.5,0
MIA,40.5,1999,4,BUF,,82.0,13.0,-4.5,0
MIA,34.5,2000,6,BUF,,82.0,6.0,-2.0,0
MIA,36.5,2001,17,BUF,,70.0,13.0,-6.5,0
MIA,45.5,2002,7,BUF,,80.0,5.0,-6.0,0
MIA,40.5,2003,3,BUF,,84.0,15.0,-3.0,0
MIA,34,2004,13,BUF,,72.0,8.0,5.0,1
MIA,35.5,2005,13,BUF,,69.0,7.0,-3.0,0
MIA,37,2006,2,BUF,,82.0,10.0,-6.5,0
MIA,40.5,2007,10,BUF,,72.0,8.0,2.5,1
MIA,41.5,2008,8,BUF,,78.0,6.0,-1.0,0
MIA,37.5,2009,4,BUF,,89.0,7.0,-1.5,0
MIA,40,2010,15,BUF,,67.0,1.0,-5.5,0
MIA,44,2011,11,BUF,Rain,80.0,1.0,-3.0,0
MIA,43,2012,16,BUF,,73.0,9.0,-5.0,0
MIA,44.5,2013,7,BUF,,87.0,5.0,-6.5,0
MIA,41,2014,11,BUF,,71.0,0.0,-4.0,0
MIA,43.5,2015,3,BUF,,80.0,0.0,-1.0,0
MIA,46,2016,7,BUF,,80.0,10.0,2.5,1
MIA,41.5,2017,17,BUF,,71.0,9.0,2.5,1
MIA,40,2018,13,BUF,,86.0,15.0,-3.5,0
MIA,,2019,11,BUF,,,,,0
MIN,,1971,3,BUF,,53.0,13.0,,0
MIN,36,1979,15,BUF,,32.0,12.0,-2.0,0
MIN,44.5,2000,8,BUF,DOME,72.0,0.0,-6.5,0
MIN,49,2002,2,BUF,DOME,72.0,0.0,-3.5,0
MIN,44,2010,13,BUF,DOME,72.0,0.0,-5.0,0
MIN,41,2018,3,BUF,DOME,72.0,0.0,-16.5,0
NE,,1971,9,BUF,,33.0,9.0,,0
NE,,1972,10,BUF,,39.0,7.0,,0
NE,,1973,1,BUF,,64.0,13.0,,0
NE,,1974,8,BUF,,46.0,7.0,,0
NE,,1975,13,BUF,,45.0,13.0,,0
NE,,1976,9,BUF,,48.0,15.0,,0
NE,,1977,8,BUF,,54.0,10.0,,0
NE,,1978,15,BUF,,29.0,19.0,,0
NE,41,1979,13,BUF,,62.0,11.0,-10.0,0
NE,42,1980,15,BUF,,28.0,15.0,-3.0,0
NE,41,1981,15,BUF,,30.0,11.0,3.5,1
NE,36,1982,9,BUF,,38.0,15.0,3.5,1
NE,43,1983,10,BUF,,43.0,10.0,-1.0,0
NE,41,1984,11,BUF,,60.0,12.0,-13.5,0
NE,44,1985,6,BUF,,50.0,12.0,-10.0,0
NE,43,1986,12,BUF,,37.0,12.0,-13.0,0
NE,38,1988,3,BUF,,67.0,14.0,-2.5,0
NE,42.5,1989,11,BUF,,34.0,14.0,5.5,1
NE,42,1990,8,BUF,,45.0,12.0,6.0,1
NE,42,1991,13,BUF,,47.0,9.0,8.5,1
NE,38,1992,4,BUF,,66.0,12.0,14.0,1
NE,37,1993,10,BUF,,43.0,15.0,9.5,1
NE,41,1994,2,BUF,,62.0,15.0,-2.5,0
NE,40,1995,8,BUF,,58.0,12.0,0.0,0
NE,39.5,1996,9,BUF,,54.0,8.0,-4.0,0
NE,42,1997,7,BUF,,53.0,9.0,-9.0,0
NE,38,1998,13,BUF,,43.0,8.0,-1.5,0
NE,37.5,1999,17,BUF,,29.0,18.0,3.0,1
NE,39,2000,10,BUF,,46.0,12.0,-2.0,0
NE,40,2001,9,BUF,,44.0,15.0,-6.0,0
NE,45,2002,14,BUF,,35.0,17.0,-3.5,0
NE,34.5,2003,17,BUF,,40.0,14.0,-9.5,0
NE,38,2004,10,BUF,,34.0,13.0,-7.0,0
NE,43.5,2005,8,BUF,,50.0,15.0,-7.0,0
NE,41,2006,1,BUF,,64.0,13.0,-10.0,0
NE,41,2007,3,BUF,,72.0,12.0,-16.5,0
NE,41,2008,10,BUF,,56.0,12.0,-3.5,0
NE,47.5,2009,1,BUF,,73.0,11.0,-13.5,0
NE,43,2010,3,BUF,,68.0,11.0,-14.5,0
NE,50,2011,17,BUF,,54.0,5.0,-10.0,0
NE,54,2012,10,BUF,,64.0,8.0,-13.5,0
NE,46,2013,17,BUF,Rain | Fog,41.0,8.0,-7.0,0
NE,43.5,2014,17,BUF,,49.0,8.0,-4.5,0
NE,47.5,2015,11,BUF,,28.0,5.0,-7.0,0
NE,41,2016,4,BUF,,56.0,2.0,-3.5,0
NE,47.5,2017,16,BUF,,35.0,7.0,-11.0,0
NE,45,2018,16,BUF,,40.0,12.0,-13.5,0
NE,,2019,16,BUF,,,,,0
NO,,1973,8,BUF,,73.0,8.0,,0
NO,40,1980,3,BUF,DOME,72.0,0.0,-2.0,0
NO,39,1992,16,BUF,DOME,72.0,0.0,-3.5,0
NO,41,1998,17,BUF,DOME,72.0,0.0,2.5,1
NO,38.5,2005,4,BUF,DOME,72.0,0.0,1.0,1
NO,48,2013,8,BUF,DOME,72.0,0.0,-10.5,0
NYG,,1970,12,BUF,,37.0,22.0,,0
NYG,37,1990,15,BUF,,37.0,10.0,-4.0,0
NYG,39.5,1996,1,BUF,,72.0,9.0,3.5,1
NYG,35.5,2003,13,BUF,,43.0,18.0,-3.0,0
NYG,49,2011,6,BUF,,67.0,1.0,-3.0,0
NYG,,2019,2,BUF,,,,,0
NYJ,,1966,9,BUF,,,,,0
NYJ,,1967,11,BUF,,,,,0
NYJ,,1968,9,BUF,,,,,0
NYJ,,1969,9,BUF,,,,,0
NYJ,,1970,6,BUF,,59.0,11.0,,0
NYJ,,1971,5,BUF,,63.0,13.0,,0
NYJ,,1972,9,BUF,,48.0,9.0,,0
NYJ,,1973,14,BUF,,31.0,15.0,,0
NYJ,,1974,13,BUF,,56.0,17.0,,0
NYJ,,1975,7,BUF,,58.0,12.0,,0
NYJ,,1976,5,BUF,,53.0,18.0,,0
NYJ,,1977,13,BUF,,20.0,17.0,,0
NYJ,,1978,6,BUF,,50.0,15.0,,0
NYJ,42,1979,11,BUF,,52.0,10.0,-6.0,0
NYJ,38,1980,10,BUF,,44.0,12.0,4.0,1
NYJ,46,1981,7,BUF,,55.0,17.0,3.0,1
NYJ,41.5,1983,11,BUF,,37.0,19.0,-3.5,0
NYJ,39,1984,15,BUF,,32.0,18.0,-6.5,0
NYJ,40,1985,2,BUF,,65.0,10.0,-3.5,0
NYJ,45.5,1986,5,BUF,,68.0,18.0,-7.5,0
NYJ,42.5,1987,7,BUF,,27.0,26.0,-3.5,0
NYJ,40,1988,7,BUF,,63.0,13.0,-2.0,0
NYJ,35,1989,16,BUF,,12.0,18.0,8.0,1
NYJ,43,1990,3,BUF,,57.0,17.0,0.0,0
NYJ,46,1991,3,BUF,,70.0,10.0,9.5,1
NYJ,43,1992,8,BUF,,46.0,19.0,8.5,1
NYJ,41,1993,8,BUF,,55.0,14.0,3.0,1
NYJ,37.5,1994,10,BUF,,65.0,16.0,2.5,1
NYJ,37,1995,12,BUF,,46.0,6.0,6.5,1
NYJ,37.5,1996,8,BUF,,54.0,10.0,7.0,1
NYJ,41,1997,2,BUF,,73.0,9.0,-4.5,0
NYJ,42,1998,10,BUF,,46.0,13.0,-4.0,0
NYJ,36,1999,12,BUF,,58.0,8.0,2.5,1
NYJ,38.5,2000,3,BUF,,63.0,13.0,-1.0,0
NYJ,37,2001,16,BUF,,29.0,19.0,-7.0,0
NYJ,45.5,2002,12,BUF,,44.0,18.0,-3.0,0
NYJ,36.5,2003,6,BUF,,64.0,15.0,1.0,1
NYJ,37,2004,5,BUF,,64.0,13.0,-6.5,0
NYJ,37.5,2005,17,BUF,,36.0,7.0,-1.5,0
NYJ,37.5,2006,14,BUF,,44.0,14.0,-3.5,0
NYJ,38.5,2007,8,BUF,,57.0,18.0,-3.0,0
NYJ,41,2008,15,BUF,,36.0,10.0,-8.0,0
NYJ,35.5,2009,6,BUF,,46.0,17.0,-9.5,0
NYJ,38,2010,17,BUF,Fog,48.0,5.0,-1.5,0
NYJ,42.5,2011,12,BUF,,62.0,1.0,-9.5,0
NYJ,39,2012,1,BUF,,77.0,4.0,-3.0,0
NYJ,41,2013,3,BUF,,67.0,9.0,-2.5,0
NYJ,40.5,2014,8,BUF,,61.0,19.0,-3.0,0
NYJ,42,2015,10,BUF,,56.0,9.0,-2.5,0
NYJ,43,2016,17,BUF,,45.0,8.0,3.5,1
NYJ,43,2017,9,BUF,,68.0,11.0,3.0,1
NYJ,38,2018,10,BUF,,46.0,10.0,-7.0,0
NYJ,,2019,1,BUF,,,,,0
OAK,,1966,13,BUF,,,,,0
OAK,,1967,17,BUF,,,,,0
OAK,,1968,13,BUF,,,,,0
OAK,,1969,6,BUF,,,,,0
OAK,,1972,5,BUF,,62.0,13.0,,0
OAK,,1977,11,BUF,,56.0,6.0,,0
OAK,37.5,2004,2,BUF,,60.0,19.0,-3.5,0
OAK,42,2005,7,BUF,,58.0,9.0,-3.0,0
OAK,41.5,2014,16,BUF,,62.0,6.0,7.0,1
OAK,48.5,2016,13,BUF,,55.0,2.0,-3.0,0
PHI,36.5,1985,8,BUF,,55.0,11.0,-9.0,0
PHI,45,1987,12,BUF,,35.0,10.0,-2.5,0
PHI,33.5,1993,15,BUF,,30.0,21.0,4.0,1
PHI,39,1996,11,BUF,,42.0,12.0,-3.5,0
PHI,39,2007,17,BUF,,39.0,7.0,-9.0,0
PHI,48.5,2015,14,BUF,,69.0,1.0,-1.0,0
PIT,,1970,4,BUF,,59.0,7.0,,0
PIT,,1975,2,BUF,,54.0,6.0,,0
PIT,39,1979,16,BUF,,38.0,13.0,-12.0,0
PIT,38,1985,15,BUF,,17.0,14.0,-10.0,0
PIT,40,1993,11,BUF,,61.0,16.0,-3.0,0
PIT,37,1994,11,BUF,,58.0,10.0,-1.5,0
PIT,40,1996,3,BUF,,57.0,6.0,-2.0,0
PIT,39,2007,2,BUF,,51.0,4.0,-10.0,0
PIT,43,2013,10,BUF,,46.0,21.0,-2.5,0
PIT,,2019,15,BUF,,,,,0
LAC,,1966,1,BUF,,70.0,7.0,,0
LAC,,1969,14,BUF,,,,,0
LAC,,1971,6,BUF,,64.0,7.0,,0
LAC,,1973,2,BUF,,67.0,10.0,,0
LAC,44,1979,3,BUF,,79.0,8.0,-9.0,0
LAC,44,1980,5,BUF,,68.0,10.0,-7.0,0
LAC,46,1981,14,BUF,,59.0,9.0,-4.5,0
LAC,44.5,1985,13,BUF,,55.0,6.0,-10.0,0
LAC,41,1998,1,BUF,,73.0,9.0,-1.5,0
LAC,39,2001,7,BUF,,65.0,7.0,-7.5,0
LAC,42,2005,11,BUF,,67.0,6.0,-9.0,0
LAC,49,2011,14,BUF,,59.0,5.0,-7.0,0
SF,42,1980,16,BUF,,53.0,6.0,6.0,1
SF,43,1989,15,BUF,,47.0,8.0,-6.0,0
SF,44,1992,2,BUF,,65.0,13.0,-3.5,0
SF,46,1995,14,BUF,,52.0,7.0,-13.5,0
SF,44.5,2001,12,BUF,,55.0,24.0,-8.5,0
SF,41.5,2004,16,BUF,,52.0,12.0,10.0,1
SF,45,2012,5,BUF,,70.0,8.0,-10.0,0
SEA,,1977,7,BUF,DOME,72.0,0.0,,0
SEA,43.5,1984,7,BUF,DOME,72.0,0.0,-11.0,0
SEA,38,1988,10,BUF,DOME,72.0,0.0,0.0,0
SEA,38.5,1989,13,BUF,DOME,72.0,0.0,4.5,1
SEA,41.5,1996,15,BUF,DOME,72.0,0.0,4.0,1
SEA,38,1999,7,BUF,DOME,72.0,0.0,-2.5,0
SEA,42.5,2000,17,BUF,,44.0,10.0,-3.0,0
SEA,38,2004,12,BUF,,40.0,5.0,-4.0,0
SEA,43.5,2016,9,BUF,,60.0,0.0,-5.5,0
ARI,,1975,11,BUF,,28.0,12.0,,0
ARI,43,1981,11,BUF,,51.0,6.0,5.5,1
ARI,42,1984,2,BUF,,68.0,11.0,-7.0,0
LAR,41,1995,15,BUF,DOME,72.0,0.0,2.5,1
LAR,43.5,2008,4,BUF,DOME,72.0,0.0,8.5,1
TB,,1976,3,BUF,,80.0,6.0,,0
TB,,1978,12,BUF,,72.0,6.0,,0
TB,34,1982,7,BUF,,50.0,9.0,-1.0,0
TB,41,1986,9,BUF,,73.0,8.0,0.0,0
TB,38,1988,14,BUF,,56.0,9.0,7.5,1
TB,44,1991,4,BUF,,80.0,10.0,8.0,1
TB,37,2000,13,BUF,,67.0,6.0,-4.0,0
TB,35,2005,2,BUF,,84.0,7.0,-2.5,0
TB,42.5,2013,14,BUF,,83.0,13.0,-2.5,0
TEN,37,1997,13,BUF,,40.0,6.0,-3.5,0
TEN,37,2003,15,BUF,,36.0,8.0,-5.0,0
TEN,41,2009,10,BUF,,66.0,5.0,-7.5,0
TEN,43,2015,5,BUF,,72.0,2.0,1.0,1
TEN,,2019,5,BUF,,,,,0
WAS,,1972,14,BUF,,22.0,24.0,,0
WAS,41.5,1984,13,BUF,,42.0,6.0,-13.0,0
WAS,40,1990,17,BUF,,58.0,17.0,-4.0,0
WAS,47,1999,10,BUF,,55.0,14.0,-4.0,0
WAS,37.5,2007,13,BUF,,40.0,9.0,-6.5,0
WAS,46,2015,15,BUF,,45.0,3.0,2.0,1
ARI,38.5,2003,15,CAR,,52.0,4.0,7.0,1
ARI,42,2005,5,CAR,,81.0,14.0,3.0,1
ARI,38.5,2007,6,CAR,DOME,72.0,0.0,-6.0,0
ARI,41,2009,8,CAR,DOME,72.0,0.0,-10.0,0
ARI,37.5,2011,1,CAR,DOME,72.0,0.0,-7.0,0
ARI,42.5,2013,5,CAR,DOME,72.0,0.0,3.0,1
ARI,,2019,3,CAR,DOME,72.0,0.0,,0
ATL,40.5,1995,1,CAR,DOME,72.0,0.0,-8.5,0
ATL,41.5,1996,10,CAR,DOME,72.0,0.0,1.5,1
ATL,38.5,1997,2,CAR,DOME,72.0,0.0,3.5,1
ATL,39,1998,5,CAR,DOME,72.0,0.0,-3.0,0
ATL,40,1999,8,CAR,DOME,72.0,0.0,-2.0,0
ATL,45.5,2000,9,CAR,DOME,72.0,0.0,3.0,1
ATL,41,2001,2,CAR,DOME,72.0,0.0,-3.5,0
ATL,35.5,2002,7,CAR,DOME,72.0,0.0,-4.0,0
ATL,41,2003,14,CAR,DOME,72.0,0.0,1.0,1
ATL,41,2004,15,CAR,DOME,72.0,0.0,-3.5,0
ATL,42,2005,17,CAR,DOME,72.0,0.0,3.5,1
ATL,41,2006,16,CAR,DOME,72.0,0.0,-6.0,0
ATL,38.5,2007,3,CAR,DOME,72.0,0.0,4.0,1
ATL,41.5,2008,12,CAR,DOME,72.0,0.0,-1.0,0
ATL,43.5,2009,2,CAR,DOME,72.0,0.0,-5.5,0
ATL,41.5,2010,17,CAR,DOME,72.0,0.0,-14.5,0
ATL,49.5,2011,6,CAR,DOME,72.0,0.0,-3.5,0
ATL,48,2012,4,CAR,DOME,72.0,0.0,-7.0,0
ATL,46.5,2013,17,CAR,DOME,72.0,0.0,5.5,1
