opponent,over_under_line,schedule_season,schedule_week,team,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite
NE,46,2002,13,DET,DOME,72.0,0.0,-6.0,0
NE,50.5,2010,12,DET,DOME,72.0,0.0,-7.5,0
NE,55,2018,3,DET,DOME,72.0,0.0,-7.0,0
NE,39,1979,5,GB,,52.0,7.0,-7.0,0
NE,38,1988,6,GB,,53.0,7.0,-2.5,0
NE,46,2006,11,GB,,37.0,10.0,-6.0,0
NE,58,2014,13,GB,,23.0,7.0,3.0,1
NE,,1966,15,TEN,,,,,0
NE,,1967,13,TEN,,,,,0
NE,,1968,15,TEN,DOME,72.0,0.0,,0
NE,,1969,14,TEN,DOME,72.0,0.0,,0
NE,,1973,11,TEN,DOME,72.0,0.0,,0
NE,43,1980,10,TEN,DOME,72.0,0.0,3.0,1
NE,41,1988,4,TEN,DOME,72.0,0.0,3.5,1
NE,37,2003,12,HOU,DOME,72.0,0.0,-5.0,0
NE,47,2009,17,HOU,DOME,72.0,0.0,7.5,1
NE,47.5,2013,13,HOU,DOME (Open Roof),67.0,7.0,-6.5,0
NE,46.5,2015,14,HOU,DOME (Open Roof),52.0,3.0,-5.0,0
NE,,2019,13,HOU,DOME,72.0,0.0,,0
NE,43,1984,12,IND,DOME,72.0,0.0,-6.5,0
NE,39,1985,13,IND,DOME,72.0,0.0,-7.0,0
NE,39,1986,10,IND,DOME,72.0,0.0,-13.0,0
NE,43,1987,3,IND,DOME,72.0,0.0,-6.5,0
NE,37,1988,13,IND,DOME,72.0,0.0,5.5,1
NE,39,1989,8,IND,DOME,72.0,0.0,6.5,1
NE,36,1990,2,IND,DOME,72.0,0.0,2.5,1
NE,37,1991,1,IND,DOME,72.0,0.0,9.0,1
NE,32,1992,11,IND,DOME,72.0,0.0,7.0,1
NE,35.5,1993,9,IND,DOME,72.0,0.0,7.0,1
NE,40,1994,13,IND,DOME,72.0,0.0,1.0,1
NE,42.5,1995,17,IND,DOME,72.0,0.0,6.0,1
NE,41.5,1996,8,IND,DOME,72.0,0.0,3.5,1
NE,43,1997,2,IND,DOME,72.0,0.0,-4.5,0
NE,37.5,1998,9,IND,DOME,72.0,0.0,-5.5,0
NE,46.5,1999,15,IND,DOME,72.0,0.0,7.0,1
NE,47,2000,8,IND,DOME,72.0,0.0,8.5,1
NE,48,2001,6,IND,DOME,72.0,0.0,10.5,1
NE,43.5,2003,13,IND,DOME,72.0,0.0,3.5,1
NE,56.5,2007,9,IND,DOME,72.0,0.0,-5.0,0
NE,44,2008,9,IND,DOME,72.0,0.0,6.5,1
NE,48.5,2009,10,IND,DOME,72.0,0.0,1.5,1
NE,59,2014,11,IND,DOME,72.0,0.0,3.0,1
NE,54,2015,6,IND,DOME,72.0,0.0,-9.0,0
NE,44.5,1997,15,JAX,,43.0,9.0,3.5,1
NE,37,2006,16,JAX,,65.0,5.0,3.0,1
NE,51,2012,16,JAX,,60.0,0.0,-14.5,0
NE,44.5,2018,2,JAX,Rain,97.0,15.0,-2.0,0
NE,,1966,12,KC,,,,,0
NE,,1968,11,KC,,,,,0
NE,33,1992,15,KC,,42.0,13.0,16.5,1
NE,38,1995,7,KC,,56.0,7.0,7.0,1
NE,41,1999,5,KC,,65.0,8.0,2.5,1
NE,52,2004,11,KC,,43.0,5.0,-3.0,0
NE,51,2005,12,KC,,59.0,17.0,3.0,1
NE,45.5,2014,4,KC,,72.0,3.0,-3.0,0
NE,42,1989,12,OAK,,61.0,10.0,6.5,1
NE,41,1983,15,LAR,,56.0,5.0,6.5,1
NE,37.5,1986,11,LAR,,66.0,6.0,-2.5,0
NE,37,1992,2,LAR,,68.0,10.0,4.0,1
NE,,1966,13,MIA,,,,,0
NE,,1967,16,MIA,,,,,0
NE,,1968,14,MIA,,,,,0
NE,,1969,12,MIA,,,,,0
NE,,1971,5,MIA,,81.0,12.0,,0
NE,,1972,9,MIA,,78.0,9.0,,0
NE,,1973,3,MIA,,81.0,10.0,,0
NE,,1974,14,MIA,,76.0,13.0,,0
NE,,1975,11,MIA,,73.0,8.0,,0
NE,,1976,8,MIA,,74.0,9.0,,0
NE,,1977,9,MIA,,64.0,15.0,,0
NE,,1978,16,MIA,,68.0,16.0,,0
NE,38,1979,14,MIA,,73.0,11.0,6.0,1
NE,43,1980,14,MIA,,75.0,16.0,-3.0,0
NE,44,1981,14,MIA,,60.0,13.0,6.5,1
NE,36,1983,2,MIA,,83.0,8.0,9.5,1
NE,43,1984,2,MIA,,78.0,10.0,6.0,1
NE,44,1985,15,MIA,,65.0,8.0,5.0,1
NE,48,1986,16,MIA,,70.0,11.0,3.5,1
NE,49,1987,12,MIA,,75.0,8.0,5.5,1
NE,41,1988,12,MIA,,80.0,16.0,3.0,1
NE,43,1989,14,MIA,,60.0,12.0,5.0,1
NE,42,1990,7,MIA,,82.0,5.0,10.0,1
NE,35,1991,11,MIA,,59.0,9.0,6.5,1
NE,39,1992,7,MIA,,80.0,7.0,15.0,1
NE,34.5,1993,12,MIA,,76.0,9.0,8.0,1
NE,39,1994,1,MIA,,83.0,12.0,5.0,1
NE,42,1995,11,MIA,,75.0,7.0,8.5,1
NE,43.5,1996,1,MIA,,85.0,7.0,3.0,1
NE,44.5,1997,17,MIA,,76.0,12.0,2.0,1
NE,36.5,1998,8,MIA,,78.0,14.0,2.0,1
NE,37.5,1999,12,MIA,,71.0,7.0,3.5,1
NE,34.5,2000,4,MIA,,84.0,9.0,4.5,1
NE,35,2001,4,MIA,,82.0,7.0,9.5,1
NE,43.5,2002,5,MIA,,82.0,9.0,3.0,1
NE,37,2003,7,MIA,,78.0,6.0,6.5,1
NE,44,2004,15,MIA,,58.0,9.0,-10.0,0
NE,40,2005,10,MIA,,77.0,15.0,-2.5,0
NE,37,2006,14,MIA,,72.0,14.0,-3.0,0
NE,49.5,2007,7,MIA,,82.0,10.0,-15.5,0
NE,42.5,2008,12,MIA,,68.0,10.0,-2.0,0
NE,46.5,2009,13,MIA,Rain,70.0,10.0,-5.0,0
NE,48,2010,4,MIA,,81.0,1.0,-1.0,0
NE,47,2011,1,MIA,,82.0,1.0,-7.5,0
NE,51.5,2012,13,MIA,,78.0,13.0,-9.0,0
NE,46.5,2013,15,MIA,,85.0,14.0,2.5,1
NE,46.5,2014,1,MIA,,89.0,13.0,-3.5,0
NE,46.5,2015,17,MIA,,78.0,4.0,-10.0,0
NE,47,2016,17,MIA,,80.0,10.0,-7.5,0
NE,48,2017,14,MIA,,55.0,7.0,-10.5,0
NE,49.5,2018,14,MIA,,82.0,13.0,-9.5,0
NE,,2019,2,MIA,,,,,0
NE,,1974,7,MIN,,54.0,10.0,,0
NE,45,1988,2,MIN,DOME,72.0,0.0,6.5,1
NE,44,1997,10,MIN,DOME,72.0,0.0,1.0,1
NE,39.5,2006,8,MIN,DOME,72.0,0.0,-2.5,0
NE,49,2014,2,MIN,,65.0,11.0,-3.5,0
NE,,1972,13,NO,,74.0,9.0,,0
NE,48,1980,16,NO,DOME,72.0,0.0,-9.0,0
NE,37,1986,13,NO,DOME,72.0,0.0,-3.0,0
NE,36,1998,5,NO,DOME,72.0,0.0,-7.0,0
NE,56.5,2009,12,NO,DOME,72.0,0.0,1.5,1
NE,55,2017,2,NO,DOME,72.0,0.0,-7.0,0
NE,,1974,2,NYG,,64.0,13.0,,0
NE,41.5,1987,5,NYG,,55.0,12.0,4.5,1
NE,39.5,1996,17,NYG,,26.0,13.0,-8.5,0
NE,46.5,2007,17,NYG,,49.0,12.0,-13.5,0
NE,52.5,2015,10,NYG,,54.0,5.0,-7.0,0
NE,,1966,16,NYJ,,,,,0
NE,,1967,9,NYJ,,,,,0
NE,,1968,8,NYJ,,,,,0
NE,,1969,7,NYJ,,,,,0
NE,,1971,13,NYJ,,45.0,7.0,,0
NE,,1972,7,NYJ,,61.0,11.0,,0
NE,,1973,9,NYJ,,36.0,12.0,,0
NE,,1974,5,NYJ,,61.0,9.0,,0
NE,,1975,3,NYJ,,61.0,9.0,,0
NE,,1976,11,NYJ,,42.0,14.0,,0
NE,,1977,3,NYJ,,67.0,12.0,,0
NE,,1978,12,NYJ,,49.0,14.0,,0
NE,44,1979,15,NYJ,,32.0,14.0,-4.0,0
NE,49,1980,5,NYJ,,58.0,11.0,-4.0,0
NE,46,1981,6,NYJ,,52.0,11.0,-2.5,0
NE,39.5,1983,13,NYJ,,51.0,14.0,5.0,1
NE,44,1984,5,NYJ,,58.0,14.0,1.5,1
NE,39,1985,12,NYJ,,46.0,16.0,3.5,1
NE,42,1986,2,NYJ,,74.0,19.0,1.5,1
NE,44,1987,2,NYJ,,62.0,10.0,-2.0,0
NE,41,1988,11,NYJ,,50.0,18.0,2.0,1
NE,41,1989,1,NYJ,,85.0,9.0,2.5,1
NE,37,1990,16,NYJ,,59.0,12.0,7.0,1
NE,36,1991,16,NYJ,,39.0,30.0,7.0,1
NE,35,1992,5,NYJ,,65.0,13.0,10.0,1
NE,36.5,1993,4,NYJ,,68.0,14.0,9.5,1
NE,41,1994,7,NYJ,,55.0,16.0,2.0,1
NE,38,1995,10,NYJ,,41.0,15.0,-2.5,0
NE,42,1996,11,NYJ,,46.0,11.0,-6.5,0
NE,45,1997,8,NYJ,,54.0,13.0,-3.0,0
NE,41,1998,17,NYJ,,34.0,9.0,6.5,1
NE,44.5,1999,1,NYJ,,73.0,8.0,7.0,1
NE,39.5,2000,2,NYJ,,73.0,9.0,6.5,1
NE,38,2001,12,NYJ,,53.0,11.0,3.0,1
NE,41,2002,2,NYJ,,75.0,13.0,1.0,1
NE,35,2003,16,NYJ,,35.0,14.0,-3.0,0
NE,41.5,2004,16,NYJ,,28.0,14.0,0.0,0
NE,37.5,2005,16,NYJ,,49.0,13.0,-4.0,0
NE,38.5,2006,2,NYJ,,73.0,6.0,-6.0,0
NE,41,2007,1,NYJ,,79.0,11.0,-6.5,0
NE,37,2008,2,NYJ,,77.0,11.0,1.0,1
NE,45,2009,2,NYJ,,68.0,7.0,-3.5,0
NE,39.5,2010,2,NYJ,,82.0,6.0,-3.0,0
NE,47,2011,10,NYJ,,58.0,1.0,2.5,1
NE,48.5,2012,12,NYJ,,46.0,2.0,-7.0,0
NE,43,2013,7,NYJ,,65.0,12.0,-3.0,0
NE,47,2014,16,NYJ,,35.0,4.0,-10.0,0
NE,45.5,2015,16,NYJ,,56.0,7.0,-2.5,0
NE,48.5,2016,12,NYJ,,48.0,8.0,-9.5,0
NE,48.5,2017,6,NYJ,,73.0,13.0,-9.0,0
NE,46.5,2018,12,NYJ,,54.0,8.0,-13.0,0
NE,,2019,7,NYJ,,,,,0
NE,,1967,3,OAK,,,,,0
NE,,1968,5,OAK,,,,,0
NE,,1974,12,OAK,,54.0,6.0,,0
NE,,1978,4,OAK,,74.0,7.0,,0
NE,42,1981,9,OAK,,59.0,6.0,1.0,1
NE,48,2002,11,OAK,,55.0,7.0,4.5,1
NE,39.5,2008,15,OAK,,45.0,15.0,-7.0,0
NE,55.5,2011,4,OAK,,71.0,6.0,-6.5,0
NE,54.5,2017,11,OAK,,69.0,7.0,-7.0,0
NE,,1973,8,PHI,,47.0,13.0,,0
NE,39,1981,2,PHI,,74.0,6.0,3.5,1
NE,36.5,1984,15,PHI,,35.0,5.0,-3.5,0
NE,38,1990,9,PHI,,60.0,8.0,9.0,1
NE,37,1999,16,PHI,,38.0,12.0,-3.5,0
NE,38,2003,2,PHI,,76.0,8.0,4.0,1
NE,50.5,2011,12,PHI,,63.0,1.0,-3.5,0
NE,,2019,11,PHI,,,,,0
NE,38,1990,12,ARI,,68.0,6.0,5.0,1
NE,36,1991,5,ARI,,87.0,6.0,6.0,1
NE,37,1993,6,ARI,,79.0,7.0,10.0,1
NE,,1972,6,PIT,,52.0,9.0,,0
NE,,1976,3,PIT,,56.0,8.0,,0
NE,46,1981,4,PIT,,68.0,17.0,4.0,1
NE,36,1982,8,PIT,,51.0,15.0,7.0,1
NE,45,1983,4,PIT,,52.0,6.0,8.5,1
NE,41,1986,7,PIT,,43.0,4.0,-7.0,0
NE,35,1989,15,PIT,,3.0,10.0,3.0,1
NE,36,1990,14,PIT,,35.0,11.0,13.5,1
NE,36,1991,3,PIT,,78.0,10.0,13.5,1
NE,34,1993,14,PIT,,45.0,14.0,11.0,1
NE,40,1995,16,PIT,,38.0,10.0,9.5,1
NE,39,1998,14,PIT,,63.0,11.0,4.5,1
NE,42,2004,8,PIT,,61.0,14.0,-3.0,0
NE,41.5,2005,3,PIT,,71.0,7.0,3.0,1
NE,45,2010,10,PIT,Rain,50.0,8.0,4.5,1
NE,52,2011,8,PIT,,40.0,3.0,-3.0,0
NE,49,2016,7,PIT,,63.0,6.0,-7.5,0
NE,52.5,2017,15,PIT,Rain,42.0,4.0,-2.5,0
NE,56,2018,15,PIT,,42.0,5.0,-2.5,0
NE,,1966,2,LAC,,69.0,9.0,,0
NE,,1967,2,LAC,,,,,0
NE,,1967,6,LAC,,,,,0
NE,,1969,13,LAC,,,,,0
NE,,1975,8,LAC,,62.0,8.0,,0
NE,,1977,5,LAC,,66.0,8.0,,0
NE,45,1996,14,LAC,,55.0,5.0,2.0,1
NE,40.5,2002,4,LAC,,67.0,9.0,-3.0,0
NE,44,2008,6,LAC,,61.0,8.0,6.0,1
NE,49.5,2010,7,LAC,,69.0,7.0,1.5,1
NE,54,2014,14,LAC,,64.0,2.0,-4.0,0
NE,,1971,7,SF,,52.0,8.0,,0
NE,48,1980,13,SF,,56.0,8.0,-7.0,0
NE,41,1989,7,SF,,63.0,16.0,10.5,1
NE,48,1995,3,SF,,62.0,10.0,11.5,1
NE,41,2008,5,SF,,62.0,14.0,-3.0,0
NE,51.5,2016,11,SF,Rain,61.0,1.0,-11.5,0
NE,47,1980,3,SEA,DOME,72.0,0.0,2.0,1
NE,33,1982,7,SEA,DOME,72.0,0.0,4.0,1
NE,41.5,1983,16,SEA,DOME,72.0,0.0,2.5,1
NE,41,1985,11,SEA,DOME,72.0,0.0,3.5,1
NE,33,1993,8,SEA,DOME,72.0,0.0,8.5,1
NE,43,2008,14,SEA,,48.0,12.0,-7.5,0
NE,42.5,2012,6,SEA,Rain,63.0,9.0,-4.0,0
NE,,1975,7,ARI,,65.0,9.0,,0
NE,,1978,2,ARI,,81.0,9.0,,0
NE,40,1998,15,LAR,DOME,72.0,0.0,-7.0,0
NE,49.5,2004,9,LAR,DOME,72.0,0.0,2.5,1
NE,46,2012,8,LAR,Rain,49.0,9.0,-7.0,0
NE,,1976,14,TB,,73.0,8.0,,0
NE,46.5,1985,8,TB,,77.0,11.0,-2.0,0
NE,41,1997,12,TB,,60.0,9.0,-2.0,0
NE,44.5,2009,7,TB,,61.0,17.0,-15.5,0
NE,55.5,2017,5,TB,Rain,76.0,9.0,-5.0,0
NE,43.5,2002,15,TEN,,50.0,6.0,2.5,1
NE,41.5,2006,17,TEN,,61.0,14.0,3.0,1
NE,48,2012,1,TEN,,77.0,4.0,-6.5,0
NE,47,2018,10,TEN,,46.0,4.0,-6.5,0
NE,44,1981,8,WAS,,49.0,9.0,-3.0,0
NE,43,2003,4,WAS,,69.0,11.0,3.5,1
NE,47,2011,14,WAS,,40.0,0.0,-7.5,0
NE,,2019,5,WAS,,,,,0
NO,41.5,1998,16,ARI,,57.0,6.0,3.5,1
NO,41,2000,9,ARI,,62.0,6.0,-6.0,0
NO,40,2004,4,ARI,,83.0,6.0,-3.5,0
NO,45.5,2010,5,ARI,DOME,72.0,0.0,-7.0,0
NO,48.5,2015,1,ARI,DOME,72.0,0.0,2.5,1
NO,48.5,2016,15,ARI,DOME,72.0,0.0,3.0,1
NO,,1969,12,ATL,,44.0,16.0,,0
NO,,1970,6,ATL,,62.0,10.0,,0
NO,,1971,6,ATL,,66.0,7.0,,0
NO,,1972,9,ATL,,55.0,8.0,,0
NO,,1973,14,ATL,,39.0,17.0,,0
NO,,1974,6,ATL,,52.0,9.0,,0
NO,,1975,3,ATL,,55.0,12.0,,0
NO,,1976,8,ATL,,48.0,16.0,,0
NO,,1977,14,ATL,,50.0,17.0,,0
NO,,1978,13,ATL,,51.0,8.0,,0
NO,43,1979,13,ATL,,64.0,16.0,-2.0,0
NO,46,1980,11,ATL,,60.0,11.0,12.0,1
NO,45,1981,1,ATL,,77.0,8.0,10.0,1
NO,41,1982,6,ATL,,38.0,18.0,3.5,1
NO,44,1983,6,ATL,,66.0,9.0,2.5,1
NO,41,1984,11,ATL,,48.0,14.0,1.0,1
NO,45,1985,7,ATL,,72.0,6.0,0.0,0
NO,39,1986,15,ATL,,36.0,12.0,-1.0,0
NO,41,1987,4,ATL,,66.0,8.0,-2.0,0
NO,43,1988,2,ATL,,75.0,10.0,-8.5,0
NO,42,1989,11,ATL,,49.0,8.0,-3.0,0
NO,40,1990,5,ATL,,72.0,10.0,2.5,1
NO,35,1991,5,ATL,,66.0,11.0,-2.5,0
NO,37,1992,3,ATL,DOME,72.0,0.0,1.0,1
NO,39.5,1993,2,ATL,DOME,72.0,0.0,-3.5,0
NO,46,1994,15,ATL,DOME,72.0,0.0,4.0,1
NO,47,1995,15,ATL,DOME,72.0,0.0,5.0,1
NO,44,1996,12,ATL,DOME,72.0,0.0,4.0,1
NO,38,1997,13,ATL,DOME,72.0,0.0,4.5,1
NO,37.5,1998,7,ATL,DOME,72.0,0.0,7.0,1
NO,39.5,1999,14,ATL,DOME,72.0,0.0,4.0,1
NO,40,2000,8,ATL,DOME,72.0,0.0,-1.5,0
NO,39,2001,13,ATL,DOME,72.0,0.0,-3.0,0
NO,51,2002,11,ATL,DOME,72.0,0.0,1.5,1
NO,42,2003,7,ATL,DOME,72.0,0.0,-3.0,0
NO,47.5,2004,12,ATL,DOME,72.0,0.0,9.0,1
NO,44,2005,14,ATL,DOME,72.0,0.0,10.0,1
NO,48,2006,12,ATL,DOME,72.0,0.0,3.0,1
NO,44,2007,14,ATL,DOME,72.0,0.0,-4.5,0
NO,51,2008,10,ATL,DOME,72.0,0.0,1.5,1
NO,50,2009,14,ATL,DOME,72.0,0.0,-10.0,0
NO,49.5,2010,16,ATL,DOME,72.0,0.0,2.5,1
NO,50,2011,10,ATL,DOME,72.0,0.0,1.0,1
NO,55,2012,13,ATL,DOME,72.0,0.0,3.5,1
NO,52.5,2013,12,ATL,DOME,72.0,0.0,-7.0,0
NO,52,2014,1,ATL,DOME,72.0,0.0,-3.0,0
NO,53.5,2015,17,ATL,DOME,72.0,0.0,6.0,1
NO,58.5,2016,17,ATL,DOME,72.0,0.0,7.5,1
NO,51.5,2017,14,ATL,DOME,72.0,0.0,2.5,1
NO,54,2018,3,ATL,DOME,72.0,0.0,1.5,1
NO,,2019,13,ATL,DOME,72.0,0.0,,0
NO,,1967,13,IND,,40.0,14.0,,0
NO,,1973,3,IND,,64.0,10.0,,0
NO,41,1996,5,BAL,,60.0,6.0,6.0,1
NO,41.5,1999,16,BAL,,40.0,11.0,8.5,1
NO,42.5,2002,14,BAL,,30.0,6.0,-2.0,0
NO,44.5,2010,15,BAL,,34.0,1.0,2.5,1
NO,49,2018,7,BAL,,54.0,15.0,2.5,1
NO,43,1983,9,BUF,,36.0,5.0,2.0,1
NO,36,1989,14,BUF,,26.0,13.0,6.5,1
NO,37.5,2001,1,BUF,,80.0,12.0,-1.5,0
NO,51.5,2009,3,BUF,,66.0,11.0,-5.5,0
NO,48.5,2017,10,BUF,,42.0,2.0,-2.0,0
NO,40.5,1995,8,CAR,,58.0,7.0,-3.5,0
NO,39.5,1996,8,CAR,,52.0,6.0,7.0,1
NO,36,1997,14,CAR,,57.0,6.0,9.0,1
NO,36,1998,9,CAR,,61.0,6.0,3.0,1
NO,46.5,1999,18,CAR,,56.0,7.0,8.5,1
NO,37.5,2000,11,CAR,,50.0,5.0,-2.0,0
NO,39.5,2001,5,CAR,,70.0,15.0,-5.0,0
NO,39.5,2002,10,CAR,,64.0,10.0,-4.0,0
NO,37.5,2003,5,CAR,,62.0,5.0,7.0,1
NO,46,2004,17,CAR,,55.0,3.0,7.0,1
NO,45.5,2005,1,CAR,,74.0,12.0,6.5,1
NO,41,2006,4,CAR,,64.0,4.0,7.5,1
NO,42,2007,12,CAR,,44.0,6.0,-3.0,0
NO,44.5,2008,7,CAR,,51.0,11.0,3.0,1
NO,41,2009,17,CAR,,31.0,8.0,10.0,1
NO,40.5,2010,9,CAR,,50.0,7.0,-6.5,0
NO,51.5,2011,5,CAR,,75.0,1.0,-6.5,0
NO,54,2012,2,CAR,,71.0,4.0,-3.0,0
NO,44.5,2013,16,CAR,Rain | Fog,72.0,18.0,3.0,1
NO,49,2014,9,CAR,,53.0,3.0,-3.0,0
NO,43,2015,3,CAR,,67.0,8.0,9.5,1
NO,53.5,2016,11,CAR,,57.0,2.0,3.5,1
NO,46.5,2017,3,CAR,,83.0,6.0,5.0,1
NO,50.5,2018,15,CAR,,48.0,3.0,-6.0,0
NO,,2019,17,CAR,,,,,0
NO,,1971,4,CHI,,51.0,11.0,,0
NO,,1974,4,CHI,,62.0,17.0,,0
NO,,1977,3,CHI,,56.0,16.0,,0
NO,37,1980,2,CHI,,67.0,10.0,4.0,1
NO,34,1982,2,CHI,,56.0,10.0,4.5,1
NO,38.5,1984,6,CHI,,62.0,11.0,2.5,1
NO,37,1994,6,CHI,,50.0,14.0,3.5,1
NO,38,1997,6,CHI,,68.0,13.0,3.0,1
NO,37,1999,4,CHI,,44.0,8.0,-1.0,0
NO,40,2000,6,CHI,,39.0,18.0,5.5,1
NO,40.5,2002,3,CHI,,59.0,11.0,-2.0,0
NO,42,2007,17,CHI,,26.0,9.0,1.0,1
NO,46,2008,15,CHI,,24.0,8.0,3.0,1
NO,51.5,2013,5,CHI,,61.0,12.0,-1.5,0
NO,53.5,2014,15,CHI,,42.0,6.0,-3.0,0
NO,,2019,7,CHI,,,,,0
NO,,1970,11,CIN,,52.0,12.0,,0
NO,,1978,4,CIN,,68.0,6.0,,0
NO,45,1987,11,CIN,,46.0,20.0,-3.0,0
NO,44,1990,9,CIN,,61.0,12.0,7.0,1
NO,42.5,1996,3,CIN,,57.0,6.0,3.0,1
NO,49,2002,16,CIN,,42.0,15.0,-7.0,0
NO,45.5,2010,13,CIN,,32.0,1.0,-7.0,0
NO,53.5,2018,10,CIN,,39.0,6.0,-6.0,0
NO,,1968,9,CLE,,35.0,7.0,,0
NO,,1975,11,CLE,,56.0,25.0,,0
NO,41,1981,7,CLE,,57.0,27.0,11.0,1
NO,37,1984,9,CLE,,69.0,14.0,1.0,1
NO,33,1993,14,CLE,,41.0,13.0,-4.0,0
NO,36,2006,1,CLE,,65.0,13.0,3.0,1
NO,49.5,2014,2,CLE,,62.0,5.0,-4.5,0
NO,,1967,5,DAL,,72.0,13.0,,0
NO,,1969,8,DAL,,63.0,6.0,,0
NO,,1973,2,DAL,,76.0,17.0,,0
NO,,1978,12,DAL,,53.0,6.0,,0
NO,39,1982,7,DAL,,56.0,12.0,10.0,1
NO,46,1983,4,DAL,,71.0,12.0,8.5,1
NO,42,1984,8,DAL,,59.0,13.0,6.0,1
NO,36,1990,13,DAL,,52.0,7.0,-1.0,0
NO,36,1991,15,DAL,,70.0,14.0,2.0,1
NO,49,2004,14,DAL,,56.0,10.0,7.0,1
NO,48,2006,14,DAL,,47.0,13.0,6.5,1
NO,49,2010,12,DAL,DOME,72.0,0.0,-4.5,0
NO,54.5,2012,16,DAL,,64.0,8.0,3.0,1
NO,54,2014,4,DAL,DOME,72.0,0.0,-3.0,0
NO,51.5,2018,13,DAL,DOME,72.0,0.0,-7.5,0
NO,,1974,5,DEN,,46.0,11.0,,0
NO,37,1979,10,DEN,,38.0,7.0,6.0,1
NO,40,1985,2,DEN,,69.0,12.0,10.0,1
NO,45,1994,17,DEN,,41.0,8.0,4.5,1
NO,52,2008,3,DEN,,63.0,16.0,5.5,1
NO,55,2012,8,DEN,,59.0,5.0,6.5,1
NO,,1968,11,DET,,50.0,15.0,,0
NO,,1972,10,DET,,36.0,8.0,,0
NO,,1974,8,DET,,56.0,10.0,,0
NO,,1977,2,DET,DOME,72.0,0.0,,0
NO,45,1980,6,DET,DOME,72.0,0.0,11.0,1
NO,44,1988,3,DET,DOME,72.0,0.0,-5.5,0
NO,40,1989,13,DET,DOME,72.0,0.0,-4.0,0
NO,36,1992,5,DET,DOME,72.0,0.0,0.0,0
NO,45,2002,4,DET,DOME,72.0,0.0,-9.0,0
NO,50.5,2008,16,DET,DOME,72.0,0.0,-7.0,0
NO,46.5,2014,7,DET,DOME,72.0,0.0,1.5,1
NO,,1968,10,GB,,40.0,11.0,,0
NO,,1971,11,GB,,30.0,9.0,,0
NO,,1973,12,GB,,36.0,12.0,,0
NO,,1976,9,GB,,32.0,16.0,,0
NO,,1978,2,GB,,75.0,8.0,,0
NO,35,1979,2,GB,,60.0,13.0,3.0,1
NO,41,1985,11,GB,,40.0,17.0,8.0,1
NO,40,1989,2,GB,,60.0,7.0,-4.5,0
NO,41,2005,5,GB,,44.0,7.0,3.0,1
NO,40.5,2006,2,GB,,73.0,12.0,-1.0,0
NO,48,2011,1,GB,,68.0,5.0,5.0,1
NO,54,2012,4,GB,,65.0,7.0,7.5,1
NO,46,2017,7,GB,Rain,54.0,15.0,-3.5,0
NO,,1971,3,TEN,DOME,72.0,0.0,,0
NO,36,1981,12,TEN,DOME,72.0,0.0,6.0,1
NO,49,1984,5,TEN,DOME,72.0,0.0,-5.5,0
NO,43,1990,7,TEN,DOME,72.0,0.0,5.0,1
NO,50.5,2007,11,HOU,DOME,72.0,0.0,1.0,1
NO,51,2015,12,HOU,DOME (Open Roof),55.0,8.0,3.5,1
NO,37.5,1986,6,IND,DOME,72.0,0.0,-4.0,0
NO,35.5,1998,4,IND,DOME,72.0,0.0,0.0,0
NO,53.5,2007,1,IND,DOME,72.0,0.0,5.5,1
NO,53,2015,7,IND,DOME,72.0,0.0,5.0,1
NO,35,1999,12,JAX,,62.0,9.0,12.5,1
NO,42,2003,16,JAX,,46.0,10.0,3.0,1
NO,45,2011,4,JAX,,74.0,5.0,-9.0,0
NO,,2019,6,JAX,,,,,0
NO,,1976,3,KC,,61.0,9.0,,0
NO,36,1991,2,KC,,77.0,17.0,6.5,1
NO,37,1997,17,KC,,31.0,16.0,7.0,1
NO,51,2008,11,KC,,39.0,12.0,-6.0,0
NO,51.5,2016,7,KC,,69.0,6.0,7.0,1
NO,40,1985,6,OAK,,63.0,8.0,9.0,1
NO,39,1994,12,OAK,,51.0,7.0,6.5,1
NO,,1969,3,LAR,,69.0,11.0,,0
NO,,1970,12,LAR,,63.0,8.0,,0
NO,,1971,12,LAR,,56.0,9.0,,0
NO,,1972,1,LAR,,64.0,10.0,,0
NO,,1973,9,LAR,,63.0,7.0,,0
NO,,1974,2,LAR,,70.0,9.0,,0
NO,,1975,6,LAR,,61.0,8.0,,0
NO,,1976,12,LAR,,53.0,6.0,,0
NO,,1977,5,LAR,,65.0,8.0,,0
NO,,1978,8,LAR,,65.0,10.0,,0
NO,42,1979,16,LAR,,57.0,7.0,6.0,1
NO,45,1980,9,LAR,,65.0,7.0,14.0,1
NO,42,1981,10,LAR,,64.0,7.0,11.0,1
NO,41,1983,2,LAR,,77.0,8.0,3.0,1
NO,40.5,1984,14,LAR,,56.0,7.0,7.0,1
NO,37,1985,9,LAR,,67.0,9.0,7.5,1
NO,37.5,1986,12,LAR,,67.0,14.0,6.5,1
NO,40,1987,5,LAR,,61.0,7.0,-3.5,0
NO,42,1988,11,LAR,,61.0,6.0,3.5,1
NO,43,1989,7,LAR,,66.0,9.0,6.0,1
NO,43,1990,14,LAR,,64.0,8.0,5.0,1
NO,36,1991,10,LAR,,62.0,7.0,-4.0,0
NO,38,1992,15,LAR,,55.0,15.0,-5.5,0
NO,38,1993,5,LAR,,69.0,7.0,-4.0,0
